# c0 + a0 * ((feature_22 + feature_16) * (|feature_21 - feature_19|))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.538632597056442; Max AE: 2.14055636922971
# Coefficients
# Task   a0                      c0
# all ,  1.930439371167228e-01,  9.863621753757937e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         21|15|add|20|18|abd|mult; ((feature_22 + feature_16) * (|feature_21 - feature_19|)); $\left(\left(feature_{22} + feature_{16}\right) \left(\left|feature_{21} - feature_{19}\right|\right)\right)$; ((feature_22 + feature_16) .* abs(feature_21 - feature_19)); ((newdata$feature_22 + newdata$feature_16) * abs(newdata$feature_21 - newdata$feature_19)); feature_22,feature_16,feature_21,feature_19
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
215         ,  1.680000000000000e+00,  1.258967451406317e+00,  1.412141091308630e+00
216         ,  1.200000000000000e+00,  9.941260438324753e-01,  4.021814190407418e-02
217         ,  1.160000000000000e+00,  1.182682983153013e+00,  1.016974740100308e+00
218         ,  1.860000000000000e+00,  1.024596539803604e+00,  1.980604260298100e-01
220         ,  1.220000000000000e+00,  1.081845777891921e+00,  4.946210895936810e-01
221         ,  2.020000000000000e+00,  1.582195259500779e+00,  3.086515396568600e+00
222         ,  1.060000000000000e+00,  1.128366613373232e+00,  7.356068267068998e-01
223         ,  9.600000000000000e-01,  1.209052862302736e+00,  1.153575140732307e+00
224         ,  4.399999999999999e-01,  1.290737772537722e+00,  1.576716687962544e+00
225         ,  1.200000000000000e+00,  1.416040361802370e+00,  2.225805134541855e+00
226         ,  5.800000000000001e-01,  1.370820496807793e+00,  1.991558642940124e+00
227         ,  3.360000000000000e+00,  2.055213808153513e+00,  5.536830882865000e+00
229         ,  5.600000000000001e-01,  1.070063298327948e+00,  4.335858675610468e-01
230         ,  4.399999999999999e-01,  9.932892271393510e-01,  3.588329095965768e-02
231         ,  9.399999999999998e-01,  1.163207735605383e+00,  9.160896885493013e-01
232         ,  1.060000000000000e+00,  1.170323156753248e+00,  9.529487645407029e-01
233         ,  1.460000000000000e+00,  1.399365554391552e+00,  2.139426833001435e+00
234         ,  1.060000000000000e+00,  1.253188183446637e+00,  1.382203513128248e+00
235         ,  9.000000000000001e-01,  9.856210485861308e-01, -3.839161181295808e-03
236         ,  2.000000000000000e+00,  1.348690297950625e+00,  1.876920497926605e+00
237         ,  1.980000000000000e+00,  2.108969182792396e+00,  5.815292747255904e+00
239         ,  5.400000000000000e-01,  9.922571996181254e-01,  3.053721515619155e-02
240         ,  5.800000000000001e-01,  9.948587848341938e-01,  4.401386329611921e-02
242         ,  1.480000000000000e+00,  1.061431746204644e+00,  3.888729786082845e-01
243         ,  9.600000000000000e-01,  1.267741177112970e+00,  1.457590463289412e+00
246         ,  4.999999999999999e-01,  9.924044771860258e-01,  3.130013768098068e-02
247         ,  1.520000000000000e+00,  1.129493494241469e+00,  7.414442587706438e-01
248         ,  1.240000000000000e+00,  1.132991698428774e+00,  7.595655436944493e-01
249         ,  9.600000000000000e-01,  1.005865104360858e+00,  1.010284460437219e-01
250         ,  1.360000000000000e+00,  1.092205736687854e+00,  5.482874152533611e-01
251         ,  1.120000000000000e+00,  1.144127855717445e+00,  8.172527078447407e-01
252         ,  3.399999999999999e-01,  9.893695150766491e-01,  1.557852448397271e-02
253         ,  1.180000000000000e+00,  1.364509139047923e+00,  1.958864750274363e+00
254         ,  1.160000000000000e+00,  1.109237710262163e+00,  6.365158974771278e-01
255         ,  9.600000000000000e-01,  1.114787476430023e+00,  6.652646178500687e-01
256         ,  2.520000000000000e+00,  3.354946092979118e+00,  1.226966230061489e+01
257         ,  1.860000000000000e+00,  3.194362669164319e+00,  1.143781320857268e+01
258         ,  1.820000000000000e+00,  1.318886070806604e+00,  1.722529598169934e+00
259         ,  8.400000000000000e-01,  1.245061128382301e+00,  1.340104003629428e+00
260         ,  8.000000000000003e-01,  1.369597410767760e+00,  1.985222851936788e+00
261         ,  7.600000000000002e-01,  1.041803064713882e+00,  2.871931134753323e-01
262         ,  4.399999999999999e-01,  1.060942203171199e+00,  3.863370635168480e-01
263         ,  1.240000000000000e+00,  1.299369016850938e+00,  1.621427982407379e+00
264         ,  1.120000000000000e+00,  1.305845919339286e+00,  1.654979424556178e+00
265         ,  9.399999999999998e-01,  9.879507029703103e-01,  8.228839601194140e-03
266         ,  2.460000000000000e+00,  2.580939306531918e+00,  8.260177216505763e+00
268         ,  1.260000000000000e+00,  1.538076724340428e+00,  2.857973978385260e+00
269         ,  1.400000000000000e+00,  1.034778975501627e+00,  2.508071522420220e-01
271         ,  1.260000000000000e+00,  1.033212588737225e+00,  2.426930058575398e-01
272         ,  2.920000000000000e+00,  1.660112353141918e+00,  3.490139021350077e+00
273         ,  1.520000000000000e+00,  1.552066756753802e+00,  2.930444694753394e+00
274         ,  9.200000000000002e-01,  1.425469397553204e+00,  2.274649122556524e+00
275         ,  6.000000000000000e-01,  1.109825873131492e+00,  6.395626798734761e-01
276         ,  2.380000000000000e+00,  1.315955152392905e+00,  1.707346948782051e+00
278         ,  1.580000000000000e+00,  1.340534278985978e+00,  1.834670950562082e+00
279         ,  1.500000000000000e+00,  1.160614293668203e+00,  9.026552239610052e-01
280         ,  2.260000000000000e+00,  1.955900515140484e+00,  5.022371353618140e+00
281         ,  9.800000000000000e-01,  9.873638009173679e-01,  5.188588445378287e-03
282         ,  2.060000000000000e+00,  1.648164167432601e+00,  3.428245413667942e+00
283         ,  9.600000000000000e-01,  1.421306370769366e+00,  2.253083944980806e+00
284         ,  1.040000000000000e+00,  1.555482595856923e+00,  2.948139314714734e+00
285         ,  2.080000000000000e+00,  2.083582932161559e+00,  5.683787707470646e+00
286         ,  2.600000000000001e+00,  1.283171170272691e+00,  1.537520418045729e+00
287         ,  1.060000000000000e+00,  1.043172972420298e+00,  2.942894653570685e-01
288         ,  1.400000000000000e+00,  1.458987371771853e+00,  2.448277855575900e+00
289         ,  4.060000000000000e+00,  3.640348711509682e+00,  1.374809577432713e+01
290         ,  1.400000000000000e+00,  1.329537109822909e+00,  1.777703768233948e+00
291         ,  1.620000000000000e+00,  1.574379252700969e+00,  3.046027169294807e+00
292         ,  9.600000000000000e-01,  1.069993539033876e+00,  4.332245027074610e-01
293         ,  7.600000000000002e-01,  1.193274033317052e+00,  1.071838157839428e+00
294         ,  1.280000000000000e+00,  1.518014452366431e+00,  2.754048041763556e+00
296         ,  6.200000000000000e-01,  1.003462039500827e+00,  8.858016667311341e-02
297         ,  5.400000000000000e-01,  1.085511018691833e+00,  5.136076522107464e-01
298         ,  1.220000000000000e+00,  1.353357269226978e+00,  1.901096192569275e+00
299         ,  2.000000000000000e+00,  1.759375166820482e+00,  4.004337059170583e+00
300         ,  9.200000000000002e-01,  1.046898620782931e+00,  3.135889492894808e-01
301         ,  2.120000000000000e+00,  1.586215039911600e+00,  3.107338533885731e+00
302         ,  1.980000000000000e+00,  1.823594166430228e+00,  4.337002257409447e+00
304         ,  5.600000000000001e-01,  1.113506243215438e+00,  6.586276147215526e-01
305         ,  4.600000000000000e-01,  9.868725661951621e-01,  2.643910122179944e-03
306         ,  9.000000000000001e-01,  1.481411732673887e+00,  2.564439809361972e+00
307         ,  1.540000000000000e+00,  1.323710716886617e+00,  1.747522074763982e+00
308         ,  2.560000000000000e+00,  2.413821141530845e+00,  7.394477068150281e+00
309         ,  1.340000000000000e+00,  1.390218115083231e+00,  2.092041561829776e+00
310         ,  2.200000000000000e+00,  1.592791391971737e+00,  3.141405141510712e+00
312         ,  3.900000000000000e+00,  2.384655071154453e+00,  7.243391927575487e+00
313         ,  2.100000000000000e+00,  1.985032980090626e+00,  5.173282412443716e+00
314         ,  1.620000000000000e+00,  1.880567617763211e+00,  4.632134299285152e+00
315         ,  1.480000000000000e+00,  1.821331129580672e+00,  4.325279346639203e+00
316         ,  1.720000000000000e+00,  1.316101370720536e+00,  1.708104384264439e+00
317         ,  4.399999999999999e-01,  1.078267910274323e+00,  4.760871347280841e-01
318         ,  1.620000000000000e+00,  1.652432022308236e+00,  3.450353618356361e+00
319         ,  1.400000000000000e+00,  2.157737969039217e+00,  6.067923246691546e+00
320         ,  1.360000000000000e+00,  1.207968810503340e+00,  1.147959570434752e+00
321         ,  1.480000000000000e+00,  1.526911353478468e+00,  2.800135483021332e+00
322         ,  2.240000000000000e+00,  1.773956912879632e+00,  4.079872951553121e+00
324         ,  2.000000000000000e+00,  2.737086901877270e+00,  9.069047972446358e+00
325         ,  2.060000000000000e+00,  1.463656965430345e+00,  2.472467134598264e+00
326         ,  1.640000000000000e+00,  1.115258279442314e+00,  6.677034564860974e-01
327         ,  3.380000000000000e+00,  2.857122120725169e+00,  9.690850556048455e+00
328         ,  1.920000000000000e+00,  1.600664326567275e+00,  3.182188264322682e+00
329         ,  1.780000000000000e+00,  1.844331049192226e+00,  4.444422791157989e+00
330         ,  7.800000000000002e-01,  9.817792967511239e-01, -2.374008059055936e-02
331         ,  4.200000000000001e-01,  1.075220295630004e+00,  4.602999792761309e-01
332         ,  1.280000000000000e+00,  1.071474602109072e+00,  4.408966580588116e-01
333         ,  1.620000000000000e+00,  1.992585583141351e+00,  5.212406164080411e+00
334         ,  2.820000000000000e+00,  1.729783056439391e+00,  3.851044959853322e+00
335         ,  7.800000000000002e-01,  1.051826643084250e+00,  3.391169320633632e-01
337         ,  1.660000000000000e+00,  1.417056781785830e+00,  2.231070360679699e+00
338         ,  1.340000000000000e+00,  1.456759638152586e+00,  2.436737821464806e+00
341         ,  1.520000000000000e+00,  1.286266871827298e+00,  1.553556671765190e+00
342         ,  3.260000000000000e+00,  1.771646775463036e+00,  4.067906051938968e+00
343         ,  1.340000000000000e+00,  1.201618714238567e+00,  1.115065005810671e+00
344         ,  2.540000000000000e+00,  1.914952017499167e+00,  4.810251261928562e+00
345         ,  6.799999999999999e-01,  1.171306714305447e+00,  9.580437577680994e-01
346         ,  1.800000000000000e+00,  2.120909800694917e+00,  5.877147152428447e+00
347         ,  1.380000000000000e+00,  2.015240696969431e+00,  5.329763456759239e+00
348         ,  8.400000000000000e-01,  1.357870724221132e+00,  1.924476647099817e+00
349         ,  2.120000000000000e+00,  2.408677247384362e+00,  7.367830832980654e+00
350         ,  7.800000000000002e-01,  1.497405519231660e+00,  2.647290308562591e+00
351         ,  1.500000000000000e+00,  1.785971445350024e+00,  4.142110246595061e+00
353         ,  4.000000000000000e-01,  1.417925298451687e+00,  2.235569422804257e+00
354         ,  1.340000000000000e+00,  9.762316973049084e-01, -5.247757698165841e-02
355         ,  5.400000000000000e-01,  1.386509598121775e+00,  2.072830821431264e+00
356         ,  4.799999999999998e-01,  1.248560774902457e+00,  1.358232760079516e+00
357         ,  2.320000000000000e+00,  1.637430171723934e+00,  3.372641514011788e+00
358         ,  1.040000000000000e+00,  1.031126324218395e+00,  2.318858054347212e-01
359         ,  1.940000000000000e+00,  1.668868378430483e+00,  3.535496702193844e+00
361         ,  5.400000000000000e-01,  1.033703063615001e+00,  2.452337480590379e-01
363         ,  2.700000000000000e+00,  2.500248927853252e+00,  7.842187509686442e+00
364         ,  1.000000000000000e+00,  1.773482421638015e+00,  4.077415007270050e+00
365         ,  2.000000000000000e+00,  1.779917894013781e+00,  4.110751834480920e+00
366         ,  1.800000000000000e+00,  1.155708391621273e+00,  8.772418278181163e-01
367         ,  6.799999999999999e-01,  1.391788403572803e+00,  2.100175919805609e+00
368         ,  9.399999999999998e-01,  9.950937197738656e-01,  4.523086572147803e-02
