# c0 + a0 * ((feature_21 * feature_7) * cbrt(feature_1)) + a1 * ((feature_27 - feature_3) + sqrt(feature_2)) + a2 * ((|feature_20 - feature_9|) * (feature_6 * feature_5)) + a3 * ((feature_22 * feature_16) + (|feature_21 - feature_19|))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.454670646916766; Max AE: 1.91909919938367
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -1.812903619817574e-01,  1.744808971429648e+00,  3.394973533011724e-06,  3.862098867641596e-01, -7.551094291253316e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         20|6|mult|0|cbrt|mult; ((feature_21 * feature_7) * cbrt(feature_1)); $\left(\left(feature_{21} feature_{7}\right) \left(\sqrt[3]{ feature_{1} }\right)\right)$; ((feature_21 .* feature_7) .* nthroot(feature_1, 3)); ((newdata$feature_21 * newdata$feature_7) * nthroot(newdata$feature_1, 3)); feature_21,feature_7,feature_1
# 1;  2; Unitless;                                         26|2|sub|1|sqrt|add; ((feature_27 - feature_3) + sqrt(feature_2)); $\left(\left(feature_{27} - feature_{3}\right) + \left(\sqrt{ feature_{2} }\right)\right)$; ((feature_27 - feature_3) + sqrt(feature_2)); ((newdata$feature_27 - newdata$feature_3) + sqrt(newdata$feature_2)); feature_27,feature_3,feature_2
# 2;  2; Unitless;                                         19|8|abd|5|4|mult|mult; ((|feature_20 - feature_9|) * (feature_6 * feature_5)); $\left(\left(\left|feature_{20} - feature_{9}\right|\right) \left(feature_{6} feature_{5}\right)\right)$; (abs(feature_20 - feature_9) .* (feature_6 .* feature_5)); (abs(newdata$feature_20 - newdata$feature_9) * (newdata$feature_6 * newdata$feature_5)); feature_20,feature_9,feature_6,feature_5
# 3;  2; Unitless;                                         21|15|mult|20|18|abd|add; ((feature_22 * feature_16) + (|feature_21 - feature_19|)); $\left(\left(feature_{22} feature_{16}\right) + \left(\left|feature_{21} - feature_{19}\right|\right)\right)$; ((feature_22 .* feature_16) + abs(feature_21 - feature_19)); ((newdata$feature_22 * newdata$feature_16) + abs(newdata$feature_21 - newdata$feature_19)); feature_22,feature_16,feature_21,feature_19
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
17          ,  1.000000000000000e+00,  9.272128404255074e-01,  2.697997895202189e+00,  8.449947986577554e-01,  4.533008121208435e+04,  1.406474488976579e+00
18          ,  1.920000000000000e+00,  2.234210797118317e+00,  0.000000000000000e+00,  7.896060446047714e-01,  3.335692186031750e+04,  3.879658963206777e+00
19          ,  1.140000000000000e+00,  1.400019965912843e+00,  4.623100321602339e-01,  7.897118845328629e-01,  5.251848339702460e+04,  1.767812087184746e+00
20          ,  1.100000000000000e+00,  1.202613162145545e+00,  0.000000000000000e+00,  5.896075200923001e-01,  8.785415192599762e+04,  1.633069482818900e+00
21          ,  1.780000000000000e+00,  1.591153523321118e+00,  0.000000000000000e+00,  7.897270526829647e-01,  2.898538390064974e+04,  2.252494108958058e+00
22          ,  1.480000000000000e+00,  1.669173801123279e+00,  0.000000000000000e+00,  9.579385955661514e-01,  1.118133146906237e+05,  9.664696410038460e-01
23          ,  1.260000000000000e+00,  1.248445389282590e+00,  0.000000000000000e+00,  8.377560769723568e-01,  6.739581712961959e+04,  8.105009601611751e-01
24          ,  1.640000000000000e+00,  1.338012681326866e+00,  8.228571013373061e-01,  7.897052047472995e-01,  6.561971018344819e+04,  1.661366756414064e+00
25          ,  1.020000000000000e+00,  1.565200580524288e+00,  0.000000000000000e+00,  8.111137962016722e-01,  2.043178313280282e+05,  5.474167253379409e-01
26          ,  6.799999999999999e-01,  7.216618801831257e-01,  8.035564512634054e-01,  7.863703105427132e-01,  4.274116442826172e+04,  2.725907806450563e-01
27          ,  5.600000000000001e-01,  9.672914178449046e-01,  7.076405347174316e-01,  8.029974600993152e-01,  1.111683600547555e+05,  1.869409500526154e-01
28          ,  9.200000000000002e-01,  1.590353318390452e+00,  1.201450198538287e+00,  1.225612870111208e+00,  9.982643979653988e+04,  2.224325155367797e-01
29          ,  1.400000000000000e+00,  2.058652169306043e+00,  0.000000000000000e+00,  7.896942516478236e-01,  3.867939926455745e+04,  3.377905360280200e+00
30          , -6.000000000000000e-02,  9.866484917605212e-01,  2.183776267834381e-01,  7.896497118727671e-01,  8.887911711375407e+02,  1.037110570071720e+00
31          ,  1.360000000000000e+00,  1.346636232462771e+00,  2.994906090793814e-01,  8.624764724688815e-01,  1.156627488742906e+05,  6.693556363610218e-01
32          ,  1.620000000000000e+00,  1.275001911006298e+00,  1.114893531028660e-01,  7.998469927439705e-01,  3.127377250682258e+04,  1.420392034134925e+00
33          ,  2.800000000000000e+00,  2.335055527289025e+00,  0.000000000000000e+00,  1.236885197814902e+00,  5.152473324751084e+03,  2.367997525215533e+00
34          ,  1.500000000000000e+00,  1.428532656709987e+00,  0.000000000000000e+00,  7.897091178679156e-01,  4.041989166834592e+04,  1.730991599773799e+00
35          ,  7.800000000000002e-01,  1.132748208694609e+00,  7.507931993660014e-01,  7.897183647577001e-01,  9.468814577002417e+03,  1.589589410152592e+00
36          ,  1.660000000000000e+00,  1.689008399769712e+00,  0.000000000000000e+00,  9.258095257713284e-01,  3.409695681332336e+04,  1.846143304436223e+00
37          ,  1.140000000000000e+00,  1.164636689648798e+00,  1.059653286000641e-01,  7.896067114204425e-01,  6.855081739071589e+04,  8.506139747243462e-01
38          ,  1.960000000000000e+00,  1.819144311742208e+00,  0.000000000000000e+00,  9.535949608854480e-01,  9.339074420320410e+04,  1.536350087196740e+00
39          ,  1.140000000000000e+00,  8.806047955154366e-01,  0.000000000000000e+00,  7.897000233883302e-01,  3.251470260125848e+04,  3.817923605348521e-01
40          ,  1.220000000000000e+00,  1.526299041971684e+00,  1.349120229406147e+00,  7.897378573864873e-01,  1.212416188301668e+05,  1.906831506411414e+00
42          ,  3.660000000000000e+00,  3.065514262202627e+00,  2.381633771161493e-01,  7.896076229251815e-01,  3.651580333709543e+05,  3.227219540050653e+00
43          ,  8.000000000000003e-01,  1.184949661758980e+00,  0.000000000000000e+00,  7.896092439187092e-01,  7.686201071699405e+04,  7.803976967502058e-01
44          ,  3.840000000000000e+00,  2.973935822838305e+00,  0.000000000000000e+00,  1.288476277980485e+00,  1.004630371449460e+05,  2.951325094409045e+00
45          ,  1.260000000000000e+00,  8.949192969850380e-01,  0.000000000000000e+00,  7.897026833628861e-01,  4.714499534754518e+04,  2.902369717591201e-01
46          ,  3.200000000000000e-01,  7.355993438333541e-01,  1.991471672348263e+00,  8.076014011067133e-01,  6.176314378431314e+04,  6.031668086319109e-01
47          ,  2.600000000000001e-01,  1.157670036402976e+00,  0.000000000000000e+00,  8.772086821106061e-01,  1.005138216527899e+05,  1.060980683223255e-01
48          , -2.000000000000000e-02,  8.983769901188089e-01,  0.000000000000000e+00,  7.896518295127203e-01,  8.661602224983955e+03,  6.377074252571171e-01
49          ,  1.160000000000000e+00,  1.048107974944988e+00,  0.000000000000000e+00,  9.460650383112116e-01,  2.461951811175905e+04,  1.784833264150808e-01
50          ,  2.120000000000000e+00,  1.852425085506039e+00,  0.000000000000000e+00,  7.896922954599265e-01,  2.554429104167767e+04,  2.959401506818287e+00
51          ,  4.999999999999999e-01,  9.628860089165369e-01,  6.031308376736569e-01,  8.766022955971886e-01,  6.730102474510392e+04,  1.795616860539871e-01
52          ,  1.280000000000000e+00,  1.741408892775479e+00,  0.000000000000000e+00,  9.422797271939048e-01,  1.187717420015364e+04,  2.102736196227993e+00
53          ,  2.440000000000000e+00,  1.961621705224911e+00,  0.000000000000000e+00,  8.412825388147958e-01,  1.285092395852220e+05,  2.103955320221985e+00
54          ,  1.120000000000000e+00,  7.660410863143117e-01,  1.162813391984577e+00,  7.897095878946948e-01,  1.736316580856708e+04,  7.641376467866645e-01
55          ,  1.960000000000000e+00,  1.894660301156455e+00,  0.000000000000000e+00,  7.897221353979554e-01,  1.627395459546930e+04,  3.150115675616368e+00
56          ,  1.580000000000000e+00,  9.014709330995104e-01,  1.392497427590161e-01,  7.896125004550180e-01,  6.639102481151087e+04,  2.037913952524895e-01
57          ,  1.260000000000000e+00,  1.122424681242248e+00,  1.465392779859029e+00,  8.334713873634164e-01,  1.923589464368123e+04,  1.614774794602298e+00
58          ,  2.560000000000000e+00,  1.833163298475716e+00,  0.000000000000000e+00,  8.421298032725782e-01,  6.892332067513043e+03,  2.836586644561523e+00
59          ,  1.440000000000000e+00,  8.337960556168175e-01,  2.753778954352779e-01,  7.896227628341831e-01,  6.942622057833390e+04,  6.573570993086077e-02
61          ,  1.260000000000000e+00,  1.071284299562973e+00,  0.000000000000000e+00,  8.765014153820838e-01,  4.590115956430197e+04,  3.656896900978376e-01
62          ,  1.360000000000000e+00,  1.045769724000473e+00,  1.536116754491814e-01,  8.004592180025319e-01,  3.429904267476711e+04,  8.172620983224642e-01
63          ,  1.040000000000000e+00,  8.889724614472952e-01,  2.517794845021325e-01,  7.896956711082429e-01,  1.526751249067715e+04,  6.732768913986675e-01
64          ,  2.200000000000000e-01,  6.706019857900207e-01,  1.833385167309570e+00,  7.896287644669223e-01,  1.596268907474796e+04,  8.444688431365548e-01
65          , -3.999999999999990e-02,  1.032859011437208e+00,  0.000000000000000e+00,  7.896063566298088e-01,  2.030776827982910e+04,  8.837470543596905e-01
66          ,  1.780000000000000e+00,  1.381312262882446e+00,  0.000000000000000e+00,  8.033649135544462e-01,  7.401194940310386e+04,  1.251741062888032e+00
67          ,  6.799999999999999e-01,  1.038589048112014e+00,  1.158705278737814e+00,  7.896961049623514e-01,  2.910932915378560e+04,  1.364714741985783e+00
68          ,  3.940000000000000e+00,  3.959651128558780e+00,  0.000000000000000e+00,  7.896899762745601e-01,  4.754533061808827e+05,  4.460660047310443e+00
69          ,  9.000000000000001e-01,  1.107276349295083e+00,  0.000000000000000e+00,  7.897033121301824e-01,  7.965854388602981e+03,  1.184486740263544e+00
70          ,  1.620000000000000e+00,  1.700426361363774e+00,  0.000000000000000e+00,  7.896205367529587e-01,  7.398679488704544e+04,  2.140327350056520e+00
71          ,  1.260000000000000e+00,  1.632714735190232e+00,  1.965770467902897e+00,  1.226832440316785e+00,  1.029976103448814e+05,  6.575103417272553e-01
72          ,  1.860000000000000e+00,  1.585924138683960e+00,  0.000000000000000e+00,  7.896287644669224e-01,  8.763922440020955e+03,  2.417154409382899e+00
74          ,  1.400000000000000e+00,  1.317431284759879e+00,  0.000000000000000e+00,  7.897381457742709e-01,  1.540317735310349e+03,  1.784959934325050e+00
75          ,  1.260000000000000e+00,  1.417535106855512e+00,  1.671963002896613e+00,  5.897318056164089e-01,  1.287121005013666e+04,  3.632969013602475e+00
76          ,  8.400000000000000e-01,  1.547146154006857e+00,  0.000000000000000e+00,  7.896061620397984e-01,  7.280842454244391e+04,  1.753867564298711e+00
77          ,  9.600000000000000e-01,  1.641667371744844e+00,  9.088786821027552e-01,  1.228242101438115e+00,  4.016583909813399e+04,  7.305301015563475e-01
78          ,  1.300000000000000e+00,  1.382210409546903e+00,  9.830540794536381e-02,  7.896089874657872e-01,  3.585571885198415e+04,  1.697770104736947e+00
79          ,  1.920000000000000e+00,  1.916276498619551e+00,  3.465487476818707e-01,  7.896100399663275e-01,  1.536768435243442e+04,  3.377231803360271e+00
80          ,  1.540000000000000e+00,  1.621530984575519e+00,  0.000000000000000e+00,  7.896090935187616e-01,  7.282406214220688e+04,  1.946318946326484e+00
83          ,  8.400000000000000e-01,  1.823693272378389e+00,  0.000000000000000e+00,  8.521028912241583e-01,  2.184810367568918e+04,  2.635541537057476e+00
84          ,  9.800000000000000e-01,  8.692053840910680e-01,  0.000000000000000e+00,  7.896972627145259e-01,  3.279473929775522e+04,  3.498270686769439e-01
85          ,  1.240000000000000e+00,  1.703703825566222e+00,  6.805618853322226e-01,  7.896064351996158e-01,  6.545860143217519e+03,  3.061177851162770e+00
86          ,  1.640000000000000e+00,  8.560926645386004e-01,  2.709230704165279e+00,  8.236179893319149e-01,  1.624008679850266e+04,  1.579889091277576e+00
87          ,  2.080000000000000e+00,  2.201234765332182e+00,  0.000000000000000e+00,  7.896060446047709e-01,  1.069940988830517e+04,  3.993445852638686e+00
88          ,  1.460000000000000e+00,  1.683125926093201e+00,  0.000000000000000e+00,  7.897656827398769e-01,  9.974406822739837e+04,  1.868457177484063e+00
89          ,  2.100000000000000e+00,  1.728066314010614e+00,  0.000000000000000e+00,  7.897244335601334e-01,  7.720545983486819e+04,  2.183131511272058e+00
90          ,  4.000000000000000e-01,  1.095701465636726e+00,  9.499471377195398e-02,  7.896064780329333e-01,  8.422484585599022e+04,  5.291913504509129e-01
91          ,  1.320000000000001e+00,  2.343280499086604e+00,  0.000000000000000e+00,  7.896916223435331e-01,  4.290474904157269e+04,  4.077752712760444e+00
92          ,  3.600000000000000e-01,  2.784867116663460e-01,  1.929866889100412e+00,  5.920689949053470e-01,  7.596636447143400e+04,  2.395363766385574e-01
93          ,  1.380000000000000e+00,  1.028348775958497e+00,  7.256142553952858e-01,  8.037103251596377e-01,  2.344766447975658e+04,  1.121358890222137e+00
94          ,  1.720000000000000e+00,  1.508023100870070e+00,  0.000000000000000e+00,  7.897149853370032e-01,  3.331085439428771e+04,  1.999278879538012e+00
95          ,  5.199999999999999e-01,  6.197449299344824e-01,  2.022697077342211e+00,  8.083657317658967e-01,  4.115952701799726e+04,  4.955092169058747e-01
96          ,  1.600000000000000e+00,  1.363217740482082e+00,  0.000000000000000e+00,  7.897009361099496e-01,  2.506133324685965e+04,  1.696920122766068e+00
97          ,  2.400000000000000e-01,  1.013737658697109e+00,  0.000000000000000e+00,  7.896890479490866e-01,  1.393444067062558e+03,  1.000129359271420e+00
98          ,  1.580000000000000e+00,  1.157647852639718e+00,  0.000000000000000e+00,  7.896156577313687e-01,  4.043969792920896e+04,  1.029847001985895e+00
99          ,  9.800000000000000e-01,  9.233355692261930e-01,  1.311338601374028e+00,  7.935071774686321e-01,  6.810354515542439e+04,  7.779445398059481e-01
100         ,  2.320000000000000e+00,  1.996404800303489e+00,  0.000000000000000e+00,  7.896061736485583e-01,  1.614011311476985e+04,  3.415259635006642e+00
102         ,  1.640000000000000e+00,  1.240388755942538e+00,  0.000000000000000e+00,  9.403631942346248e-01,  4.078510672021389e+04,  5.600055744842767e-01
103         ,  2.160000000000000e+00,  1.815652709242702e+00,  0.000000000000000e+00,  7.896967233343888e-01,  4.186232924389410e+03,  3.051915813651958e+00
104         ,  1.240000000000000e+00,  1.308981482935181e+00,  2.917476435511445e-01,  7.896064169735241e-01,  3.452058404115718e+03,  1.883820082682909e+00
105         ,  1.680000000000000e+00,  2.496094280058523e+00,  0.000000000000000e+00,  7.896983831547576e-01,  6.613323847516382e+04,  4.269207878314270e+00
106         ,  1.660000000000000e+00,  1.723947652766592e+00,  0.000000000000000e+00,  7.896825420883745e-01,  5.590016740083299e+03,  2.802191181744529e+00
107         ,  1.240000000000000e+00,  1.624631374602132e+00,  0.000000000000000e+00,  8.179857910017069e-01,  9.522416848753383e+04,  1.629239299489302e+00
108         ,  3.440000000000000e+00,  3.248204126230665e+00,  0.000000000000000e+00,  7.897048448267061e-01,  2.375483722801336e+05,  4.709768141514682e+00
109         ,  3.800000000000000e+00,  3.657367007168915e+00,  0.000000000000000e+00,  7.896060446047711e-01,  5.247161593833263e+04,  7.396560979735290e+00
110         ,  7.400000000000001e-01,  8.841718606607266e-01,  0.000000000000000e+00,  7.896674212017342e-01,  3.364016700280003e+04,  3.812823473803996e-01
111         ,  1.160000000000000e+00,  1.460085340250317e+00,  0.000000000000000e+00,  8.652452834583012e-01,  5.192548001688731e+04,  1.370294816629914e+00
112         ,  6.400000000000000e-01,  1.422159085755427e+00,  0.000000000000000e+00,  7.897143787684975e-01,  1.863466908123869e+04,  1.905967710403953e+00
115         ,  1.460000000000000e+00,  1.060382231462718e+00,  0.000000000000000e+00,  8.706930455817555e-01,  5.124350038135207e+04,  3.167404563020227e-01
116         ,  2.040000000000000e+00,  1.871069023634673e+00,  0.000000000000000e+00,  7.896060446047712e-01,  1.378432001743177e+04,  3.111441166555581e+00
117         ,  1.780000000000000e+00,  1.799632059801200e+00,  0.000000000000000e+00,  7.897105776626078e-01,  3.251120307726791e+04,  2.761381183556998e+00
119         ,  1.400000000000000e+00,  1.450299618963955e+00,  0.000000000000000e+00,  7.896741328795841e-01,  4.838024619300458e+04,  1.717534697899337e+00
120         ,  1.520000000000000e+00,  1.180035605315502e+00,  2.316647738214406e-01,  7.923717512549339e-01,  2.292915238836474e+04,  1.338035190360069e+00
122         ,  2.200000000000000e+00,  1.635460060614767e+00,  0.000000000000000e+00,  7.896939231804280e-01,  2.802045970984128e+04,  2.375847331308741e+00
123         ,  1.420000000000000e+00,  1.131915890037955e+00,  0.000000000000000e+00,  7.897200763092780e-01,  1.198796271061376e+05,  2.644325985120728e-01
124         ,  2.200000000000000e-01,  1.042101001889223e+00,  2.102893892763006e-01,  7.896061244055181e-01,  2.472627045220992e+03,  1.163169387368954e+00
125         ,  1.020000000000000e+00,  1.196324516755233e+00,  1.656246414330913e+00,  8.414137304790574e-01,  3.206523139960175e+04,  1.747051651016219e+00
126         ,  1.220000000000000e+00,  1.348672092044712e+00,  0.000000000000000e+00,  9.555269922097920e-01,  9.602466812541829e+04,  2.862905629981980e-01
127         ,  8.200000000000000e-01,  9.131555589131064e-01,  3.601883517843963e-01,  8.209218878274755e-01,  3.700667519663712e+04,  4.546105969073032e-01
128         ,  6.799999999999999e-01,  6.665105550031681e-01,  1.077228900830980e+00,  8.509668537503273e-01,  2.553912539278652e+04,  1.176353777486059e-01
129         ,  1.620000000000000e+00,  1.507661129424771e+00,  0.000000000000000e+00,  7.897033146085428e-01,  1.052181818365061e+04,  2.198721123675632e+00
131         ,  1.680000000000000e+00,  1.162077836813945e+00,  5.597819103930541e-01,  8.287099212316318e-01,  4.111005773012074e+04,  1.121572188434764e+00
132         ,  9.600000000000000e-01,  8.837919716876815e-01,  1.404256250741322e+00,  7.897586786238369e-01,  5.658506313685695e+03,  1.285029293487448e+00
133         ,  1.700000000000000e+00,  1.593295079486559e+00,  1.212779330083117e+00,  8.306097774884114e-01,  8.401585157000151e+04,  2.158884992302756e+00
134         ,  4.999999999999999e-01,  9.080453251398302e-01,  6.264248184594701e-01,  7.918926690534935e-01,  3.766045082901625e+04,  6.917530553573696e-01
135         ,  1.280000000000000e+00,  1.086933616428854e+00,  4.525553306960294e-01,  7.896948174021869e-01,  3.075094153330722e+04,  1.143993837804157e+00
136         ,  7.600000000000002e-01,  1.318571480792557e+00,  2.953202148606519e-01,  7.891726053552592e-01,  1.321766312524269e+05,  7.807361289526771e-01
137         ,  1.220000000000000e+00,  8.003299747184244e-01,  0.000000000000000e+00,  8.389307906850607e-01,  1.511254943550659e+02,  2.360176937936790e-01
138         ,  1.080000000000000e+00,  1.335683520340376e+00,  2.962932372102010e-01,  7.896066621948546e-01,  7.499568965930199e+03,  1.919511791003057e+00
139         ,  9.000000000000001e-01,  9.463081129009248e-01,  1.910843052714978e-01,  8.490521211262151e-01,  6.177516400269829e+04,  1.162592711831987e-01
141         ,  1.380000000000000e+00,  1.911835545238384e+00,  0.000000000000000e+00,  7.896512784115637e-01,  2.325819720363391e+04,  3.133512157593812e+00
142         ,  1.700000000000000e+00,  1.154517742728968e+00,  1.079333117711733e+00,  7.896515537244233e-01,  3.411649497837622e+04,  1.583812770448924e+00
143         ,  1.380000000000000e+00,  1.534202427007095e+00,  1.224345250853605e+00,  8.471488996844885e-01,  6.329070059465808e+04,  2.118771746097556e+00
144         ,  1.840000000000000e+00,  1.004701239365013e+00,  0.000000000000000e+00,  5.897114465942235e-01,  1.301846298261129e+05,  7.480478443314034e-01
145         ,  1.400000000000000e+00,  1.519629963334599e+00,  0.000000000000000e+00,  7.896287644669222e-01,  3.529877801969643e+04,  2.012246836832480e+00
146         ,  1.360000000000000e+00,  1.793034477118775e+00,  1.522988431114993e-01,  5.896066523992038e-01,  7.691275356906786e+03,  3.937992313949731e+00
147         ,  1.180000000000000e+00,  1.712725719833105e+00,  0.000000000000000e+00,  8.081961835082206e-01,  2.368333361589889e+05,  6.567524498883277e-01
148         ,  9.200000000000002e-01,  8.024744205790262e-01,  0.000000000000000e+00,  5.896063188905492e-01,  5.531497973403335e+04,  8.830446200478860e-01
149         ,  1.840000000000000e+00,  1.606600999460779e+00,  8.651747230491724e-01,  1.244298124075005e+00,  6.005823785681340e+04,  3.718175381939336e-01
150         ,  2.920000000000000e+00,  2.466989332875044e+00,  6.574857709082513e-01,  7.895843707455762e-01,  5.833517291149641e+04,  4.571541004149989e+00
152         ,  1.020000000000000e+00,  1.011326208619677e+00,  0.000000000000000e+00,  7.896095446220656e-01,  3.484822553683056e+04,  7.001607837064847e-01
153         ,  2.040000000000000e+00,  1.806605307279441e+00,  0.000000000000000e+00,  8.413149204262508e-01,  3.821775636532208e+04,  2.496136627089404e+00
154         ,  1.160000000000000e+00,  1.305460916857313e+00,  4.949310618163324e-01,  7.896066512371519e-01,  1.901603266043060e+04,  1.833264515062888e+00
155         ,  7.000000000000000e-01,  1.244721134665610e+00,  0.000000000000000e+00,  7.896099144274015e-01,  4.976265985861953e+04,  1.173375419808104e+00
156         ,  2.080000000000000e+00,  2.203376767466156e+00,  0.000000000000000e+00,  7.897122138037914e-01,  6.203620977246573e+04,  3.547236872446407e+00
157         ,  2.200000000000000e+00,  1.922065030758149e+00,  4.939175170134401e-01,  7.896852184675108e-01,  9.340265647001289e+04,  2.775090906904417e+00
159         ,  1.140000000000000e+00,  1.447109905946389e+00,  0.000000000000000e+00,  7.895389693584771e-01,  7.715887194712176e+04,  1.456908145616195e+00
160         ,  8.600000000000001e-01,  1.151127086407745e+00,  0.000000000000000e+00,  9.085672180809888e-01,  7.492474272031414e+04,  1.724263569046733e-01
161         ,  1.680000000000000e+00,  1.163270028826309e+00,  0.000000000000000e+00,  7.896118806807905e-01,  1.345279153421965e+02,  1.398723503446193e+00
162         ,  5.400000000000000e-01,  6.871738203356217e-01,  8.008887966681452e-01,  7.896074838091889e-01,  1.374722204524373e+04,  4.222859078730581e-01
163         ,  1.500000000000000e+00,  1.264208540852949e+00,  1.282647218178553e-01,  7.896607496886892e-01,  4.358312698852360e+04,  1.338133544693800e+00
164         ,  9.800000000000000e-01,  6.591119266735835e-01,  5.099515641527480e-01,  8.264990081557243e-01,  1.697687180660986e+03,  1.523114092098842e-01
165         ,  2.440000000000000e+00,  1.303447750420133e+00,  0.000000000000000e+00,  7.897205294909796e-01,  8.094339877845990e+04,  1.050840571801251e+00
167         ,  1.600000000000000e+00,  1.659751593173364e+00,  4.480589351623510e-01,  1.239302984976928e+00,  6.774844463355489e+04,  2.686069141618625e-01
168         ,  4.000000000000000e-01,  5.323777330266837e-01,  1.401314392585211e+00,  7.867673981650654e-01,  4.070779516723890e+04,  7.915709761696496e-02
