# c0 + a0 * ((feature_26 - feature_12) * (feature_11 / feature_30)) + a1 * ((feature_21 * feature_7) * cbrt(feature_1)) + a2 * ((feature_27 - feature_3) + sqrt(feature_2)) + a3 * ((|feature_20 - feature_9|) * (feature_6 * feature_5)) + a4 * ((feature_22 * feature_16) + (|feature_21 - feature_19|))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.441773408811966; Max AE: 1.92291430060275
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  4.429113467218600e-02, -2.134689945525727e-01,  1.720408039609886e+00,  3.588921422996885e-06,  3.496906819585222e-01, -5.880356018050317e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         25|11|sub|10|29|div|mult; ((feature_26 - feature_12) * (feature_11 / feature_30)); $\left(\left(feature_{26} - feature_{12}\right) \left(\frac{ feature_{11} }{ feature_{30} } \right)\right)$; ((feature_26 - feature_12) .* (feature_11 ./ feature_30)); ((newdata$feature_26 - newdata$feature_12) * (newdata$feature_11 / newdata$feature_30)); feature_26,feature_12,feature_11,feature_30
# 1;  2; Unitless;                                         20|6|mult|0|cbrt|mult; ((feature_21 * feature_7) * cbrt(feature_1)); $\left(\left(feature_{21} feature_{7}\right) \left(\sqrt[3]{ feature_{1} }\right)\right)$; ((feature_21 .* feature_7) .* nthroot(feature_1, 3)); ((newdata$feature_21 * newdata$feature_7) * nthroot(newdata$feature_1, 3)); feature_21,feature_7,feature_1
# 2;  2; Unitless;                                         26|2|sub|1|sqrt|add; ((feature_27 - feature_3) + sqrt(feature_2)); $\left(\left(feature_{27} - feature_{3}\right) + \left(\sqrt{ feature_{2} }\right)\right)$; ((feature_27 - feature_3) + sqrt(feature_2)); ((newdata$feature_27 - newdata$feature_3) + sqrt(newdata$feature_2)); feature_27,feature_3,feature_2
# 3;  2; Unitless;                                         19|8|abd|5|4|mult|mult; ((|feature_20 - feature_9|) * (feature_6 * feature_5)); $\left(\left(\left|feature_{20} - feature_{9}\right|\right) \left(feature_{6} feature_{5}\right)\right)$; (abs(feature_20 - feature_9) .* (feature_6 .* feature_5)); (abs(newdata$feature_20 - newdata$feature_9) * (newdata$feature_6 * newdata$feature_5)); feature_20,feature_9,feature_6,feature_5
# 4;  2; Unitless;                                         21|15|mult|20|18|abd|add; ((feature_22 * feature_16) + (|feature_21 - feature_19|)); $\left(\left(feature_{22} feature_{16}\right) + \left(\left|feature_{21} - feature_{19}\right|\right)\right)$; ((feature_22 .* feature_16) + abs(feature_21 - feature_19)); ((newdata$feature_22 * newdata$feature_16) + abs(newdata$feature_21 - newdata$feature_19)); feature_22,feature_16,feature_21,feature_19
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
53          ,  2.440000000000000e+00,  2.242682951451561e+00,  4.209108155319958e+00,  0.000000000000000e+00,  8.412825388147958e-01,  1.285092395852220e+05,  2.103955320221985e+00
54          ,  1.120000000000000e+00,  6.960728751162565e-01, -3.518006371257243e+00,  1.162813391984577e+00,  7.897095878946948e-01,  1.736316580856708e+04,  7.641376467866645e-01
55          ,  1.960000000000000e+00,  1.889011056116399e+00, -9.385556798634138e-01,  0.000000000000000e+00,  7.897221353979554e-01,  1.627395459546930e+04,  3.150115675616368e+00
56          ,  1.580000000000000e+00,  9.868192550620939e-01, -1.431696392672744e+00,  1.392497427590161e-01,  7.896125004550180e-01,  6.639102481151087e+04,  2.037913952524895e-01
57          ,  1.260000000000000e+00,  1.179029025008907e+00,  2.768468482427440e-01,  1.465392779859029e+00,  8.334713873634164e-01,  1.923589464368123e+04,  1.614774794602298e+00
58          ,  2.560000000000000e+00,  1.926320288485981e+00,  1.103720876083464e+00,  0.000000000000000e+00,  8.421298032725782e-01,  6.892332067513043e+03,  2.836586644561523e+00
59          ,  1.440000000000000e+00,  8.840741380594247e-01, -2.251723362656132e+00,  2.753778954352779e-01,  7.896227628341831e-01,  6.942622057833390e+04,  6.573570993086077e-02
61          ,  1.260000000000000e+00,  1.012479525128645e+00, -4.516454326941412e+00,  0.000000000000000e+00,  8.765014153820838e-01,  4.590115956430197e+04,  3.656896900978376e-01
62          ,  1.360000000000000e+00,  9.200535279931285e-01, -5.534324773632151e+00,  1.536116754491814e-01,  8.004592180025319e-01,  3.429904267476711e+04,  8.172620983224642e-01
63          ,  1.040000000000000e+00,  8.441783378907139e-01, -3.677266059621222e+00,  2.517794845021325e-01,  7.896956711082429e-01,  1.526751249067715e+04,  6.732768913986675e-01
64          ,  2.200000000000000e-01,  6.554764078578987e-01, -1.720265234613742e+00,  1.833385167309570e+00,  7.896287644669223e-01,  1.596268907474796e+04,  8.444688431365548e-01
65          , -3.999999999999990e-02,  8.078428454697177e-01, -7.777804161002607e+00,  0.000000000000000e+00,  7.896063566298088e-01,  2.030776827982910e+04,  8.837470543596905e-01
66          ,  1.780000000000000e+00,  1.389943192640400e+00, -2.426714037854558e+00,  0.000000000000000e+00,  8.033649135544462e-01,  7.401194940310386e+04,  1.251741062888032e+00
67          ,  6.799999999999999e-01,  9.544822745750149e-01, -3.396461290441738e+00,  1.158705278737814e+00,  7.896961049623514e-01,  2.910932915378560e+04,  1.364714741985783e+00
68          ,  3.940000000000000e+00,  3.773195448700839e+00, -5.950936808086142e+00,  0.000000000000000e+00,  7.896899762745601e-01,  4.754533061808827e+05,  4.460660047310443e+00
69          ,  9.000000000000001e-01,  1.149484201711540e+00, -1.442386280977003e+00,  0.000000000000000e+00,  7.897033121301824e-01,  7.965854388602981e+03,  1.184486740263544e+00
70          ,  1.620000000000000e+00,  1.788591541011666e+00,  9.420168013259630e-02,  0.000000000000000e+00,  7.896205367529587e-01,  7.398679488704544e+04,  2.140327350056520e+00
71          ,  1.260000000000000e+00,  1.675850501941377e+00, -6.030736128063399e-01,  1.965770467902897e+00,  1.226832440316785e+00,  1.029976103448814e+05,  6.575103417272553e-01
72          ,  1.860000000000000e+00,  1.408677933254958e+00, -5.384362902685235e+00,  0.000000000000000e+00,  7.896287644669224e-01,  8.763922440020955e+03,  2.417154409382899e+00
74          ,  1.400000000000000e+00,  1.384683816049559e+00, -3.536683686080755e-01,  0.000000000000000e+00,  7.897381457742709e-01,  1.540317735310349e+03,  1.784959934325050e+00
75          ,  1.260000000000000e+00,  1.403467159994547e+00,  3.889381046283042e-01,  1.671963002896613e+00,  5.897318056164089e-01,  1.287121005013666e+04,  3.632969013602475e+00
76          ,  8.400000000000000e-01,  1.612570181923219e+00, -7.327395211322714e-01,  0.000000000000000e+00,  7.896061620397984e-01,  7.280842454244391e+04,  1.753867564298711e+00
77          ,  9.600000000000000e-01,  1.088368679819338e+00, -1.450103955133263e+01,  9.088786821027552e-01,  1.228242101438115e+00,  4.016583909813399e+04,  7.305301015563475e-01
78          ,  1.300000000000000e+00,  1.291935537412373e+00, -4.061108367716529e+00,  9.830540794536381e-02,  7.896089874657872e-01,  3.585571885198415e+04,  1.697770104736947e+00
79          ,  1.920000000000000e+00,  1.949217148405369e+00,  3.756688128793728e-01,  3.465487476818707e-01,  7.896100399663275e-01,  1.536768435243442e+04,  3.377231803360271e+00
80          ,  1.540000000000000e+00,  1.699236088887910e+00, -2.968444684166070e-01,  0.000000000000000e+00,  7.896090935187616e-01,  7.282406214220688e+04,  1.946318946326484e+00
83          ,  8.400000000000000e-01,  1.745097711163606e+00, -2.999850814588597e+00,  0.000000000000000e+00,  8.521028912241583e-01,  2.184810367568918e+04,  2.635541537057476e+00
84          ,  9.800000000000000e-01,  9.812605232555794e-01, -6.623086861286465e-01,  0.000000000000000e+00,  7.896972627145259e-01,  3.279473929775522e+04,  3.498270686769439e-01
85          ,  1.240000000000000e+00,  1.750220888575001e+00,  7.028978753566929e-01,  6.805618853322226e-01,  7.896064351996158e-01,  6.545860143217519e+03,  3.061177851162770e+00
86          ,  1.640000000000000e+00,  8.583944419590682e-01, -6.658446239237957e-02,  2.709230704165279e+00,  8.236179893319149e-01,  1.624008679850266e+04,  1.579889091277576e+00
87          ,  2.080000000000000e+00,  2.214706410931937e+00,  2.128480249809795e-01,  0.000000000000000e+00,  7.896060446047709e-01,  1.069940988830517e+04,  3.993445852638686e+00
88          ,  1.460000000000000e+00,  1.773383918532430e+00, -1.954205419017850e-01,  0.000000000000000e+00,  7.897656827398769e-01,  9.974406822739837e+04,  1.868457177484063e+00
89          ,  2.100000000000000e+00,  1.786581670324227e+00, -5.539724457525752e-01,  0.000000000000000e+00,  7.897244335601334e-01,  7.720545983486819e+04,  2.183131511272058e+00
90          ,  4.000000000000000e-01,  9.034334733085262e-01, -7.541632702002251e+00,  9.499471377195398e-02,  7.896064780329333e-01,  8.422484585599022e+04,  5.291913504509129e-01
91          ,  1.320000000000001e+00,  2.306340731381124e+00, -9.967995401340715e-01,  0.000000000000000e+00,  7.896916223435331e-01,  4.290474904157269e+04,  4.077752712760444e+00
92          ,  3.600000000000000e-01,  3.101113781438140e-01, -1.465021989458522e+00,  1.929866889100412e+00,  5.920689949053470e-01,  7.596636447143400e+04,  2.395363766385574e-01
93          ,  1.380000000000000e+00,  1.049321268115035e+00, -1.506786185913315e+00,  7.256142553952858e-01,  8.037103251596377e-01,  2.344766447975658e+04,  1.121358890222137e+00
94          ,  1.720000000000000e+00,  1.447603664485728e+00, -3.198653145756920e+00,  0.000000000000000e+00,  7.897149853370032e-01,  3.331085439428771e+04,  1.999278879538012e+00
95          ,  5.199999999999999e-01,  5.388406975458417e-01, -3.455607053743126e+00,  2.022697077342211e+00,  8.083657317658967e-01,  4.115952701799726e+04,  4.955092169058747e-01
96          ,  1.600000000000000e+00,  1.441230221357775e+00, -2.863400777558374e-01,  0.000000000000000e+00,  7.897009361099496e-01,  2.506133324685965e+04,  1.696920122766068e+00
97          ,  2.400000000000000e-01,  8.507973132876611e-01, -6.197433251073594e+00,  0.000000000000000e+00,  7.896890479490866e-01,  1.393444067062558e+03,  1.000129359271420e+00
98          ,  1.580000000000000e+00,  1.248711300555276e+00, -6.090840137038976e-01,  0.000000000000000e+00,  7.896156577313687e-01,  4.043969792920896e+04,  1.029847001985895e+00
99          ,  9.800000000000000e-01,  9.790786711710390e-01, -7.805162584493559e-01,  1.311338601374028e+00,  7.935071774686321e-01,  6.810354515542439e+04,  7.779445398059481e-01
100         ,  2.320000000000000e+00,  2.029131877622114e+00,  1.470407485988290e-01,  0.000000000000000e+00,  7.896061736485583e-01,  1.614011311476985e+04,  3.415259635006642e+00
102         ,  1.640000000000000e+00,  1.391528376770341e+00,  4.414496200251887e-01,  0.000000000000000e+00,  9.403631942346248e-01,  4.078510672021389e+04,  5.600055744842767e-01
103         ,  2.160000000000000e+00,  1.768052127843997e+00, -1.913779040350817e+00,  0.000000000000000e+00,  7.896967233343888e-01,  4.186232924389410e+03,  3.051915813651958e+00
104         ,  1.240000000000000e+00,  1.278277801282426e+00, -2.280281261192001e+00,  2.917476435511445e-01,  7.896064169735241e-01,  3.452058404115718e+03,  1.883820082682909e+00
105         ,  1.680000000000000e+00,  2.465287804474899e+00, -8.021752424158237e-01,  0.000000000000000e+00,  7.896983831547576e-01,  6.613323847516382e+04,  4.269207878314270e+00
106         ,  1.660000000000000e+00,  1.734939249424261e+00, -8.029511851104206e-01,  0.000000000000000e+00,  7.896825420883745e-01,  5.590016740083299e+03,  2.802191181744529e+00
107         ,  1.240000000000000e+00,  1.636091144373190e+00, -2.136419525761289e+00,  0.000000000000000e+00,  8.179857910017069e-01,  9.522416848753383e+04,  1.629239299489302e+00
108         ,  3.440000000000000e+00,  3.214139315354823e+00, -1.263099777414864e+00,  0.000000000000000e+00,  7.897048448267061e-01,  2.375483722801336e+05,  4.709768141514682e+00
109         ,  3.800000000000000e+00,  3.662653017140067e+00,  2.651073919414616e+00,  0.000000000000000e+00,  7.896060446047711e-01,  5.247161593833263e+04,  7.396560979735290e+00
110         ,  7.400000000000001e-01,  9.139659297049314e-01, -2.497372204752038e+00,  0.000000000000000e+00,  7.896674212017342e-01,  3.364016700280003e+04,  3.812823473803996e-01
111         ,  1.160000000000000e+00,  1.559051782175824e+00, -1.585724662704997e-01,  0.000000000000000e+00,  8.652452834583012e-01,  5.192548001688731e+04,  1.370294816629914e+00
112         ,  6.400000000000000e-01,  1.378185078874479e+00, -2.840022004370284e+00,  0.000000000000000e+00,  7.897143787684975e-01,  1.863466908123869e+04,  1.905967710403953e+00
115         ,  1.460000000000000e+00,  1.085205656555428e+00, -2.695260364189020e+00,  0.000000000000000e+00,  8.706930455817555e-01,  5.124350038135207e+04,  3.167404563020227e-01
116         ,  2.040000000000000e+00,  1.915580251153326e+00,  1.729113723047150e-01,  0.000000000000000e+00,  7.896060446047712e-01,  1.378432001743177e+04,  3.111441166555581e+00
117         ,  1.780000000000000e+00,  1.836471466863654e+00, -3.708819082080297e-01,  0.000000000000000e+00,  7.897105776626078e-01,  3.251120307726791e+04,  2.761381183556998e+00
119         ,  1.400000000000000e+00,  1.489016537435463e+00, -1.258680091578186e+00,  0.000000000000000e+00,  7.896741328795841e-01,  4.838024619300458e+04,  1.717534697899337e+00
120         ,  1.520000000000000e+00,  8.800886080493793e-01, -8.936656113514966e+00,  2.316647738214406e-01,  7.923717512549339e-01,  2.292915238836474e+04,  1.338035190360069e+00
122         ,  2.200000000000000e+00,  1.705902459187223e+00,  8.957515090502298e-02,  0.000000000000000e+00,  7.896939231804280e-01,  2.802045970984128e+04,  2.375847331308741e+00
123         ,  1.420000000000000e+00,  1.082040088921526e+00, -4.770102567225018e+00,  0.000000000000000e+00,  7.897200763092780e-01,  1.198796271061376e+05,  2.644325985120728e-01
124         ,  2.200000000000000e-01,  5.133587392472408e-01, -1.417402566289492e+01,  2.102893892763006e-01,  7.896061244055181e-01,  2.472627045220992e+03,  1.163169387368954e+00
125         ,  1.020000000000000e+00,  1.238942134063271e+00,  1.569787498099349e-01,  1.656246414330913e+00,  8.414137304790574e-01,  3.206523139960175e+04,  1.747051651016219e+00
126         ,  1.220000000000000e+00,  1.273890986211849e+00, -5.118583299065389e+00,  0.000000000000000e+00,  9.555269922097920e-01,  9.602466812541829e+04,  2.862905629981980e-01
127         ,  8.200000000000000e-01,  9.189656605850995e-01, -2.714255301201340e+00,  3.601883517843963e-01,  8.209218878274755e-01,  3.700667519663712e+04,  4.546105969073032e-01
128         ,  6.799999999999999e-01,  5.193929651010818e-01, -5.857167376684126e+00,  1.077228900830980e+00,  8.509668537503273e-01,  2.553912539278652e+04,  1.176353777486059e-01
129         ,  1.620000000000000e+00,  1.557575145353161e+00, -4.433269142723514e-01,  0.000000000000000e+00,  7.897033146085428e-01,  1.052181818365061e+04,  2.198721123675632e+00
131         ,  1.680000000000000e+00,  1.218695891852021e+00, -8.858600343416397e-01,  5.597819103930541e-01,  8.287099212316318e-01,  4.111005773012074e+04,  1.121572188434764e+00
132         ,  9.600000000000000e-01,  8.918169099319919e-01, -1.100902093561942e+00,  1.404256250741322e+00,  7.897586786238369e-01,  5.658506313685695e+03,  1.285029293487448e+00
133         ,  1.700000000000000e+00,  1.642967418720938e+00,  1.001963710544899e-01,  1.212779330083117e+00,  8.306097774884114e-01,  8.401585157000151e+04,  2.158884992302756e+00
134         ,  4.999999999999999e-01,  6.198855506187330e-01, -8.981370316287483e+00,  6.264248184594701e-01,  7.918926690534935e-01,  3.766045082901625e+04,  6.917530553573696e-01
135         ,  1.280000000000000e+00,  1.182022126121029e+00, -5.282663245016075e-02,  4.525553306960294e-01,  7.896948174021869e-01,  3.075094153330722e+04,  1.143993837804157e+00
136         ,  7.600000000000002e-01,  1.303999743728065e+00, -3.386897491279087e+00,  2.953202148606519e-01,  7.891726053552592e-01,  1.321766312524269e+05,  7.807361289526771e-01
137         ,  1.220000000000000e+00,  8.258090553469722e-01, -2.540783533160723e+00,  0.000000000000000e+00,  8.389307906850607e-01,  1.511254943550659e+02,  2.360176937936790e-01
138         ,  1.080000000000000e+00,  1.358734853435251e+00, -1.051599295939595e+00,  2.962932372102010e-01,  7.896066621948546e-01,  7.499568965930199e+03,  1.919511791003057e+00
