--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
coGN_ReadoutComponent1_Feature25_fold0                       0.001865        0.153804        Yes                           
coGN_ReadoutComponent2_Feature3_fold0                        0.001861        0.200319        Yes                           
coGN_ReadoutComponent2_Feature13_fold0                       0.001851        0.224760        Yes                           
ORB_v3_encoder_node_features_113                             0.001831        -0.115028       Yes                           
coGN_ReadoutComponent1_Feature43_fold0                       0.001794        -0.169156       Yes                           
ORB_v3_initial_atom_embedding_223                            0.001776        -0.068898       No                            
ORB_v3_layer_4_202                                           0.001738        -0.096895       No                            
coGN_ReadoutComponent2_Feature117_fold0                      0.001729        0.346056        Yes                           
coGN_ReadoutComponent1_Feature8_fold0                        0.001705        0.161337        Yes                           
SISSO_matbench_perovskites_9                                 0.001671        0.132932        Yes                           
coGN_ReadoutComponent2_Feature109_fold0                      0.001665        -0.204170       Yes                           
ORB_v3_layer_2_42                                            0.001658        0.006384        No                            
coGN_ReadoutComponent1_Feature19_fold0                       0.001646        -0.346882       Yes                           
ORB_v3_layer_1_131                                           0.001633        0.105844        Yes                           
coGN_ReadoutComponent1_Feature101_fold0                      0.001630        0.192067        Yes                           
coGN_ReadoutComponent5_Feature73_fold0                       0.001619        0.000000        No                            
ORB_v3_layer_1_209                                           0.001616        0.154356        Yes                           
coGN_ReadoutComponent3_Feature37_fold0                       0.001614        0.152767        Yes                           
coGN_ReadoutComponent2_Feature120_fold0                      0.001587        0.078334        No                            
coGN_ReadoutComponent2_Feature55_fold0                       0.001583        -0.248861       Yes                           
coGN_ReadoutComponent1_Feature4_fold0                        0.001574        0.111630        Yes                           
coGN_ReadoutComponent2_Feature98_fold0                       0.001571        -0.286445       Yes                           
coGN_ReadoutComponent2_Feature5_fold0                        0.001562        0.064540        No                            
ORB_v3_layer_4_179                                           0.001548        -0.051627       No                            
ORB_v3_layer_1_90                                            0.001531        0.255301        Yes                           
coGN_ReadoutComponent2_Feature108_fold0                      0.001531        -0.159536       Yes                           
MVL32_Efermi_MP_2019_28                                      0.001523        -0.006725       No                            
coGN_ReadoutComponent1_Feature92_fold0                       0.001514        0.288634        Yes                           
coGN_ReadoutComponent1_Feature52_fold0                       0.001509        -0.187750       Yes                           
ORB_v3_encoder_node_features_11                              0.001508        -0.243809       Yes                           
coGN_ReadoutComponent4_Feature80_fold0                       0.001499        0.000000        No                            
ORB_v3_layer_1_77                                            0.001496        -0.072404       No                            
coGN_ReadoutComponent1_Feature87_fold0                       0.001483        0.250237        Yes                           
coGN_ReadoutComponent2_Feature83_fold0                       0.001477        -0.218625       Yes                           
SISSO_matbench_perovskites_1                                 0.001473        0.157499        Yes                           
coGN_ReadoutComponent2_Feature99_fold0                       0.001472        -0.257750       Yes                           
coGN_ReadoutComponent4_Feature6_fold0                        0.001472        0.000000        No                            
coGN_ReadoutComponent2_Feature14_fold0                       0.001463        -0.074031       No                            
coGN_ReadoutComponent5_Feature40_fold0                       0.001441        0.000000        No                            
ORB_v3_encoder_node_features_40                              0.001435        -0.078778       No                            
coGN_ReadoutComponent3_Feature67_fold0                       0.001430        0.174252        Yes                           
MVL32_Eform_MP_2019_3                                        0.001421        -0.237761       Yes                           
coGN_ReadoutComponent3_Feature5_fold0                        0.001419        0.113651        Yes                           
coGN_ReadoutComponent5_Feature115_fold0                      0.001409        0.000000        No                            
ORB_v3_layer_3_216                                           0.001404        0.085969        No                            
coGN_ReadoutComponent3_Feature61_fold0                       0.001401        -0.182684       Yes                           
ORB_v3_initial_atom_embedding_152                            0.001398        -0.161963       Yes                           
ORB_v3_layer_1_57                                            0.001368        -0.203208       Yes                           
ORB_v3_layer_1_27                                            0.001365        0.274773        Yes                           
coGN_ReadoutComponent1_Feature103_fold0                      0.001364        -0.304074       Yes                           
coGN_ReadoutComponent1_Feature40_fold0                       0.001360        -0.098604       No                            
ORB_v3_initial_atom_embedding_126                            0.001359        0.125508        Yes                           
ORB_v3_layer_1_240                                           0.001352        -0.196731       Yes                           
ORB_v3_initial_atom_embedding_2                              0.001344        -0.031547       No                            
ORB_v3_layer_3_21                                            0.001340        0.014911        No                            
coGN_ReadoutComponent3_Feature97_fold0                       0.001330        0.298020        Yes                           
ORB_v3_layer_1_144                                           0.001330        0.165942        Yes                           
MEGNet_MatMinerEncoded_v1_710                                0.001330        0.038590        No                            
coGN_ReadoutComponent2_Feature7_fold0                        0.001330        -0.206968       Yes                           
coGN_ReadoutComponent3_Feature76_fold0                       0.001328        -0.132287       Yes                           
ORB_v3_initial_atom_embedding_22                             0.001328        -0.129139       Yes                           
ORB_v3_layer_1_165                                           0.001328        -0.060339       No                            
ORB_v3_initial_atom_embedding_222                            0.001314        0.074613        No                            
ORB_v3_layer_1_221                                           0.001314        -0.161551       Yes                           
coGN_ReadoutComponent1_Feature123_fold0                      0.001313        -0.198001       Yes                           
coGN_ReadoutComponent4_Feature76_fold0                       0.001310        0.000000        No                            
MVL16_Bandgap_MP_2018_14                                     0.001307        0.005420        No                            
ORB_v3_layer_1_251                                           0.001305        -0.089132       No                            
coGN_ReadoutComponent2_Feature80_fold0                       0.001304        -0.007565       No                            
ORB_v3_layer_3_2                                             0.001303        0.053398        No                            
ORB_v3_layer_4_161                                           0.001302        0.013226        No                            
ORB_v3_layer_1_37                                            0.001299        -0.189740       Yes                           
ORB_v3_layer_2_129                                           0.001298        0.005140        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#62                    0.001292        0.019920        No                            
coGN_ReadoutComponent2_Feature95_fold0                       0.001289        0.108288        Yes                           
coGN_ReadoutComponent2_Feature24_fold0                       0.001282        0.076961        No                            
coGN_ReadoutComponent5_Feature77_fold0                       0.001281        0.000000        No                            
ORB_v3_layer_3_236                                           0.001279        -0.024499       No                            
coGN_ReadoutComponent2_Feature11_fold0                       0.001274        0.008447        No                            
coGN_ReadoutComponent4_Feature66_fold0                       0.001270        0.000000        No                            
coGN_ReadoutComponent3_Feature115_fold0                      0.001259        0.006312        No                            
coGN_ReadoutComponent1_Feature82_fold0                       0.001257        0.006572        No                            
ORB_v3_initial_atom_embedding_63                             0.001255        0.050356        No                            
coGN_ReadoutComponent3_Feature92_fold0                       0.001248        0.229182        Yes                           
MEGNet_MatMinerEncoded_v1_332                                0.001247        0.036515        No                            
coGN_ReadoutComponent2_Feature70_fold0                       0.001247        -0.028521       No                            
MVL16_Bandgap_classifier_MP_2018_13                          0.001245        0.059369        No                            
coGN_ReadoutComponent4_Feature47_fold0                       0.001240        0.000000        No                            
coGN_ReadoutComponent2_Feature19_fold0                       0.001240        -0.171949       Yes                           
ORB_v3_initial_atom_embedding_136                            0.001239        -0.080610       No                            
ORB_v3_layer_5_239                                           0.001238        0.223502        Yes                           
ORB_v3_layer_2_23                                            0.001238        -0.006025       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#27                    0.001236        0.082354        No                            
coGN_ReadoutComponent4_Feature73_fold0                       0.001236        0.000000        No                            
ORB_v3_encoder_node_features_202                             0.001228        0.156315        Yes                           
coGN_ReadoutComponent5_Feature85_fold0                       0.001228        0.000000        No                            
coGN_ReadoutComponent2_Feature72_fold0                       0.001225        -0.070587       No                            
ORB_v3_layer_3_41                                            0.001221        0.106402        Yes                           
MVL16_Efermi_MP_2019_15                                      0.001220        0.003335        No                            
coGN_ReadoutComponent1_Feature46_fold0                       0.001216        -0.017924       No                            
ORB_v3_initial_atom_embedding_203                            0.001212        0.031487        No                            
ORB_v3_encoder_node_features_210                             0.001206        -0.093909       No                            
coGN_ReadoutComponent4_Feature78_fold0                       0.001205        0.000000        No                            
ORB_v3_layer_1_139                                           0.001201        -0.026390       No                            
MEGNet_OFMEncoded_v1_55                                      0.001195        -0.112468       Yes                           
MVL16_logK_MP_2019_7                                         0.001194        0.013332        No                            
coGN_ReadoutComponent2_Feature40_fold0                       0.001191        -0.257041       Yes                           
coGN_ReadoutComponent3_Feature26_fold0                       0.001190        -0.253393       Yes                           
ORB_v3_layer_4_136                                           0.001183        0.070554        No                            
MVL16_Efermi_MP_2019_13                                      0.001182        -0.000196       No                            
coGN_ReadoutComponent3_Feature40_fold0                       0.001178        -0.166143       Yes                           
coGN_ReadoutComponent1_Feature79_fold0                       0.001177        -0.281126       Yes                           
coGN_ReadoutComponent1_Feature26_fold0                       0.001177        -0.178969       Yes                           
ORB_v3_layer_4_171                                           0.001176        0.108710        Yes                           
ORB_v3_layer_4_256                                           0.001176        -0.114984       Yes                           
SISSO_matbench_mp_e_form_16                                  0.001176        0.166403        Yes                           
coGN_ReadoutComponent1_Feature120_fold0                      0.001174        0.108471        Yes                           
ORB_v3_initial_atom_embedding_122                            0.001173        -0.047554       No                            
ORB_v3_initial_atom_embedding_38                             0.001172        -0.051660       No                            
coGN_ReadoutComponent2_Feature56_fold0                       0.001172        -0.166468       Yes                           
coGN_ReadoutComponent1_Feature10_fold0                       0.001164        0.098861        No                            
coGN_ReadoutComponent1_Feature75_fold0                       0.001162        0.044358        No                            
coGN_ReadoutComponent3_Feature114_fold0                      0.001158        0.005552        No                            
MEGNet_MatMinerEncoded_v1_476                                0.001154        -0.114874       Yes                           
ORB_v3_encoder_node_features_194                             0.001153        -0.004691       No                            
MEGNet_MatMinerEncoded_v1_632                                0.001152        0.058381        No                            
ORB_v3_layer_2_165                                           0.001151        0.127956        Yes                           
ORB_v3_layer_2_103                                           0.001150        0.141810        Yes                           
coGN_ReadoutComponent1_Feature63_fold0                       0.001148        0.080117        No                            
coGN_ReadoutComponent2_Feature105_fold0                      0.001146        0.112423        Yes                           
coGN_ReadoutComponent1_Feature72_fold0                       0.001146        -0.212065       Yes                           
ORB_v3_layer_3_49                                            0.001146        -0.157011       Yes                           
ORB_v3_initial_atom_embedding_98                             0.001146        -0.156751       Yes                           
ORB_v3_initial_atom_embedding_196                            0.001145        -0.044708       No                            
ORB_v3_initial_atom_embedding_215                            0.001145        -0.126702       Yes                           
ORB_v3_encoder_node_features_54                              0.001143        -0.040737       No                            
ORB_v3_layer_2_66                                            0.001142        0.072106        No                            
ORB_v3_layer_4_59                                            0.001141        -0.030427       No                            
ORB_v3_layer_1_44                                            0.001140        0.054471        No                            
ORB_v3_layer_2_64                                            0.001137        -0.063708       No                            
ORB_v3_initial_atom_embedding_15                             0.001133        0.014067        No                            
coGN_ReadoutComponent2_Feature126_fold0                      0.001132        0.079047        No                            
coGN_ReadoutComponent3_Feature64_fold0                       0.001131        -0.126231       Yes                           
coGN_ReadoutComponent4_Feature25_fold0                       0.001130        0.000000        No                            
coGN_ReadoutMultiplicity_Component4_fold0                    0.001128        0.000000        No                            
coGN_ReadoutComponent3_Feature105_fold0                      0.001124        0.016916        No                            
ORB_v3_encoder_node_features_251                             0.001124        0.096755        No                            
coGN_ReadoutComponent1_Feature48_fold0                       0.001124        -0.129848       Yes                           
ORB_v3_layer_2_170                                           0.001121        0.041896        No                            
ORB_v3_layer_1_72                                            0.001119        0.064932        No                            
MVL32_Efermi_MP_2019_29                                      0.001116        0.025594        No                            
coGN_ReadoutComponent3_Feature78_fold0                       0.001113        -0.065650       No                            
MEGNet_MatMinerEncoded_v1_61                                 0.001112        -0.028681       No                            
coGN_ReadoutComponent1_Feature38_fold0                       0.001112        -0.158603       Yes                           
ORB_v3_layer_1_86                                            0.001110        -0.157095       Yes                           
ORB_v3_layer_1_231                                           0.001109        -0.164358       Yes                           
ORB_v3_layer_2_79                                            0.001106        -0.136579       Yes                           
MVL16_logG_MP_2019_10                                        0.001105        0.002743        No                            
MEGNet_MatMinerEncoded_v1_242                                0.001103        0.003762        No                            
MEGNet_MatMinerEncoded_v1_515                                0.001103        0.099930        No                            
ORB_v3_layer_2_48                                            0.001101        -0.076872       No                            
ORB_v3_initial_atom_embedding_165                            0.001098        0.111829        Yes                           
ORB_v3_layer_3_8                                             0.001096        -0.055615       No                            
coGN_ReadoutComponent2_Feature4_fold0                        0.001096        0.279224        Yes                           
ORB_v3_layer_1_229                                           0.001093        -0.161498       Yes                           
coGN_ReadoutComponent1_Feature93_fold0                       0.001091        -0.049593       No                            
ORB_v3_layer_3_165                                           0.001089        0.019777        No                            
ORB_v3_encoder_node_features_31                              0.001088        0.071255        No                            
coGN_ReadoutComponent1_Feature44_fold0                       0.001086        0.117154        Yes                           
SISSO_matbench_perovskites_13                                0.001078        -0.209178       Yes                           
ORB_v3_encoder_node_features_131                             0.001076        0.022911        No                            
coGN_ReadoutComponent1_Feature54_fold0                       0.001075        -0.023731       No                            
ORB_v3_encoder_node_features_80                              0.001074        0.015986        No                            
ORB_v3_layer_1_194                                           0.001074        -0.001431       No                            
ORB_v3_layer_1_28                                            0.001072        -0.126057       Yes                           
coGN_ReadoutComponent2_Feature64_fold0                       0.001071        -0.089168       No                            
coGN_ReadoutComponent1_Feature104_fold0                      0.001070        0.073662        No                            
ORB_v3_layer_1_226                                           0.001069        -0.066799       No                            
ORB_v3_layer_2_194                                           0.001069        -0.003450       No                            
MVL32_Bandgap_MP_2018_24                                     0.001066        0.120615        Yes                           
coGN_ReadoutComponent3_Feature104_fold0                      0.001064        -0.015017       No                            
coGN_ReadoutComponent4_Feature108_fold0                      0.001059        0.000000        No                            
ORB_v3_layer_3_252                                           0.001057        0.060892        No                            
coGN_ReadoutComponent2_Feature100_fold0                      0.001055        0.169482        Yes                           
MVL32_Efermi_MP_2019_8                                       0.001055        0.021476        No                            
coGN_ReadoutComponent2_Feature50_fold0                       0.001055        -0.083002       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#43                    0.001053        0.048490        No                            
MVL32_Eform_MP_2019_6                                        0.001049        0.154404        Yes                           
ORB_v3_layer_3_77                                            0.001048        0.109239        Yes                           
ORB_v3_initial_atom_embedding_35                             0.001048        0.053661        No                            
coGN_ReadoutComponent4_Feature79_fold0                       0.001041        0.000000        No                            
ORB_v3_layer_1_38                                            0.001038        -0.114647       Yes                           
ORB_v3_initial_atom_embedding_137                            0.001037        -0.081030       No                            
ORB_v3_initial_atom_embedding_5                              0.001035        -0.062520       No                            
ORB_v3_layer_1_12                                            0.001034        0.128416        Yes                           
coGN_ReadoutComponent3_Feature88_fold0                       0.001033        -0.111576       Yes                           
MEGNet_MatMinerEncoded_v1_364                                0.001032        0.001294        No                            
ORB_v3_layer_2_220                                           0.001032        -0.005771       No                            
ORB_v3_layer_4_45                                            0.001032        -0.046985       No                            
ORB_v3_initial_atom_embedding_45                             0.001031        0.093779        No                            
coGN_ReadoutComponent1_Feature80_fold0                       0.001030        -0.048308       No                            
ORB_v3_layer_3_240                                           0.001029        -0.022627       No                            
coGN_ReadoutComponent1_Feature13_fold0                       0.001026        0.060846        No                            
coGN_ReadoutComponent2_Feature37_fold0                       0.001024        -0.024665       No                            
MVL32_Eform_MP_2019_22                                       0.001024        0.158017        Yes                           
coGN_ReadoutComponent1_Feature35_fold0                       0.001023        -0.325708       Yes                           
coGN_ReadoutComponent3_Feature20_fold0                       0.001023        0.138064        Yes                           
ORB_v3_layer_1_52                                            0.001023        -0.078533       No                            
ORB_v3_layer_1_34                                            0.001022        -0.081088       No                            
ORB_v3_encoder_node_features_254                             0.001021        0.028915        No                            
ORB_v3_layer_1_35                                            0.001020        0.225691        Yes                           
MVL32_Eform_MP_2019_21                                       0.001019        -0.029950       No                            
MEGNet_MatMinerEncoded_v1_712                                0.001017        -0.031559       No                            
ORB_v3_layer_1_101                                           0.001015        0.006168        No                            
coGN_ReadoutComponent1_Feature111_fold0                      0.001011        -0.016312       No                            
ORB_v3_initial_atom_embedding_213                            0.001009        0.017828        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#57                    0.001009        -0.029835       No                            
ORB_v3_encoder_node_features_209                             0.001009        0.108275        Yes                           
coGN_ReadoutComponent1_Feature110_fold0                      0.001009        -0.000027       No                            
ORB_v3_layer_1_113                                           0.001008        -0.158771       Yes                           
coGN_ReadoutComponent2_Feature42_fold0                       0.001006        -0.111815       Yes                           
ORB_v3_layer_4_114                                           0.001002        0.093489        No                            
MEGNet_OFMEncoded_v1_76                                      0.001002        -0.104421       Yes                           
ORB_v3_layer_2_11                                            0.001001        -0.010723       No                            
SISSO_matbench_log_gvrh_18                                   0.001001        -0.080942       No                            
coGN_ReadoutComponent4_Feature9_fold0                        0.001000        0.000000        No                            
ORB_v3_layer_4_237                                           0.000999        -0.056396       No                            
MVL16_Bandgap_classifier_MP_2018_15                          0.000999        -0.035093       No                            
ORB_v3_initial_atom_embedding_195                            0.000998        -0.211305       Yes                           
MEGNet_MatMinerEncoded_v1_730                                0.000997        -0.048956       No                            
MVL32_Eform_MP_2019_16                                       0.000996        -0.125032       Yes                           
ORB_v3_layer_2_76                                            0.000996        -0.064584       No                            
ORB_v3_layer_5_91                                            0.000993        -0.068629       No                            
coGN_ReadoutComponent2_Feature66_fold0                       0.000990        0.033616        No                            
ORB_v3_layer_4_3                                             0.000988        0.070979        No                            
coGN_ReadoutComponent1_Feature51_fold0                       0.000987        0.038393        No                            
coGN_ReadoutComponent1_Feature11_fold0                       0.000987        0.088565        No                            
coGN_ReadoutComponent5_Feature102_fold0                      0.000985        0.000000        No                            
ORB_v3_layer_3_169                                           0.000985        0.015868        No                            
ORB_v3_layer_3_207                                           0.000984        0.045044        No                            
coGN_ReadoutComponent2_Feature110_fold0                      0.000984        0.052051        No                            
MVL32_Efermi_MP_2019_23                                      0.000983        0.005987        No                            
coGN_ReadoutComponent3_Feature17_fold0                       0.000982        0.048843        No                            
ORB_v3_layer_4_40                                            0.000979        0.042743        No                            
ROOST_oqmd_eform_LayerOutput_#36                             0.000978        -0.064140       No                            
ORB_v3_encoder_node_features_57                              0.000976        -0.039544       No                            
ORB_v3_encoder_node_features_23                              0.000975        0.086366        No                            
coGN_ReadoutComponent3_Feature51_fold0                       0.000973        0.144690        Yes                           
coGN_ReadoutComponent2_Feature78_fold0                       0.000971        -0.095778       No                            
ORB_v3_encoder_node_features_235                             0.000968        0.015191        No                            
coGN_ReadoutComponent1_Feature29_fold0                       0.000968        0.050490        No                            
MEGNet_MatMinerEncoded_v1_6                                  0.000968        -0.023753       No                            
coGN_ReadoutComponent4_Feature103_fold0                      0.000967        0.000000        No                            
coGN_ReadoutComponent1_Feature95_fold0                       0.000966        0.113654        Yes                           
coGN_ReadoutComponent2_Feature38_fold0                       0.000964        0.066192        No                            
ORB_v3_encoder_node_features_2                               0.000963        0.070288        No                            
coGN_ReadoutComponent4_Feature46_fold0                       0.000962        0.000000        No                            
coGN_ReadoutComponent4_Feature88_fold0                       0.000962        0.000000        No                            
coGN_ReadoutComponent3_Feature48_fold0                       0.000961        -0.114614       Yes                           
ORB_v3_layer_1_234                                           0.000961        0.015310        No                            
ORB_v3_layer_1_166                                           0.000959        0.083146        No                            
ORB_v3_layer_2_2                                             0.000957        0.025496        No                            
coGN_ReadoutComponent2_Feature102_fold0                      0.000957        0.017334        No                            
coGN_ReadoutComponent4_Feature94_fold0                       0.000957        0.000000        No                            
MVL16_Efermi_MP_2019_11                                      0.000956        -0.019182       No                            
ORB_v3_layer_2_24                                            0.000954        0.143490        Yes                           
coGN_ReadoutComponent1_Feature6_fold0                        0.000951        -0.004142       No                            
coGN_ReadoutComponent1_Feature128_fold0                      0.000950        -0.177746       Yes                           
coGN_ReadoutComponent4_Feature55_fold0                       0.000950        0.000000        No                            
MVL32_Eform_MP_2019_2                                        0.000950        0.092699        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#55                    0.000948        -0.030898       No                            
SISSO_matbench_perovskites_5                                 0.000946        0.067697        No                            
coGN_ReadoutComponent1_Feature116_fold0                      0.000946        0.099036        No                            
MVL32_Bandgap_classifier_MP_2018_13                          0.000942        -0.052399       No                            
MVL32_logK_MP_2019_5                                         0.000941        0.080462        No                            
coGN_ReadoutComponent1_Feature84_fold0                       0.000939        -0.074695       No                            
SISSO_matbench_expt_gap_7                                    0.000939        0.031171        No                            
MEGNet_MatMinerEncoded_v1_495                                0.000938        -0.004165       No                            
ORB_v3_layer_1_47                                            0.000938        0.148154        Yes                           
ORB_v3_layer_2_44                                            0.000937        0.042338        No                            
coGN_ReadoutComponent2_Feature106_fold0                      0.000937        0.065288        No                            
coGN_ReadoutComponent4_Feature28_fold0                       0.000937        0.000000        No                            
coGN_ReadoutComponent2_Feature26_fold0                       0.000937        -0.073791       No                            
MVL32_Bandgap_MP_2018_3                                      0.000934        -0.017144       No                            
ORB_v3_initial_atom_embedding_83                             0.000932        0.060076        No                            
ORB_v3_layer_4_146                                           0.000928        0.073126        No                            
coGN_ReadoutComponent3_Feature66_fold0                       0.000928        -0.166880       Yes                           
MEGNet_MatMinerEncoded_v1_48                                 0.000925        -0.036815       No                            
coGN_ReadoutComponent1_Feature33_fold0                       0.000921        -0.050433       No                            
MEGNet_MatMinerEncoded_v1_675                                0.000921        -0.039105       No                            
ORB_v3_layer_3_31                                            0.000921        -0.089159       No                            
coGN_ReadoutComponent1_Feature23_fold0                       0.000920        0.080193        No                            
ORB_v3_initial_atom_embedding_112                            0.000920        -0.188159       Yes                           
SISSO_matbench_mp_e_form_20                                  0.000919        -0.053330       No                            
ORB_v3_layer_4_48                                            0.000919        0.036937        No                            
MVL16_Eform_MP_2019_3                                        0.000918        0.085245        No                            
ORB_v3_layer_3_58                                            0.000916        0.028223        No                            
coGN_ReadoutComponent3_Feature75_fold0                       0.000916        -0.054222       No                            
ORB_v3_layer_3_129                                           0.000916        0.031513        No                            
coGN_ReadoutComponent1_Feature31_fold0                       0.000915        0.008886        No                            
coGN_ReadoutComponent2_Feature127_fold0                      0.000915        0.036262        No                            
ORB_v3_layer_5_52                                            0.000915        0.083637        No                            
MVL32_Eform_MP_2019_24                                       0.000915        -0.023921       No                            
ORB_v3_layer_3_189                                           0.000913        0.081242        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#53                    0.000912        -0.002406       No                            
ORB_v3_layer_2_13                                            0.000909        0.095350        No                            
ORB_v3_layer_3_15                                            0.000909        0.048070        No                            
coGN_ReadoutComponent1_Feature118_fold0                      0.000908        -0.030916       No                            
ORB_v3_layer_2_63                                            0.000907        0.097353        No                            
coGN_ReadoutComponent4_Feature5_fold0                        0.000905        0.000000        No                            
SISSO_matbench_perovskites_11                                0.000904        -0.074616       No                            
ORB_v3_initial_atom_embedding_85                             0.000903        -0.046124       No                            
ORB_v3_layer_4_76                                            0.000902        0.035460        No                            
ORB_v3_layer_1_172                                           0.000900        -0.059951       No                            
MEGNet_MatMinerEncoded_v1_551                                0.000898        0.072779        No                            
ORB_v3_layer_4_199                                           0.000896        -0.003462       No                            
coGN_ReadoutComponent1_Feature78_fold0                       0.000892        -0.014049       No                            
MVL32_logK_MP_2019_8                                         0.000890        0.004885        No                            
ORB_v3_layer_4_106                                           0.000890        0.041504        No                            
MEGNet_MatMinerEncoded_v1_701                                0.000889        -0.040958       No                            
ORB_v3_initial_atom_embedding_158                            0.000887        -0.127883       Yes                           
ORB_v3_initial_atom_embedding_227                            0.000887        0.003946        No                            
coGN_ReadoutComponent3_Feature77_fold0                       0.000887        0.174371        Yes                           
ORB_v3_layer_4_104                                           0.000886        -0.035853       No                            
coGN_ReadoutComponent1_Feature42_fold0                       0.000886        -0.026189       No                            
coGN_ReadoutComponent2_Feature77_fold0                       0.000886        0.159566        Yes                           
ORB_v3_initial_atom_embedding_178                            0.000885        0.046564        No                            
MVL32_Efermi_MP_2019_7                                       0.000885        -0.016252       No                            
ORB_v3_layer_5_201                                           0.000884        -0.086440       No                            
coGN_ReadoutComponent3_Feature36_fold0                       0.000884        -0.006133       No                            
coGN_ReadoutComponent5_Feature60_fold0                       0.000883        0.000000        No                            
ORB_v3_layer_2_70                                            0.000882        0.049474        No                            
coGN_ReadoutComponent1_Feature125_fold0                      0.000879        0.188175        Yes                           
ORB_v3_layer_2_225                                           0.000877        0.067454        No                            
MVL32_Eform_MP_2019_15                                       0.000877        0.055664        No                            
ORB_v3_layer_3_223                                           0.000877        0.037040        No                            
MEGNet_MatMinerEncoded_v1_309                                0.000873        0.086605        No                            
coGN_ReadoutComponent1_Feature45_fold0                       0.000873        -0.005971       No                            
