# c0 + a0 * ((feature_26 / feature_21) + (feature_11 + feature_9)) + a1 * (|(feature_26 - feature_5) - (feature_13 / feature_14)|) + a2 * (|(feature_29 / feature_30) - (feature_29 + feature_8)|) + a3 * (|(feature_28 - feature_21) - (feature_19 / feature_30)|) + a4 * ((feature_28 - feature_3) * (feature_26 * feature_14))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.448472558462866; Max AE: 2.11217809922641
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  2.432107839363498e+00, -2.114143744551182e+00,  4.561935175505481e+00, -6.252961268754813e-01, -7.454369969290871e-02,  6.994299143852992e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         25|20|div|10|8|add|add; ((feature_26 / feature_21) + (feature_11 + feature_9)); $\left(\left(\frac{ feature_{26} }{ feature_{21} } \right) + \left(feature_{11} + feature_{9}\right)\right)$; ((feature_26 ./ feature_21) + (feature_11 + feature_9)); ((newdata$feature_26 / newdata$feature_21) + (newdata$feature_11 + newdata$feature_9)); feature_26,feature_21,feature_11,feature_9
# 1;  2; Unitless;                                         25|4|sub|12|13|div|abd; (|(feature_26 - feature_5) - (feature_13 / feature_14)|); $\left(\left|\left(feature_{26} - feature_{5}\right) - \left(\frac{ feature_{13} }{ feature_{14} } \right)\right|\right)$; abs((feature_26 - feature_5) - (feature_13 ./ feature_14)); abs((newdata$feature_26 - newdata$feature_5) - (newdata$feature_13 / newdata$feature_14)); feature_26,feature_5,feature_13,feature_14
# 2;  2; Unitless;                                         28|29|div|28|7|add|abd; (|(feature_29 / feature_30) - (feature_29 + feature_8)|); $\left(\left|\left(\frac{ feature_{29} }{ feature_{30} } \right) - \left(feature_{29} + feature_{8}\right)\right|\right)$; abs((feature_29 ./ feature_30) - (feature_29 + feature_8)); abs((newdata$feature_29 / newdata$feature_30) - (newdata$feature_29 + newdata$feature_8)); feature_29,feature_30,feature_29,feature_8
# 3;  2; Unitless;                                         27|20|sub|18|29|div|abd; (|(feature_28 - feature_21) - (feature_19 / feature_30)|); $\left(\left|\left(feature_{28} - feature_{21}\right) - \left(\frac{ feature_{19} }{ feature_{30} } \right)\right|\right)$; abs((feature_28 - feature_21) - (feature_19 ./ feature_30)); abs((newdata$feature_28 - newdata$feature_21) - (newdata$feature_19 / newdata$feature_30)); feature_28,feature_21,feature_19,feature_30
# 4;  2; Unitless;                                         27|2|sub|25|13|mult|mult; ((feature_28 - feature_3) * (feature_26 * feature_14)); $\left(\left(feature_{28} - feature_{3}\right) \left(feature_{26} feature_{14}\right)\right)$; ((feature_28 - feature_3) .* (feature_26 .* feature_14)); ((newdata$feature_28 - newdata$feature_3) * (newdata$feature_26 * newdata$feature_14)); feature_28,feature_3,feature_26,feature_14
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
68          ,  1.020000000000000e+00,  1.660875355420030e+00,  1.393186135106764e-01,  3.495147198567961e-02,  4.686881126984128e-01,  2.974917980000000e+00, -5.615228242467076e+00
69          ,  1.200000000000000e+00,  1.014675914799813e+00,  1.862164625926728e-01,  3.515878360639274e-02,  4.358644491906573e-01,  3.017916102329187e+00,  2.208314167661759e+00
70          ,  7.600000000000002e-01,  8.709019489667909e-01,  2.025421756906098e-01,  1.934016279928916e-01,  4.120614720804112e-01,  1.845326033518837e+00,  8.561099619573568e+00
71          ,  1.180000000000000e+00,  1.177719952875130e+00,  4.799720380170529e-01,  5.975584303445969e-02,  4.509741839286499e-01,  2.886926400000000e+00,  1.093120378873494e+01
72          ,  2.460000000000000e+00,  2.247073900195294e+00,  2.226336218384030e-01,  2.525336962582703e-02,  4.420339509588700e-01,  1.935973030000000e+00, -3.401903461276511e+00
73          ,  2.020000000000000e+00,  1.493128468002440e+00,  1.714511569595910e-01,  2.366042998633824e-01,  4.592332558260817e-01,  2.455477300000000e+00, -4.257025802460975e+00
74          ,  7.600000000000002e-01,  1.321992731763163e+00,  2.482886167902301e-01,  8.324420425259461e-02,  4.036396509110482e-01,  3.149901934438431e+00, -4.332115242479478e+00
75          ,  4.999999999999999e-01,  5.768693075752607e-01,  1.457104147085730e-01,  9.649788547872629e-02,  4.195187879648193e-01,  3.285682104416586e+00,  1.773816833125888e+00
76          ,  1.800000000000000e+00,  2.180027596342083e+00,  1.862164625926728e-01,  9.934777679201701e-03,  4.345202041208842e-01,  2.350385740000000e+00, -7.192248439475795e+00
77          ,  1.400000000000000e+00,  1.376336692353158e+00,  1.374802366951025e-01,  6.724700935360074e-03,  4.448884057010302e-01,  2.445729863434831e+00,  1.924906541841701e+00
78          ,  1.600000000000000e+00,  2.434811834398042e+00,  1.592533491174108e-01,  3.919402806272937e-02,  4.886106111020676e-01,  2.583091260000000e+00, -1.096148219273137e+01
79          ,  1.600000000000000e+00,  1.572018635897489e+00,  1.858976684027137e-01,  1.041405490327953e-02,  4.322631108131206e-01,  2.589823719718536e+00, -1.206444075202555e+00
80          ,  2.400000000000000e-01,  1.047416751259993e+00,  2.019005769187893e-01,  1.355965768628357e-01,  4.413413619246637e-01,  2.369484707775326e+00,  5.206711751232510e+00
81          ,  1.120000000000000e+00,  9.187615297225010e-01,  1.422991226103585e-01,  2.593375721078345e-03,  4.412091429494581e-01,  2.869911283894948e+00,  4.554315486333643e+00
83          ,  1.500000000000000e+00,  1.241775259032025e+00,  1.688486305305275e-01,  1.294358564092624e-01,  3.972677587621124e-01,  2.021519308367160e+00,  1.917375937041258e+00
84          ,  1.680000000000000e+00,  2.814264474226439e+00,  1.857571253690855e-01,  9.796015492518628e-03,  4.949800698233003e-01,  2.204590180000000e+00, -1.078854546262272e+01
85          ,  6.400000000000000e-01,  9.717646220206461e-01,  1.587747537510961e-01,  1.549073029326944e-01,  4.432717306810453e-01,  2.931966943069923e+00, -3.332858853881952e-01
86          ,  1.060000000000000e+00,  1.346919285560813e+00,  1.856866479486425e-01,  3.925323002500433e-02,  4.220159878313338e-01,  2.871020355094614e+00, -1.997415194933265e+00
87          ,  1.040000000000000e+00,  1.797430234232733e+00,  1.715643207603225e-01,  6.409479932653006e-03,  4.220913006031781e-01,  2.269690250000000e+00, -2.521518573487872e+00
88          ,  1.580000000000000e+00,  1.526216512647625e+00,  1.448489841782593e-01,  1.338060382621607e-01,  5.136636606453052e-01,  2.480916388327429e+00,  4.642842547739380e-01
89          ,  3.920000000000000e+00,  2.913388431984691e+00,  2.482886167902302e-01,  1.227555562760080e-01,  4.496248365486513e-01,  2.472831440904884e+00, -1.830750671207087e+01
90          ,  1.280000000000000e+00,  1.567511472277995e+00,  2.026919045967044e-01,  9.781339630678894e-02,  4.183581062705645e-01,  1.824198359451176e+00,  2.494561246883944e+00
91          ,  1.700000000000000e+00,  1.632898129540960e+00,  1.441402918817966e-01,  1.461088560847491e-01,  5.261587957906075e-01,  2.397072380330382e+00,  1.291006185733021e-01
92          ,  1.580000000000000e+00,  1.848406554037853e+00,  1.588942417293125e-01,  3.828905416517808e-02,  4.653939335203720e-01,  2.545620820000000e+00, -4.187438479618469e+00
93          ,  1.920000000000000e+00,  1.263332827071675e+00,  1.987360378830443e-01,  1.792044150459215e-01,  3.782676413680428e-01,  2.075986448018378e+00, -4.278450984210784e-01
95          ,  2.580000000000001e+00,  1.567974471154679e+00,  1.858722773918830e-01,  6.230977252483781e-02,  4.164950417734666e-01,  2.419207145291836e+00, -2.158632142560642e+00
97          ,  7.200000000000000e-01,  8.540279932828285e-01,  1.331197591005803e-01,  1.421649415885681e-01,  4.457682287092117e-01,  2.985556120344301e+00,  4.737555692479533e-01
98          ,  3.720000000000000e+00,  2.652762573405608e+00,  1.857646873192416e-01,  4.375238139580381e-02,  4.836152941529418e-01,  2.406970327018370e+00, -1.197793153559334e+01
101         ,  2.460000000000000e+00,  2.012209992206174e+00,  1.635932812790982e-01,  3.610403823855465e-02,  4.442513584897547e-01,  2.585219535964367e+00, -7.795622820502164e+00
102         ,  5.199999999999999e-01,  7.800940041300695e-01,  1.211690607311624e-01,  1.842566603100437e-02,  4.351710335185234e-01,  2.933773738091350e+00,  4.370890056746980e+00
103         ,  5.400000000000000e-01,  1.046842750840959e+00,  1.483655364911280e-01,  2.911180856741763e-02,  4.317273624422732e-01,  2.910448931910704e+00,  1.361636150868797e+00
104         ,  1.380000000000000e+00,  9.167664444290278e-01,  1.212221382440251e-01,  3.424914848689789e-02,  4.376616362298345e-01,  3.022799678256866e+00,  1.496038461537433e+00
105         ,  8.400000000000000e-01,  7.872842439032862e-01,  1.507519359139075e-01,  1.459989067714184e-01,  4.355295501102528e-01,  3.072247421693594e+00,  4.818800426485217e-01
106         ,  1.600000000000000e+00,  9.094998676409003e-01,  1.595885264503545e-01,  4.827746255943824e-02,  4.499420480851553e-01,  2.824643853296168e+00,  4.861157332499908e+00
107         ,  8.800000000000001e-01,  7.945291301633666e-01,  1.390502762950435e-01,  8.603242687140272e-02,  3.940748132736531e-01,  2.861852063546666e+00,  9.315324551853362e-01
108         ,  1.200000000000000e+00,  1.168015559355436e+00,  1.483375987269520e-01,  5.001382729839732e-02,  4.012035262363356e-01,  2.202072440000000e+00,  3.216476827323526e+00
109         ,  9.600000000000000e-01,  9.026615023910497e-01,  1.017674656525041e-01,  1.124002535858554e-02,  4.602341009506740e-01,  2.706072500000000e+00,  5.741280836103883e+00
110         ,  6.000000000000000e-01,  1.167695224346924e+00,  2.257702054036510e-01,  1.190210476652428e-01,  4.017924837799959e-01,  3.056839311845390e+00, -3.343997481892727e+00
111         ,  1.120000000000000e+00,  8.860114860755712e-01,  1.293457454227636e-01,  6.241602098488323e-02,  4.481937700933891e-01,  3.186899081186063e+00,  6.428452389130925e-01
112         ,  9.600000000000000e-01,  9.200487292589256e-01,  1.706452882383331e-01,  1.180134427554727e-01,  4.446574828999724e-01,  3.371111388837219e+00, -1.804749916357969e+00
113         ,  1.360000000000000e+00,  1.905447081279552e+00,  1.160112356652903e-01,  8.691122695441261e-02,  5.570864108080649e-01,  2.113427200000000e+00,  1.506044013849795e+00
114         ,  1.020000000000000e+00,  7.035554508585180e-01,  1.594695455514998e-01,  1.261996670618231e-01,  4.275602404557337e-01,  3.290885253691112e+00,  1.293423349893845e-01
115         ,  8.600000000000001e-01,  1.061353707539653e+00,  1.416588085972586e-01,  7.253821451042142e-03,  4.029104488781488e-01,  2.595093845579011e+00,  2.449828812554475e+00
116         ,  1.600000000000000e+00,  1.643562833836929e+00,  3.718921193163132e-01,  2.318196913159908e-01,  4.276666491408649e-01,  2.399438200000000e+00, -1.061433954595331e+00
117         ,  1.000000000000000e+00,  1.091527148759488e+00,  1.714386935160108e-01,  1.355953112672363e-01,  4.215084524609815e-01,  2.641382996893099e+00,  1.266351889127146e-01
119         ,  6.400000000000000e-01,  7.431543487511968e-01,  1.572837504314716e-01,  1.173599342087813e-01,  4.335756707687186e-01,  3.183393174390219e+00,  1.047325516057305e+00
120         ,  1.980000000000000e+00,  2.099710471341534e+00,  2.026368869776607e-01,  5.457857435303970e-03,  4.267919409629607e-01,  2.032271430000000e+00, -3.256596836308508e+00
121         ,  2.460000000000000e+00,  1.544217828793393e+00,  1.591375751788152e-01,  7.546225657326736e-02,  4.573391203074976e-01,  2.893226557677513e+00, -4.561863309534156e+00
122         ,  2.560000000000000e+00,  2.895932477777557e+00,  2.233369403084818e-01,  1.803921505589342e-01,  4.893830283999204e-01,  1.926111750000000e+00, -1.350287880151943e+01
123         ,  6.400000000000000e-01,  1.287501825269365e+00,  1.590808738056768e-01,  2.133022720211743e-01,  4.661004958435849e-01,  2.527989230000000e+00, -1.429273863949007e+00
124         ,  1.520000000000000e+00,  1.456541591171387e+00,  1.485772566022877e-01,  2.764954662795949e-02,  4.202650500915030e-01,  2.769298510000000e+00, -3.603531898998477e+00
125         ,  7.000000000000000e-01,  1.060867638173630e+00,  1.717472448735101e-01,  2.137712745884850e-01,  4.381001400223900e-01,  2.069318700000000e+00,  4.144875636378441e+00
126         ,  1.999999999999999e-01,  6.851101866952479e-01,  1.415485789798585e-01,  8.140614003263666e-02,  4.057053921494437e-01,  3.193841904809748e+00,  5.390338973495081e-01
127         ,  1.220000000000000e+00,  1.274909336708039e+00,  1.357403981078260e-01,  1.478923947599100e-01,  4.550575384144903e-01,  2.097845650000000e+00,  2.765603468555826e+00
128         ,  1.480000000000000e+00,  1.291683047887357e+00,  1.315975273403873e-01,  2.298888778503679e-02,  4.123841897826067e-01,  2.570944179994618e+00, -6.322072299579038e-01
129         ,  1.600000000000000e+00,  1.431037704400388e+00,  2.028175696612686e-01,  2.132924346194773e-02,  4.039230361221821e-01,  2.289544377152883e+00,  1.711758342325838e+00
130         ,  1.400000000000000e+00,  1.447527415102988e+00,  1.830417119555692e-01,  2.057132950832509e-01,  4.351474488219014e-01,  2.374931083038442e+00, -3.189384878920126e+00
131         ,  1.520000000000000e+00,  1.178598103908452e+00,  1.439843360987816e-01,  1.379317807210340e-01,  4.093745368645598e-01,  2.423894560000000e+00, -9.216358896165880e-01
132         ,  9.000000000000001e-01,  8.602023511342112e-01,  1.398005929496969e-01,  5.410830313668250e-03,  3.876719479710889e-01,  2.934192960549511e+00,  1.362867833752505e+00
133         ,  1.160000000000000e+00,  1.134577955712442e+00,  3.394710611532838e-01,  1.253990227294132e-01,  4.036834638085696e-01,  2.407324300000000e+00,  6.193117091872477e+00
