# c0 + a0 * (|(feature_26 - feature_5) - (feature_13 / feature_14)|) + a1 * (|(feature_29 / feature_30) - (feature_29 + feature_8)|) + a2 * (|(feature_28 - feature_21) - (feature_19 / feature_30)|) + a3 * ((feature_28 - feature_3) * (feature_14 / feature_21))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.463866246781005; Max AE: 2.14751603235526
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all , -2.030682167653887e+00,  4.271888003553632e+00, -5.958994877225080e-01, -7.584984429279293e-02,  1.187942617347143e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         25|4|sub|12|13|div|abd; (|(feature_26 - feature_5) - (feature_13 / feature_14)|); $\left(\left|\left(feature_{26} - feature_{5}\right) - \left(\frac{ feature_{13} }{ feature_{14} } \right)\right|\right)$; abs((feature_26 - feature_5) - (feature_13 ./ feature_14)); abs((newdata$feature_26 - newdata$feature_5) - (newdata$feature_13 / newdata$feature_14)); feature_26,feature_5,feature_13,feature_14
# 1;  2; Unitless;                                         28|29|div|28|7|add|abd; (|(feature_29 / feature_30) - (feature_29 + feature_8)|); $\left(\left|\left(\frac{ feature_{29} }{ feature_{30} } \right) - \left(feature_{29} + feature_{8}\right)\right|\right)$; abs((feature_29 ./ feature_30) - (feature_29 + feature_8)); abs((newdata$feature_29 / newdata$feature_30) - (newdata$feature_29 + newdata$feature_8)); feature_29,feature_30,feature_29,feature_8
# 2;  2; Unitless;                                         27|20|sub|18|29|div|abd; (|(feature_28 - feature_21) - (feature_19 / feature_30)|); $\left(\left|\left(feature_{28} - feature_{21}\right) - \left(\frac{ feature_{19} }{ feature_{30} } \right)\right|\right)$; abs((feature_28 - feature_21) - (feature_19 ./ feature_30)); abs((newdata$feature_28 - newdata$feature_21) - (newdata$feature_19 / newdata$feature_30)); feature_28,feature_21,feature_19,feature_30
# 3;  2; Unitless;                                         27|2|sub|13|20|div|mult; ((feature_28 - feature_3) * (feature_14 / feature_21)); $\left(\left(feature_{28} - feature_{3}\right) \left(\frac{ feature_{14} }{ feature_{21} } \right)\right)$; ((feature_28 - feature_3) .* (feature_14 ./ feature_21)); ((newdata$feature_28 - newdata$feature_3) * (newdata$feature_14 / newdata$feature_21)); feature_28,feature_3,feature_14,feature_21
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
40          ,  2.860000000000000e+00,  1.938378388755539e+00,  1.904603747321702e-02,  4.639045809982658e-01,  2.879672511747204e+00, -6.899937437552998e+00
41          ,  1.200000000000000e+00,  4.786323174800605e-01,  5.338487078060299e-02,  4.493441396436698e-01,  2.904881237217110e+00,  1.040784197475188e+01
42          ,  2.640000000000001e+00,  1.380666021090807e+00,  1.280286966759943e-01,  4.674181034682722e-01,  2.722828620606787e+00, -1.034720467645007e+00
43          ,  1.900000000000000e+00,  7.617073141474298e-01,  3.364617693450295e-02,  4.390224269827478e-01,  3.302135935630580e+00,  3.501973416715135e+00
44          ,  8.000000000000003e-01,  9.828222482207007e-01,  2.133838598442205e-01,  3.963509218796722e-01,  2.565613140000000e+00, -8.421274686174069e-01
45          ,  6.400000000000000e-01,  6.132205862568343e-01,  9.530637766545436e-02,  4.336379112683685e-01,  3.196366967455270e+00,  4.336518092052211e+00
46          ,  1.320000000000001e+00,  1.711543084099918e+00,  6.447600374173520e-02,  4.444324759182360e-01,  2.327446359627944e+00, -1.883841295445302e+00
47          ,  2.300000000000000e+00,  1.835227866343948e+00,  1.475635555876088e-02,  4.385687966608676e-01,  2.571465667329736e+00, -4.430714563652289e+00
48          ,  1.040000000000000e+00,  1.307116698053791e+00,  2.055021393750392e-01,  4.636383455831951e-01,  2.512732600000000e+00, -7.014990430858684e-01
49          ,  1.600000000000000e+00,  1.347994651719268e+00,  4.177706959016049e-02,  5.043754149658285e-01,  2.309737151500582e+00,  7.032000124646880e+00
50          ,  1.840000000000000e+00,  1.441135795646909e+00,  1.109403843609305e-01,  4.143126650116231e-01,  2.506109895392686e+00, -2.662762723307121e+00
52          ,  2.200000000000000e-01,  9.686543664425009e-01,  1.586893331346809e-01,  4.229260033912950e-01,  2.864450915758304e+00, -4.207867724827918e-02
53          ,  1.420000000000000e+00,  1.089514454348365e+00,  2.653584424887297e-01,  4.383920240156409e-01,  1.868856680000000e+00,  4.201464073908578e+00
54          ,  4.999999999999999e-01,  1.008086728324648e+00,  1.570920237793320e-01,  4.693076385056656e-01,  2.967867539084200e+00,  1.280567459283185e+00
55          ,  6.799999999999999e-01,  8.494182277748415e-01,  1.037007782716620e-01,  4.236223610888878e-01,  2.872631977407135e+00,  2.977045359684952e+00
56          ,  1.540000000000000e+00,  1.163132468637278e+00,  2.092385326982667e-01,  3.841134538080044e-01,  2.236653080000000e+00, -1.213154470434656e+00
57          ,  1.180000000000000e+00,  1.257961055631460e+00,  5.694858922325804e-02,  4.194350721723730e-01,  2.968733525537411e+00, -2.148324210575653e+00
58          ,  1.880000000000000e+00,  1.282443046969321e+00,  2.435280595702401e-01,  4.147663090572898e-01,  2.485249600000000e+00, -3.930822322144981e+00
59          ,  4.999999999999999e-01,  9.740372809079335e-01,  1.288999226232635e-01,  4.234527034625169e-01,  3.073798434111550e+00, -9.305467500605696e-01
60          ,  8.200000000000000e-01,  1.015373131944333e+00,  1.035155794521949e-01,  3.911232756146630e-01,  2.801549731097169e+00, -4.778516921704355e-01
61          ,  1.280000000000000e+00,  8.321545724923858e-01,  4.785212525201571e-02,  4.280770790283794e-01,  3.099068900000001e+00,  3.171784441156257e+00
62          ,  2.080000000000000e+00,  1.104179361679581e+00,  7.744230122097298e-02,  4.099588766588840e-01,  2.533417929342782e+00,  2.216728564056599e+00
63          ,  1.380000000000000e+00,  1.384746781174503e+00,  3.659687267778872e-02,  4.531613905156618e-01,  2.794632460000000e+00, -7.727425687746892e-03
64          ,  7.200000000000000e-01,  1.310606383104718e+00,  1.446363528831494e-01,  4.310621818569466e-01,  2.715017245268327e+00, -2.541893820644640e+00
65          ,  1.520000000000000e+00,  1.540858622834538e+00,  4.162170768111789e-02,  4.476498096501317e-01,  2.282295050000001e+00,  1.514240886306179e+00
66          ,  8.400000000000000e-01,  1.386344995313909e+00,  7.245676679680590e-02,  4.132288261855450e-01,  2.662507148586347e+00, -2.199851883391309e+00
67          ,  9.600000000000000e-01,  1.099220965102655e+00,  1.736363715489909e-01,  5.506564192943999e-01,  1.800979950000000e+00,  1.338514139890373e+01
68          ,  1.020000000000000e+00,  1.644945515332970e+00,  3.495147198567961e-02,  4.686881126984128e-01,  2.974917980000000e+00, -3.936029215589363e+00
69          ,  1.200000000000000e+00,  1.023973886357175e+00,  3.515878360639274e-02,  4.358644491906573e-01,  3.017916102329187e+00,  2.058829122797718e+00
70          ,  7.600000000000002e-01,  7.934522914914761e-01,  1.934016279928916e-01,  4.120614720804112e-01,  1.845326033518837e+00,  8.733105731771246e+00
71          ,  1.180000000000000e+00,  6.248063544936344e-01,  5.975584303445969e-02,  4.509741839286499e-01,  2.886926400000000e+00,  8.542988946339605e+00
72          ,  2.460000000000000e+00,  2.161086907482851e+00,  2.525336962582703e-02,  4.420339509588700e-01,  1.935973030000000e+00, -3.820069306227428e+00
73          ,  2.020000000000000e+00,  1.484645203895860e+00,  2.366042998633824e-01,  4.592332558260817e-01,  2.455477300000000e+00, -3.672985099139163e+00
74          ,  7.600000000000002e-01,  1.274641673254959e+00,  8.324420425259461e-02,  4.036396509110482e-01,  3.149901934438431e+00, -5.385154675992196e+00
75          ,  4.999999999999999e-01,  6.354094203218362e-01,  9.649788547872629e-02,  4.195187879648193e-01,  3.285682104416586e+00,  2.515201689305151e+00
76          ,  1.800000000000000e+00,  2.131999114244346e+00,  9.934777679201701e-03,  4.345202041208842e-01,  2.350385740000000e+00, -6.705391271962009e+00
77          ,  1.400000000000000e+00,  1.433016346867237e+00,  6.724700935360074e-03,  4.448884057010302e-01,  2.445729863434831e+00,  2.430786937436869e+00
78          ,  1.600000000000000e+00,  2.322294883251298e+00,  3.919402806272937e-02,  4.886106111020676e-01,  2.583091260000000e+00, -8.779396142168427e+00
79          ,  1.600000000000000e+00,  1.555560457846523e+00,  1.041405490327953e-02,  4.322631108131206e-01,  2.589823719718536e+00, -1.126706419660909e+00
80          ,  2.400000000000000e-01,  9.818319833390984e-01,  1.355965768628357e-01,  4.413413619246637e-01,  2.369484707775326e+00,  5.328201172913067e+00
81          ,  1.120000000000000e+00,  9.358368432296237e-01,  2.593375721078345e-03,  4.412091429494581e-01,  2.869911283894948e+00,  5.556462734474848e+00
83          ,  1.500000000000000e+00,  1.268025899430494e+00,  1.294358564092624e-01,  3.972677587621124e-01,  2.021519308367160e+00,  1.971456717188222e+00
84          ,  1.680000000000000e+00,  2.733638360194884e+00,  9.796015492518628e-03,  4.949800698233003e-01,  2.204590180000000e+00, -1.008311988741822e+01
85          ,  6.400000000000000e-01,  1.040133033852100e+00,  1.549073029326944e-01,  4.432717306810453e-01,  2.931966943069923e+00, -2.677437927917994e-01
86          ,  1.060000000000000e+00,  1.341848337747958e+00,  3.925323002500433e-02,  4.220159878313338e-01,  2.871020355094614e+00, -1.867519690691448e+00
87          ,  1.040000000000000e+00,  1.790455064872977e+00,  6.409479932653006e-03,  4.220913006031781e-01,  2.269690250000000e+00, -2.174144976555776e+00
88          ,  1.580000000000000e+00,  1.581930211323928e+00,  1.338060382621607e-01,  5.136636606453052e-01,  2.480916388327429e+00,  6.622517890921663e-01
89          ,  3.920000000000000e+00,  3.112017139882205e+00,  1.227555562760080e-01,  4.496248365486513e-01,  2.472831440904884e+00, -2.275764836759971e+01
90          ,  1.280000000000000e+00,  1.496583730813342e+00,  9.781339630678894e-02,  4.183581062705645e-01,  1.824198359451176e+00,  2.542801190426603e+00
91          ,  1.700000000000000e+00,  1.696482925398268e+00,  1.461088560847491e-01,  5.261587957906075e-01,  2.397072380330382e+00,  1.850536111393717e-01
92          ,  1.580000000000000e+00,  1.836330364820059e+00,  3.828905416517808e-02,  4.653939335203720e-01,  2.545620820000000e+00, -3.361431132801154e+00
93          ,  1.920000000000000e+00,  1.253271878564716e+00,  1.792044150459215e-01,  3.782676413680428e-01,  2.075986448018378e+00, -6.644540049677030e-01
95          ,  2.580000000000001e+00,  1.551958394246209e+00,  6.230977252483781e-02,  4.164950417734666e-01,  2.419207145291836e+00, -2.016236794473565e+00
97          ,  7.200000000000000e-01,  9.844995073086363e-01,  1.421649415885681e-01,  4.457682287092117e-01,  2.985556120344301e+00,  5.264596726549183e-01
98          ,  3.720000000000000e+00,  2.579817852369430e+00,  4.375238139580381e-02,  4.836152941529418e-01,  2.406970327018370e+00, -1.119428042388647e+01
101         ,  2.460000000000000e+00,  2.375495821482418e+00,  3.610403823855465e-02,  4.442513584897547e-01,  2.585219535964367e+00, -1.191311580700317e+01
102         ,  5.199999999999999e-01,  7.862752845850129e-01,  1.842566603100437e-02,  4.351710335185234e-01,  2.933773738091350e+00,  6.262614191422817e+00
103         ,  5.400000000000000e-01,  1.161435278076278e+00,  2.911180856741763e-02,  4.317273624422732e-01,  2.910448931910704e+00,  1.019730789442031e+00
104         ,  1.380000000000000e+00,  1.095335597541955e+00,  3.424914848689789e-02,  4.376616362298345e-01,  3.022799678256866e+00,  1.205204825833172e+00
105         ,  8.400000000000000e-01,  8.606343435139376e-01,  1.459989067714184e-01,  4.355295501102528e-01,  3.072247421693594e+00,  7.991274535335278e-01
106         ,  1.600000000000000e+00,  1.034107017139760e+00,  4.827746255943824e-02,  4.499420480851553e-01,  2.824643853296168e+00,  3.885276666915493e+00
107         ,  8.800000000000001e-01,  8.863184053792335e-01,  8.603242687140272e-02,  3.940748132736531e-01,  2.861852063546666e+00,  1.384142401086447e+00
108         ,  1.200000000000000e+00,  1.305319862521603e+00,  5.001382729839732e-02,  4.012035262363356e-01,  2.202072440000000e+00,  2.409276658205223e+00
109         ,  9.600000000000000e-01,  1.148472875646701e+00,  1.124002535858554e-02,  4.602341009506740e-01,  2.706072500000000e+00,  4.880249185474797e+00
110         ,  6.000000000000000e-01,  1.187836243340865e+00,  1.190210476652428e-01,  4.017924837799959e-01,  3.056839311845390e+00, -4.571453467002981e+00
111         ,  1.120000000000000e+00,  1.020992502572174e+00,  6.241602098488323e-02,  4.481937700933891e-01,  3.186899081186063e+00,  7.352035370977188e-01
112         ,  9.600000000000000e-01,  9.576454494577425e-01,  1.180134427554727e-01,  4.446574828999724e-01,  3.371111388837219e+00, -1.564501677450665e+00
113         ,  1.360000000000000e+00,  2.006277982435180e+00,  8.691122695441261e-02,  5.570864108080649e-01,  2.113427200000000e+00,  1.655852121947715e+00
114         ,  1.020000000000000e+00,  7.817437827625734e-01,  1.261996670618231e-01,  4.275602404557337e-01,  3.290885253691112e+00,  2.027696488098633e-01
115         ,  8.600000000000001e-01,  1.120253472431537e+00,  7.253821451042142e-03,  4.029104488781488e-01,  2.595093845579011e+00,  3.002407731585476e+00
116         ,  1.600000000000000e+00,  1.183596461014121e+00,  2.318196913159908e-01,  4.276666491408649e-01,  2.399438200000000e+00, -9.134616398539976e-01
117         ,  1.000000000000000e+00,  1.130941690777866e+00,  1.355953112672363e-01,  4.215084524609815e-01,  2.641382996893099e+00,  1.092694754442866e-01
119         ,  6.400000000000000e-01,  7.785584607496451e-01,  1.173599342087813e-01,  4.335756707687186e-01,  3.183393174390219e+00,  1.664707118796776e+00
120         ,  1.980000000000000e+00,  2.040894774733406e+00,  5.457857435303970e-03,  4.267919409629607e-01,  2.032271430000000e+00, -3.320474352176223e+00
121         ,  2.460000000000000e+00,  1.541669259621749e+00,  7.546225657326736e-02,  4.573391203074976e-01,  2.893226557677513e+00, -3.656398053318474e+00
122         ,  2.560000000000000e+00,  2.910908208626341e+00,  1.803921505589342e-01,  4.893830283999204e-01,  1.926111750000000e+00, -1.511491872198652e+01
123         ,  6.400000000000000e-01,  1.326418408641099e+00,  2.133022720211743e-01,  4.661004958435849e-01,  2.527989230000000e+00, -1.145991566604713e+00
124         ,  1.520000000000000e+00,  1.481300287562844e+00,  2.764954662795949e-02,  4.202650500915030e-01,  2.769298510000000e+00, -2.694843358790943e+00
125         ,  7.000000000000000e-01,  1.121461688981690e+00,  2.137712745884850e-01,  4.381001400223900e-01,  2.069318700000000e+00,  3.570056008406487e+00
126         ,  1.999999999999999e-01,  8.098232733120473e-01,  8.140614003263666e-02,  4.057053921494437e-01,  3.193841904809748e+00,  5.633312802300335e-01
127         ,  1.220000000000000e+00,  1.352863246163190e+00,  1.478923947599100e-01,  4.550575384144903e-01,  2.097845650000000e+00,  3.013936490819016e+00
128         ,  1.480000000000000e+00,  1.424798088976201e+00,  2.298888778503679e-02,  4.123841897826067e-01,  2.570944179994618e+00, -7.106651733483577e-01
129         ,  1.600000000000000e+00,  1.373539965765716e+00,  2.132924346194773e-02,  4.039230361221821e-01,  2.289544377152883e+00,  1.743779296752320e+00
130         ,  1.400000000000000e+00,  1.443335781627180e+00,  2.057132950832509e-01,  4.351474488219014e-01,  2.374931083038442e+00, -3.025062684754094e+00
131         ,  1.520000000000000e+00,  1.284072768739850e+00,  1.379317807210340e-01,  4.093745368645598e-01,  2.423894560000000e+00, -9.468854304268945e-01
132         ,  9.000000000000001e-01,  9.561880425077698e-01,  5.410830313668250e-03,  3.876719479710889e-01,  2.934192960549511e+00,  1.692474931064865e+00
133         ,  1.160000000000000e+00,  8.943521323724852e-01,  1.253990227294132e-01,  4.036834638085696e-01,  2.407324300000000e+00,  4.336358998075435e+00
135         ,  1.420000000000000e+00,  1.388792575544835e+00,  1.513898220836118e-01,  4.229588657485466e-01,  2.700472049890832e+00, -4.095612584503688e+00
136         ,  1.180000000000000e+00,  1.067212055683451e+00,  3.000093143876642e-02,  4.127439266175957e-01,  2.846266460000000e+00,  1.673244152086045e+00
137         ,  2.020000000000000e+00,  1.254943169907524e+00,  1.211664518798962e-01,  4.712930715610711e-01,  2.567710264533733e+00,  2.243417678440697e+00
138         ,  2.200000000000000e+00,  1.304063484774930e+00,  1.087795778230395e-01,  4.805422436175609e-01,  2.690559082545219e+00,  1.483223221692308e+00
139         ,  2.040000000000000e+00,  1.832847565467394e+00,  3.501860712826264e-02,  4.381803412275627e-01,  2.005597868866804e+00, -5.180499587056621e-01
140         ,  6.400000000000000e-01,  1.306899667876946e+00,  4.914665069129742e-02,  4.269656418773364e-01,  2.927752240000000e+00, -1.838565860191785e+00
141         ,  1.320000000000001e+00,  1.144332436412122e+00,  6.324999657851792e-02,  3.922931671105487e-01,  2.594187841293507e+00,  5.949492707923292e-01
142         ,  1.240000000000000e+00,  1.578770996056315e+00,  4.153221082205337e-02,  4.469632150206376e-01,  2.808382598764205e+00, -3.154970936274779e+00
143         ,  1.580000000000000e+00,  1.797090760059089e+00,  2.379368361772100e-02,  4.502150298350336e-01,  2.409505830000000e+00, -2.241542591313955e+00
144         ,  2.540000000000000e+00,  3.478064334843813e+00,  6.470569288914163e-02,  5.212546482431099e-01,  2.351107163000000e+00, -2.103894219503466e+01
145         ,  1.320000000000001e+00,  1.310200704966590e+00,  1.302248168112487e-01,  4.418657318627333e-01,  2.074162760000000e+00,  3.492493551629866e+00
146         ,  1.660000000000000e+00,  1.627184035257667e+00,  5.715148736209404e-02,  4.245393057295966e-01,  2.232434379605193e+00, -9.495083453462769e-01
147         ,  1.900000000000000e+00,  1.455561661842068e+00,  2.393763292884719e-02,  4.265287251745174e-01,  2.658661737456706e+00, -1.034161542249499e+00
148         ,  1.940000000000000e+00,  1.838076602031539e+00,  5.009464692800059e-04,  4.257845201601003e-01,  2.157519130000000e+00, -1.554545159500822e+00
149         ,  9.399999999999998e-01,  1.005910878038452e+00,  5.610893361456698e-02,  3.978785012877304e-01,  3.049276421077693e+00, -6.496721622767353e-01
150         ,  1.420000000000000e+00,  1.252827496986389e+00,  1.134481766686523e-01,  4.073624162504409e-01,  2.274924000000000e+00,  1.177570036575558e+00
151         ,  1.300000000000000e+00,  1.324697230183270e+00,  3.902052629418246e-02,  3.990192546207788e-01,  2.473010700000001e+00,  1.965311613218300e-01
152         ,  1.040000000000000e+00,  1.062516545112489e+00,  5.296220902732741e-02,  4.359275755001606e-01,  2.940553085411566e+00,  1.685387267106258e+00
153         ,  1.120000000000000e+00,  1.350735704966216e+00,  8.447125771351610e-02,  4.096182429896862e-01,  2.513671967858492e+00, -1.086092460574515e+00
154         ,  1.880000000000000e+00,  2.022527243994504e+00,  1.134259302767861e-01,  4.516958662069845e-01,  2.152458070000000e+00, -5.510507683434945e+00
155         ,  1.460000000000000e+00,  1.483974609206438e+00,  1.905546688183866e-02,  3.798388081351589e-01,  2.052752173987411e+00,  8.525698477921857e-01
156         ,  1.720000000000000e+00,  1.370351560094998e+00,  1.044568461675879e-01,  4.193845658775016e-01,  2.121081353841468e+00,  1.754585093309890e+00
157         ,  1.640000000000000e+00,  1.324659818902273e+00,  1.862969688587870e-02,  4.299868093050399e-01,  2.881428211264631e+00, -7.216138406833267e-01
158         ,  9.399999999999998e-01,  1.250813050978470e+00,  1.287083206129309e-01,  4.358434212906104e-01,  2.409095443603309e+00,  1.345545504334047e+00
159         ,  1.660000000000000e+00,  1.523096871624101e+00,  1.291552930112995e-02,  3.914098763968524e-01,  2.569907460261376e+00, -2.910078128498274e+00
160         ,  8.200000000000000e-01,  1.470839879029957e+00,  3.805388877281814e-02,  4.215832030406948e-01,  2.631279716213180e+00, -1.676926611865794e+00
161         ,  1.840000000000000e+00,  1.765523422250297e+00,  3.646091784435790e-02,  4.693326310775841e-01,  2.425802490314802e+00, -1.215814829467352e+00
