# c0 + a0 * (|(feature_29^3) - (feature_11 + feature_5)|) + a1 * ((feature_26 / feature_12) * (|feature_7 - feature_3|)) + a2 * ((feature_25 - feature_14) - (feature_6 * feature_3))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.47134890043173; Max AE: 1.97720706215841
# Coefficients
# Task   a0                      a1                      a2                      c0
# all , -5.429373266287238e-01,  2.146257360398137e-03, -1.896380642834478e-01,  1.343175459290565e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         28|cb|10|4|add|abd; (|(feature_29^3) - (feature_11 + feature_5)|); $\left(\left|\left(feature_{29}^3\right) - \left(feature_{11} + feature_{5}\right)\right|\right)$; abs((feature_29).^3 - (feature_11 + feature_5)); abs((newdata$feature_29)^3 - (newdata$feature_11 + newdata$feature_5)); feature_29,feature_11,feature_5
# 1;  2; Unitless;                                         25|11|div|6|2|abd|mult; ((feature_26 / feature_12) * (|feature_7 - feature_3|)); $\left(\left(\frac{ feature_{26} }{ feature_{12} } \right) \left(\left|feature_{7} - feature_{3}\right|\right)\right)$; ((feature_26 ./ feature_12) .* abs(feature_7 - feature_3)); ((newdata$feature_26 / newdata$feature_12) * abs(newdata$feature_7 - newdata$feature_3)); feature_26,feature_12,feature_7,feature_3
# 2;  2; Unitless;                                         24|13|sub|5|2|mult|sub; ((feature_25 - feature_14) - (feature_6 * feature_3)); $\left(\left(feature_{25} - feature_{14}\right) - \left(feature_{6} feature_{3}\right)\right)$; ((feature_25 - feature_14) - (feature_6 .* feature_3)); ((newdata$feature_25 - newdata$feature_14) - (newdata$feature_6 * newdata$feature_3)); feature_25,feature_14,feature_6,feature_3
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
22          ,  1.980000000000000e+00,  1.697217728442441e+00,  2.191386664723071e-01,  1.203292857425056e+01, -2.358150358987482e+00
23          ,  8.400000000000000e-01,  1.376950730283545e+00,  9.093455867091804e-01,  1.291151654554688e+01, -2.635449255881964e+00
24          ,  5.400000000000000e-01,  8.279640224005799e-01,  5.069982918507673e-01,  4.801046541634842e+01,  1.808634546967976e+00
26          ,  1.040000000000000e+00,  8.077861634848347e-01,  8.958863374435457e-01,  3.820949385428988e+00,  3.015212359880065e-01
27          ,  1.600000000000000e-01,  8.921497161705189e-01,  7.981570800543076e-01,  2.412331580584262e+01,  3.662308841502558e-01
28          ,  1.660000000000000e+00,  1.718970876323652e+00,  4.285958786413200e-03,  1.062096749749849e+02, -7.918722854796352e-01
29          ,  1.960000000000000e+00,  1.856799839127157e+00,  2.044469856496791e-01,  2.506217941107171e+02, -4.573312309631464e-01
30          ,  8.200000000000000e-01,  7.844715433794734e-01,  7.614775000042564e-01,  5.899351846932165e+01,  1.433702838239486e+00
31          ,  4.799999999999998e-01,  8.688702127360591e-01,  7.821082497986490e-01,  5.328063267593400e+01,  8.649288577254600e-01
32          ,  1.380000000000000e+00,  1.281501247274280e+00,  7.130371886926126e-01,  4.926948922118739e+01, -1.158603310709340e+00
33          ,  8.000000000000003e-01,  1.519547312367041e+00,  3.835477161648329e-01,  1.517495914169832e+02, -3.107000033568460e-01
35          ,  3.920000000000000e+00,  3.691442857781803e+00,  1.919908043812324e-01,  2.041651782265207e+02, -1.062189367764724e+01
36          ,  1.440000000000000e+00,  1.493595686077223e+00,  8.095429271465018e-01,  2.846919488411789e+02,  1.111110856531659e-01
37          ,  1.220000000000000e+00,  1.487815915320528e+00,  1.021975582733621e+00,  2.931020136212857e+02, -3.714275031393889e-01
38          ,  1.380000000000000e+00,  9.243563355796975e-01,  6.499740798861421e-01,  1.300268897664763e+02,  1.819229198073025e+00
40          ,  1.960000000000000e+00,  1.557624167589528e+00,  3.580638147021503e-01,  1.689771344590536e+02, -2.435507882798695e-01
41          ,  1.320000000000001e+00,  1.000639091910388e+00,  1.112181579087202e+00,  1.231162553154593e+02,  1.545387668553433e-02
42          ,  2.020000000000000e+00,  2.188531794819685e+00,  6.093147057532091e-01,  1.300827509183593e+02, -4.729983796851384e+00
43          ,  1.120000000000000e+00,  1.052190111568452e+00,  3.984505488579379e-01,  1.933616643852590e+02,  2.582053182135711e+00
44          ,  1.640000000000000e+00,  1.452842962594871e+00,  1.061347620748871e-01,  2.146966061821378e+01, -6.391786934681845e-01
45          ,  1.240000000000000e+00,  1.070189167194825e+00,  8.263174029205905e-01,  1.821414888143496e+02,  1.135163672031356e+00
46          ,  1.600000000000000e+00,  1.240389795286523e+00,  4.435094938069699e-01,  3.626968468238398e+01, -3.172786930537081e-01
47          ,  1.360000000000000e+00,  1.589584597626751e+00,  1.405435021212094e-01,  1.271825082831604e+02, -2.623368748476866e-01
48          ,  8.200000000000000e-01,  1.378559656352936e+00,  3.457297589237383e-01,  2.298198740371122e+02,  1.424602223874766e+00
49          ,  5.600000000000001e-01,  9.168343564302667e-01,  1.117059616793876e+00,  1.111536411720057e+02,  3.080186541373232e-01
50          ,  1.820000000000000e+00,  1.601265614672087e+00,  5.122907477418123e-01,  3.488924993554139e+02,  1.120983654391383e+00
51          ,  5.800000000000001e-01,  8.306799765658385e-01,  9.295143832544558e-01,  1.766162700357610e+01,  2.411637428563884e-01
52          ,  1.180000000000000e+00,  1.747656567308993e+00,  1.320862301843052e-01,  5.608857516760419e+01, -1.876285421789676e+00
53          ,  1.840000000000000e+00,  1.413455133109141e+00,  2.988373835719377e-01,  1.469447259862953e+02,  4.368930682823786e-01
54          ,  4.200000000000000e+00,  3.604344263037829e+00,  3.019140664838585e-01,  2.241046624102417e+02, -1.025164935122038e+01
55          ,  1.080000000000000e+00,  1.277278940213818e+00,  7.242282130862128e-01,  2.070183166535764e+02,  6.169677774959398e-01
56          ,  1.000000000000000e+00,  1.245785698954772e+00,  6.179369569816050e-01,  1.963619736749516e+02,  9.667471184226968e-01
57          ,  1.100000000000000e+00,  6.295276672577268e-01,  9.138970392464796e-01,  1.901121759905790e+01,  1.361867636692065e+00
58          ,  2.280000000000000e+00,  1.883315092237102e+00,  2.530678657036939e-01,  3.619976958289710e+01, -3.163107595312471e+00
59          ,  3.940000000000000e+00,  3.390817166223340e+00,  5.396606187112613e-01,  4.421435242418356e+02, -7.338662797180478e+00
60          ,  2.560000000000000e+00,  1.646159499117099e+00,  3.682138527803890e-01,  1.076444581058085e+02, -1.433617112652896e+00
61          ,  1.620000000000000e+00,  1.657251600035933e+00,  1.476068945003594e-01,  2.132723224120034e+00, -2.054651116547546e+00
62          ,  1.220000000000000e+00,  1.360763510348624e+00,  5.239696911387273e-01,  1.286270414467683e+02, -1.371244747002250e-01
63          ,  1.280000000000000e+00,  1.591948578625253e+00,  1.168327788603564e-01,  4.149411138393192e+01, -1.176709722407077e+00
66          ,  1.680000000000000e+00,  1.259059535326625e+00,  5.988914083039475e-01,  2.880827058287942e+01, -9.450350281724189e-01
67          ,  2.140000000000000e+00,  1.636137654562696e+00,  7.080305745532509e-01,  5.283073899744414e+01, -2.974034048986874e+00
68          ,  1.280000000000000e+00,  1.202570111653724e+00,  6.919925557904147e-01,  3.370072468484797e+02,  2.574383182246430e+00
69          , -6.000000000000000e-02,  1.198631026743450e+00,  5.015133105888625e-01,  2.321982169117880e+01, -4.108360347131988e-01
70          ,  6.000000000000000e-01,  7.289824511939196e-01,  1.198625771848004e+00,  2.465493032287509e+01,  8.611225619960261e-02
71          ,  1.020000000000000e+00,  1.340563047286174e+00,  4.779419595115434e-01,  6.423610838057435e+01, -6.275791614465868e-01
72          ,  2.500000000000000e+00,  2.255675455306667e+00,  5.743364064304020e-02,  1.638335925317625e+01, -4.790810122287835e+00
74          ,  9.000000000000001e-01,  1.207545452857206e+00,  7.498517278934272e-01,  6.797884296857444e+01, -6.622741825536442e-01
75          ,  1.000000000000000e+00,  1.456543285695356e+00,  3.484413240545636e-01,  6.358021650171126e-01, -1.588209800788463e+00
76          ,  2.400000000000000e+00,  1.204631653400663e+00,  1.238865517277305e+00,  1.381515148334148e+02, -1.252774971361677e+00
77          ,  1.940000000000000e+00,  1.274297853173534e+00,  6.203626233984714e-01,  1.249768284581840e+02,  1.539879598427107e-03
78          ,  1.940000000000000e+00,  1.576914718149545e+00,  1.432991013630574e-01,  2.180840874965291e+01, -1.396002606671460e+00
79          ,  9.800000000000000e-01,  1.052158957318568e+00,  8.840637749961469e-01,  2.481824361600799e+01, -7.156178432503797e-01
80          ,  2.020000000000000e+00,  1.813213912452316e+00,  4.469753070753767e-02,  9.312872190267077e+00, -2.501178190667702e+00
81          ,  7.600000000000002e-01,  1.278421772551929e+00,  6.539444044743123e-01,  1.296660107849387e+02, -6.328112446815648e-02
82          ,  1.360000000000000e+00,  1.057252214651643e+00,  6.136559954456362e-01,  8.487258385182461e+01,  7.113809524459552e-01
83          ,  1.520000000000000e+00,  1.132021823546610e+00,  8.256243575343309e-01,  2.320517167214302e+02,  1.375958251087651e+00
84          ,  6.400000000000000e-01,  9.182091309484777e-01,  6.180061928939532e-01,  4.538347654660171e+01,  9.852047341697947e-01
85          ,  2.860000000000000e+00,  2.278318328827593e+00,  2.301308524023534e-01,  6.715167786189498e+01, -4.830067844775629e+00
86          ,  1.380000000000000e+00,  1.189339511792948e+00,  3.182804120928423e-01,  1.180617724521568e+02,  1.236147291581447e+00
88          ,  1.120000000000000e+00,  1.118547262127426e+00,  6.995242875457268e-01,  8.553761329358553e+00, -7.214325706894353e-01
89          ,  1.420000000000000e+00,  1.639233113714421e+00,  3.360227353491436e-01,  6.742542418044864e+00, -2.446901736218408e+00
90          ,  1.160000000000000e+00,  1.260373079819701e+00,  6.568531317655893e-01,  1.861384850603726e+02,  6.627012894873860e-01
91          ,  5.199999999999999e-01,  1.229909939732348e+00,  7.709131229884391e-01,  2.234111773454660e+02,  9.186230303026673e-01
92          ,  2.340000000000000e+00,  1.396106075335297e+00,  3.165610857860520e-01,  1.616003946689656e+00, -1.167144824787165e+00
93          ,  1.280000000000000e+00,  1.264525291436110e+00,  1.385821761661163e-01,  4.291145174560771e+01,  5.036317530644026e-01
94          ,  1.180000000000000e+00,  1.387700772322105e+00,  5.472341540850016e-01,  2.168317754248711e+02,  6.524936475753926e-01
96          ,  1.440000000000000e+00,  1.347547974517920e+00,  3.255252866536078e-01,  4.683580231511399e+01, -4.249708990052311e-01
97          ,  9.000000000000001e-01,  1.329748020921705e+00,  6.148128470395352e-01,  2.051164432230933e+01, -1.457271453509958e+00
98          ,  1.140000000000000e+00,  9.663548894846682e-01,  7.742041010055299e-01,  8.350415267409952e+01,  7.155613391978686e-01
99          ,  1.720000000000000e+00,  1.564751303278248e+00,  8.110422439650954e-01,  1.040707722532990e+02, -2.312606872545317e+00
100         ,  1.040000000000000e+00,  9.198275830169349e-01,  6.421045816815024e-01,  2.178561000285289e+00,  4.186980296459863e-01
101         ,  1.700000000000000e+00,  1.890474566507384e+00,  1.614470505872417e-01,  5.429760046190116e+01, -2.733723920723889e+00
102         ,  1.220000000000000e+00,  1.484423917131514e+00,  2.361049385624947e-01,  9.425191471384016e+01, -3.540943984818649e-01
103         ,  1.580000000000000e+00,  1.674085266747919e+00,  3.216525872443182e-01,  2.684298196667170e+02,  3.721429724443707e-01
104         ,  2.100000000000000e+00,  2.268278244070058e+00,  8.618943487226663e-01,  2.348936154428402e+02, -4.687430504078629e+00
106         ,  1.860000000000000e+00,  1.618322951166995e+00,  7.648994932417579e-01,  4.690065164246062e+01, -3.110024937821267e+00
107         ,  8.200000000000000e-01,  9.445530960300956e-01,  7.303534927144062e-01,  8.977484249071321e+01,  1.027041209486943e+00
108         ,  1.320000000000001e+00,  1.513621725541687e+00,  7.686304400268620e-01,  2.740355520270836e+02,  2.037555200682162e-03
109         ,  1.280000000000000e+00,  1.178269337987688e+00,  6.451036106000396e-01,  2.078355353512637e+01, -7.421392652189014e-01
110         ,  1.660000000000000e+00,  1.504119641739017e+00,  5.122745921331323e-01,  1.090276127227539e+02, -1.081406649467085e+00
111         ,  1.360000000000000e+00,  1.506054123442004e+00,  5.935963020775818e-01,  2.608216114396321e+02,  3.935183059743390e-01
112         ,  2.460000000000000e+00,  2.207226730238748e+00,  5.351054787067629e-02,  7.118373184345911e+01, -3.903886802173570e+00
113         ,  3.759999999999999e+00,  2.926783294154642e+00,  3.686285887999497e-01,  7.967306231056244e+01, -8.504364169030925e+00
114         ,  6.799999999999999e-01,  2.881543545157198e-01,  1.259303629748001e+00,  4.060164650627012e-01,  1.962525697878495e+00
115         ,  6.000000000000000e-01,  1.453597307433904e+00,  3.219874548039763e-01,  5.833929705021267e+01, -8.438691407909114e-01
116         ,  1.420000000000000e+00,  1.906852325319628e+00,  3.547389020719277e-01,  4.549049099213259e+01, -3.473161142726887e+00
117         ,  1.080000000000000e+00,  1.229888857556562e+00,  3.349556276205714e-01,  8.153679033294391e+01,  5.612039203832633e-01
118         ,  1.020000000000000e+00,  1.046765277677862e+00,  9.161456745538451e-01,  3.112254824998353e+01, -7.076770372195309e-01
119         ,  5.600000000000001e-01,  1.095793078327333e+00,  7.121902086536193e-01,  9.823211289227680e+01,  3.772403426416773e-01
121         ,  1.440000000000000e+00,  1.190715314130853e+00,  3.578841502525077e-01,  1.112453564883623e+02,  1.038360348678544e+00
122         ,  7.000000000000000e-01,  1.002878409267231e+00,  8.276994967191077e-01,  1.581590276610742e+02,  1.214724881969913e+00
123         ,  1.000000000000000e+00,  8.774087137011929e-01,  8.035986916528408e-01,  3.678711502390034e+01,  5.717082014022653e-01
124         ,  1.620000000000000e+00,  1.568613228676657e+00,  6.773247777319994e-01,  8.684857164905203e+01, -2.145050830710049e+00
125         ,  7.600000000000002e-01,  8.908532744742836e-01,  9.416135578044479e-01,  8.305591422758334e+01,  6.293272646030519e-01
126         ,  1.820000000000000e+00,  2.074168835402948e+00,  9.229701485822605e-01,  1.344481288384918e+02, -4.975520281730367e+00
127         ,  1.540000000000000e+00,  9.870957211006630e-01,  4.480184114954283e-01,  3.897370241109479e+01,  1.036086378419412e+00
128         ,  1.900000000000000e+00,  2.158044100366376e+00,  4.381753727425829e-01,  1.875446240221807e+02, -3.428907478535484e+00
129         ,  1.600000000000000e+00,  1.810965554092132e+00,  2.000153663428404e-01,  1.066033382533867e+01, -2.918749910482984e+00
130         ,  1.420000000000000e+00,  1.529417123939258e+00,  5.884040326055164e-01,  4.241901049501938e+01, -2.186618309779619e+00
131         ,  1.460000000000000e+00,  8.921915685773359e-01,  1.005754611817754e+00,  2.856760241441927e+00, -4.690328764565881e-01
132         ,  1.880000000000000e+00,  2.016922050766979e+00,  2.085365742262347e-01,  1.659777882389486e+01, -3.961998765717485e+00
133         ,  2.300000000000000e+00,  2.164780723597648e+00,  2.736146545771206e-01,  1.756434115542315e+01, -4.917068102480329e+00
134         ,  1.200000000000000e-01,  9.280451254257109e-01,  5.765951142832570e-01,  1.959247338150101e+01,  7.600046684548944e-01
135         ,  2.040000000000000e+00,  1.571354396852640e+00,  2.048648362397094e-01,  7.777438553472390e+01, -9.095423817875693e-01
136         ,  1.240000000000000e+00,  1.375902527243490e+00,  4.266388041255820e-01,  1.144263967482092e+02, -9.901336805567761e-02
138         ,  1.260000000000000e+00,  1.009337182409672e+00,  7.921132582229076e-01,  1.116454231293493e+02,  7.561258008096262e-01
139         ,  9.000000000000001e-01,  8.237974947201745e-01,  6.749395462414954e-01,  6.456105191788775e+01,  1.537100295097686e+00
140         ,  9.399999999999998e-01,  7.643334767657621e-01,  1.137905616173430e+00,  1.395102893035626e+01, -4.760095070266912e-02
143         ,  1.060000000000000e+00,  2.252235525927903e+00,  2.124049601762737e-01,  1.084555801290991e+02, -4.174315234343437e+00
144         ,  1.140000000000000e+00,  1.009672994097274e+00,  1.591626268959343e+00,  7.151414060859409e+01, -1.988857548398431e+00
145         ,  1.220000000000000e+00,  1.590662723792818e+00,  9.639810607168904e-01,  2.748971174916092e+01, -3.753827434600518e+00
146         ,  1.280000000000000e+00,  1.777621416689011e+00,  2.477528972467226e-01,  3.410370214766333e+00, -2.961645506355233e+00
147         ,  7.800000000000002e-01,  1.075306157377409e+00,  7.457368525901342e-01,  8.500871433503073e+01,  2.395695601015311e-01
148         ,  1.480000000000000e+00,  1.318380982241720e+00,  7.955799557173552e-01,  1.657453043890451e+02, -2.711665399329062e-01
149         ,  6.200000000000000e-01,  1.291463374989755e+00,  5.123420764327735e-01,  1.408465975741762e+02,  3.998959492660232e-01
150         ,  9.800000000000000e-01,  8.699263081746329e-01,  5.668614770374104e-01,  1.775971836571144e+01,  1.073602091619783e+00
151         ,  9.999999999999989e-02,  7.413632417388615e-01,  1.091908214354204e+00,  7.916779988875646e+01,  9.433178123811523e-01
152         ,  1.260000000000000e+00,  9.768175499850642e-01,  8.885885095898185e-01,  1.032271468685253e+02,  5.561228627478620e-01
153         ,  9.200000000000002e-01,  1.143392302333009e+00,  1.298190167250518e+00,  1.393069930403703e+01, -2.505582820536237e+00
154         ,  8.400000000000000e-01,  9.497131175786047e-01,  9.628248430652907e-01,  6.242290736076505e+00, -6.111306956938587e-01
155         ,  1.500000000000000e+00,  1.081367345119371e+00,  8.375372715640983e-01,  3.844824617055276e+01, -5.821737428239588e-01
156         ,  3.120000000000000e+00,  1.552007526463825e+00,  2.566934406924969e-01,  6.723586940055662e+01, -1.075179916082160e+00
157         ,  7.400000000000001e-01,  1.090633103568049e+00,  7.921328144318456e-01,  5.251947862583546e+00, -8.767442641419780e-01
158         ,  1.820000000000000e+00,  1.772599854379550e+00,  2.237317562367641e-01,  1.033295226808891e+02, -1.735542752692848e+00
159         ,  1.820000000000000e+00,  1.059291282538773e+00,  6.128472455625256e-01,  2.401625458060262e+01,  1.419332551870167e-02
160         ,  1.400000000000000e+00,  1.363416586098122e+00,  4.275206082945674e-01,  1.414996583342902e+01, -1.170590701150140e+00
161         ,  1.300000000000000e+00,  1.644219299526176e+00,  2.249245310169003e-01,  6.977833151164570e+01, -1.441701628990101e+00
162         ,  3.620000000000000e+00,  3.376069938499310e+00,  1.359273090389813e-01,  6.497954848616196e+01, -1.037361176519950e+01
163         ,  1.120000000000000e+00,  1.529122493287584e+00,  7.343985845104973e-01,  7.349064773093468e+01, -2.251391861393242e+00
164         ,  1.880000000000000e+00,  1.786276812128689e+00,  9.321136988435588e-02,  6.176884102684191e+01, -1.904351093658243e+00
165         ,  1.580000000000000e+00,  1.265378612165787e+00,  5.902767061536104e-01,  1.927628022213453e+02,  9.018873612705848e-01
166         ,  2.040000000000000e+00,  1.621521169573963e+00,  2.036083891188244e-01,  4.180669525778931e+01, -1.577554477104590e+00
167         ,  1.300000000000000e+00,  1.659541730559894e+00,  1.590926353695823e-01,  3.010370921221624e+02,  1.283283892589675e+00
168         ,  1.080000000000000e+00,  1.168976212826753e+00,  8.021529182480202e-01,  6.119911859274220e+01, -6.853605908641982e-01
169         ,  1.760000000000000e+00,  2.661919901392903e+00,  3.503796389999472e-01,  1.183303694929378e+02, -6.617928762695134e+00
170         ,  1.880000000000000e+00,  1.807201905976729e+00,  2.958427237276414e-01,  2.462276261685250e+02, -5.071906295567852e-01
171         ,  8.200000000000000e-01,  1.240988689741983e+00,  3.835624677302152e-01,  1.635996087391095e+01, -3.741386261382199e-01
172         ,  1.620000000000000e+00,  1.289429778066674e+00,  9.668064493915740e-01,  1.508456639425577e+02, -7.773545454196420e-01
173         ,  1.580000000000000e+00,  1.395934373177700e+00,  7.688651308509389e-01,  7.444680377515076e+01, -1.636920800588185e+00
175         ,  1.580000000000000e+00,  1.318421771163984e+00,  3.999572467112133e-01,  1.281573406976536e+02,  4.358861492556135e-01
176         ,  9.600000000000000e-01,  1.287795792482431e+00,  6.989046200080908e-01,  2.399360808729213e+02,  1.006563957359100e+00
177         ,  1.940000000000000e+00,  1.960171502207006e+00,  3.144254850250557e-03,  1.981749449616629e+01, -3.038259934729353e+00
178         ,  2.720000000000000e+00,  3.196287330655493e+00,  1.296293905792117e-01,  1.597697863462543e+02, -8.334747732191378e+00
179         ,  2.620000000000001e+00,  2.426121377731057e+00,  5.882172489406764e-01,  4.655310041752474e+01, -6.867798875494306e+00
181         ,  9.800000000000000e-01,  1.008364022106922e+00,  7.462742833212223e-01,  4.563319670841824e+01,  1.453919986136288e-01
182         ,  5.400000000000000e-01,  8.822157366584128e-01,  7.344887409990632e-01,  1.111454398765287e+01,  4.536696855732529e-01
183         ,  1.860000000000000e+00,  1.972040751558095e+00,  1.880097849370513e-01,  5.277400694790177e+00, -3.794682069316719e+00
184         ,  8.800000000000001e-01,  1.509444917874829e+00,  6.045628154203838e-01,  1.374473535795020e+02, -1.052066123087423e+00
185         ,  9.000000000000001e-01,  1.327631904486928e+00,  6.806052721887220e-01,  2.008635777469756e+02,  4.066824890816935e-01
186         ,  1.160000000000000e+00,  1.435722655030516e+00,  3.737288944397784e-01,  4.501562252768075e+01, -1.048541874435331e+00
187         ,  2.260000000000000e+00,  1.832029220655226e+00,  1.765384587242319e-01,  3.076386242188165e+01, -2.735083359947494e+00
188         ,  1.300000000000000e+00,  1.215557551385594e+00,  3.484887278421255e-01,  2.950864004822612e+01,  9.193858604044230e-03
189         ,  2.080000000000000e+00,  1.559368877255183e+00,  2.640086806235132e-01,  1.156272823468755e+02, -5.872643756943825e-01
190         ,  2.020000000000000e+00,  1.282135768220955e+00,  7.843203726368373e-01,  1.302501618392403e+02, -4.495233963279913e-01
191         ,  1.280000000000000e+00,  1.598173822433865e+00,  3.241087668831207e-01,  1.550691848771955e+02, -5.175687250816366e-01
192         ,  1.680000000000000e+00,  1.124352164610057e+00,  1.528929965538496e-01,  6.234630786231853e-01,  7.232202702076855e-01
193         ,  3.460000000000000e+00,  2.613652422379938e+00,  1.096776916611292e-01,  6.418934240813631e+01, -6.287019600696069e+00
194         ,  1.740000000000000e+00,  1.197634006415402e+00,  6.043971747081704e-01,  1.040792678149101e+02,  2.150019901532660e-01
195         ,  1.120000000000000e+00,  1.519847709702524e+00,  1.010372154684615e+00,  6.522364167905610e+01, -3.086164627140022e+00
196         ,  1.820000000000000e+00,  1.630426743216234e+00,  7.125577082840440e-01,  1.874531555712482e+01, -3.342647437569115e+00
197         ,  2.000000000000000e+00,  2.272743197754106e+00,  1.995506712697605e-02,  1.749768488299572e+01, -4.760898386637373e+00
198         ,  6.799999999999999e-01,  1.141788422249621e+00,  7.450112759869576e-02,  3.277057929166264e+01,  1.219542563223213e+00
199         ,  9.000000000000001e-01,  1.038926544732713e+00,  7.877670068968423e-01,  4.218380339210638e+01, -1.736038583684746e-01
200         ,  2.100000000000000e+00,  1.299387989027400e+00,  4.766255752199387e-01,  6.101288318427229e+01, -4.431652266322255e-01
201         ,  9.000000000000001e-01,  1.190364343316426e+00,  5.914590726808937e-01,  9.402545420510972e+01,  1.765928771816107e-01
202         ,  8.600000000000001e-01,  1.410868331030569e+00,  9.353531861979321e-01,  7.804319373182177e+01, -2.151626323933547e+00
203         ,  2.380000000000000e+00,  2.042380390664253e+00,  2.349961931396732e-01,  6.383336021192645e+00, -4.287603638002644e+00
204         ,  3.320000000000000e+00,  2.888358664265019e+00,  5.418528708022656e-02,  1.282127401378793e+01, -8.158091425412545e+00
205         ,  6.200000000000000e-01,  6.213482301062011e-01,  1.138578552268677e+00,  8.435256461239943e+01,  1.501242630810147e+00
206         ,  1.320000000000001e+00,  1.356433396428904e+00,  9.060646081269064e-01,  2.192234015977508e+02, -1.828978486361942e-01
