# c0 + a0 * ((feature_19 - feature_16) * (feature_2^2)) + a1 * ((|feature_26 - feature_2|) - (feature_1 / feature_7)) + a2 * (|(feature_15 + feature_3) - sqrt(feature_12)|) + a3 * ((feature_30 - feature_16) * (feature_8 * feature_3))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.452119090933544; Max AE: 2.68292001820433
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  4.605018300809737e-01, -3.397359025459544e-01,  1.501296326338309e-02, -6.276406349817894e-03,  9.248390972659258e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         18|15|sub|1|sq|mult; ((feature_19 - feature_16) * (feature_2^2)); $\left(\left(feature_{19} - feature_{16}\right) \left(feature_{2}^2\right)\right)$; ((feature_19 - feature_16) .* (feature_2)^2); ((newdata$feature_19 - newdata$feature_16) * (newdata$feature_2)^2); feature_19,feature_16,feature_2
# 1;  2; Unitless;                                         25|1|abd|0|6|div|sub; ((|feature_26 - feature_2|) - (feature_1 / feature_7)); $\left(\left(\left|feature_{26} - feature_{2}\right|\right) - \left(\frac{ feature_{1} }{ feature_{7} } \right)\right)$; (abs(feature_26 - feature_2) - (feature_1 ./ feature_7)); (abs(newdata$feature_26 - newdata$feature_2) - (newdata$feature_1 / newdata$feature_7)); feature_26,feature_2,feature_1,feature_7
# 2;  2; Unitless;                                         14|2|add|11|sqrt|abd; (|(feature_15 + feature_3) - sqrt(feature_12)|); $\left(\left|\left(feature_{15} + feature_{3}\right) - \left(\sqrt{ feature_{12} }\right)\right|\right)$; abs((feature_15 + feature_3) - sqrt(feature_12)); abs((newdata$feature_15 + newdata$feature_3) - sqrt(newdata$feature_12)); feature_15,feature_3,feature_12
# 3;  2; Unitless;                                         29|15|sub|7|2|mult|mult; ((feature_30 - feature_16) * (feature_8 * feature_3)); $\left(\left(feature_{30} - feature_{16}\right) \left(feature_{8} feature_{3}\right)\right)$; ((feature_30 - feature_16) .* (feature_8 .* feature_3)); ((newdata$feature_30 - newdata$feature_16) * (newdata$feature_8 * newdata$feature_3)); feature_30,feature_16,feature_8,feature_3
# Number of Samples Per Task
# Task, n_samples               
# all , 1696                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
15          ,  1.700000000000000e+00,  1.514544274822764e+00, -3.415361639025337e-01, -9.475992090292501e-02,  3.604097477957984e+01, -2.767635152914269e+01
16          ,  1.380000000000000e+00,  1.841213851132802e+00, -3.368876969891979e-03, -1.894236086982383e-01,  2.911617832005258e+01, -6.635198368493842e+01
17          ,  1.900000000000000e+00,  1.344671667562174e+00,  9.125247143091120e-03,  6.074733603942534e-02,  4.498385759943091e+00, -5.874927587753742e+01
18          ,  1.500000000000000e+00,  1.665274636774261e+00,  5.442677656957894e-02,  4.201098337064219e-01,  3.263925680651620e+01, -5.864603387982412e+01
19          ,  1.420000000000000e+00,  1.367835427779281e+00,  3.682383631125549e-03, -5.140862543151020e-01,  5.357037778237512e+00, -2.967016581966829e+01
20          ,  2.520000000000000e+00,  1.645305215317010e+00,  1.730498293222913e-02, -1.684600952860918e-01,  9.756272894085214e+00, -8.106464182240134e+01
21          ,  1.780000000000000e+00,  1.515502349056290e+00,  2.869613771837239e-02, -7.681222009379951e-02,  1.110929345794444e+01, -6.127221899512107e+01
22          ,  1.860000000000000e+00,  3.654161153446708e+00,  8.059335299569112e-02, -3.093936915300652e-01,  4.404457782931072e+01, -3.068406964684706e+02
24          ,  4.180000000000000e+00,  3.825589835690609e+00,  1.918680227229158e-03, -5.918795035615975e-01,  2.220027098210876e+01, -3.768864666808639e+02
25          ,  5.400000000000000e-01,  9.291695594697232e-01,  4.535724472189626e-03,  3.864265946191346e-01,  1.794456342955500e+01,  2.164874663906946e+01
26          ,  1.400000000000000e+00,  1.780646449115975e+00,  0.000000000000000e+00,  3.024985467452406e-01,  1.330640820111961e+01, -1.208985379314090e+02
27          ,  2.040000000000000e+00,  2.033369088537165e+00,  1.414287789912858e-03,  2.296795152180547e-01,  3.179271915735242e+00, -1.813424323797058e+02
28          ,  1.500000000000000e+00,  1.222192619517664e+00, -3.018399488883656e-03,  2.366496898340447e-01,  1.227845692971041e+01, -3.103780460169737e+01
29          ,  7.800000000000002e-01,  1.185271010244668e+00,  0.000000000000000e+00,  5.535111545817722e-01,  5.417568948701920e+00, -5.849617449590066e+01
30          ,  1.040000000000000e+00,  6.412706739338098e-01, -9.723557204084490e-02,  1.173755126830836e+00,  1.280933031472566e+01,  5.151118445505865e+00
31          ,  1.360000000000000e+00,  1.118903590171658e+00,  3.958821587995609e-04,  5.739108958131082e-01,  1.357947152226865e+01, -2.947422572831410e+01
32          ,  1.140000000000000e+00,  9.686864349070633e-01,  3.973856551523630e-01,  6.768778552841688e-01,  2.190092512957150e+00, -9.229875123545719e+00
33          ,  3.200000000000000e+00,  3.989476801771698e+00, -1.923374471389295e-03, -5.250595436458050e-01,  6.790523081211720e+01, -2.975720506845813e+02
34          ,  8.000000000000003e-01,  1.283305487316010e+00, -1.844135139855330e-02,  5.906411693119396e-03,  1.550011579516434e+01, -2.171029242213130e+01
35          ,  2.100000000000000e+00,  1.622900030284291e+00,  2.832345447491396e-04,  4.469650438202544e-02,  2.217305682753554e+01, -6.058119909195788e+01
36          ,  3.000000000000000e-01,  1.054818123946176e+00,  2.300728467497200e-02,  2.088462668386971e-01,  3.111940176248819e+00, -2.288208465029156e+01
37          ,  4.200000000000001e-01,  1.301859285334880e+00,  2.290200258462069e-02,  1.735722681963354e-01,  8.869754816868095e+00, -4.656824074917839e+01
38          ,  1.640000000000000e+00,  2.219000152434075e+00, -1.435225909954156e-02, -5.319804980176625e-01,  3.441501450289088e+01, -9.613241081741266e+01
39          ,  3.920000000000000e+00,  3.412847664908128e+00,  0.000000000000000e+00, -8.382182976782615e-02,  1.588043945973500e+01, -3.538838476418978e+02
40          ,  1.600000000000000e+00,  2.448555177625593e+00,  1.679749679688324e-01,  1.179537562837303e-01,  8.488125806322422e+00, -2.165258954570562e+02
41          ,  1.380000000000000e+00,  1.695397078701977e+00, -4.915174910298379e-02,  7.478962086233865e-02,  2.077049242708410e+01, -8.074278546973076e+01
42          ,  4.999999999999999e-01,  6.160309853688237e-01,  4.707789489121059e-02,  1.049917752864942e+00,  1.155891335488628e+01,  2.347304279431864e+01
43          ,  1.480000000000000e+00,  1.644457555373215e+00,  1.404417353873036e+00,  2.650220991780347e-01,  5.421264511762626e+00, -1.298991317799894e+01
44          ,  1.280000000000000e+00,  1.405021178298250e+00,  7.594339227795931e-02, -1.706533903207909e-01,  1.146972889897005e+01, -3.426137438147941e+01
45          ,  1.440000000000000e+00,  1.552464978492934e+00,  0.000000000000000e+00,  2.755165923463135e-01,  2.646538926517385e+01, -5.160673553495757e+01
46          ,  2.300000000000000e+00,  2.433393547620310e+00,  2.805101805878948e-02, -4.064799225377598e-01,  3.795574316276331e+01, -1.255038090607991e+02
47          ,  1.060000000000000e+00,  1.094238254998106e+00,  1.162861745776538e-01,  3.072248456677515e-01,  1.608517946257881e+01,  3.387565338835451e+00
48          ,  1.260000000000000e+00,  2.388585192644432e+00,  2.473757323020017e-01,  6.162943647855812e-02,  9.199695654571279e+00, -1.963945749466391e+02
50          ,  3.060000000000000e+00,  2.639096067286219e+00,  7.140245707108307e-02, -1.255094461919540e-01,  2.994625555094736e+01, -1.894641363459462e+02
51          ,  8.400000000000000e-01,  1.201280478945620e+00, -2.175543444414374e-02,  2.375705461595981e-01,  5.564232931811617e+00, -4.519073536201661e+01
52          ,  1.900000000000000e+00,  1.460255522535084e+00, -8.214091421408989e-03,  1.593667268512142e-01,  3.264660608271885e+01, -1.644560989789306e+01
53          ,  1.720000000000000e+00,  1.036573908114568e+00,  2.082553711008834e-02,  4.102331769412443e-01,  1.958549932226402e+01,  8.367978007388421e+00
55          ,  1.660000000000000e+00,  1.603569094402852e+00, -2.882902542819337e-03, -1.940952140172378e-01,  1.266895166241966e-02, -9.781493319529297e+01
56          ,  8.400000000000000e-01,  1.174860448245909e+00,  1.096685003580696e+00,  1.015334537368902e+00,  1.125200479073540e+01,  1.258434124763076e+01
57          ,  1.560000000000000e+00,  9.449995380329360e-01, -5.153184058377001e-04,  5.919976472445854e-01,  1.793705826691562e+01,  7.610692062354834e+00
59          ,  2.200000000000000e-01,  1.161798647998795e+00, -9.490681890782723e-03,  4.214188096695007e-01,  1.201290391721095e+01, -3.252686811386654e+01
60          ,  1.200000000000000e+00,  1.659346311013351e+00, -3.404360657623364e-01,  4.976757004524552e-01,  2.927192051209081e+01, -9.892582577071002e+01
61          ,  3.200000000000000e-01,  8.225418125826846e-01,  3.009856554607932e-01,  8.144017726608789e-01,  8.316630796357121e+00,  1.419243373311920e+01
62          ,  1.300000000000000e+00,  1.644957908551045e+00,  0.000000000000000e+00,  4.044781366426764e-01,  9.243094942210867e+00, -1.145190848439897e+02
63          ,  9.000000000000001e-01,  1.248776130532489e+00, -4.598435588598623e-03,  1.725337470749294e-01,  5.073256111136946e+00, -4.915327414061992e+01
64          ,  1.520000000000000e+00,  1.758472794555907e+00,  0.000000000000000e+00,  6.999537563479482e-01,  2.350126985813353e+01, -1.144937687855602e+02
65          ,  1.900000000000000e+00,  1.380280025319879e+00,  0.000000000000000e+00,  4.086051478159679e-01,  2.037115742836737e+01, -4.595421528687825e+01
66          ,  1.780000000000000e+00,  1.785572327763373e+00,  0.000000000000000e+00,  4.352321189911220e-01,  4.720015632604841e+01, -4.779534300223955e+01
67          ,  1.280000000000000e+00,  1.451253405941858e+00, -1.117052607340976e-02, -1.180905335657828e-01,  1.258820876638177e+01, -4.818879303757782e+01
68          ,  1.999999999999999e-01,  1.050393860100137e+00, -1.358375526226592e-01,  4.382739320986537e-01,  3.415247746107426e+00, -4.552487353773616e+01
70          ,  1.580000000000000e+00,  1.140761347911047e+00,  4.327729316352310e-04,  5.259749206090998e-01,  1.730211648049900e+01, -2.145487014096263e+01
72          ,  1.400000000000000e+00,  1.482685406178470e+00,  9.173027673907637e-02, -4.181170841037363e-02,  2.095183877583021e+01, -2.977025607498079e+01
73          ,  2.080000000000000e+00,  1.942625665928762e+00,  0.000000000000000e+00, -3.298130137586418e-01,  5.041994593601663e+01, -2.370535659904829e+01
74          ,  9.200000000000002e-01,  5.751489302776872e-01, -4.706296859149160e-03,  1.307246702650297e+00,  1.724881985437615e+01,  2.586833293732607e+01
75          ,  9.600000000000000e-01,  1.200386847617151e+00,  0.000000000000000e+00,  2.310941464720532e-01,  2.403006399897172e+01,  1.068085602441301e+00
76          ,  2.280000000000000e+00,  1.559244231733366e+00,  1.175691314257750e-01, -2.377182973847358e-01,  2.445954801283313e+01, -2.107776183410578e+01
78          ,  1.540000000000000e+00,  1.825453571379492e+00,  2.270359700938776e-02, -1.727918822844936e-01,  3.047385267098115e+01, -5.958074869203565e+01
79          ,  7.400000000000001e-01,  9.441971943516915e-01,  2.090043331894483e-02,  2.541140826797090e-01,  5.485778967212980e-01, -1.399356603380244e+01
80          ,  1.040000000000000e+00,  6.873182257894218e-01,  6.876993133017251e-04,  7.471333171390723e-01,  1.237999917328587e+00,  4.135477505260741e-01
81          ,  1.000000000000000e+00,  1.558125910284040e+00,  1.876979088581354e-02, -1.624766152436263e-01,  1.602214119437591e+01, -5.240328859526362e+01
82          ,  7.600000000000002e-01,  8.390053562659293e-01,  3.019545994844903e-01,  8.957145042087419e-01,  9.790535734371275e+00,  1.076459373348705e+01
83          ,  8.800000000000001e-01,  1.107377579966325e+00, -1.647419378664155e-02,  3.243436527633685e-01,  2.397606945045204e+00, -4.211341060104309e+01
84          ,  1.440000000000000e+00,  1.452530605444769e+00,  5.732046149589399e-01,  7.538798381754254e-01,  2.402906457186546e+00, -7.707834832269366e+01
85          ,  9.399999999999998e-01,  1.070793057431138e+00,  1.243685766689389e-02,  6.980987611289662e-01,  3.882903776120878e+01,  3.274850748629309e+01
86          ,  1.860000000000000e+00,  1.678172626878503e+00,  1.552893799619445e-02,  3.911051826533626e-02,  4.545186762773217e+01, -1.228449039520410e+01
87          ,  1.320000000000001e+00,  1.779241284794040e+00, -2.237313802331405e-03, -3.357133632703788e-01,  6.331422526756043e-01, -1.166070534618068e+02
88          ,  1.380000000000000e+00,  1.544974363514909e+00,  8.078418245488576e-03,  5.389567526972939e-01,  2.712510111857813e+01, -6.250231903424244e+01
89          ,  1.160000000000000e+00,  9.606624486055477e-01, -1.069839382432086e-01,  7.756805028724814e-01,  2.491327538870447e+01,  4.047845270778526e+00
90          ,  3.480000000000000e+00,  3.275609715867930e+00,  3.515596570517237e-01, -3.887072447517724e-01,  2.832200156178563e+01, -2.599611444182428e+02
91          ,  8.600000000000001e-01,  1.025079283188968e+00,  2.152024184057477e-01,  4.700393442928805e-01,  3.340323823472190e+00, -1.763432038277991e+01
92          ,  9.800000000000000e-01,  9.532796904596577e-01,  9.564552886298708e-02,  4.577537164589235e-01,  7.547424762716847e+00, -4.238382912087419e+00
93          ,  1.060000000000000e+00,  9.875026538051085e-01, -3.354427803992664e-03,  2.063826425554686e-01,  7.931435147886518e+00, -2.429658736087692e+00
94          ,  1.400000000000000e+00,  1.246958506061982e+00,  8.367014775794683e-01,  5.384481212313624e-01,  6.371115094441606e-01, -1.755496182894527e+01
95          ,  1.040000000000000e+00,  1.333936542698968e+00,  1.080480990654653e-02, -3.653273475970344e-01,  9.388730408916853e+00, -2.215508717372341e+01
96          ,  1.220000000000000e+00,  1.475033727222868e+00, -4.098305594808128e-02, -2.061853286548912e-01,  2.549965100406226e+00, -7.340766123899877e+01
97          ,  1.020000000000000e+00,  1.071478083844155e+00,  1.593817848932692e-01,  4.992715817975204e-01,  1.647243510686339e+01,  7.068055284688263e-01
98          ,  1.960000000000000e+00,  2.301754707331795e+00,  1.645991735086205e-01, -5.343432056856604e-01,  3.649640141351332e+01, -9.108120995579668e+01
99          ,  8.200000000000000e-01,  1.008912808081077e+00,  5.233696077643617e-03,  5.160166765837767e-01,  1.927420137517743e+01,  5.160580725667065e+00
101         ,  7.000000000000000e-01,  8.536571861370696e-01,  1.607085926679378e-01,  7.003116585592597e-01,  9.247058589601448e+00,  7.343891887986183e+00
102         ,  1.200000000000000e+00,  7.517389646505552e-01,  4.840890185202185e-02,  9.779070297021052e-01,  6.584717286236497e+00, -6.051470538473191e+00
103         ,  1.560000000000000e+00,  1.680657361023037e+00,  6.854594399791341e-06,  1.144707782184976e-01,  2.736712663303628e+00, -1.200716989431854e+02
104         ,  1.380000000000000e+00,  1.789448853659370e+00, -8.744798605248729e-03, -3.208232013329236e-01,  2.949271595242483e+01, -5.048566225645590e+01
105         ,  2.020000000000000e+00,  7.784225140712161e-01,  7.284650296126001e-02,  9.726102698158536e-01,  3.566648272281515e+00, -1.544229800156664e+01
106         ,  1.740000000000000e+00,  1.695059581723069e+00,  0.000000000000000e+00,  7.729451123999509e-02,  2.215466572626809e+00, -1.216013502298423e+02
107         ,  9.399999999999998e-01,  9.176379041790909e-01,  1.241452358594221e-03,  6.838253457581385e-01,  3.641048998139365e+01,  5.131634149958619e+01
108         ,  1.580000000000000e+00,  1.518129785420306e+00,  0.000000000000000e+00,  1.094817507222584e-01,  4.882756574769911e+01,  1.634070127809475e+01
109         ,  2.220000000000000e+00,  2.081540642465725e+00,  8.273728369685794e-02, -2.611642830630438e-01,  2.173948959672970e+01, -1.120864063497556e+02
110         ,  2.460000000000000e+00,  2.166597830484055e+00,  5.344436102613142e-03,  2.729614026442775e-01,  2.602258388245838e+01, -1.499833265705220e+02
111         ,  1.020000000000000e+00,  9.034486954268161e-01, -3.504882445213978e-03,  2.663954761155236e-01,  6.300161699105047e-01, -9.761844186677081e+00
112         ,  6.799999999999999e-01,  5.595573888928809e-01,  9.673015615224585e-02,  9.950499930787897e-01,  3.322262721718495e+00,  1.938193868282616e+01
114         ,  1.140000000000000e+00,  1.204803500247770e+00, -1.199118465016519e-03, -1.413824568970609e-01,  5.499443761930841e+00, -2.388643231629226e+01
115         ,  3.700000000000000e+00,  4.587431179177671e+00,  0.000000000000000e+00, -4.346190927357132e-01,  2.985427457641030e+01, -4.886132404087975e+02
117         ,  3.800000000000000e-01,  7.549711118922601e-01,  1.971024245271968e-02,  6.983961869931877e-01,  2.518776063893178e+00, -3.268013122346526e+00
118         ,  7.200000000000000e-01,  1.305843511209015e+00,  2.445299180522933e-01,  3.124452661280055e-01,  1.613785502147694e+01, -2.107412772458050e+01
120         ,  1.280000000000000e+00,  8.057206772713514e-01,  7.670832505223384e-01,  1.314810875911007e+00,  2.755002390713663e+00,  1.068030765152294e+01
121         ,  1.460000000000000e+00,  1.764137904686443e+00,  3.657295082004779e-03, -4.459197926333788e-01,  1.589130584896856e+01, -7.130578188646717e+01
123         ,  1.180000000000000e+00,  1.235241148631832e+00,  8.177931215548385e-02,  2.405602650786335e-01,  2.556239290662631e+01,  4.667922497317154e+00
124         ,  7.000000000000000e-01,  8.647727124763606e-01,  1.042441380820561e-01,  8.511119459889678e-01,  1.543425759025729e+01,  8.066982185586783e+00
125         ,  1.100000000000000e+00,  1.097673524075677e+00,  7.022356183686942e-03,  1.553693574525877e-01,  1.739662356114581e+01,  6.180240801918282e+00
126         ,  1.560000000000000e+00,  1.220258741199547e+00, -2.754427235098141e-05, -5.054341923695188e-02,  1.574715679048352e+01, -6.667737115550877e+00
127         ,  1.420000000000000e+00,  1.614633418584479e+00, -2.586984120307257e-02, -2.926244532596469e-01,  1.467097821532494e+01, -6.086883473180596e+01
128         ,  9.600000000000000e-01,  7.493803456648709e-01,  1.728297734114935e-01,  1.639406109144269e+00,  2.543894816645853e+01,  1.274551936945849e+01
129         ,  1.420000000000000e+00,  1.184567779928211e+00,  1.603647900848613e-03,  5.854528027400593e-02,  2.138396069317763e+01,  6.716659256883902e+00
130         ,  1.400000000000000e+00,  1.851556834266954e+00,  4.840575319528501e-03, -1.930607479336833e-01,  3.637393186525473e+01, -4.984037926950050e+01
132         ,  1.260000000000000e+00,  8.466307622220012e-01,  4.052026152494275e-02,  1.188157270466314e+00,  3.261725987506084e+01,  2.913929102836432e+01
133         ,  2.000000000000000e+00,  1.151554884581505e+00, -3.837435172338415e-02,  1.786894298088985e-01,  6.048567238703523e+00, -3.414175748505766e+01
134         ,  6.000000000000000e-01,  1.238657552289992e+00,  0.000000000000000e+00,  5.628115244979884e-01,  9.039305238601202e+00, -5.884242641487737e+01
135         ,  1.980000000000000e+00,  1.746053112289625e+00, -1.850734591810396e-03, -8.876687888059764e-02,  1.938523526771453e+01, -7.980349472844944e+01
136         ,  1.120000000000000e+00,  1.238193597493576e+00,  0.000000000000000e+00,  2.080865738949305e-01,  5.889601338596293e-01, -5.978053721381409e+01
137         ,  1.600000000000000e+00,  1.345095939611284e+00,  1.314720899980815e-02,  6.634663488697240e-02,  8.072311504147752e+00, -5.027614988177162e+01
138         ,  7.600000000000002e-01,  9.167809455638123e-01,  1.710251653971949e-03,  3.771730436210962e-01,  1.715051991623971e+01,  2.201683878904448e+01
140         ,  7.000000000000000e-01,  1.576566250783326e+00,  2.979826838217484e-02,  7.475235203348715e-02,  3.738925432338829e+01, -1.626369404529401e+01
141         ,  1.760000000000000e+00,  1.817209248344210e+00,  0.000000000000000e+00,  4.015318973325582e-02,  5.610069720411836e+01, -1.016089805253822e+01
142         ,  1.120000000000000e+00,  1.280539017590525e+00, -1.460270711490035e-02, -6.911124336124133e-02,  5.956044718111606e+00, -3.975635556083883e+01
143         ,  2.600000000000001e+00,  2.812587387072213e+00, -0.000000000000000e+00, -3.859098235880420e-02,  6.200703095157731e+01, -1.503612445144468e+02
144         ,  1.300000000000000e+00,  1.416011107117447e+00,  1.902988428508210e-01,  1.556786173223140e-01,  2.540933356241378e+01, -1.194302352685293e+01
145         ,  1.160000000000000e+00,  1.290536166317962e+00,  1.706313184456265e-03,  8.517508172386556e-02,  9.853489167002415e+00, -3.918138141240172e+01
146         ,  1.600000000000000e+00,  1.983623846924636e+00, -0.000000000000000e+00,  3.730239369244069e-01,  3.554372441766405e+01, -1.038648086629509e+02
147         ,  2.760000000000000e+00,  1.944532881253444e+00, -2.571486380792830e-03, -2.224228725841989e-01,  1.093779728649263e+01, -1.244508609589727e+02
148         ,  9.600000000000000e-01,  1.457858970656381e+00,  3.655449327823463e-03,  3.270957010775866e-01,  1.908461478610028e+01, -5.671176227149574e+01
149         ,  1.700000000000000e+00,  1.061853241262463e+00,  6.375702245024868e-02,  1.284833574164082e+00,  4.808155309844715e+01,  2.831055989561334e+01
150         ,  3.000000000000000e-01,  1.197219646258616e+00,  5.867703178759632e-01,  4.352359533268941e-01,  3.171785420748183e+00, -1.631811573186627e+01
151         ,  1.400000000000000e+00,  1.140880694181014e+00,  3.037099932669391e-02,  1.099612341244093e-01,  4.583085689792284e+00, -2.718239843971266e+01
152         ,  2.040000000000000e+00,  2.108308162635442e+00,  0.000000000000000e+00,  3.229859789260728e-01,  6.244048341539705e+01, -5.668567249103307e+01
153         ,  2.020000000000000e+00,  1.679387919750871e+00,  3.007885540653714e-02,  2.321409883461586e-01,  2.525375154652018e+01, -7.017239068650390e+01
154         ,  1.680000000000000e+00,  1.291840481161735e+00, -3.682506228151963e-03, -9.583450272129065e-02,  8.965495031048199e+00, -3.211075011782410e+01
155         ,  1.920000000000000e+00,  1.829636731132985e+00,  6.899070960306289e-01,  2.212125844902407e-01,  9.605638624448545e+00, -8.253750346012423e+01
156         ,  2.080000000000000e+00,  1.885691992164742e+00,  3.218378507102131e-02, -9.407230290598972e-02,  1.822774181244845e+01, -1.020361032003920e+02
157         ,  1.900000000000000e+00,  1.377426798630550e+00,  9.123147966261419e-02, -8.772154048841088e-02,  9.399213244560073e+00, -3.818478676896256e+01
158         ,  1.580000000000000e+00,  1.864612772490232e+00,  0.000000000000000e+00,  5.689435487736356e-01,  9.582101647716314e+00, -1.576074635878458e+02
159         ,  1.560000000000000e+00,  1.581462660348210e+00,  1.296532877311514e+00,  2.353139379007179e-01,  4.873288148398583e+00, -1.057131959798316e+01
161         ,  1.780000000000000e+00,  1.602276796094943e+00, -8.717067958171930e-02,  2.049302710975318e-01,  1.635719413348858e+01, -8.629654329403546e+01
162         ,  2.320000000000000e+00,  1.714483810090691e+00, -5.988791976755920e-02,  1.129268911114292e-01,  3.081580692505718e+01, -6.260779330594649e+01
163         ,  6.200000000000000e-01,  8.997568408142743e-01, -0.000000000000000e+00,  7.168714583515952e-01,  6.204555283041600e+00, -1.996619529495013e+01
164         ,  1.520000000000000e+00,  1.184486123381111e+00, -1.959479296360481e-03,  6.956349955460855e-02,  1.987739061511037e+01,  2.268168448713670e+00
165         ,  1.360000000000000e+00,  1.297633238173143e+00,  1.995928537582463e-04, -1.353050360777165e-01,  1.537861632338819e+01, -1.527237757319603e+01
166         ,  1.080000000000000e+00,  1.166060400529878e+00, -1.328738376616517e-03,  2.356074405746429e-01,  2.511569655001634e+01,  8.792218090376178e+00
167         ,  9.000000000000001e-01,  8.885991041373111e-01,  2.367111503014918e-03,  7.467164855410242e-01,  6.861771437934948e+00, -1.805823555979674e+01
