# c0 + a0 * (|(feature_15 + feature_3) - sqrt(feature_12)|) + a1 * ((feature_30 - feature_16) * (feature_8 * feature_3))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.476021649771633; Max AE: 2.63948705562155
# Coefficients
# Task   a0                      a1                      c0
# all ,  1.498402393556368e-02, -6.977817589956253e-03,  8.322223313480971e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         14|2|add|11|sqrt|abd; (|(feature_15 + feature_3) - sqrt(feature_12)|); $\left(\left|\left(feature_{15} + feature_{3}\right) - \left(\sqrt{ feature_{12} }\right)\right|\right)$; abs((feature_15 + feature_3) - sqrt(feature_12)); abs((newdata$feature_15 + newdata$feature_3) - sqrt(newdata$feature_12)); feature_15,feature_3,feature_12
# 1;  2; Unitless;                                         29|15|sub|7|2|mult|mult; ((feature_30 - feature_16) * (feature_8 * feature_3)); $\left(\left(feature_{30} - feature_{16}\right) \left(feature_{8} feature_{3}\right)\right)$; ((feature_30 - feature_16) .* (feature_8 .* feature_3)); ((newdata$feature_30 - newdata$feature_16) * (newdata$feature_8 * newdata$feature_3)); feature_30,feature_16,feature_8,feature_3
# Number of Samples Per Task
# Task, n_samples               
# all , 1696                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
29          ,  7.800000000000002e-01,  1.321574949490659e+00,  5.417568948701920e+00, -5.849617449590066e+01
30          ,  1.040000000000000e+00,  9.882140784854888e-01,  1.280933031472566e+01,  5.151118445505865e+00
31          ,  1.360000000000000e+00,  1.241363228407447e+00,  1.357947152226865e+01, -2.947422572831410e+01
32          ,  1.140000000000000e+00,  9.294431149735228e-01,  2.190092512957150e+00, -9.229875123545719e+00
33          ,  3.200000000000000e+00,  3.926119424733063e+00,  6.790523081211720e+01, -2.975720506845813e+02
34          ,  8.000000000000003e-01,  1.215966897773090e+00,  1.550011579516434e+01, -2.171029242213130e+01
35          ,  2.100000000000000e+00,  1.587188502221009e+00,  2.217305682753554e+01, -6.058119909195788e+01
36          ,  3.000000000000000e-01,  1.038518730202724e+00,  3.111940176248819e+00, -2.288208465029156e+01
37          ,  4.200000000000001e-01,  1.290071639259564e+00,  8.869754816868095e+00, -4.656824074917839e+01
38          ,  1.640000000000000e+00,  2.018692159568828e+00,  3.441501450289088e+01, -9.613241081741266e+01
39          ,  3.920000000000000e+00,  3.539512153197069e+00,  1.588043945973500e+01, -3.538838476418978e+02
40          ,  1.600000000000000e+00,  2.470286813599383e+00,  8.488125806322422e+00, -2.165258954570562e+02
41          ,  1.380000000000000e+00,  1.706856315741721e+00,  2.077049242708410e+01, -8.074278546973076e+01
42          ,  4.999999999999999e-01,  8.416307548268274e-01,  1.155891335488628e+01,  2.347304279431864e+01
43          ,  1.480000000000000e+00,  1.004095933218816e+00,  5.421264511762626e+00, -1.298991317799894e+01
44          ,  1.280000000000000e+00,  1.243154644519854e+00,  1.146972889897005e+01, -3.426137438147941e+01
45          ,  1.440000000000000e+00,  1.588882744537519e+00,  2.646538926517385e+01, -5.160673553495757e+01
46          ,  2.300000000000000e+00,  2.276694781862005e+00,  3.795574316276331e+01, -1.255038090607991e+02
47          ,  1.060000000000000e+00,  1.049605232414763e+00,  1.608517946257881e+01,  3.387565338835451e+00
48          ,  1.260000000000000e+00,  2.340476310870734e+00,  9.199695654571279e+00, -1.963945749466391e+02
50          ,  3.060000000000000e+00,  2.602983924564612e+00,  2.994625555094736e+01, -1.894641363459462e+02
51          ,  8.400000000000000e-01,  1.230929638893552e+00,  5.564232931811617e+00, -4.519073536201661e+01
52          ,  1.900000000000000e+00,  1.436154324329552e+00,  3.264660608271885e+01, -1.644560989789306e+01
53          ,  1.720000000000000e+00,  1.067301697850545e+00,  1.958549932226402e+01,  8.367978007388421e+00
55          ,  1.660000000000000e+00,  1.514946924633556e+00,  1.266895166241966e-02, -9.781493319529297e+01
56          ,  8.400000000000000e-01,  9.130114027398236e-01,  1.125200479073540e+01,  1.258434124763076e+01
57          ,  1.560000000000000e+00,  1.047885620808721e+00,  1.793705826691562e+01,  7.610692062354834e+00
59          ,  2.200000000000000e-01,  1.239190523650338e+00,  1.201290391721095e+01, -3.252686811386654e+01
60          ,  1.200000000000000e+00,  1.961119856104991e+00,  2.927192051209081e+01, -9.892582577071002e+01
61          ,  3.200000000000000e-01,  8.578067125167105e-01,  8.316630796357121e+00,  1.419243373311920e+01
62          ,  1.300000000000000e+00,  1.769814371810956e+00,  9.243094942210867e+00, -1.145190848439897e+02
63          ,  9.000000000000001e-01,  1.251222703250977e+00,  5.073256111136946e+00, -4.915327414061992e+01
64          ,  1.520000000000000e+00,  1.983282555190777e+00,  2.350126985813353e+01, -1.144937687855602e+02
65          ,  1.900000000000000e+00,  1.458124373611305e+00,  2.037115742836737e+01, -4.595421528687825e+01
66          ,  1.780000000000000e+00,  1.872977788618974e+00,  4.720015632604841e+01, -4.779534300223955e+01
67          ,  1.280000000000000e+00,  1.357096960505806e+00,  1.258820876638177e+01, -4.818879303757782e+01
68          ,  1.999999999999999e-01,  1.201060748673800e+00,  3.415247746107426e+00, -4.552487353773616e+01
70          ,  1.580000000000000e+00,  1.241185829087641e+00,  1.730211648049900e+01, -2.145487014096263e+01
72          ,  1.400000000000000e+00,  1.353896601556711e+00,  2.095183877583021e+01, -2.977025607498079e+01
73          ,  2.080000000000000e+00,  1.753127662336222e+00,  5.041994593601663e+01, -2.370535659904829e+01
74          ,  9.200000000000002e-01,  9.101745523133767e-01,  1.724881985437615e+01,  2.586833293732607e+01
75          ,  9.600000000000000e-01,  1.184836478977523e+00,  2.403006399897172e+01,  1.068085602441301e+00
76          ,  2.280000000000000e+00,  1.345801561508390e+00,  2.445954801283313e+01, -2.107776183410578e+01
78          ,  1.540000000000000e+00,  1.704586865424969e+00,  3.047385267098115e+01, -5.958074869203565e+01
79          ,  7.400000000000001e-01,  9.380867868999712e-01,  5.485778967212980e-01, -1.399356603380244e+01
80          ,  1.040000000000000e+00,  8.478868909736669e-01,  1.237999917328587e+00,  4.135477505260741e-01
81          ,  1.000000000000000e+00,  1.437959067435191e+00,  1.602214119437591e+01, -5.240328859526362e+01
82          ,  7.600000000000002e-01,  9.038105816316490e-01,  9.790535734371275e+00,  1.076459373348705e+01
83          ,  8.800000000000001e-01,  1.162007828465737e+00,  2.397606945045204e+00, -4.211341060104309e+01
84          ,  1.440000000000000e+00,  1.406066193948368e+00,  2.402906457186546e+00, -7.707834832269366e+01
85          ,  9.399999999999998e-01,  1.185524450974285e+00,  3.882903776120878e+01,  3.274850748629309e+01
86          ,  1.860000000000000e+00,  1.598993136961412e+00,  4.545186762773217e+01, -1.228449039520410e+01
87          ,  1.320000000000001e+00,  1.655372098775570e+00,  6.331422526756043e-01, -1.166070534618068e+02
88          ,  1.380000000000000e+00,  1.674795276933651e+00,  2.712510111857813e+01, -6.250231903424244e+01
89          ,  1.160000000000000e+00,  1.177278320153875e+00,  2.491327538870447e+01,  4.047845270778526e+00
90          ,  3.480000000000000e+00,  3.070561326879737e+00,  2.832200156178563e+01, -2.599611444182428e+02
91          ,  8.600000000000001e-01,  1.005322894425424e+00,  3.340323823472190e+00, -1.763432038277991e+01
92          ,  9.800000000000000e-01,  9.748877874814459e-01,  7.547424762716847e+00, -4.238382912087419e+00
93          ,  1.060000000000000e+00,  9.680208609136632e-01,  7.931435147886518e+00, -2.429658736087692e+00
94          ,  1.400000000000000e+00,  9.642641468962564e-01,  6.371115094441606e-01, -1.755496182894527e+01
95          ,  1.040000000000000e+00,  1.127497449507683e+00,  9.388730408916853e+00, -2.215508717372341e+01
96          ,  1.220000000000000e+00,  1.382656339278471e+00,  2.549965100406226e+00, -7.340766123899877e+01
97          ,  1.020000000000000e+00,  1.074113733217130e+00,  1.647243510686339e+01,  7.068055284688263e-01
98          ,  1.960000000000000e+00,  2.014633352634177e+00,  3.649640141351332e+01, -9.108120995579668e+01
99          ,  8.200000000000000e-01,  1.085017835130681e+00,  1.927420137517743e+01,  5.160580725667065e+00
101         ,  7.000000000000000e-01,  9.195361405935178e-01,  9.247058589601448e+00,  7.343891887986183e+00
102         ,  1.200000000000000e+00,  9.731139503424450e-01,  6.584717286236497e+00, -6.051470538473191e+00
103         ,  1.560000000000000e+00,  1.711067712341490e+00,  2.736712663303628e+00, -1.200716989431854e+02
104         ,  1.380000000000000e+00,  1.626421635237700e+00,  2.949271595242483e+01, -5.048566225645590e+01
105         ,  2.020000000000000e+00,  9.934186130543782e-01,  3.566648272281515e+00, -1.544229800156664e+01
106         ,  1.740000000000000e+00,  1.713930976097003e+00,  2.215466572626809e+00, -1.216013502298423e+02
107         ,  9.399999999999998e-01,  1.019721914366887e+00,  3.641048998139365e+01,  5.131634149958619e+01
108         ,  1.580000000000000e+00,  1.449833312416420e+00,  4.882756574769911e+01,  1.634070127809475e+01
109         ,  2.220000000000000e+00,  1.940085861634741e+00,  2.173948959672970e+01, -1.120864063497556e+02
110         ,  2.460000000000000e+00,  2.268701645452009e+00,  2.602258388245838e+01, -1.499833265705220e+02
111         ,  1.020000000000000e+00,  9.097788767940358e-01,  6.300161699105047e-01, -9.761844186677081e+00
112         ,  6.799999999999999e-01,  7.467595628220800e-01,  3.322262721718495e+00,  1.938193868282616e+01
114         ,  1.140000000000000e+00,  1.081301295887079e+00,  5.499443761930841e+00, -2.388643231629226e+01
115         ,  3.700000000000000e+00,  4.689013559789950e+00,  2.985427457641030e+01, -4.886132404087975e+02
117         ,  3.800000000000000e-01,  8.927673316271147e-01,  2.518776063893178e+00, -3.268013122346526e+00
118         ,  7.200000000000000e-01,  1.221083756388127e+00,  1.613785502147694e+01, -2.107412772458050e+01
120         ,  1.280000000000000e+00,  7.989781145161446e-01,  2.755002390713663e+00,  1.068030765152294e+01
121         ,  1.460000000000000e+00,  1.567896777669380e+00,  1.589130584896856e+01, -7.130578188646717e+01
123         ,  1.180000000000000e+00,  1.182677926800937e+00,  2.556239290662631e+01,  4.667922497317154e+00
124         ,  7.000000000000000e-01,  1.007199686315717e+00,  1.543425759025729e+01,  8.066982185586783e+00
125         ,  1.100000000000000e+00,  1.049769162208506e+00,  1.739662356114581e+01,  6.180240801918282e+00
126         ,  1.560000000000000e+00,  1.114704358943871e+00,  1.574715679048352e+01, -6.667737115550877e+00
127         ,  1.420000000000000e+00,  1.476784245756395e+00,  1.467097821532494e+01, -6.086883473180596e+01
128         ,  9.600000000000000e-01,  1.124464230320540e+00,  2.543894816645853e+01,  1.274551936945849e+01
129         ,  1.420000000000000e+00,  1.105772487103396e+00,  2.138396069317763e+01,  6.716659256883902e+00
130         ,  1.400000000000000e+00,  1.725027272204448e+00,  3.637393186525473e+01, -4.984037926950050e+01
132         ,  1.260000000000000e+00,  1.117631476531935e+00,  3.261725987506084e+01,  2.913929102836432e+01
133         ,  2.000000000000000e+00,  1.161089163559953e+00,  6.048567238703523e+00, -3.414175748505766e+01
134         ,  6.000000000000000e-01,  1.378259215477601e+00,  9.039305238601202e+00, -5.884242641487737e+01
135         ,  1.980000000000000e+00,  1.679545389852220e+00,  1.938523526771453e+01, -7.980349472844944e+01
136         ,  1.120000000000000e+00,  1.258185008198529e+00,  5.889601338596293e-01, -5.978053721381409e+01
137         ,  1.600000000000000e+00,  1.303995843141876e+00,  8.072311504147752e+00, -5.027614988177162e+01
138         ,  7.600000000000002e-01,  9.355766473029689e-01,  1.715051991623971e+01,  2.201683878904448e+01
140         ,  7.000000000000000e-01,  1.505948903449544e+00,  3.738925432338829e+01, -1.626369404529401e+01
141         ,  1.760000000000000e+00,  1.743737414217170e+00,  5.610069720411836e+01, -1.016089805253822e+01
142         ,  1.120000000000000e+00,  1.198880445110545e+00,  5.956044718111606e+00, -3.975635556083883e+01
143         ,  2.600000000000001e+00,  2.810530504120389e+00,  6.200703095157731e+01, -1.503612445144468e+02
144         ,  1.300000000000000e+00,  1.296292633276962e+00,  2.540933356241378e+01, -1.194302352685293e+01
145         ,  1.160000000000000e+00,  1.253267781293520e+00,  9.853489167002415e+00, -3.918138141240172e+01
146         ,  1.600000000000000e+00,  2.089560037647234e+00,  3.554372441766405e+01, -1.038648086629509e+02
147         ,  2.760000000000000e+00,  1.864509954375966e+00,  1.093779728649263e+01, -1.244508609589727e+02
148         ,  9.600000000000000e-01,  1.513910988439497e+00,  1.908461478610028e+01, -5.671176227149574e+01
149         ,  1.700000000000000e+00,  1.355131551013184e+00,  4.808155309844715e+01,  2.831055989561334e+01
150         ,  3.000000000000000e-01,  9.936132749998181e-01,  3.171785420748183e+00, -1.631811573186627e+01
151         ,  1.400000000000000e+00,  1.090569214992511e+00,  4.583085689792284e+00, -2.718239843971266e+01
152         ,  2.040000000000000e+00,  2.163374311999003e+00,  6.244048341539705e+01, -5.668567249103307e+01
153         ,  2.020000000000000e+00,  1.700275291045503e+00,  2.525375154652018e+01, -7.017239068650390e+01
154         ,  1.680000000000000e+00,  1.190624480486343e+00,  8.965495031048199e+00, -3.211075011782410e+01
155         ,  1.920000000000000e+00,  1.552085093888339e+00,  9.605638624448545e+00, -8.253750346012423e+01
156         ,  2.080000000000000e+00,  1.817336566679387e+00,  1.822774181244845e+01, -1.020361032003920e+02
157         ,  1.900000000000000e+00,  1.239506844365248e+00,  9.399213244560073e+00, -3.818478676896256e+01
158         ,  1.580000000000000e+00,  2.075556903522142e+00,  9.582101647716314e+00, -1.576074635878458e+02
159         ,  1.560000000000000e+00,  9.790085374484565e-01,  4.873288148398583e+00, -1.057131959798316e+01
161         ,  1.780000000000000e+00,  1.679480457512494e+00,  1.635719413348858e+01, -8.629654329403546e+01
162         ,  2.320000000000000e+00,  1.730832881305442e+00,  3.081580692505718e+01, -6.260779330594649e+01
163         ,  6.200000000000000e-01,  1.064512004952325e+00,  6.204555283041600e+00, -1.996619529495013e+01
164         ,  1.520000000000000e+00,  1.114238762403042e+00,  1.987739061511037e+01,  2.268168448713670e+00
165         ,  1.360000000000000e+00,  1.169223751304297e+00,  1.537861632338819e+01, -1.527237757319603e+01
166         ,  1.080000000000000e+00,  1.147206035566138e+00,  2.511569655001634e+01,  8.792218090376178e+00
167         ,  9.000000000000001e-01,  1.061046352547205e+00,  6.861771437934948e+00, -1.805823555979674e+01
168         ,  2.020000000000000e+00,  2.053599736615277e+00,  2.077232436980623e+01, -1.304310965398017e+02
169         ,  4.799999999999998e-01,  1.428474202502437e+00,  2.961688634948580e+01, -2.185092046777494e+01
170         ,  8.200000000000000e-01,  1.031894224388465e+00,  4.910555788517392e+00, -1.807040753684897e+01
172         ,  6.000000000000000e-01,  1.271655235354094e+00,  5.878499701723591e+00, -5.035232280590026e+01
173         ,  1.180000000000000e+00,  1.126982764129161e+00,  1.210599866288982e+01, -1.624632022705708e+01
174         ,  9.800000000000000e-01,  1.090394279349526e+00,  2.869464608854386e+00, -3.083712333349358e+01
175         ,  8.200000000000000e-01,  1.334565030221268e+00,  1.537605377264846e+00, -6.868955470929528e+01
176         ,  1.500000000000000e+00,  1.315400286143062e+00,  3.393348072266249e+00, -6.195804640704846e+01
177         ,  1.240000000000000e+00,  1.613693031268410e+00,  1.684896244249452e+01, -7.581244946184928e+01
178         ,  1.680000000000000e+00,  1.259373143622804e+00,  4.042741234575983e+01,  2.559747366055477e+01
179         ,  8.600000000000001e-01,  1.160000294971153e+00,  1.273711931199187e+01, -1.962284929590689e+01
180         ,  1.580000000000000e+00,  8.996134549145988e-01,  3.538273237698341e+00, -2.059892293968017e+00
181         ,  1.640000000000000e+00,  9.966391076846263e-01,  1.743120333847692e+00, -1.981963812448337e+01
182         ,  1.680000000000000e+00,  1.113966921478811e+00,  1.301670248310073e+01, -1.242537619306908e+01
183         ,  3.200000000000000e+00,  3.429664534986359e+00,  7.143607778681903e+01, -2.188423937042686e+02
184         ,  1.020000000000000e+00,  1.238705811291475e+00,  2.674305154314283e+00, -5.251092089703482e+01
185         ,  8.000000000000003e-01,  1.020169993873516e+00,  8.909135867192539e-01, -2.502189112378232e+01
186         ,  2.600000000000001e+00,  2.295430804588671e+00,  3.621788912835605e+00, -2.019169293718839e+02
187         ,  1.800000000000000e+00,  1.464066440978844e+00,  2.848388167658197e+01, -2.938468112239149e+01
188         ,  1.340000000000000e+00,  1.168717458467902e+00,  1.723890612454925e+01, -1.120507151679693e+01
189         ,  1.900000000000000e+00,  1.395374653840417e+00,  1.211769837259614e+01, -5.468478290155345e+01
190         ,  1.680000000000000e+00,  1.193377285035330e+00,  1.250976643706571e+01, -2.489436155739602e+01
191         ,  1.740000000000000e+00,  2.249749371904434e+00,  7.535027128089773e+00, -1.869670562314165e+02
192         ,  1.720000000000000e+00,  2.185440049523102e+00,  3.715520808078673e+01, -1.141450289712490e+02
193         ,  1.560000000000000e+00,  1.424476488012955e+00,  2.202057160356097e+01, -3.759017505127293e+01
196         ,  5.199999999999999e-01,  1.214838622006359e+00,  6.086644224257697e+00, -4.176289565582517e+01
197         ,  2.860000000000000e+00,  3.106676911790365e+00,  3.489486476681812e+01, -2.510224821682376e+02
198         ,  1.380000000000000e+00,  1.236444102247901e+00,  2.690583551464318e+01, -1.524957521937081e-01
199         ,  2.220000000000000e+00,  2.327004577960824e+00,  1.243308225107121e+01, -1.875206148199192e+02
200         ,  8.600000000000001e-01,  9.150526769650217e-01,  3.556886779730043e+00, -4.232536691109575e+00
201         ,  7.200000000000000e-01,  1.029702365821464e+00,  2.867836707663937e+00, -2.214278298487460e+01
202         ,  1.799999999999999e-01,  1.177862758819405e+00,  1.387698318036542e+01, -1.973502138283339e+01
203         ,  1.400000000000000e+00,  1.195085611273762e+00,  2.400517918957570e+01, -4.541678441306887e-01
204         ,  3.460000000000000e+00,  2.231492452925494e+00,  1.111410282787299e+01, -1.766649991763342e+02
205         ,  1.180000000000000e+00,  1.246312910979787e+00,  1.525405532989346e+01, -2.658760379766779e+01
206         ,  9.000000000000001e-01,  1.017294580590739e+00,  1.464880860612203e+01,  4.933612708439594e+00
207         ,  1.880000000000000e+00,  1.462808654135282e+00,  1.508909849016171e+01, -5.796811175269776e+01
209         ,  1.780000000000000e+00,  1.656047495410577e+00,  5.011655195905576e+00, -1.073015155523623e+02
210         ,  1.340000000000000e+00,  1.662082773276730e+00,  1.423186856488805e+00, -1.158722430878698e+02
211         ,  2.920000000000000e+00,  2.938497697522097e+00,  1.263599293432820e+01, -2.747187528025408e+02
212         ,  9.800000000000000e-01,  1.200791399748889e+00,  1.361774296870297e+01, -2.357764153167330e+01
213         ,  1.780000000000000e+00,  9.490729504288862e-01,  4.070095240702525e+00, -8.005972333597335e+00
214         ,  4.600000000000000e-01,  8.288403456496833e-01,  1.655828010866287e+00,  4.040368192913415e+00
215         ,  1.420000000000000e+00,  1.141549879154915e+00,  1.920843388856969e+01, -3.082326870618604e+00
218         ,  8.800000000000001e-01,  1.066439987725942e+00,  1.537655285251410e+01, -5.467354713893232e-01
219         ,  1.560000000000000e+00,  1.119169090091411e+00,  1.553081765831936e+01, -7.772145733680787e+00
221         ,  1.860000000000000e+00,  1.165563426105692e+00,  1.834506072160763e+01, -8.377729146975826e+00
222         ,  1.760000000000000e+00,  1.655317886171350e+00,  4.339161407219383e+01, -2.478060922825628e+01
224         ,  1.799999999999999e-01,  1.063642617114540e+00,  3.664227689145676e-01, -3.237828953162822e+01
225         ,  2.000000000000000e+00,  1.246813632258135e+00,  2.659606355221389e+01, -2.303764442772330e+00
227         ,  2.580000000000001e+00,  1.592743729281674e+00,  4.172499852905311e+00, -1.000313566911232e+02
228         ,  7.200000000000000e-01,  1.385300596406241e+00,  6.350482718922756e+00, -6.562545868991300e+01
229         ,  1.040000000000000e+00,  1.302926223189786e+00,  8.128014889228027e+00, -5.000324495370844e+01
230         ,  2.799999999999999e-01,  1.196567873446367e+00,  8.926028066991563e+00, -3.304725595361988e+01
232         ,  1.400000000000000e+00,  1.284496064783023e+00,  6.192431480500929e+00, -5.151842782895321e+01
233         ,  3.180000000000000e+00,  2.900503512996019e+00,  2.100592776969810e+01, -2.513003291576497e+02
234         ,  4.380000000000000e+00,  4.027163537808970e+00,  3.014851139674650e+01, -3.931308256064067e+02
235         ,  1.400000000000000e+00,  1.684492138073481e+00,  3.948396514021908e+00, -1.136611739455280e+02
236         ,  1.960000000000000e+00,  1.282841852084474e+00,  4.857510874127044e+00, -5.414794191167231e+01
237         ,  7.600000000000002e-01,  1.165472581868256e+00,  2.097630602280012e+01, -2.714427362228007e+00
238         ,  1.920000000000000e+00,  1.488531910306983e+00,  1.120160317501785e+00, -9.165115907734415e+01
239         ,  1.980000000000000e+00,  1.349214539680855e+00,  1.003598049937891e+01, -5.253975639043784e+01
240         ,  7.800000000000002e-01,  1.047685279982147e+00,  1.739280881904787e+01,  6.470692940187586e+00
241         ,  1.580000000000000e+00,  2.376484284296448e+00,  4.513778947120473e+01, -1.243821902657140e+02
242         ,  1.100000000000000e+00,  1.161221188266652e+00,  3.389691547610138e+01,  2.564029993771288e+01
243         ,  1.960000000000000e+00,  1.302830280938367e+00,  2.021475491888928e+01, -2.403467500719382e+01
244         ,  2.680000000000000e+00,  2.383942154868421e+00,  1.076217134610141e+01, -1.992684922679986e+02
245         ,  5.600000000000001e-01,  8.076349309268120e-01,  5.764923794859769e-01,  4.761599971027801e+00
246         ,  1.240000000000000e+00,  1.229319124932552e+00,  2.697558940427166e+01,  1.018381984550299e+00
247         ,  1.780000000000000e+00,  1.338547528074165e+00,  2.252247701856882e+01, -2.419780394298168e+01
248         ,  5.400000000000000e-01,  8.905745620536979e-01,  1.445916336937121e+01,  2.268678096961766e+01
249         ,  2.580000000000001e+00,  3.372513777826132e+00,  1.065799141266963e+01, -3.411656749915824e+02
250         ,  1.360000000000000e+00,  1.079265329082081e+00,  1.745536011475699e+01,  2.079236930799389e+00
251         ,  2.840000000000000e+00,  2.046908192413415e+00,  3.897270805602972e+00, -1.657092704307908e+02
252         ,  2.400000000000000e-01,  8.876145001403164e-01,  2.464778800169498e+00, -2.645506853200132e+00
253         ,  1.320000000000001e+00,  1.422070369783584e+00,  3.508588896621596e+01, -9.189153705804889e+00
254         ,  1.220000000000000e+00,  1.005695540294856e+00,  1.405057487336979e+00, -2.184347641088364e+01
255         ,  8.000000000000003e-01,  1.112096891611875e+00,  2.444583231952880e+01,  1.238530173978939e+01
256         ,  3.800000000000000e-01,  9.816154475715974e-01,  9.338122642347791e+00, -1.357224220215131e+00
257         ,  6.200000000000000e-01,  7.987806534517656e-01,  3.325149624376351e-01,  5.506605691117092e+00
258         ,  2.180000000000000e+00,  2.670049695368919e+00,  4.981398608454013e+01, -1.564118565918371e+02
259         ,  1.820000000000000e+00,  1.090103790627560e+00,  1.324153973164583e+01, -8.522709318507333e+00
260         ,  9.999999999999989e-02,  8.725409772509581e-01,  2.865049213487914e+00,  3.742316354569757e-01
262         ,  1.400000000000000e+00,  9.794878301213027e-01,  6.939509549700592e+00, -6.203045726176762e+00
263         ,  1.800000000000000e+00,  2.165891899449201e+00,  4.369094218708612e+01, -9.730885564847982e+01
264         ,  1.260000000000000e+00,  1.411191431342105e+00,  4.306965670030986e+01,  9.514101801041976e+00
265         ,  3.000000000000000e+00,  3.578737916834588e+00,  3.604474784671356e+01, -3.162049154417363e+02
266         ,  8.000000000000003e-01,  1.025573489216491e+00,  4.720375161671022e+00, -1.757296488196737e+01
267         ,  3.240000000000001e+00,  3.495985365282517e+00,  3.637288620333823e+01, -3.036409033546188e+02
268         ,  2.080000000000000e+00,  1.721631329391901e+00,  2.265162013017860e+01, -7.882071618288893e+01
