ORB_v3_layer_1_162,ORB_v3_layer_1_57,ORB_v3_layer_1_131,ORB_v3_layer_1_225,ORB_v3_encoder_node_features_2,ORB_v3_layer_1_35,ORB_v3_layer_1_209,ORB_v3_encoder_node_features_56,ORB_v3_layer_1_221,SISSO_matbench_perovskites_13,target
0.19866024,0.12621021,0.21767421,1.4812311,23.97242,-6.170581,-14.018587,-25.753332,-2.1786559,1.3586487631118502,1.18
0.41216502,0.4036574,-0.8617488,0.66135925,7.914638,3.4672723,0.2613772,-16.389471,-8.348891,1.1759995317892802,1.24
3.2710197,0.19561233,1.8684329,0.8777485,3.293512,-6.283639,-16.585445,-3.8568246,-0.48189297,0.9460368433523448,0.32
1.135582,0.18213116,-1.0699761,4.6146555,21.8212,-12.602225,-27.630476,-4.641299,5.061828,1.2211114565253485,0.6
0.7128518,-0.16216898,1.711023,-0.9260443,-0.22272468,10.719926,18.107183,-25.689539,-8.9275055,-0.8850452438313139,2.3
2.5093753,0.66857725,-3.1537097,4.709314,0.26516342,-0.63943243,-2.5365922,-2.3791485,-3.1549037,1.0148054966455955,0.66
-0.5377556,0.19249873,1.2576417,2.960594,-12.325187,13.63994,27.685797,7.5102143,-12.129495,0.1895816571265844,2.0
3.276468,-0.32304248,-1.3917412,3.1981943,15.144228,-11.139477,-19.880884,-10.134818,3.568529,1.2211114565253485,0.62
0.068126775,0.018918587,-0.023634529,-1.2490189,-17.167376,7.623607,12.235812,11.839589,-11.426812,0.1895816571265844,0.98
0.06322994,0.28855404,-3.117478,4.026387,-10.074125,0.15626536,-4.478959,11.590953,-3.0998921,-0.3477317933523647,1.3
1.3830397,0.14429499,-2.2246556,3.059618,-3.360909,2.2153745,1.5735378,9.265732,-5.2872047,0.737591587494749,0.58
-0.6711489,-0.27523285,-0.50980824,0.7437524,-11.432845,6.462803,12.273641,13.720181,-10.959643,0.1895816571265844,1.18
-0.5172486,0.364142,-2.1756334,2.4912274,-18.4484,7.6645713,10.517444,3.7347538,-9.611516,0.1895816571265844,1.34
-0.282178,0.0034198463,-1.4688393,-0.49613196,-12.483199,2.4592388,2.9724443,18.237118,-8.184436,0.1895816571265844,0.76
-0.4582468,0.1788976,-0.6087519,3.1805084,-5.786103,2.2402096,2.3245156,-14.102849,-5.150968,-0.3477317933523647,1.16
1.740939,0.74350667,-2.7707105,3.7403893,6.6612825,-3.78941,-13.72937,-10.564081,-0.076232865,0.9460368433523448,1.28
1.2310811,0.5309672,-3.391775,4.873497,-4.7494655,6.3898273,10.939552,5.171396,-7.7724338,0.9460368433523448,1.4
-1.2672042,-0.33101806,1.5703218,-2.3343904,16.420065,7.088489,11.89177,-10.443163,-9.111074,0.4194821091630655,2.96
1.0530134,0.14188889,-1.3935778,3.5645027,-5.5599866,5.084484,8.288931,5.771965,-6.8422523,0.8471935735683817,0.72
3.059487,0.5599911,-2.239682,1.4510014,3.4130993,-1.139617,-2.4042585,-6.918523,-3.1490183,1.0148054966455955,0.6
0.4302507,-0.020084923,-1.3211012,3.588839,15.3582535,-11.949123,-25.5969,1.2608842,7.312799,0.2002781370157997,0.68
0.38338014,-0.03326946,-0.022523046,0.5298316,11.111894,-4.737047,-10.682977,-17.116657,-0.16394329,0.5290840952366983,0.7
-2.1240828,-0.35562482,0.915222,2.8619163,3.228832,9.0746155,19.125767,0.3475708,-8.080176,-0.3477317933523647,2.84
1.6749958,-0.19627677,1.2151277,0.754824,8.810173,-1.7227982,-3.2417734,-1.4638375,-4.509441,1.1759995317892802,1.18
0.23406057,0.049396276,0.28717244,1.3319494,18.649668,-11.450571,-22.581884,-22.388443,0.29484233,1.3586487631118502,0.56
1.3835207,0.14612918,-1.8950169,1.2052294,-21.359762,10.395198,14.20264,-0.97597617,-9.563332,0.1895816571265844,0.92
1.787204,-0.10847645,-0.6654044,3.3163927,6.168503,-3.580159,-8.896971,10.71226,-1.5294348,0.8471935735683817,0.98
-1.9691988,-0.44576135,3.4493706,-1.5977756,-15.086344,20.408796,38.644695,-8.75476,-14.395024,-0.3477317933523647,3.2
0.15421279,0.14359605,-2.162646,2.4103727,-0.10248337,4.9465647,4.6218324,-7.1024194,-7.468181,-0.3477317933523647,1.48
0.87428254,0.45982328,-0.4259118,3.1208675,-26.29215,13.098315,21.773716,16.856518,-10.421338,0.1895816571265844,1.36
0.6565415,0.09881166,-1.4957112,3.4764383,-17.962172,11.444045,18.36511,29.585127,-8.263593,0.1895816571265844,1.78
3.9194741,0.72519225,-2.6424706,7.297287,-11.894254,2.1281056,0.97087413,1.9972687,-0.05833025,0.737591587494749,0.84
-0.6504759,0.06933667,-1.6394194,-0.3712817,-10.716968,-1.456977,-6.0949845,-4.846261,-4.130569,-0.3477317933523647,0.36
1.7075951,-0.10226872,-2.2245457,6.1173263,-1.5239451,0.2815588,1.5431362,7.343391,-3.552038,0.9460368433523448,0.64
2.8639562,0.45753613,-2.106334,7.4632907,-11.983144,7.128531,10.041504,2.4015043,-2.8126206,0.518387615347483,1.44
0.12766753,-0.14498489,-0.69513077,3.5272071,-1.9076092,-1.8621296,-3.4931443,-5.900436,-1.6451839,0.3098801230894326,0.0
0.067046836,0.30580887,-1.6063595,0.4620565,-11.977431,4.9261103,1.1224343,-2.2984276,-4.7872443,-0.0189258351314661,1.24
0.2586731,-0.2683002,0.35217842,2.817997,5.359431,-3.522176,-6.165757,0.32531127,0.12674657,0.3098801230894326,1.36
0.41884205,-0.19461918,2.1136801,0.03203726,24.188099,3.12324,6.384042,-28.811619,-6.178146,-0.8850452438313139,1.9
1.3396415,-0.09501787,-1.9821427,4.6985803,11.741855,-3.3290527,-12.22092,-13.8787565,-0.05812311,-0.8850452438313139,1.54
2.0817974,0.014033961,0.33891112,2.4657304,7.54244,-2.892058,-8.162358,-4.4649663,-3.0344532,1.0663975457156474,0.86
-0.87628806,-0.18108833,-1.3268677,6.150132,29.14955,-12.604407,-22.526937,-17.4251,3.9949322,0.6386860813103311,1.48
3.5989168,0.461776,-1.0510969,6.6750064,-7.331025,4.858977,7.530355,-1.7834727,-2.831043,0.627989601421116,1.1
-2.5060067,-0.29829672,1.8728443,-2.3971848,7.2629137,13.544425,24.760162,-12.208022,-11.685588,0.4194821091630655,3.34
1.4199492,0.47605926,-1.1914488,4.0634804,-1.7344658,3.4322495,-1.1718348,-3.951767,-3.6255608,0.8084995367658429,1.08
-2.2085872,-0.6432621,5.007115,-3.3224137,13.342963,15.194312,30.870275,-9.950966,-12.675911,0.0906761509421668,3.74
1.4864671,0.24607308,-1.219322,4.8936334,-0.2939213,-2.7996457,-8.513798,18.455154,-0.14960937,0.737591587494749,0.82
-1.6839647,0.227921,-1.4798888,2.765023,-14.136115,16.10895,24.883402,10.163638,-14.402188,0.2991836432002173,2.3
-0.80528563,-0.37012315,3.0808775,-3.067661,-8.488544,14.781955,26.66808,-11.7925205,-12.504081,-0.0189258351314661,3.2
-0.4685484,-0.19454841,-0.7211962,4.974397,6.7480254,-2.6462731,-6.308034,-12.259363,-4.339817,-0.8850452438313139,1.9
-0.68821776,-0.5306188,3.1589048,-1.4891075,13.229205,10.887822,20.330523,-16.104229,-11.207984,-0.8850452438313139,2.98
1.1258557,0.24870887,-1.9421424,1.6353476,-20.309454,11.960297,14.150067,13.354518,-9.074844,0.2991836432002173,1.38
1.9473581,0.20768256,0.5481704,3.1833801,1.4577363,0.7261891,0.52326965,2.8350103,-4.5552382,0.9460368433523448,0.42
1.7289909,0.21882801,0.49054036,1.2747375,-9.4678335,-0.38847142,-3.9208086,-7.640889,-3.6437669,1.0814348539610037,1.0
0.98771876,0.5797555,-3.591442,4.186904,7.7616935,-3.1398766,-9.682968,-2.2513664,-1.4948466,1.0835741499388465,1.06
0.070050284,0.17464861,0.19643016,1.5702668,-8.210289,10.103667,17.878674,-1.0193146,-9.41035,-0.3477317933523647,1.6
0.07319739,-0.21226378,-0.21972993,2.5263495,-7.704259,10.351637,19.970167,18.938639,-9.090598,0.1895816571265844,2.04
1.193888,0.25032872,-3.1316772,4.7893143,-9.5833845,1.476985,0.15749931,6.4687614,-3.2619827,0.1895816571265844,0.96
-0.092647076,0.2604493,-0.507172,4.920963,10.015599,-1.1984128,-9.307752,-17.380903,-1.4151286,-0.8850452438313139,2.22
-1.796497,-0.09211123,-0.37338826,5.4618907,8.509727,1.1243546,0.8405048,-1.8507351,-7.1170425,-0.3477317933523647,1.9
0.12152314,-0.18728758,-2.2320373,1.9185222,-7.0088005,2.4103105,4.5728908,15.327911,-7.9565353,0.1895816571265844,1.12
0.13408807,-0.4845709,4.222394,-4.0509934,0.7968926,10.154327,18.307814,-9.519092,-10.241218,-0.0189258351314661,2.8
2.9340134,0.37548643,-2.1678503,5.600394,-5.1719594,-0.97444785,-3.6032403,-8.646408,-2.3005679,0.9567955596420148,0.62
1.5672911,-0.2769288,2.6508052,-1.8734391,1.1306874,2.465297,2.8705285,-10.198642,-7.0842514,1.0148054966455955,1.86
-0.8692482,-0.0506418,0.3512579,2.4657123,-10.993777,9.684219,19.238716,14.273859,-9.888633,0.1895816571265844,1.72
2.369494,-0.1390517,-1.113046,7.294549,11.5475235,-0.6065814,-4.562173,-6.7932954,1.9938058,0.0906761509421668,1.32
2.731482,0.19830592,-0.19506143,3.312367,1.7301453,-4.9897103,-11.099704,-12.571784,-1.9670975,1.0663975457156474,0.76
-0.4651783,-0.21207102,-1.1904186,0.9005972,-11.363955,5.955171,11.730118,22.001776,-10.188376,0.1895816571265844,1.44
0.8945161,0.27834523,-1.4287604,2.5544407,6.020008,6.711812,6.3064027,-14.021022,-7.762494,-0.8850452438313139,2.32
1.4720405,0.30684397,-1.4015712,9.067408,-4.103645,4.7292614,9.470632,2.237302,-2.467674,0.670962230179341,1.16
-1.6094427,-0.7814387,2.607205,-3.2377603,0.65264094,15.319855,32.759014,1.1301758,-12.374724,-0.3477317933523647,3.6
1.8142265,0.5629236,-2.167693,5.7168217,12.445081,-1.7232414,-10.859962,2.8547256,1.548625,0.0906761509421668,1.44
2.0838087,0.23332043,-1.913442,2.6277046,-4.503269,-2.0188065,-10.719098,4.3199396,-0.044435978,0.8772681900590937,0.56
-1.3675534,-0.35074538,0.8773813,1.5238695,-5.555625,15.753043,29.687061,25.06803,-13.148345,0.1895816571265844,2.38
2.572642,0.68502367,-2.6296222,2.8065784,-6.54059,3.141727,-3.9855716,-7.944454,-0.90840816,-0.0189258351314661,1.08
2.006266,-0.05453528,-2.0264814,7.309696,-6.7802796,4.7359123,5.8875613,-1.3515246,-0.20428924,0.4646562702995883,1.48
-0.42626414,0.6638072,-2.5891018,6.0137725,10.436154,-8.270225,-23.843199,13.671877,5.394916,0.9460368433523448,1.02
0.91767704,0.6004587,-3.094119,3.243837,-8.72058,-3.8255959,-14.456899,16.836668,1.3457855,0.737591587494749,0.42
0.42013788,0.36591145,-0.51499414,2.6311479,7.7528687,-0.45709822,-3.1592312,-22.306248,-3.686459,0.5290840952366983,1.64
0.6565426,-0.4410102,2.824877,-1.994957,14.821513,6.9334373,12.391166,-18.677958,-8.7016325,-0.0189258351314661,2.58
2.0816338,0.4787344,-2.253601,4.4918723,14.468783,-6.06306,-11.447591,-18.126955,0.19203024,1.152342803232097,0.62
1.3920357,0.18161178,-0.90440017,3.0179741,-6.4772754,11.258265,15.3038435,7.0861573,-8.110215,-0.3477317933523647,1.7
-0.691698,-0.2999035,1.5529374,0.1432116,16.978903,6.777038,15.231941,-26.728413,-7.473069,-0.8850452438313139,2.8
-0.34963647,-0.13975084,-2.2726262,3.1003177,11.60002,-4.619043,-13.341168,-12.977553,-0.782371,-0.8850452438313139,1.54
2.0083878,0.17960294,-2.6937935,6.327404,-14.799614,9.876964,13.697558,6.0063286,-5.2307086,0.8471935735683817,1.62
2.519122,0.6195509,-0.4857792,7.098375,-3.8824508,5.0264564,7.90554,-4.949512,-5.034752,0.737591587494749,1.0
-0.09957399,0.49546513,-1.9367746,8.15947,-3.4054449,8.221849,7.8610034,11.351062,-3.3284385,0.60219357688609,1.98
-0.78637075,0.12139436,-2.3283684,3.6758804,-10.526772,11.643222,21.436274,0.29805756,-9.455036,0.8471935735683817,1.96
1.1493593,0.53405315,-1.1332321,2.1699193,-9.440071,4.8985906,1.7531341,2.329912,-5.138459,1.1759995317892802,1.3
-0.08602815,0.5329766,-2.9847226,5.0489936,-20.888483,4.3988605,4.1080766,4.8724327,-6.8484645,0.1895816571265844,1.04
1.3089304,0.055538505,-2.2207134,1.5102885,-21.268255,8.332923,10.115146,5.4323325,-9.25907,0.4087856292738502,1.3
-2.7956514,0.07068805,-0.3329478,1.5700321,12.802831,8.121746,12.821429,4.544375,-11.080787,1.0663975457156474,2.18
1.9397458,0.29051793,-2.2427714,5.459932,-16.331991,10.198207,14.049617,-6.9800262,-6.8614855,0.4087856292738502,1.06
1.3581012,-0.3536221,2.5309303,-0.87806886,5.9617715,2.4133976,4.375024,-5.2984667,-6.992138,1.1759995317892802,1.7
-1.1504717,-0.07865643,-2.5054977,0.5786121,8.4370985,-8.424151,-19.27754,-6.9295077,-1.0268826,1.1759995317892802,0.7
2.2960627,0.11055833,-0.23502646,4.391486,-20.604834,18.834127,28.49653,-1.2717549,-11.0487175,0.4087856292738502,2.18
-0.5641301,-0.05030179,-1.1795279,3.6067574,5.096922,-5.278175,-10.628006,-4.6114383,-3.009178,-0.3477317933523647,0.94
4.066364,-0.32396019,-1.3078574,3.6949737,2.9173188,-5.0036783,-12.066604,-1.8257113,1.7067766,1.0663975457156474,1.0
-1.8411642,0.031682372,-1.6482826,2.795572,-7.0088005,0.53921026,0.39161417,15.327911,-7.7951202,0.1895816571265844,1.1
0.50996774,-0.027879536,-1.8931748,2.2441442,-8.673129,1.8596665,0.93614197,16.541624,-5.9285107,0.8471935735683817,0.54
-0.15482584,0.14606887,-0.050769307,-0.6885086,-7.019835,6.818934,9.288356,0.21886444,-8.411746,-0.3477317933523647,1.38
0.7737299,0.3220047,-0.23463452,1.5722502,0.85954136,-1.941315,-5.7776423,-6.0817733,-3.5185049,1.0663975457156474,0.48
-0.5274491,-0.089012474,-0.6099743,0.50999683,-5.5018487,11.213798,23.317469,12.9442625,-11.277974,0.737591587494749,1.9
1.8480446,0.49740383,-0.5991487,6.451454,-1.6982888,8.755999,8.833289,10.611092,-6.5766993,0.518387615347483,1.78
1.4141749,0.30176702,0.7505767,1.2918123,10.911014,-2.1453204,-6.5644236,-30.338669,-3.0291612,0.6386860813103311,1.02
0.5533578,-0.40947667,2.3294601,1.3724598,18.83093,4.070272,9.407262,-7.1033874,-8.189212,1.1759995317892802,1.92
0.23351708,0.33008322,-0.5734545,3.741144,-0.5780182,2.898523,5.932124,-0.10276566,-6.7766967,-0.3477317933523647,1.02
1.915891,0.43595296,-1.9085759,2.8264565,-17.446606,10.601291,10.808889,5.0956707,-7.698842,0.4087856292738502,1.14
1.9720882,0.2773566,-2.2821133,3.2869766,1.5567849,-1.7175112,-4.371429,3.2324502,-2.7680824,0.9567955596420148,0.56
2.5668545,-0.24305546,-0.54956764,4.133453,16.223673,-5.511169,-14.687561,-2.2233124,-0.2392418,0.4194821091630655,1.5
0.94462883,0.2367152,1.5268062,0.17970143,-6.237223,12.230716,21.656116,9.238245,-9.822135,0.737591587494749,1.5
0.3851234,0.076055944,2.9178333,-1.0287433,-9.985549,8.418352,15.765983,-1.1319176,-8.976941,-0.3477317933523647,1.6
1.5567898,0.492702,-2.1949844,5.5250077,-2.356344,-4.067718,-8.304817,4.5672727,-1.5031704,0.9567955596420148,0.44
-2.3109703,-0.53764683,2.81513,-2.2982287,-4.178814,15.584338,30.983784,-3.4165208,-12.842499,-0.3477317933523647,3.26
2.960121,-0.2707936,0.3667065,0.3616314,9.754099,-4.774293,-7.5361857,-16.97434,-2.6460335,1.2898801098185997,0.88
0.6420723,0.22744994,0.077390574,3.297171,-16.629242,13.266924,22.60423,14.230109,-9.57566,0.1895816571265844,1.42
1.9331831,0.021247769,-0.8775423,3.89222,-2.5301201,8.218267,8.922269,-7.8843875,-4.3730464,-0.1285278212050989,2.02
-1.1714994,-0.55217963,3.1924646,-3.0721517,13.633791,9.771625,24.160597,-8.917886,-10.628799,0.2002781370157997,3.14
-1.4333327,-0.0171067,0.71048415,2.895569,7.319005,8.011841,13.580194,-3.2704017,-8.084628,-0.0189258351314661,2.52
0.8090755,0.3211927,-0.96664715,5.643447,-4.7564406,2.7988555,4.385093,7.075677,-4.952003,0.6279896014211159,1.1
-0.57204825,-0.31884113,0.54615545,2.6016264,10.175404,6.2305818,14.975482,5.2773104,-7.8652635,-0.3477317933523647,2.4
1.5481274,0.27971625,-1.7546473,3.398442,5.6281085,-0.22661209,-7.806396,-2.260289,0.10690951,1.0814348539610037,1.36
1.8768052,0.52252144,2.3557317,4.9432526,0.41074106,12.24792,19.900684,-10.450089,-10.636374,0.0906761509421668,2.24
-0.310277,-0.37730542,-0.55734456,0.7108825,-6.324275,11.507092,22.125748,23.154633,-13.296348,0.1895816571265844,2.22
0.7166735,0.17096741,-0.83297396,4.0193825,0.58531344,-0.31034538,-1.3837419,14.269942,-2.6855335,0.8471935735683817,1.26
3.345453,0.6293985,-2.656304,5.9503646,-14.011313,0.74538726,0.040353585,10.891823,-3.047342,0.9567955596420148,0.66
1.5572568,0.37348428,-2.0336368,2.555863,-23.608973,9.934224,11.318854,7.0605044,-7.629789,0.1895816571265844,1.0
0.60717136,0.17189626,-1.7947229,0.28178543,-10.542055,8.1809435,9.088924,9.06953,-9.329253,0.737591587494749,1.44
0.19261149,0.47230163,-1.4014229,6.3735337,-10.977885,4.743271,3.2861917,-1.382621,-5.2205114,-0.2381298072787318,1.64
1.7305111,-0.31154278,0.47309884,0.6688157,4.739469,-0.664785,-1.0288604,-9.423797,-5.1767497,1.2211114565253485,1.28
0.8678941,0.118880704,1.880112,0.2223353,4.0390725,5.765168,10.042896,-10.290783,-8.0928335,-0.3477317933523647,1.46
2.0269399,0.3534759,0.115514375,0.46563083,-15.691703,15.478922,20.108524,6.3590417,-10.201797,0.5334249235928391,1.78
-0.31025526,-0.5407672,2.3718762,1.0352997,38.200542,2.5403054,6.8117995,-30.256952,-7.077784,-0.8850452438313139,2.48
0.80460185,-0.51753294,1.827866,-0.5270997,22.192987,2.285392,5.708549,-19.592901,-6.018377,0.6386860813103311,2.16
2.8167775,0.3502564,-2.684925,5.4392977,-24.702726,12.646703,15.286942,3.4062364,-5.658287,0.4087856292738502,1.78
-1.7935017,-0.32843265,3.2001996,-0.51854885,0.019243812,21.841257,44.21936,-7.459211,-15.193774,-0.3477317933523647,3.9
3.0216382,-0.22764674,-1.3635424,4.091386,10.22317,-7.845054,-16.246986,9.745217,2.6665967,0.9567955596420148,0.64
1.9310044,0.65954894,-3.9035766,5.3243876,-20.429882,7.876985,7.264161,-2.3020349,-4.6382093,0.4087856292738502,1.1
-0.76682585,0.057582505,-1.0292968,6.120174,17.88481,-2.4700246,-6.899717,-8.602569,-3.5506706,-0.8850452438313139,1.86
1.134465,0.6105599,-2.1154222,3.3800914,16.115402,-5.171192,-14.680617,-7.2000184,0.7858696,1.0835741499388465,1.4
2.1426988,0.709094,-2.7808328,5.1645164,-9.579806,7.518659,5.0496106,14.827809,-3.442176,0.518387615347483,1.44
0.48911735,0.0059291604,0.11404281,1.666527,0.059587862,14.3372345,20.968348,-6.3180733,-10.877765,-0.3477317933523647,2.62
1.1832812,-0.049303856,-2.400533,2.8323328,-2.4531953,3.4572625,4.917604,2.9842536,-5.0994544,0.518387615347483,1.14
2.3612783,0.32045218,-1.6636584,3.850753,0.04369965,-6.555852,-15.723363,-7.4431,2.7114084,1.0663975457156474,-0.04
0.3325617,0.13731293,-0.5716309,1.9550377,5.817807,6.183063,3.0363383,2.9027612,-4.51528,0.2002781370157997,1.92
1.6100941,0.3677463,-0.7163617,4.986409,-17.170364,7.1526523,9.683906,0.75434154,-7.641649,0.4087856292738502,0.72
0.950437,0.43240523,-1.4835999,5.111473,4.2312446,-2.3907697,-10.402652,19.155693,0.02617588,0.737591587494749,0.9
2.9659803,0.17513764,-0.17258106,0.43554258,10.4357195,-9.178534,-19.587973,-12.434964,2.149672,1.0835741499388465,0.44
0.20740835,0.4454008,-1.6045488,4.8982773,-1.8743019,3.6339128,2.107893,-9.799606,-4.3526816,-0.0189258351314661,1.52
0.89461374,0.12330349,-0.92641705,2.5832698,-8.585199,5.7448273,4.939485,-6.328533,-2.8323731,-0.1285278212050989,2.02
0.6825747,-0.02337758,-0.4273319,-0.04773703,-24.377623,9.849277,14.120982,5.1471066,-11.60476,0.1895816571265844,1.12
1.4518282,0.33148298,-1.486353,3.0825334,-5.682646,1.5122133,-4.171455,-6.644287,0.23132677,-0.0189258351314661,0.88
0.8037781,0.23832655,-3.3101025,2.4286633,7.662955,-2.2183526,-10.52143,-6.056032,-2.9505177,1.0663975457156474,1.2
-2.3572223,-0.24408157,2.8277962,-2.2575824,6.322905,15.234415,30.321228,-24.100025,-12.77439,0.5290840952366983,3.44
-0.5433323,-0.2818735,-2.2519417,2.021601,6.7724457,-2.3410516,-7.881019,-11.389153,-5.8231864,-0.8850452438313139,1.36
1.927028,0.32002228,-1.0082207,2.819144,-10.43167,0.62178546,-5.3400335,2.4448535,-2.4461846,0.8471935735683817,0.66
2.448426,0.24225949,-0.7888238,6.2077155,-21.771894,13.574637,22.829103,13.367273,-8.296722,0.4087856292738502,1.7
-0.20226371,0.53493154,-1.4249595,2.8160653,-8.022931,11.133567,14.069948,4.067825,-8.310307,1.0663975457156474,2.02
-0.19430196,-0.07317259,-0.72211516,2.658976,25.518076,-9.315331,-15.980225,-22.735,1.2340742,0.6386860813103311,1.06
0.670032,0.1922134,0.14629857,2.365074,-15.8134,10.730371,18.673605,15.591435,-11.341669,0.1895816571265844,1.24
-0.27424738,-0.2051612,2.174492,-2.8300853,2.182113,7.393495,12.694089,-9.444748,-9.263499,0.3098801230894326,2.46
0.24751826,-0.33687666,1.5691974,-1.2291818,14.320449,2.4090188,2.642376,-5.9975157,-6.590445,1.0835741499388465,2.52
-0.10503807,0.11024958,-1.1438724,1.5593824,-5.4338336,14.157483,20.107225,9.413846,-10.359134,-0.3477317933523647,2.54
-0.94899046,-0.34952617,3.5893285,-1.7449954,-9.997501,16.259542,31.078283,-12.581274,-12.530151,-0.3477317933523647,3.08
2.339175,0.51296455,-2.9385073,4.7637877,-19.022005,11.875919,12.480104,12.86032,-5.3650303,0.4646562702995883,1.84
3.0784118,0.43428007,-0.653639,4.094546,-0.02644806,6.056588,10.313709,-11.178668,-5.7827144,0.2002781370157997,1.26
1.587718,0.5242947,-2.8170147,3.298507,-0.1826952,0.4919199,-7.282225,14.871291,-0.09761953,0.737591587494749,0.9
1.0003203,-0.019660939,-1.4768629,2.3052309,-13.9385395,8.398084,14.698524,13.142627,-9.049955,0.1895816571265844,1.52
-0.8882012,-0.50447094,0.69458145,-0.3974743,-4.592478,12.069274,24.721466,24.986803,-12.144004,0.1895816571265844,2.32
1.0819224,0.28302988,-1.0222561,4.455005,-4.788869,0.71426964,-0.7926964,8.790043,-2.217161,0.8471935735683817,1.18
0.043852616,0.07289622,2.7187822,-0.3405671,-2.219194,4.3163157,8.4069195,-23.589605,-5.7441373,-0.8850452438313139,1.26
3.3463142,0.33368406,-1.6064323,5.6461825,-3.6414201,3.5299962,4.901101,-0.59498024,-1.3501017,0.737591587494749,1.24
1.8396224,0.47721145,-1.5292066,3.236489,-25.919752,12.662946,18.266937,-0.16005479,-8.307587,0.1895816571265844,1.46
1.2800955,0.09791554,-1.6987237,1.2321688,1.956088,5.0136714,2.4023461,-2.2862108,-6.5414977,0.9567955596420148,1.48
1.8653862,0.4610222,-2.4684002,4.430652,-3.5793045,10.553774,8.263445,2.8592796,-5.8971853,-0.0189258351314661,2.18
2.9121535,0.27888903,-0.2943214,1.8798851,-15.527732,9.55364,13.685213,-5.151919,-6.7177405,0.737591587494749,1.26
