--- Feature Importance and SHAP-Feature Correlation (Fold 0) ---

Correlation Threshold for Meaningful Features: 0.1

Feature                                                      Importance      Correlation     Meaningful (Corr > Threshold) 
ORB_v3_layer_1_36                                            0.001836        -0.305652       Yes                           
ORB_v3_layer_1_184                                           0.001767        -0.139529       Yes                           
ORB_v3_initial_atom_embedding_178                            0.001759        0.262711        Yes                           
SISSO_matbench_perovskites_20                                0.001713        -0.216523       Yes                           
MVL32_Eform_MP_2019_3                                        0.001700        -0.382693       Yes                           
ORB_v3_layer_1_166                                           0.001673        0.251505        Yes                           
ORB_v3_initial_atom_embedding_241                            0.001639        0.272972        Yes                           
MEGNet_OFMEncoded_v1_71                                      0.001633        -0.035785       No                            
SISSO_matbench_perovskites_5                                 0.001618        0.306654        Yes                           
ORB_v3_layer_1_64                                            0.001618        -0.242273       Yes                           
ORB_v3_initial_atom_embedding_167                            0.001610        0.214325        Yes                           
ORB_v3_layer_1_233                                           0.001603        0.268940        Yes                           
MVL32_Eform_MP_2019_19                                       0.001596        -0.048729       No                            
ORB_v3_layer_3_170                                           0.001594        -0.143300       Yes                           
ORB_v3_layer_1_116                                           0.001587        -0.213410       Yes                           
ORB_v3_encoder_node_features_164                             0.001583        0.126003        Yes                           
ORB_v3_initial_atom_embedding_101                            0.001575        0.239165        Yes                           
ORB_v3_encoder_node_features_181                             0.001569        0.266475        Yes                           
MVL32_Eform_MP_2019_23                                       0.001566        0.001753        No                            
ORB_v3_layer_1_121                                           0.001525        0.184571        Yes                           
ORB_v3_layer_2_197                                           0.001518        0.114295        Yes                           
ORB_v3_layer_2_233                                           0.001515        -0.085479       No                            
ORB_v3_initial_atom_embedding_165                            0.001511        0.314827        Yes                           
ORB_v3_initial_atom_embedding_39                             0.001511        0.237810        Yes                           
ORB_v3_encoder_node_features_113                             0.001506        -0.154818       Yes                           
ORB_v3_layer_4_199                                           0.001503        -0.122866       Yes                           
ORB_v3_layer_5_61                                            0.001501        0.269800        Yes                           
MEGNet_MatMinerEncoded_v1_297                                0.001500        -0.137441       Yes                           
MVL32_Bandgap_MP_2018_21                                     0.001478        0.063298        No                            
MVL32_Eform_MP_2019_10                                       0.001477        0.052318        No                            
ORB_v3_layer_5_239                                           0.001477        0.252584        Yes                           
MEGNet_MatMinerEncoded_v1_565                                0.001473        -0.124737       Yes                           
ORB_v3_layer_5_242                                           0.001463        -0.223442       Yes                           
ORB_v3_layer_2_231                                           0.001456        0.260561        Yes                           
SISSO_matbench_expt_is_metal_13                              0.001449        -0.185393       Yes                           
ORB_v3_layer_1_142                                           0.001432        -0.266008       Yes                           
ORB_v3_initial_atom_embedding_77                             0.001429        0.088455        No                            
SISSO_matbench_glass_12                                      0.001426        -0.065323       No                            
ORB_v3_initial_atom_embedding_235                            0.001421        -0.134857       Yes                           
ORB_v3_layer_3_5                                             0.001414        0.125818        Yes                           
ORB_v3_encoder_node_features_231                             0.001409        -0.239576       Yes                           
ORB_v3_layer_3_152                                           0.001400        0.118307        Yes                           
ORB_v3_layer_2_38                                            0.001394        0.239753        Yes                           
ORB_v3_layer_1_4                                             0.001364        -0.332136       Yes                           
MEGNet_OFMEncoded_v1_58                                      0.001360        0.003783        No                            
SISSO_matbench_mp_e_form_10                                  0.001360        0.168010        Yes                           
MEGNet_MatMinerEncoded_v1_666                                0.001356        -0.065539       No                            
ORB_v3_layer_2_9                                             0.001353        0.100791        Yes                           
ORB_v3_initial_atom_embedding_168                            0.001353        0.199927        Yes                           
SISSO_matbench_glass_1                                       0.001346        -0.009111       No                            
MEGNet_MatMinerEncoded_v1_519                                0.001344        -0.074835       No                            
ORB_v3_layer_2_165                                           0.001338        0.171038        Yes                           
MEGNet_OFMEncoded_v1_107                                     0.001335        0.010641        No                            
ORB_v3_layer_2_33                                            0.001330        0.096359        No                            
SISSO_matbench_expt_gap_6                                    0.001330        -0.039151       No                            
ORB_v3_layer_1_54                                            0.001329        0.280621        Yes                           
ORB_v3_initial_atom_embedding_104                            0.001323        -0.106690       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#11                    0.001320        -0.163438       Yes                           
ORB_v3_layer_2_31                                            0.001318        -0.201410       Yes                           
ORB_v3_layer_2_32                                            0.001314        -0.055653       No                            
ORB_v3_initial_atom_embedding_161                            0.001304        -0.249146       Yes                           
ORB_v3_layer_2_256                                           0.001302        0.225428        Yes                           
ORB_v3_layer_1_102                                           0.001301        0.122947        Yes                           
MEGNet_MatMinerEncoded_v1_534                                0.001298        0.109656        Yes                           
ORB_v3_layer_1_20                                            0.001296        0.056841        No                            
ORB_v3_layer_1_25                                            0.001293        0.108596        Yes                           
ORB_v3_layer_2_163                                           0.001293        0.122184        Yes                           
MEGNet_MatMinerEncoded_v1_713                                0.001291        0.106107        Yes                           
ORB_v3_initial_atom_embedding_180                            0.001283        -0.117928       Yes                           
ORB_v3_initial_atom_embedding_146                            0.001282        0.228255        Yes                           
ORB_v3_initial_atom_embedding_152                            0.001275        -0.100200       Yes                           
ORB_v3_layer_5_167                                           0.001271        0.186450        Yes                           
ORB_v3_layer_2_56                                            0.001269        0.086492        No                            
ORB_v3_layer_1_50                                            0.001262        -0.065448       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#10                    0.001259        -0.031312       No                            
MVL16_Bandgap_MP_2018_13                                     0.001258        -0.006646       No                            
ORB_v3_layer_5_143                                           0.001252        -0.223060       Yes                           
ORB_v3_initial_atom_embedding_84                             0.001247        0.060347        No                            
ORB_v3_initial_atom_embedding_88                             0.001240        0.163056        Yes                           
MEGNet_MatMinerEncoded_v1_568                                0.001239        -0.040182       No                            
ORB_v3_layer_1_172                                           0.001233        -0.097756       No                            
MEGNet_MatMinerEncoded_v1_89                                 0.001230        -0.193819       Yes                           
ORB_v3_initial_atom_embedding_138                            0.001215        -0.091714       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#33                    0.001213        0.092749        No                            
ORB_v3_layer_2_177                                           0.001209        0.237306        Yes                           
ORB_v3_layer_2_63                                            0.001208        0.103286        Yes                           
ORB_v3_layer_2_251                                           0.001207        -0.131754       Yes                           
ORB_v3_layer_4_256                                           0.001207        -0.160318       Yes                           
ORB_v3_layer_2_196                                           0.001206        -0.174686       Yes                           
MEGNet_MatMinerEncoded_v1_695                                0.001201        0.112992        Yes                           
ORB_v3_initial_atom_embedding_228                            0.001201        -0.003962       No                            
MEGNet_MatMinerEncoded_v1_21                                 0.001199        -0.189685       Yes                           
ORB_v3_layer_1_253                                           0.001198        -0.249366       Yes                           
ORB_v3_layer_1_65                                            0.001195        0.097724        No                            
MVL32_logK_MP_2019_1                                         0.001192        -0.026388       No                            
SISSO_matbench_mp_e_form_18                                  0.001189        0.001741        No                            
ORB_v3_layer_2_98                                            0.001174        -0.028221       No                            
SISSO_matbench_phonons_18                                    0.001168        0.138756        Yes                           
ORB_v3_encoder_node_features_127                             0.001166        0.010908        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#46                    0.001159        -0.260391       Yes                           
ORB_v3_layer_3_15                                            0.001157        0.134346        Yes                           
SISSO_matbench_log_kvrh_14                                   0.001155        0.091976        No                            
MVL16_Bandgap_classifier_MP_2018_10                          0.001153        0.016319        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#51                    0.001153        0.030247        No                            
ORB_v3_encoder_node_features_142                             0.001150        0.052588        No                            
MEGNet_OFMEncoded_v1_18                                      0.001150        -0.151224       Yes                           
MEGNet_MatMinerEncoded_v1_46                                 0.001146        -0.043758       No                            
ORB_v3_layer_2_140                                           0.001146        0.088962        No                            
MVL32_Eform_MP_2019_2                                        0.001141        0.202256        Yes                           
ORB_v3_layer_2_160                                           0.001140        0.156808        Yes                           
ORB_v3_layer_2_117                                           0.001140        -0.039274       No                            
ORB_v3_layer_3_115                                           0.001137        0.051300        No                            
ORB_v3_layer_4_65                                            0.001134        -0.136101       Yes                           
ORB_v3_encoder_node_features_202                             0.001134        0.035105        No                            
MEGNet_MatMinerEncoded_v1_330                                0.001132        0.010188        No                            
ORB_v3_initial_atom_embedding_23                             0.001132        -0.223564       Yes                           
SISSO_matbench_perovskites_14                                0.001132        -0.001876       No                            
ORB_v3_encoder_node_features_90                              0.001130        -0.104267       Yes                           
ORB_v3_layer_1_229                                           0.001126        -0.197312       Yes                           
ORB_v3_layer_2_166                                           0.001126        -0.223306       Yes                           
ORB_v3_layer_3_202                                           0.001124        -0.003207       No                            
ORB_v3_initial_atom_embedding_254                            0.001119        0.070257        No                            
ORB_v3_layer_2_138                                           0.001118        0.034878        No                            
ORB_v3_initial_atom_embedding_197                            0.001116        0.003286        No                            
ORB_v3_layer_2_45                                            0.001116        -0.141478       Yes                           
ORB_v3_layer_2_48                                            0.001115        0.036479        No                            
SISSO_matbench_mp_e_form_16                                  0.001112        -0.020403       No                            
ORB_v3_layer_1_134                                           0.001107        0.020327        No                            
ORB_v3_layer_4_131                                           0.001105        0.171596        Yes                           
ORB_v3_layer_4_34                                            0.001104        0.005543        No                            
ORB_v3_layer_1_128                                           0.001103        0.176981        Yes                           
ORB_v3_layer_4_58                                            0.001103        -0.135291       Yes                           
ORB_v3_layer_2_79                                            0.001102        -0.084393       No                            
MEGNet_OFMEncoded_v1_132                                     0.001102        0.133308        Yes                           
ORB_v3_encoder_node_features_223                             0.001102        -0.114501       Yes                           
ORB_v3_layer_4_167                                           0.001101        0.014435        No                            
ORB_v3_encoder_node_features_190                             0.001100        -0.026861       No                            
MEGNet_OFMEncoded_v1_87                                      0.001099        0.241819        Yes                           
ORB_v3_layer_1_130                                           0.001095        0.211059        Yes                           
ORB_v3_layer_2_139                                           0.001094        0.142640        Yes                           
ORB_v3_layer_1_46                                            0.001092        -0.023359       No                            
ORB_v3_layer_5_2                                             0.001091        0.099323        No                            
MEGNet_MatMinerEncoded_v1_75                                 0.001089        -0.046961       No                            
ORB_v3_layer_2_167                                           0.001086        0.223472        Yes                           
ORB_v3_layer_5_254                                           0.001084        -0.059069       No                            
ORB_v3_layer_3_147                                           0.001084        0.129893        Yes                           
MEGNet_MatMinerEncoded_v1_491                                0.001083        -0.022524       No                            
MEGNet_MatMinerEncoded_v1_340                                0.001082        -0.040525       No                            
ORB_v3_initial_atom_embedding_90                             0.001082        0.107568        Yes                           
MVL32_logG_MP_2019_31                                        0.001081        -0.034107       No                            
MVL16_Eform_MP_2019_12                                       0.001080        -0.069425       No                            
ORB_v3_layer_2_136                                           0.001080        -0.066750       No                            
ORB_v3_initial_atom_embedding_74                             0.001079        -0.075685       No                            
MEGNet_MatMinerEncoded_v1_684                                0.001078        0.063103        No                            
MEGNet_MatMinerEncoded_v1_294                                0.001077        0.074744        No                            
MEGNet_OFMEncoded_v1_35                                      0.001076        -0.007224       No                            
ORB_v3_layer_2_243                                           0.001076        0.068140        No                            
ORB_v3_layer_2_162                                           0.001073        -0.085426       No                            
ORB_v3_layer_3_79                                            0.001067        0.069023        No                            
ORB_v3_layer_2_118                                           0.001066        0.172709        Yes                           
ORB_v3_layer_4_54                                            0.001066        0.042456        No                            
ORB_v3_initial_atom_embedding_114                            0.001066        0.238111        Yes                           
ORB_v3_layer_3_49                                            0.001065        -0.041007       No                            
MEGNet_MatMinerEncoded_v1_404                                0.001065        0.105557        Yes                           
ORB_v3_initial_atom_embedding_46                             0.001064        -0.154491       Yes                           
SISSO_matbench_mp_e_form_5                                   0.001064        0.282171        Yes                           
ORB_v3_layer_1_193                                           0.001064        0.139007        Yes                           
ORB_v3_initial_atom_embedding_188                            0.001062        -0.224014       Yes                           
ORB_v3_layer_2_27                                            0.001060        0.068546        No                            
ORB_v3_initial_atom_embedding_125                            0.001060        0.073180        No                            
MEGNet_MatMinerEncoded_v1_676                                0.001059        -0.049993       No                            
ORB_v3_layer_2_152                                           0.001059        0.011132        No                            
SISSO_matbench_log_kvrh_13                                   0.001057        0.224589        Yes                           
MVL16_logG_MP_2019_16                                        0.001057        -0.049835       No                            
ORB_v3_layer_4_72                                            0.001056        -0.003034       No                            
ORB_v3_layer_2_161                                           0.001055        -0.125704       Yes                           
ORB_v3_layer_2_141                                           0.001050        0.133569        Yes                           
SISSO_noemd_hse_pbe_diff_19                                  0.001049        0.147295        Yes                           
MVL32_logK_MP_2019_16                                        0.001048        0.027940        No                            
SISSO_matbench_mp_e_form_8                                   0.001047        0.185704        Yes                           
ORB_v3_encoder_node_features_32                              0.001046        0.095305        No                            
ORB_v3_layer_2_116                                           0.001046        -0.025377       No                            
ORB_v3_layer_2_194                                           0.001044        -0.027172       No                            
ORB_v3_layer_1_227                                           0.001042        0.072684        No                            
ORB_v3_initial_atom_embedding_57                             0.001038        -0.037445       No                            
ORB_v3_layer_3_46                                            0.001036        -0.034500       No                            
ORB_v3_layer_3_30                                            0.001036        -0.095537       No                            
ORB_v3_layer_5_244                                           0.001036        0.165413        Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#05                    0.001035        -0.021286       No                            
MVL16_Eform_MP_2019_11                                       0.001035        0.080978        No                            
MEGNet_MatMinerEncoded_v1_610                                0.001034        -0.085145       No                            
SISSO_matbench_mp_gap_1                                      0.001034        -0.079387       No                            
ORB_v3_initial_atom_embedding_148                            0.001034        0.153743        Yes                           
ORB_v3_layer_2_227                                           0.001032        -0.049914       No                            
SISSO_matbench_glass_13                                      0.001030        -0.013810       No                            
ORB_v3_layer_4_154                                           0.001030        -0.053993       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#25                    0.001027        -0.008597       No                            
MVL32_Eform_MP_2019_22                                       0.001024        0.186990        Yes                           
ORB_v3_initial_atom_embedding_137                            0.001023        -0.101951       Yes                           
MEGNet_MatMinerEncoded_v1_183                                0.001021        -0.022630       No                            
ORB_v3_encoder_node_features_122                             0.001021        -0.080554       No                            
ORB_v3_layer_3_189                                           0.001021        -0.057591       No                            
ORB_v3_layer_2_55                                            0.001021        -0.168934       Yes                           
MEGNet_MatMinerEncoded_v1_702                                0.001020        0.028087        No                            
ORB_v3_layer_1_145                                           0.001019        0.020840        No                            
ORB_v3_initial_atom_embedding_132                            0.001019        -0.108514       Yes                           
ORB_v3_initial_atom_embedding_149                            0.001019        -0.021670       No                            
ORB_v3_layer_1_127                                           0.001016        -0.188357       Yes                           
MVL16_logK_MP_2019_3                                         0.001015        -0.009565       No                            
MVL32_Bandgap_MP_2018_26                                     0.001015        0.033319        No                            
ORB_v3_initial_atom_embedding_8                              0.001014        0.013084        No                            
ORB_v3_layer_2_249                                           0.001014        -0.155991       Yes                           
MEGNet_OFMEncoded_v1_49                                      0.001011        0.020872        No                            
ORB_v3_initial_atom_embedding_6                              0.001009        -0.044505       No                            
ORB_v3_layer_4_74                                            0.001008        0.203194        Yes                           
ORB_v3_layer_4_163                                           0.001007        0.038181        No                            
ORB_v3_layer_4_110                                           0.001003        -0.119893       Yes                           
ORB_v3_layer_3_175                                           0.001003        0.132985        Yes                           
SISSO_matbench_steels_15                                     0.000998        0.036212        No                            
ORB_v3_layer_1_243                                           0.000998        0.029660        No                            
SISSO_matbench_perovskites_6                                 0.000996        -0.000575       No                            
ORB_v3_encoder_node_features_252                             0.000995        0.127689        Yes                           
ORB_v3_layer_2_219                                           0.000994        0.060889        No                            
ORB_v3_layer_2_142                                           0.000993        -0.059347       No                            
ORB_v3_initial_atom_embedding_99                             0.000992        -0.060178       No                            
ORB_v3_initial_atom_embedding_139                            0.000991        -0.065354       No                            
MVL32_Efermi_MP_2019_22                                      0.000991        -0.056693       No                            
MEGNet_MatMinerEncoded_v1_613                                0.000991        -0.048038       No                            
ORB_v3_layer_3_163                                           0.000988        0.106783        Yes                           
ORB_v3_initial_atom_embedding_177                            0.000987        0.035487        No                            
ORB_v3_layer_2_175                                           0.000987        0.176353        Yes                           
ORB_v3_layer_4_129                                           0.000987        0.067363        No                            
ORB_v3_initial_atom_embedding_160                            0.000987        0.110203        Yes                           
ORB_v3_layer_1_89                                            0.000986        -0.044220       No                            
ORB_v3_layer_4_57                                            0.000986        0.063735        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#47                    0.000985        -0.004771       No                            
ORB_v3_layer_3_42                                            0.000982        0.005607        No                            
ORB_v3_initial_atom_embedding_110                            0.000981        -0.022529       No                            
MEGNet_MatMinerEncoded_v1_341                                0.000981        -0.021132       No                            
ORB_v3_encoder_node_features_177                             0.000978        -0.024951       No                            
ORB_v3_layer_3_158                                           0.000977        0.036332        No                            
ORB_v3_layer_3_87                                            0.000977        0.013128        No                            
ORB_v3_initial_atom_embedding_231                            0.000976        0.018876        No                            
SISSO_matbench_expt_gap_1                                    0.000976        -0.148220       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#23                    0.000976        -0.092270       No                            
ORB_v3_layer_4_141                                           0.000975        0.081540        No                            
MEGNet_MatMinerEncoded_v1_735                                0.000973        0.070645        No                            
MVL32_Bandgap_classifier_MP_2018_15                          0.000973        0.017659        No                            
ORB_v3_initial_atom_embedding_75                             0.000973        0.050126        No                            
MEGNet_MatMinerEncoded_v1_733                                0.000972        -0.033085       No                            
ORB_v3_layer_3_192                                           0.000972        0.019194        No                            
ORB_v3_initial_atom_embedding_213                            0.000970        -0.051051       No                            
ORB_v3_layer_3_39                                            0.000965        0.146727        Yes                           
ORB_v3_layer_4_105                                           0.000965        -0.008726       No                            
ORB_v3_initial_atom_embedding_154                            0.000964        0.089062        No                            
MEGNet_MatMinerEncoded_v1_494                                0.000963        0.070771        No                            
ORB_v3_layer_2_242                                           0.000962        0.017601        No                            
ORB_v3_layer_2_86                                            0.000962        -0.043698       No                            
ORB_v3_initial_atom_embedding_169                            0.000962        -0.009234       No                            
SISSO_matbench_jdft2d_16                                     0.000960        0.102546        Yes                           
ORB_v3_layer_3_50                                            0.000960        0.105078        Yes                           
ORB_v3_initial_atom_embedding_145                            0.000959        -0.069103       No                            
ORB_v3_layer_2_212                                           0.000958        -0.042297       No                            
ORB_v3_initial_atom_embedding_251                            0.000958        0.022133        No                            
ORB_v3_initial_atom_embedding_238                            0.000957        -0.008488       No                            
ORB_v3_layer_1_144                                           0.000957        0.124007        Yes                           
MEGNet_MatMinerEncoded_v1_287                                0.000954        0.077069        No                            
MEGNet_MatMinerEncoded_v1_620                                0.000954        -0.043805       No                            
ORB_v3_layer_3_33                                            0.000952        0.075748        No                            
ORB_v3_encoder_node_features_27                              0.000951        -0.051654       No                            
ORB_v3_initial_atom_embedding_12                             0.000950        0.174626        Yes                           
ORB_v3_initial_atom_embedding_2                              0.000950        0.125959        Yes                           
ORB_v3_layer_2_128                                           0.000947        -0.000758       No                            
MEGNet_MatMinerEncoded_v1_58                                 0.000945        0.034660        No                            
ORB_v3_initial_atom_embedding_204                            0.000944        0.020991        No                            
ORB_v3_layer_2_191                                           0.000944        -0.132798       Yes                           
MEGNet_MatMinerEncoded_v1_463                                0.000942        0.015019        No                            
ORB_v3_layer_3_256                                           0.000935        -0.053564       No                            
ORB_v3_initial_atom_embedding_166                            0.000935        -0.155842       Yes                           
ORB_v3_layer_3_97                                            0.000935        -0.144009       Yes                           
ORB_v3_layer_2_189                                           0.000934        0.014554        No                            
ORB_v3_layer_4_211                                           0.000932        0.001878        No                            
ORB_v3_layer_2_76                                            0.000931        -0.196521       Yes                           
SISSO_matbench_glass_16                                      0.000931        0.002920        No                            
ORB_v3_layer_1_208                                           0.000930        0.015743        No                            
ORB_v3_layer_3_196                                           0.000930        -0.142379       Yes                           
ORB_v3_initial_atom_embedding_47                             0.000929        0.120488        Yes                           
ORB_v3_layer_2_10                                            0.000928        0.041485        No                            
ORB_v3_layer_3_249                                           0.000928        0.141424        Yes                           
ORB_v3_layer_3_127                                           0.000928        0.087169        No                            
ORB_v3_initial_atom_embedding_229                            0.000926        -0.156052       Yes                           
ORB_v3_layer_2_149                                           0.000924        -0.211555       Yes                           
MEGNet_MatMinerEncoded_v1_655                                0.000924        -0.153387       Yes                           
ORB_v3_layer_1_177                                           0.000922        -0.187479       Yes                           
ROOST_oqmd_eform_LayerMaterialPooling_#41                    0.000922        -0.047211       No                            
ORB_v3_layer_3_220                                           0.000921        0.099457        No                            
ORB_v3_layer_5_52                                            0.000921        0.150797        Yes                           
MVL16_Bandgap_MP_2018_9                                      0.000921        0.006241        No                            
MVL32_Eform_MP_2019_24                                       0.000921        -0.156178       Yes                           
ORB_v3_layer_2_180                                           0.000920        0.025709        No                            
MVL32_Bandgap_MP_2018_8                                      0.000919        -0.024411       No                            
MVL32_Bandgap_MP_2018_10                                     0.000918        0.000806        No                            
ORB_v3_layer_3_246                                           0.000918        0.012799        No                            
ORB_v3_encoder_node_features_172                             0.000916        0.069925        No                            
SISSO_matbench_steels_11                                     0.000916        -0.044226       No                            
ORB_v3_initial_atom_embedding_86                             0.000912        -0.145299       Yes                           
ORB_v3_layer_2_15                                            0.000911        0.012234        No                            
ORB_v3_layer_3_125                                           0.000908        -0.027848       No                            
ORB_v3_layer_3_143                                           0.000908        -0.036929       No                            
MVL16_logK_MP_2019_4                                         0.000906        0.014083        No                            
MEGNet_MatMinerEncoded_v1_596                                0.000906        -0.046253       No                            
MEGNet_MatMinerEncoded_v1_285                                0.000904        0.042676        No                            
MEGNet_MatMinerEncoded_v1_593                                0.000904        -0.144937       Yes                           
ORB_v3_layer_2_216                                           0.000902        -0.046267       No                            
ORB_v3_layer_5_25                                            0.000901        0.201503        Yes                           
ORB_v3_layer_3_102                                           0.000901        0.054387        No                            
ORB_v3_layer_3_3                                             0.000899        0.149510        Yes                           
MVL16_logK_MP_2019_8                                         0.000895        0.012910        No                            
ORB_v3_layer_4_200                                           0.000895        -0.029582       No                            
ORB_v3_layer_3_169                                           0.000895        0.092610        No                            
ORB_v3_layer_1_239                                           0.000894        -0.005606       No                            
MEGNet_OFMEncoded_v1_10                                      0.000894        0.001215        No                            
ORB_v3_encoder_node_features_12                              0.000894        0.206365        Yes                           
ORB_v3_encoder_node_features_88                              0.000893        0.035316        No                            
ORB_v3_layer_2_157                                           0.000892        0.012539        No                            
MEGNet_OFMEncoded_v1_31                                      0.000891        -0.028767       No                            
MVL32_Bandgap_classifier_MP_2018_16                          0.000889        -0.102916       Yes                           
ORB_v3_layer_4_118                                           0.000889        0.003633        No                            
ORB_v3_layer_3_190                                           0.000887        0.019582        No                            
ORB_v3_layer_4_242                                           0.000886        0.020887        No                            
ORB_v3_encoder_node_features_102                             0.000885        0.068148        No                            
SISSO_matbench_perovskites_16                                0.000885        -0.070400       No                            
MEGNet_OFMEncoded_v1_134                                     0.000884        0.199001        Yes                           
ORB_v3_layer_2_74                                            0.000882        -0.126786       Yes                           
ORB_v3_layer_3_164                                           0.000881        -0.068439       No                            
ORB_v3_layer_3_135                                           0.000880        -0.069866       No                            
ROOST_oqmd_eform_LayerMaterialPooling_#08                    0.000880        -0.009051       No                            
MVL16_Eform_MP_2019_3                                        0.000878        0.061156        No                            
ORB_v3_layer_1_7                                             0.000878        0.129437        Yes                           
ORB_v3_initial_atom_embedding_163                            0.000878        0.168548        Yes                           
SISSO_matbench_glass_15                                      0.000877        -0.150941       Yes                           
ORB_v3_layer_3_45                                            0.000876        0.090901        No                            
ORB_v3_layer_4_181                                           0.000875        0.021196        No                            
ROOST_oqmd_eform_LayerMaterialPooling_#58                    0.000875        0.005946        No                            
MEGNet_MatMinerEncoded_v1_564                                0.000874        -0.004305       No                            
ORB_v3_layer_3_93                                            0.000873        0.106788        Yes                           
MEGNet_MatMinerEncoded_v1_518                                0.000872        0.015242        No                            
ORB_v3_layer_1_29                                            0.000871        -0.113577       Yes                           
ORB_v3_initial_atom_embedding_155                            0.000871        0.182179        Yes                           
ORB_v3_layer_3_136                                           0.000871        -0.000602       No                            
ORB_v3_layer_4_82                                            0.000871        0.043973        No                            
ORB_v3_layer_2_205                                           0.000868        -0.096760       No                            
ORB_v3_initial_atom_embedding_116                            0.000865        0.028614        No                            
MVL16_Bandgap_MP_2018_8                                      0.000865        -0.052748       No                            
