# c0 + a0 * ((feature_26 - feature_11) - (feature_26 * feature_2))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.509927701394661; Max AE: 2.04636094037992
# Coefficients
# Task   a0                      c0
# all , -1.761449097859407e-02,  1.084829923865081e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         25|10|sub|25|1|mult|sub; ((feature_26 - feature_11) - (feature_26 * feature_2)); $\left(\left(feature_{26} - feature_{11}\right) - \left(feature_{26} feature_{2}\right)\right)$; ((feature_26 - feature_11) - (feature_26 .* feature_2)); ((newdata$feature_26 - newdata$feature_11) - (newdata$feature_26 * newdata$feature_2)); feature_26,feature_11,feature_26,feature_2
# Number of Samples Per Task
# Task, n_samples               
# all , 1705                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
61          ,  6.799999999999999e-01,  1.219839384357397e+00, -7.664681349940018e+00
62          ,  1.380000000000000e+00,  1.357301519835408e+00, -1.546860458820224e+01
63          ,  2.400000000000000e+00,  1.259674156396789e+00, -9.926158680610586e+00
64          ,  9.800000000000000e-01,  1.194923970799573e+00, -6.250197469133978e+00
66          ,  8.800000000000001e-01,  1.259112640680844e+00, -9.894280625398675e+00
68          ,  8.000000000000003e-01,  7.778066011474193e-01,  1.743015583537271e+01
69          ,  1.280000000000000e+00,  1.137051059474518e+00, -2.964669014443805e+00
70          ,  1.380000000000000e+00,  1.234783079709998e+00, -8.513056438993736e+00
71          ,  1.380000000000000e+00,  1.547352074110089e+00, -2.625804803596576e+01
72          ,  1.880000000000000e+00,  1.519624870651543e+00, -2.468393479634722e+01
73          ,  1.680000000000000e+00,  9.849933014938186e-01,  5.667868716307961e+00
74          ,  1.640000000000000e+00,  1.219724742111889e+00, -7.658172944693003e+00
75          ,  2.340000000000000e+00,  1.754664774201023e+00, -3.802748834184059e+01
76          ,  3.440000000000000e+00,  2.388049999312996e+00, -7.398567900892780e+01
77          ,  8.800000000000001e-01,  1.566047087193398e+00, -2.731939083071514e+01
80          ,  1.160000000000000e+00,  1.291215351834505e+00, -1.171679773319782e+01
81          ,  1.520000000000000e+00,  1.380834641077045e+00, -1.680461374510810e+01
82          ,  5.800000000000001e-01,  1.248306430062448e+00, -9.280796498521120e+00
83          ,  1.800000000000000e+00,  1.873822183482941e+00, -4.479222593356116e+01
84          ,  7.800000000000002e-01,  1.316377198456821e+00, -1.314527197369072e+01
85          ,  1.000000000000000e+00,  1.183440563779187e+00, -5.598267928033923e+00
86          ,  1.100000000000000e+00,  1.175334484060368e+00, -5.138074117797245e+00
87          ,  1.600000000000000e-01,  1.201911010168738e+00, -6.646861748428593e+00
88          ,  2.020000000000000e+00,  1.094032366067168e+00, -5.224358860707383e-01
89          ,  1.320000000000001e+00,  1.298186956628518e+00, -1.211258576945077e+01
90          ,  4.080000000000000e+00,  4.537957536490990e+00, -1.960390235983717e+02
91          ,  1.620000000000000e+00,  1.266464621578808e+00, -1.031166316043186e+01
92          ,  1.000000000000000e+00,  1.156873457067249e+00, -4.090015050092491e+00
93          ,  1.420000000000000e+00,  1.407518250429072e+00, -1.831948064557395e+01
94          ,  1.620000000000000e+00,  1.540319538975821e+00, -2.585880089661813e+01
96          ,  8.600000000000001e-01,  1.369590530166267e+00, -1.616626938849611e+01
98          ,  9.800000000000000e-01,  9.261273829902535e-01,  9.009771617453474e+00
99          ,  1.140000000000000e+00,  1.418562188555374e+00, -1.894646090516383e+01
100         ,  1.220000000000000e+00,  7.073694856637985e-01,  2.142897223995796e+01
101         ,  1.460000000000000e+00,  1.498401590749445e+00, -2.347905865613461e+01
103         ,  1.040000000000000e+00,  1.201708667117973e+00, -6.635374442266219e+00
104         ,  1.860000000000000e+00,  1.589499483325114e+00, -2.865081710696784e+01
105         ,  1.420000000000000e+00,  1.386236351140549e+00, -1.711127659844106e+01
106         ,  1.360000000000000e+00,  1.465947234741312e+00, -2.163657816393233e+01
107         ,  8.000000000000003e-01,  8.823860670099661e-01,  1.149302906914163e+01
108         ,  6.400000000000000e-01,  1.374718277446918e+00, -1.645737898041575e+01
109         ,  1.400000000000000e-01,  1.390128540470055e+00, -1.733224178751385e+01
110         ,  1.460000000000000e+00,  1.836848427531516e+00, -4.269317260318919e+01
111         ,  1.040000000000000e+00,  1.133313964656955e+00, -2.752508763994018e+00
112         ,  1.280000000000000e+00,  1.214799430825307e+00, -7.378555935460793e+00
113         ,  5.800000000000001e-01,  1.009471641770282e+00,  4.278198114630614e+00
114         ,  1.280000000000000e+00,  1.473742728108330e+00, -2.207913954004539e+01
115         ,  1.600000000000000e+00,  1.405166025251643e+00, -1.818594143741361e+01
116         ,  1.040000000000000e+00,  9.126092097551866e-01,  9.777217764577163e+00
117         ,  1.999999999999999e-01,  1.160030228200983e+00, -4.269229489929001e+00
118         ,  2.280000000000000e+00,  1.269088293124872e+00, -1.046061276954925e+01
119         ,  1.700000000000000e+00,  1.191335696789333e+00, -6.046485990068223e+00
120         ,  2.440000000000000e+00,  1.407731681431613e+00, -1.833159743071412e+01
121         ,  9.000000000000001e-01,  1.017018138805993e+00,  3.849772618550035e+00
122         ,  1.480000000000000e+00,  1.326832827253233e+00, -1.373885306604915e+01
123         ,  9.800000000000000e-01,  1.279796707838333e+00, -1.106854488217595e+01
124         ,  1.820000000000000e+00,  2.367386594195810e+00, -7.281258776591108e+01
125         ,  1.540000000000000e+00,  1.130610685450648e+00, -2.599039713449670e+00
126         ,  1.400000000000000e+00,  1.371492784134110e+00, -1.627426308358243e+01
127         ,  1.180000000000000e+00,  1.064052537242853e+00,  1.179562137076651e+00
128         ,  2.020000000000000e+00,  1.572041754213415e+00, -2.765971670373083e+01
129         ,  3.420000000000000e+00,  2.281984662095733e+00, -6.796419718772965e+01
130         ,  1.880000000000000e+00,  2.009256550412264e+00, -5.248102983336778e+01
131         ,  1.700000000000000e+00,  1.144443989952818e+00, -3.384376316078785e+00
132         ,  4.520000000000000e+00,  3.500981727270409e+00, -1.371684147070469e+02
133         ,  1.420000000000000e+00,  1.460884946182053e+00, -2.134918475782080e+01
134         ,  1.780000000000000e+00,  1.588563018354501e+00, -2.859765264301871e+01
137         ,  1.400000000000000e+00,  1.241932549025254e+00, -8.918942100063591e+00
138         ,  1.160000000000000e+00,  1.462533277902889e+00, -2.144276292155197e+01
139         ,  1.680000000000000e+00,  1.274263740385744e+00, -1.075443035798603e+01
140         ,  1.920000000000000e+00,  1.205224238070858e+00, -6.834958464146716e+00
141         ,  1.280000000000000e+00,  1.159309476395318e+00, -4.228311372763963e+00
142         ,  1.760000000000000e+00,  1.232667481132596e+00, -8.392950863421138e+00
143         ,  1.680000000000000e+00,  1.434437519572521e+00, -1.984772629151185e+01
144         ,  3.800000000000000e-01,  1.288247386931385e+00, -1.154830209476428e+01
145         ,  8.800000000000001e-01,  1.193044242783448e+00, -6.143482604741417e+00
146         ,  9.800000000000000e-01,  1.301799230080241e+00, -1.231765973134453e+01
148         ,  1.920000000000000e+00,  1.529015279312180e+00, -2.521704180875244e+01
150         ,  1.660000000000000e+00,  1.452201781112202e+00, -2.085622898178369e+01
151         ,  1.040000000000000e+00,  1.553556733372216e+00, -2.661029547074356e+01
152         ,  1.500000000000000e+00,  6.994917754819958e-01,  2.187620118295586e+01
153         ,  9.000000000000001e-01,  1.362278501427761e+00, -1.575115499504632e+01
154         ,  4.399999999999999e-01,  1.313544015156037e+00, -1.298442808077169e+01
155         ,  2.340000000000000e+00,  1.743890093082311e+00, -3.741579419003081e+01
156         ,  1.820000000000000e+00,  1.367426894308084e+00, -1.604343666736824e+01
157         ,  8.600000000000001e-01,  1.038210993340111e+00,  2.646623770259549e+00
158         ,  5.800000000000001e-01, -3.614209050189240e-02,  6.363919432751302e+01
159         ,  1.300000000000000e+00,  1.499480221711263e+00, -2.354029408798039e+01
161         ,  1.120000000000000e+00,  1.318587478914954e+00, -1.327075277587901e+01
162         ,  3.060000000000000e+00,  3.015272024531115e+00, -1.095939759492338e+02
163         ,  1.160000000000000e+00,  1.943124828824549e+00, -4.872663683568872e+01
164         ,  2.460000000000000e+00,  2.266222627890413e+00, -6.706936382442241e+01
165         ,  1.680000000000000e+00,  1.199261302663631e+00, -6.496434040450688e+00
166         ,  1.020000000000000e+00,  1.297533609046302e+00, -1.207549428704518e+01
167         ,  1.500000000000000e+00,  1.093951508910013e+00, -5.178455089061202e-01
168         ,  1.020000000000000e+00,  1.280520048563052e+00, -1.110960997600115e+01
169         ,  1.180000000000000e+00,  1.418270639069915e+00, -1.892990922133636e+01
170         ,  8.200000000000000e-01,  1.038669051455737e+00,  2.620619151892647e+00
171         ,  1.580000000000000e+00,  1.202152544417428e+00, -6.660573995293029e+00
172         ,  2.940000000000000e+00,  2.499262320250634e+00, -8.029936250240986e+01
173         ,  2.720000000000000e+00,  3.407897117816553e+00, -1.318838674801656e+02
174         ,  1.680000000000000e+00,  1.207844653011560e+00, -6.983723191091507e+00
175         ,  2.140000000000000e+00,  1.996353437874343e+00, -5.174850156708970e+01
176         ,  2.240000000000000e+00,  2.315712456700588e+00, -6.987897262153822e+01
177         ,  1.960000000000000e+00,  1.574953767124233e+00, -2.782503586704680e+01
179         ,  1.040000000000000e+00,  7.392520440470183e-01,  1.961895352173528e+01
180         ,  5.199999999999999e-01,  9.519175213694108e-01,  7.545628349816699e+00
181         ,  1.640000000000000e+00,  1.338129968158377e+00, -1.438020801175112e+01
182         ,  1.720000000000000e+00,  1.383431564837400e+00, -1.695204484394088e+01
183         ,  2.860000000000000e+00,  3.202809943806726e+00, -1.202407734924336e+02
184         ,  1.400000000000000e+00,  1.219723396646885e+00, -7.658096560708631e+00
185         ,  7.000000000000000e-01,  1.387516479823675e+00, -1.718395134587952e+01
186         ,  2.300000000000000e+00,  2.416135732353504e+00, -7.558014648883621e+01
187         , -6.000000000000000e-02,  1.301655426389723e+00, -1.230949578890122e+01
188         ,  1.860000000000000e+00,  1.492679411976659e+00, -2.315420233302316e+01
189         ,  1.740000000000000e+00,  1.394250675180462e+00, -1.756626130675038e+01
190         ,  1.120000000000000e+00,  1.409484191546986e+00, -1.843108995181525e+01
191         ,  1.640000000000000e+00,  1.387106497858033e+00, -1.716067607972850e+01
192         ,  1.580000000000000e+00,  6.519063771522262e-01,  2.457769272123519e+01
193         ,  9.000000000000001e-01,  1.222860746367059e+00, -7.836208418950040e+00
194         ,  1.960000000000000e+00,  1.875017919532932e+00, -4.486010958977606e+01
195         ,  9.200000000000002e-01,  1.374461347986535e+00, -1.644279272522990e+01
196         ,  2.000000000000000e+00,  1.739486543495512e+00, -3.716579834330724e+01
197         ,  2.000000000000000e+00,  1.896801358747764e+00, -4.609678678023838e+01
198         ,  9.399999999999998e-01,  1.101413848224010e+00, -9.414932500225284e-01
199         ,  7.000000000000000e-01,  1.271870809451070e+00, -1.061858022541157e+01
200         ,  1.360000000000000e+00,  1.212288640413909e+00, -7.236014750793620e+00
201         ,  7.600000000000002e-01,  1.162726708514378e+00, -4.422312557539158e+00
202         ,  1.880000000000000e+00,  1.760256790716043e+00, -3.834495516627597e+01
203         ,  1.320000000000001e+00,  1.131399658028740e+00, -2.643830822034694e+00
204         ,  1.160000000000000e+00,  1.462082316720887e+00, -2.141716120631933e+01
206         ,  1.200000000000000e+00,  1.314368283990044e+00, -1.303122300859608e+01
207         , -2.600000000000000e-01,  7.471448420504458e-01,  1.917086802139245e+01
208         ,  2.640000000000001e+00,  2.907817852931261e+00, -1.034936480016118e+02
209         ,  1.520000000000000e+00,  1.164122705351897e+00, -4.501565306836067e+00
210         ,  5.800000000000001e-01,  1.335391217306431e+00, -1.422472518484037e+01
211         ,  3.360000000000000e+00,  1.784454233562039e+00, -3.971867881661603e+01
212         ,  1.799999999999999e-01,  1.182155424371812e+00, -5.525308714569505e+00
214         ,  1.900000000000000e+00,  1.692001281379532e+00, -3.446999168198009e+01
215         ,  9.800000000000000e-01,  1.082907939345810e+00,  1.091138268830107e-01
216         ,  2.000000000000000e+00,  2.129503983767222e+00, -5.930764966025281e+01
217         ,  1.480000000000000e+00,  1.466046816176052e+00, -2.164223154527960e+01
218         ,  1.000000000000000e+00,  8.129705875420388e-01,  1.543384572698795e+01
219         ,  1.000000000000000e+00,  1.332226364461563e+00, -1.404505193463321e+01
220         ,  2.220000000000000e+00,  1.740716759807774e+00, -3.723563949362810e+01
221         ,  9.600000000000000e-01,  1.375705781663310e+00, -1.651344101579290e+01
222         ,  7.000000000000000e-01,  8.609041557143724e-01,  1.271258808573197e+01
223         ,  1.160000000000000e+00,  1.850631462815101e+00, -4.347565534994209e+01
225         ,  2.840000000000000e+00,  1.964282437474905e+00, -4.992778472443941e+01
226         ,  1.880000000000000e+00,  1.279442267771151e+00, -1.104842280952499e+01
227         ,  1.340000000000000e+00,  1.323011152063040e+00, -1.352189106613456e+01
228         ,  1.680000000000000e+00,  1.751370494589246e+00, -3.784046734783171e+01
229         ,  1.820000000000000e+00,  1.172849337402891e+00, -4.996988765941394e+00
230         ,  4.399999999999999e-01,  1.222504172733485e+00, -7.815965220664761e+00
231         ,  6.799999999999999e-01,  1.225804250396905e+00, -8.003315378408772e+00
232         ,  1.620000000000000e+00,  1.846264923946885e+00, -4.322776065497068e+01
233         ,  1.120000000000000e+00,  1.267766313730876e+00, -1.038556209703181e+01
234         ,  9.999999999999989e-02,  9.893424030647979e-01,  5.420963961792795e+00
235         ,  1.080000000000000e+00,  9.732252469397163e-01,  6.335958107503156e+00
236         ,  2.460000000000000e+00,  2.027645522886533e+00, -5.352499826235143e+01
237         ,  2.799999999999999e-01,  8.539418931179488e-01,  1.310784575198441e+01
238         ,  7.800000000000002e-01,  1.313952974792775e+00, -1.300764530783973e+01
239         ,  2.200000000000000e-01,  1.349240658865007e+00, -1.501097791138277e+01
240         ,  2.920000000000000e+00,  1.592170575666494e+00, -2.880245886287357e+01
241         ,  1.320000000000001e+00,  1.452385269104777e+00, -2.086664585916029e+01
242         ,  2.820000000000000e+00,  2.411591614247830e+00, -7.532217036501882e+01
243         ,  3.240000000000001e+00,  3.956095286284426e+00, -1.630058663579116e+02
244         ,  2.020000000000000e+00,  1.405676152274184e+00, -1.821490208255295e+01
246         ,  1.200000000000000e+00,  1.130235811662789e+00, -2.577757589071846e+00
247         ,  1.300000000000000e+00,  1.065715470574965e+00,  1.085155018861713e+00
248         ,  2.080000000000000e+00,  1.840681098153337e+00, -4.291075882957966e+01
249         ,  4.200000000000001e-01,  1.237735791008959e+00, -8.680686108369320e+00
250         ,  1.180000000000000e+00,  9.530646650145665e-01,  7.480503354348492e+00
251         ,  5.400000000000000e-01,  1.143571549235753e+00, -3.334846601134125e+00
252         ,  2.480000000000000e+00,  2.065535834382114e+00, -5.567608576988299e+01
253         ,  6.799999999999999e-01,  1.330369539472321e+00, -1.393963730803414e+01
254         ,  3.640000000000000e+00,  2.903666748612826e+00, -1.032579838360404e+02
255         ,  7.400000000000001e-01,  1.112790894779743e+00, -1.587384554492193e+00
257         ,  9.600000000000000e-01,  1.335070153576605e+00, -1.420649793488941e+01
258         ,  1.220000000000000e+00,  1.696278434286376e+00, -3.471281180729863e+01
259         ,  1.420000000000000e+00,  1.271423292702392e+00, -1.059317405561524e+01
260         ,  2.580000000000001e+00,  2.902084155753763e+00, -1.031681377620899e+02
261         ,  9.600000000000000e-01,  1.415227937040496e+00, -1.875717064869655e+01
262         ,  2.180000000000000e+00,  1.102569083539847e+00, -1.007077621279160e+00
263         ,  1.060000000000000e+00,  1.153703641637516e+00, -3.910060066801456e+00
264         ,  1.420000000000000e+00,  1.516255692231969e+00, -2.449266168924080e+01
265         ,  1.540000000000000e+00,  1.278252582303162e+00, -1.098088265355709e+01
266         ,  1.800000000000000e+00,  9.496851942020810e-01,  7.672360775411207e+00
267         ,  2.000000000000000e+00,  1.311753845942963e+00, -1.288279759850286e+01
268         ,  6.400000000000000e-01,  1.426184602494167e+00, -1.937919631307634e+01
269         ,  2.160000000000000e+00,  1.183722735634027e+00, -5.614287230276792e+00
270         ,  1.300000000000000e+00,  1.373428365255295e+00, -1.638414880912156e+01
271         ,  2.180000000000000e+00,  1.756259080361863e+00, -3.811799939678832e+01
272         ,  1.320000000000001e+00,  1.446465409399445e+00, -2.053056690504653e+01
273         ,  1.600000000000000e+00,  9.195696968516910e-01,  9.382060896010078e+00
274         ,  1.620000000000000e+00,  1.743181020282661e+00, -3.737553910684324e+01
275         ,  1.300000000000000e+00,  1.139993545017377e+00, -3.131718152930630e+00
277         ,  2.200000000000000e+00,  1.672453046100566e+00, -3.336021023540172e+01
278         ,  1.300000000000000e+00,  1.386364638842182e+00, -1.711855967586801e+01
279         ,  8.600000000000001e-01,  1.258212827236087e+00, -9.843196921313787e+00
280         ,  2.020000000000000e+00,  1.825304877005263e+00, -4.203782862871490e+01
281         ,  1.260000000000000e+00,  1.352097752845236e+00, -1.517317924798117e+01
283         ,  1.300000000000000e+00,  1.313752188390728e+00, -1.299624637486510e+01
284         ,  1.160000000000000e+00,  1.244729067574890e+00, -9.077704482299620e+00
285         ,  3.120000000000000e+00,  1.530796100217425e+00, -2.531814157413363e+01
286         ,  1.720000000000000e+00,  1.490293159787352e+00, -2.301873136243382e+01
288         ,  1.040000000000000e+00,  1.094226101416658e+00, -5.334345206452902e-01
290         ,  1.060000000000000e+00,  1.208494756635966e+00, -7.020630509344150e+00
292         ,  1.400000000000000e+00,  2.052513594123880e+00, -5.493679445149864e+01
293         ,  1.980000000000000e+00,  1.479358710713625e+00, -2.239796695391277e+01
294         ,  9.200000000000002e-01,  1.169084699624471e+00, -4.783264861969676e+00
295         ,  1.580000000000000e+00,  1.339945392652728e+00, -1.448327227268019e+01
296         ,  2.600000000000001e-01,  1.421391867659071e+00, -1.910710585977166e+01
297         ,  1.140000000000000e+00,  2.524390522791523e-01,  4.725602758532663e+01
298         ,  1.180000000000000e+00,  1.237476002234254e+00, -8.665937525794874e+00
299         ,  1.840000000000000e+00,  1.462135123471745e+00, -2.142015912155408e+01
300         ,  2.140000000000000e+00,  1.824173769611302e+00, -4.197361403430310e+01
302         ,  2.100000000000000e+00,  1.548710465359475e+00, -2.633516586191010e+01
303         ,  8.200000000000000e-01,  9.161383317283950e-01,  9.576864431773103e+00
304         ,  1.400000000000000e+00,  1.579441595882189e+00, -2.807981636359423e+01
305         ,  1.820000000000000e+00,  1.929704301180787e+00, -4.796473416929479e+01
306         ,  6.799999999999999e-01,  1.087403622577079e+00, -1.461125794169060e-01
308         ,  1.080000000000000e+00,  1.333704480072764e+00, -1.412896668488050e+01
309         ,  4.600000000000000e-01,  1.200393820630214e+00, -6.560728715100049e+00
310         ,  4.580000000000000e+00,  4.561965938200118e+00, -1.974020151113428e+02
312         ,  1.960000000000000e+00,  2.065043025413643e+00, -5.564810829559379e+01
314         ,  2.240000000000000e+00,  1.694156688856648e+00, -3.459235726607422e+01
316         ,  1.400000000000000e+00,  1.507065766519376e+00, -2.397093638228977e+01
317         ,  7.800000000000002e-01,  1.330425631194638e+00, -1.394282171582570e+01
318         ,  2.060000000000000e+00,  1.281101557432863e+00, -1.114262307132807e+01
319         ,  1.240000000000000e+00,  1.131969323710317e+00, -2.676171562523296e+00
320         ,  1.000000000000000e+00,  1.465446788166599e+00, -2.160816709174629e+01
321         ,  4.799999999999998e-01,  1.365320672834305e+00, -1.592386344346198e+01
322         ,  4.799999999999998e-01,  1.333439297739692e+00, -1.411391190223621e+01
323         ,  1.500000000000000e+00,  1.272036403204212e+00, -1.062798122106584e+01
324         ,  1.520000000000000e+00,  1.349709638415030e+00, -1.503760255529628e+01
325         ,  1.480000000000000e+00,  1.155698763200243e+00, -4.023325988885228e+00
326         ,  1.940000000000000e+00,  1.640025992577762e+00, -3.151927974457969e+01
327         ,  1.340000000000000e+00,  1.583433947344862e+00, -2.830646790109957e+01
328         ,  2.700000000000000e+00,  2.197220390817467e+00, -6.315200753199249e+01
329         ,  1.580000000000000e+00,  1.592944017030640e+00, -2.884636824209354e+01
330         ,  9.000000000000001e-01,  1.014788377110363e+00,  3.976359398624408e+00
331         ,  9.399999999999998e-01,  1.181641371115767e+00, -5.496125171504309e+00
332         ,  5.600000000000001e-01,  1.033033915413508e+00,  2.940533933936436e+00
333         ,  2.140000000000000e+00,  1.577435872618441e+00, -2.796594856768770e+01
334         ,  8.600000000000001e-01,  1.476514883656767e+00, -2.223651879964511e+01
335         ,  2.160000000000000e+00,  2.397820735600638e+00, -7.454037776800720e+01
336         ,  3.120000000000000e+00,  2.574588784464955e+00, -8.457575427018000e+01
337         ,  1.520000000000000e+00,  1.396009096991901e+00, -1.766608944334410e+01
338         ,  9.600000000000000e-01,  1.064127527696219e+00,  1.175304821128224e+00
339         ,  1.220000000000000e+00,  1.508767535215363e+00, -2.406754823999571e+01
340         ,  1.340000000000000e+00,  1.134352981890953e+00, -2.811495267507603e+00
342         ,  6.799999999999999e-01,  1.110438846960516e+00, -1.453855415212180e+00
344         ,  2.900000000000000e+00,  1.443301238615404e+00, -2.035093237641408e+01
345         ,  1.520000000000000e+00,  1.154811914513251e+00, -3.972978312754840e+00
346         ,  1.980000000000000e+00,  1.238214164910442e+00, -8.707844083133651e+00
347         ,  1.720000000000000e+00,  1.375104664493555e+00, -1.647931472906194e+01
348         ,  8.800000000000001e-01,  1.015241390637592e+00,  3.950641168799907e+00
349         ,  1.840000000000000e+00,  1.336902432469060e+00, -1.431051904425221e+01
350         ,  8.400000000000000e-01,  1.144688313986463e+00, -3.398246943049642e+00
351         ,  2.560000000000000e+00,  2.082994338857446e+00, -5.666723019162916e+01
355         ,  1.600000000000000e+00,  1.498040024705204e+00, -2.345853203151172e+01
356         ,  7.800000000000002e-01,  1.177796752417623e+00, -5.277860635627805e+00
357         ,  3.480000000000000e+00,  1.655694917914147e+00, -3.240882718341437e+01
358         ,  1.100000000000000e+00,  8.746009536101881e-01,  1.193500115957778e+01
359         ,  7.400000000000001e-01,  1.090372065971826e+00, -3.146353825086585e-01
360         ,  1.740000000000000e+00,  1.156606427545126e+00, -4.074855399867742e+00
361         ,  3.820000000000000e+00,  1.773639059620077e+00, -3.910468582896139e+01
362         ,  1.440000000000000e+00,  1.413128080668927e+00, -1.863795878080210e+01
363         ,  7.800000000000002e-01,  1.449742361023406e+00, -2.071660416425226e+01
364         ,  1.180000000000000e+00,  1.184900855348590e+00, -5.681170781779596e+00
365         ,  1.720000000000000e+00,  1.960007165354482e+00, -4.968507137407244e+01
366         ,  8.800000000000001e-01,  1.306333987369490e+00, -1.257510442814335e+01
