# c0 + a0 * (|(|feature_22 - feature_9|) - (feature_18 + feature_1)|) + a1 * (|(feature_30 * feature_16) - (exp(-1.0 * feature_21))|) + a2 * ((feature_19 + feature_15) * (feature_18 - feature_17)) + a3 * ((feature_28 + feature_20) - (feature_24 * feature_6)) + a4 * ((feature_25 - feature_12) * (feature_7 + feature_5))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.451715453356021; Max AE: 1.94725824791895
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all , -2.145454700070197e-01,  1.898150775362456e-01, -1.211810529427612e+00,  3.699695935634590e+00, -1.671450031660873e-01,  1.017330950415001e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         21|8|abd|17|0|add|abd; (|(|feature_22 - feature_9|) - (feature_18 + feature_1)|); $\left(\left|\left(\left|feature_{22} - feature_{9}\right|\right) - \left(feature_{18} + feature_{1}\right)\right|\right)$; abs(abs(feature_22 - feature_9) - (feature_18 + feature_1)); abs(abs(newdata$feature_22 - newdata$feature_9) - (newdata$feature_18 + newdata$feature_1)); feature_22,feature_9,feature_18,feature_1
# 1;  2; Unitless;                                         29|15|mult|20|nexp|abd; (|(feature_30 * feature_16) - (exp(-1.0 * feature_21))|); $\left(\left|\left(feature_{30} feature_{16}\right) - \left(\exp{ \left(-feature_{21} \right) } \right)\right|\right)$; abs((feature_30 .* feature_16) - exp(-1.0 * (feature_21))); abs((newdata$feature_30 * newdata$feature_16) - exp(-1.0 * (newdata$feature_21))); feature_30,feature_16,feature_21
# 2;  2; Unitless;                                         18|14|add|17|16|sub|mult; ((feature_19 + feature_15) * (feature_18 - feature_17)); $\left(\left(feature_{19} + feature_{15}\right) \left(feature_{18} - feature_{17}\right)\right)$; ((feature_19 + feature_15) .* (feature_18 - feature_17)); ((newdata$feature_19 + newdata$feature_15) * (newdata$feature_18 - newdata$feature_17)); feature_19,feature_15,feature_18,feature_17
# 3;  2; Unitless;                                         27|19|add|23|5|mult|sub; ((feature_28 + feature_20) - (feature_24 * feature_6)); $\left(\left(feature_{28} + feature_{20}\right) - \left(feature_{24} feature_{6}\right)\right)$; ((feature_28 + feature_20) - (feature_24 .* feature_6)); ((newdata$feature_28 + newdata$feature_20) - (newdata$feature_24 * newdata$feature_6)); feature_28,feature_20,feature_24,feature_6
# 4;  2; Unitless;                                         24|11|sub|6|4|add|mult; ((feature_25 - feature_12) * (feature_7 + feature_5)); $\left(\left(feature_{25} - feature_{12}\right) \left(feature_{7} + feature_{5}\right)\right)$; ((feature_25 - feature_12) .* (feature_7 + feature_5)); ((newdata$feature_25 - newdata$feature_12) * (newdata$feature_7 + newdata$feature_5)); feature_25,feature_12,feature_7,feature_5
# Number of Samples Per Task
# Task, n_samples               
# all , 1691                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
17          ,  5.400000000000000e-01,  9.534685783070976e-01,  1.078297915299118e+00,  7.426698064933221e-01,  1.447895844639899e-01,  1.489652132355080e-02, -8.786178160368134e-01
19          ,  8.400000000000000e-01,  1.390915181012672e+00,  1.043890753911782e+00,  7.121593282516583e-01, -3.310238453529390e-02, -4.657750868853370e-02, -3.557249544507862e+00
20          ,  7.800000000000002e-01,  1.502485144719123e+00,  3.886448637065072e-01,  1.016217310790626e+00, -6.534920613646967e-03,  4.434236739021249e-02, -1.218525566040963e+00
21          ,  3.440000000000000e+00,  1.782173535952349e+00,  1.649834811313947e+00,  1.374016321661510e+00,  1.361611653246275e-03,  4.377324319958197e-02, -4.174222789193808e+00
22          ,  3.140000000000000e+00,  2.987253207673763e+00,  1.769748522019385e+00,  1.630955385437663e+00, -5.165589373071605e-03,  2.845582392543339e-02, -1.153786361853302e+01
23          ,  1.140000000000000e+00,  1.171636304870619e+00,  8.299130270158863e-01,  1.406829279796260e+00,  9.987496618768342e-03, -2.341807595210138e-02, -9.815713120630570e-01
24          ,  8.200000000000000e-01,  9.568368067211025e-01,  4.438945903858004e-01,  1.467952307882450e+00, -3.761466706735411e-02, -6.583951318341678e-02,  2.745742960972896e-01
26          ,  2.100000000000000e+00,  1.941500504964643e+00,  6.869994713703997e-01,  1.415410182282262e-02, -7.337949445556805e-04,  3.781074719533853e-02, -5.552651956995953e+00
27          ,  2.720000000000000e+00,  1.225405814434771e+00,  7.570728581364427e-01,  1.643130105602798e+00, -2.456937380316625e-02, -4.962045294716725e-02, -1.270858871005946e+00
28          ,  2.040000000000000e+00,  1.942726931999061e+00,  1.615720851312860e+00,  3.802019001228726e-01,  3.132231675895465e-02,  9.510874644452771e-02, -5.300528114429881e+00
29          ,  1.600000000000000e+00,  1.444060367011413e+00,  1.496474053422624e+00,  2.442747151885010e-01,  2.385080431385322e-02,  9.566336982151938e-03, -4.157672836908914e+00
30          ,  1.400000000000000e+00,  1.265631979717557e+00,  1.645996690948958e+00,  8.980547450991498e-01,  1.179692674845845e-02,  9.415660949441673e-02, -5.798716364385933e-01
31          ,  2.600000000000001e-01,  7.017782392433415e-01,  1.521934994883129e+00,  9.623576975527914e-01,  2.144851773094407e-01,  2.724166148605098e-02,  7.519770932410791e-02
32          ,  1.720000000000000e+00,  1.457578605695894e+00,  1.511744128991250e+00,  3.750440323826310e-01,  3.795558538510620e-05,  9.669426433083420e-02, -2.008454394415463e+00
33          ,  1.460000000000000e+00,  1.102068923396085e+00,  1.622425149427240e+00,  1.391060352852499e-01,  1.675695016914076e-02,  1.008258509005076e-01, -3.212705925879446e-01
34          ,  1.380000000000000e+00,  1.473757587555817e+00,  1.547641443914530e+00,  6.000356310531085e-01, -5.507864124982128e-02,  8.106866758631100e-02, -1.842089114680337e+00
36          ,  2.440000000000000e+00,  2.340007098905648e+00,  9.836229509867880e-01,  2.990564442005402e+00, -2.993740304170527e-02,  1.047777947263134e-01, -3.243467190708369e+00
37          ,  2.400000000000000e+00,  1.953272925181836e+00,  1.098607105474726e+00,  1.044343929818452e+00, -5.809019616910784e-02,  1.286566813580388e-02, -5.117817110066178e+00
38          ,  1.780000000000000e+00,  1.664152434284072e+00,  1.057391918723403e+00,  4.583011716079755e-01,  4.305773970023725e-03,  6.217601273609803e-02, -3.361590760159752e+00
39          ,  3.500000000000000e+00,  2.879554495203650e+00,  2.026633158755192e+00,  2.045629077104761e+00, -6.519334469536666e-03,  1.146573677498714e-01, -8.834482891525353e+00
40          ,  1.640000000000000e+00,  1.503494069724589e+00,  7.745477621734205e-01,  5.512596208900546e-01, -2.969320661128223e-03, -1.353780286956401e-02, -3.554930953737457e+00
41          ,  4.220000000000000e+00,  4.077311762023941e+00,  1.425820203137972e+00,  2.825283006766456e+00,  4.201400642605123e-03,  2.365169413460345e-01, -1.172427091480934e+01
42          ,  1.960000000000000e+00,  1.573195015421070e+00,  2.427842809421529e+00,  5.085105153243545e-01, -5.500767247024324e-02,  2.468609560477105e-02, -4.919284686427932e+00
46          ,  1.260000000000000e+00,  1.404074661150445e+00,  1.343524481276816e+00,  6.495335055213673e-01, -7.146241800383032e-02,  8.005507894045659e-03, -2.605418561496395e+00
47          ,  8.000000000000003e-01,  1.083950684090053e+00,  1.938252313456499e+00,  1.039733230746891e+00,  4.182998619440662e-03, -1.701051758754427e-02, -2.112588957558971e+00
49          ,  1.220000000000000e+00,  9.913386097797324e-01,  1.649834811313948e+00,  1.099887557283173e+00,  3.364785605894822e-02,  2.621588857829420e-02, -3.768046371408379e-01
51          ,  1.240000000000000e+00,  1.235158269090821e+00,  6.952950383902030e-01,  7.231307264717324e-02, -8.251817137127108e-03, -1.845708154939549e-02, -2.462290531525646e+00
52          ,  1.260000000000000e+00,  1.048484368993374e+00,  1.146553615077957e+00,  7.533546371607878e-01, -3.780864605042586e-02,  1.033092380122687e-02, -2.997699052523307e-01
53          ,  1.260000000000000e+00,  1.779143442808002e+00,  1.308647018220563e+00,  2.300414567757992e-01,  1.928669999256366e-02,  9.710339772909012e-02, -3.966796569990243e+00
54          ,  8.400000000000000e-01,  1.051695519065837e+00,  8.549302525334451e-01,  1.764240769056550e+00, -3.749478121934048e-02, -2.163411648864190e-02,  4.935261787118400e-01
55          ,  3.260000000000000e+00,  1.917185648165250e+00,  1.399834811313948e+00,  1.201178148376058e+00,  3.049278271103612e-02,  2.046068862234869e-02, -5.584578197673125e+00
56          , -1.999999999999999e-01,  7.581445916266087e-01,  1.171192261571488e+00,  1.338788668379307e+00, -3.576108417915237e-02, -5.450469190357470e-02,  6.205361137498553e-01
57          ,  4.999999999999999e-01,  1.095012815901188e+00,  1.631031938382728e+00,  6.910440469445257e-01, -2.656520861834202e-02,  7.230951144547451e-02,  1.958422393403191e-02
58          ,  1.200000000000000e+00,  1.020327162199446e+00,  1.742981612793973e+00,  6.595227934407036e-01, -4.671929133347757e-02,  3.919939202710101e-03, -1.080739090118361e+00
59          ,  1.300000000000000e+00,  1.614112358022358e+00,  1.645996690948958e+00,  6.888231102878466e-01,  3.057723478307102e-02,  9.560552151522024e-02, -3.006467291196488e+00
61          ,  1.000000000000000e+00,  1.247481927848665e+00,  1.751770963286316e+00,  2.150035209601382e+00, -1.989201363689768e-02, -5.076420960526710e-02, -2.163290458026653e+00
62          ,  1.720000000000000e+00,  1.365618918488201e+00,  7.541698537011494e-01,  9.657394649142009e-01,  2.008914960603893e-02,  2.823261215299281e-02, -1.475796106977217e+00
63          ,  2.560000000000000e+00,  1.738963727382341e+00,  1.380772357332030e+00,  5.954806526554873e-01, -1.556863183494077e-02,  1.893045894437167e-02, -4.881610790813649e+00
64          ,  1.620000000000000e+00,  1.446830785705893e+00,  4.712215247462779e-01,  1.590234672644502e+00,  5.962632454259491e-04,  1.613096374817003e-02, -1.015828501912157e+00
65          ,  1.999999999999999e-01,  1.155766157655230e+00,  1.558666173487156e+00,  1.522440798444032e+00, -3.069391149978909e-02, -5.563734933890935e-02, -2.108970170874238e+00
66          ,  1.100000000000000e+00,  1.136957187729339e+00,  8.321069004669276e-01,  6.849020157511676e-02,  8.814530156424704e-03, -3.952939194163479e-02, -2.644881948217438e+00
68          ,  1.020000000000000e+00,  1.508867599107112e+00,  8.143876637381680e-01,  3.942831151536870e-01, -1.867113675259412e-02,  4.143635914945654e-02, -2.485812529159650e+00
69          ,  1.600000000000000e+00,  1.993170001947351e+00,  1.392158570583968e+00,  1.054790182105505e+00,  2.897858867677912e-02,  5.736259129558346e-02, -5.367780562982044e+00
70          ,  6.799999999999999e-01,  9.486966720048186e-01,  4.795955954922713e-01,  4.270010764440251e-01, -6.703556056946852e-02, -1.264326268432514e-02,  4.860966671695905e-01
71          ,  5.199999999999999e-01,  9.588263384467918e-01,  1.181416108952029e+00,  1.082272774106032e+00, -7.915290007653373e-03, -5.724310335767037e-02, -1.147036485073337e+00
72          ,  1.020000000000000e+00,  1.574974747864397e+00,  1.446818594280203e+00,  1.262202053893330e+00, -3.925279557272944e-01,  3.924340153088975e-02, -4.552352098175876e-02
73          ,  7.600000000000002e-01,  1.178219240839101e+00,  1.685414861350380e+00,  1.155584611853423e+00,  4.970537807749302e-02,  1.407697358038129e-02, -1.862406916128244e+00
74          ,  1.800000000000000e+00,  1.279383899003514e+00,  8.053615843430874e-01,  1.185871965077096e+00, -2.730996612135045e-02,  8.007528574674322e-03, -8.796154298155910e-01
75          ,  6.400000000000000e-01,  1.196131115584779e+00,  8.949683564156274e-01,  1.609955075402383e+00, -1.780330274587570e-02, -7.199137893930610e-02, -1.854616056930018e+00
76          ,  1.680000000000000e+00,  1.512755099304619e+00,  9.243601956483392e-01,  9.613796820967939e-01, -9.847126999051374e-03,  4.106316449016112e-02, -2.078452846873252e+00
77          ,  6.000000000000000e-01,  1.235853863099466e+00,  6.123243820893853e-01,  1.123843921216656e+00,  7.377299298296994e-02,  2.178565478552309e-02, -8.697263002638230e-01
78          ,  1.380000000000000e+00,  1.428818439979006e+00,  5.784537137932696e-01,  1.170249709167321e+00, -3.428765111568342e-02,  5.683044365781864e-02, -3.688747790503271e-01
79          ,  1.380000000000000e+00,  1.604758276150150e+00,  4.457715541735692e-01,  3.913723599245288e-01, -3.567901538378656e-02,  3.315773830880445e-02, -2.649600370516566e+00
80          ,  9.200000000000002e-01,  7.601250664043275e-01,  1.454734659024159e+00,  1.077193442453920e+00,  1.144260740911306e-01, -7.598223391555932e-03, -1.029473070853421e-01
81          ,  8.600000000000001e-01,  2.763048856768076e-01,  2.260808735141830e+00,  9.461279088230005e-01,  1.450581350131361e-01, -3.808761638521749e-02,  7.112001989618980e-01
83          ,  1.040000000000000e+00,  1.628380365362058e+00,  6.110422218160609e-01,  2.125503648332558e-01, -4.454382236062427e-03,  1.383938124807053e-02, -3.860128089784877e+00
84          ,  1.440000000000000e+00,  1.600581912352948e+00,  1.057659961979418e+00,  4.799497037774363e-01,  6.054999625760136e-03,  5.382981739464889e-02, -3.154440581748922e+00
85          ,  1.200000000000000e+00,  1.192730971470826e+00,  1.366130528344994e+00,  1.159365554702811e+00, -6.463316793823682e-03,  2.148658124125700e-02, -9.638693290576218e-01
86          ,  1.080000000000000e+00,  1.278261309565643e+00,  1.058304301529152e+00,  6.934549304730477e-01, -4.092408143119444e-02, -2.924398023270373e-03, -1.900049036565300e+00
87          ,  1.060000000000000e+00,  1.616729917987921e+00,  8.319899404448017e-01,  5.157687000548820e-01,  5.624088928720571e-04,  1.872149768424759e-02, -3.657995376112753e+00
88          ,  8.600000000000001e-01,  9.105078176587925e-01,  5.070297049248258e-01,  7.672563137009856e-01, -5.237532666834051e-02, -2.264283316051884e-02,  7.381399100636235e-01
89          ,  1.060000000000000e+00,  9.787646896600768e-01,  1.176174158718823e+00,  1.033927706500805e+00, -1.306497634420352e-04, -2.887092363340842e-02, -7.429287317870600e-01
90          ,  1.380000000000000e+00,  1.613274119782992e+00,  1.272521267768920e+00,  8.099598051992667e-01,  5.008176895231262e-02,  7.539996396410979e-02, -2.973148613124982e+00
91          ,  1.060000000000000e+00,  1.397370154311437e+00,  9.281983160133291e-01,  1.145459442916073e+00, -2.310474394332663e-02, -2.170303257237791e-02, -2.477193553257409e+00
92          ,  1.800000000000000e+00,  1.981598357497554e+00,  7.851432663399878e-01,  1.059803427512400e-01,  4.208786643967573e-02,  7.739484805209842e-02, -5.248525349389542e+00
93          ,  1.500000000000000e+00,  1.427518629344021e+00,  2.307486754091694e-01,  2.429171404774142e-01,  5.398831213204501e-02,  4.347785989115247e-02, -1.903456062971169e+00
94          ,  1.100000000000000e+00,  1.830612417699204e+00,  1.165258573910736e+00,  1.104288348571836e+00, -4.261575117296772e-02,  1.364989712822277e-01, -1.777049425999777e+00
95          ,  6.600000000000000e-01,  6.869945395871387e-01,  2.075173517299444e+00,  7.402354561152912e-01,  6.163146018783531e-02,  6.190742602187063e-02,  1.076778727094772e+00
96          ,  7.000000000000000e-01,  5.912222196147915e-01,  1.392165904415358e+00,  8.273597849321966e-01,  2.640825374827507e-01,  4.397269313861051e-02,  7.606497134399863e-01
97          ,  6.200000000000000e-01,  1.393068893220996e+00,  8.135687972370120e-02,  1.730420303558050e+00,  9.397791850942238e-03,  1.368439322899787e-02, -1.525207295399467e-01
98          ,  3.200000000000000e-01,  9.027871431143359e-01,  1.661262134664788e+00,  8.848374439053089e-01,  7.542421419624343e-02,  5.091267951510384e-03, -8.763689071089096e-01
99          ,  1.100000000000000e+00,  1.360209312670170e+00,  1.424230141857018e+00,  5.589217783898885e-01,  4.985725197999329e-02,  6.681974284629429e-02, -2.127215961532924e+00
100         ,  1.000000000000000e+00,  6.699199379700961e-01,  1.977762362861479e+00,  1.314287478539569e+00,  1.050965041984966e-01, -9.178431557759943e-03,  6.729593975242369e-02
101         ,  6.799999999999999e-01,  1.068886710096990e+00,  1.384482329853988e+00,  7.796965342971398e-01,  1.730696687198175e-02,  3.103829645665922e-02, -6.385624287955225e-01
102         ,  1.400000000000000e+00,  2.123214863877866e+00,  4.428124681649954e-01,  6.642653079042151e-01, -4.248927994989777e-02,  7.090250299169647e-03, -5.965353469822203e+00
103         ,  2.460000000000000e+00,  2.214835943607576e+00,  9.451534192628630e-01,  2.004988448315101e+00, -3.558401354644867e-02,  1.116873063114939e-01, -3.370583468197125e+00
104         ,  1.400000000000000e+00,  1.498416502771136e+00,  8.297617979072145e-01,  1.638142808717388e+00,  2.502684050810657e-02,  5.068434780828737e-02, -1.142565393352063e+00
105         ,  3.700000000000000e+00,  4.180206935951926e+00,  2.943915188686052e+00,  5.109128707368352e+00, -1.020739456284103e-02,  1.030083540178480e-01, -1.454557975808134e+01
106         ,  1.380000000000000e+00,  9.935660330089390e-01,  9.542231317013454e-01,  1.154511373063190e+00, -4.920408506888411e-03, -4.026798029488089e-02, -6.271940248981887e-01
107         ,  8.400000000000000e-01,  1.067044442758974e+00,  1.658761687978713e+00,  1.083148001937071e+00,  1.298585151726314e-01,  1.406452932836412e-02, -1.826706779118993e+00
108         ,  2.740000000000000e+00,  1.134210555475917e+00,  1.011588351992093e+00,  1.450320102518343e-01, -1.393449008392343e-02, -4.483036997353192e-02, -2.724310080315062e+00
109         ,  9.600000000000000e-01,  1.179610203662015e+00,  9.882545667364268e-01,  1.262969817986614e+00,  3.989315379839229e-02,  5.321588503437947e-02,  8.355361905165405e-02
110         ,  1.180000000000000e+00,  1.337346167296855e+00,  7.144856402151525e-01,  1.719034627782481e-01, -1.842222375283117e-02, -2.377896111534600e-02, -3.029260084005400e+00
111         ,  3.080000000000000e+00,  2.358994237048745e+00,  2.218957729108362e+00,  8.829592805436997e-01, -1.321745237818510e-02,  9.982793704999592e-02, -7.566972068352714e+00
112         ,  8.200000000000000e-01,  9.653691735776951e-01,  7.792667157540837e-01,  1.011894136738924e+00,  5.413664761125844e-02, -5.878696003067984e-03, -6.285769867488593e-02
113         ,  9.200000000000002e-01,  8.684543714503576e-01,  6.496277943161001e-01,  1.334062555501859e+00, -3.087736916709034e-02, -6.805207501497357e-02,  2.894050120032508e-01
114         ,  1.440000000000000e+00,  2.066043647464035e+00,  2.916809988338507e-01,  8.698523912095247e-01, -4.085237534354298e-02,  7.410930457337148e-02, -3.724270493558447e+00
115         ,  9.200000000000002e-01,  9.990989158828155e-01,  1.098337627185479e+00,  1.088154306051080e+00, -4.088030112340321e-02, -5.791506058127115e-02, -1.050537949176982e+00
116         ,  1.120000000000000e+00,  1.436555172204779e+00,  3.959966909489580e-01,  7.607939958953338e-01,  4.442285785145970e-03,  2.672252666630543e-02, -1.593175548167639e+00
117         ,  2.900000000000000e+00,  3.011616540468452e+00,  1.024647268830526e+00,  2.244068609596681e+00,  1.470108674580170e-02,  1.503275001819485e-01, -7.477398841784599e+00
118         ,  4.600000000000000e-01,  1.254506680545030e+00,  2.076336578107818e-01,  1.406901116352996e+00,  3.110798348588700e-03,  1.167577760005407e-03, -8.448689210547063e-02
119         ,  2.640000000000001e+00,  1.185684995482135e+00,  6.604699902162073e-01,  1.868991598138895e+00, -2.063849424605021e-02, -5.438574755789031e-02, -7.866994914295866e-01
120         ,  7.800000000000002e-01,  1.034912271009567e+00,  1.388644863706507e+00,  1.119737038156796e-01,  3.689848742161778e-02,  3.690949079538243e-02, -1.211011797785156e+00
121         ,  7.600000000000002e-01,  9.492240581508773e-01,  1.331304703555036e+00,  1.362639710594561e+00, -2.401020023780421e-03, -4.888806524207671e-02, -8.186325113002368e-01
122         ,  1.220000000000000e+00,  1.191353526330348e+00,  9.899626817004191e-01,  6.778047031316973e-01, -9.696156066984503e-02,  3.409317550069073e-02, -8.449914266673635e-02
123         ,  1.600000000000000e+00,  1.262221434039119e+00,  4.045704485327368e-01,  3.719447794761077e-03,  2.602865562212328e-02,  3.401688656321494e-02, -1.415973501389449e+00
124         ,  2.240000000000000e+00,  2.051040117068981e+00,  4.392875576953846e-01,  7.746785496029833e-01, -1.861059808090730e-02,  2.053729726451204e-02, -5.279107138014768e+00
125         ,  1.340000000000000e+00,  1.423252031445227e+00,  6.935778300299944e-01,  9.088581642399223e-01,  1.331924044035211e-01,  8.663779099487698e-02, -1.334652848126142e+00
126         ,  5.600000000000001e-01,  4.744665525302020e-01,  1.368956439616649e+00,  8.494023375623673e-01,  3.446167807122081e-01,  2.722765256476137e-03,  1.707215714796886e-02
127         ,  2.400000000000000e+00,  1.657777302600156e+00,  4.959370665857648e-01,  1.175673372407279e+00, -8.363675387881758e-02, -7.570566388308879e-03, -2.694329815777987e+00
128         ,  2.120000000000000e+00,  1.444477397829516e+00,  1.439575435944394e+00,  1.133478187299494e+00,  6.920025008962345e-03,  1.691382493318262e-02, -2.791943084691530e+00
129         ,  2.920000000000000e+00,  2.596284280665323e+00,  7.569225827178403e-01,  1.982428438607072e+00,  9.251693860287588e-03,  7.056745586790790e-02, -6.671967351596054e+00
130         ,  1.480000000000000e+00,  1.411890916651752e+00,  7.499053559938909e-01,  1.587072265052603e+00, -3.327526351682402e-03,  2.424229827413265e-02, -9.601068015657560e-01
131         ,  1.180000000000000e+00,  1.136437282529387e+00,  7.207293112090056e-01,  4.412203354785104e-01,  1.505161524262582e-02, -1.628474693957831e-02, -1.606231604665229e+00
133         ,  9.399999999999998e-01,  7.649729470179186e-01,  5.511053289146307e-01,  3.641448538434635e-01, -3.983648335059263e-02, -4.828530969886702e-02,  4.359947339370258e-01
135         ,  1.560000000000000e+00,  9.658907531326519e-01,  3.760880533122857e-01,  1.269674765840750e+00, -4.356742523823392e-02, -1.401718012103651e-03,  1.551737428836256e+00
136         ,  1.580000000000000e+00,  1.515774769650113e+00,  4.082356402151524e-01,  2.037532599909176e-01, -1.028713138418715e-02,  8.462839105916439e-03, -3.012818155394136e+00
137         ,  1.780000000000000e+00,  1.141788845480856e+00,  8.787799043746802e-01,  5.387738461455309e-01, -3.605459275809497e-02, -6.061517120117931e-02, -2.341051801025274e+00
139         ,  1.400000000000000e+00,  1.594608477174950e+00,  5.341816121851671e-01,  4.300735936002043e-01,  2.029852773575888e-02,  1.249456255420504e-02, -3.521620123203201e+00
