# c0 + a0 * ((feature_19 / feature_29) - sqrt(feature_18)) + a1 * ((feature_22 * feature_12) * (feature_11 + feature_8))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.493213065814132; Max AE: 2.36846524924758
# Coefficients
# Task   a0                      a1                      c0
# all ,  4.216806886573654e-02,  3.614506967782150e-03,  9.221023402328943e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         18|28|div|17|sqrt|sub; ((feature_19 / feature_29) - sqrt(feature_18)); $\left(\left(\frac{ feature_{19} }{ feature_{29} } \right) - \left(\sqrt{ feature_{18} }\right)\right)$; ((feature_19 ./ feature_29) - sqrt(feature_18)); ((newdata$feature_19 / newdata$feature_29) - sqrt(newdata$feature_18)); feature_19,feature_29,feature_18
# 1;  2; Unitless;                                         21|11|mult|10|7|add|mult; ((feature_22 * feature_12) * (feature_11 + feature_8)); $\left(\left(feature_{22} feature_{12}\right) \left(feature_{11} + feature_{8}\right)\right)$; ((feature_22 .* feature_12) .* (feature_11 + feature_8)); ((newdata$feature_22 * newdata$feature_12) * (newdata$feature_11 + newdata$feature_8)); feature_22,feature_12,feature_11,feature_8
# Number of Samples Per Task
# Task, n_samples               
# all , 1694                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
34          ,  1.360000000000000e+00,  1.114312854133578e+00,  4.454675234320123e+00,  1.207761358407468e+00
36          ,  1.240000000000000e+00,  1.649999063131758e+00,  4.219417764974328e+00,  1.521568581591571e+02
38          ,  9.000000000000001e-01,  8.900044469446294e-01, -5.458139081744529e+00,  5.479621236171975e+01
40          ,  1.620000000000000e+00,  1.763972967932667e+00,  5.287952452412216e+00,  1.712233203709831e+02
41          ,  7.600000000000002e-01,  1.126625663224388e+00,  3.544047873974284e+00,  1.523794771160008e+01
42          ,  1.880000000000000e+00,  1.615340696084490e+00,  7.530917701688421e+00,  1.039350879478638e+02
43          ,  1.380000000000000e+00,  1.042495885764880e+00,  2.452185029304164e+00,  4.700402709469452e+00
44          ,  1.800000000000000e+00,  1.199133610303518e+00,  1.298695406758608e+00,  6.149325335488111e+01
45          ,  1.260000000000000e+00,  1.173483758265007e+00,  1.767284061478774e+00,  4.893017598216911e+01
46          ,  2.799999999999999e-01,  6.382274146460908e-01, -1.082986560310295e+01,  4.780723747713304e+01
47          ,  9.999999999999989e-02,  4.411684036525594e-01, -1.353929264413308e+01,  2.489741722258946e+01
48          ,  8.800000000000001e-01,  1.173102383354674e+00,  3.615047282497340e+00,  2.726802887338577e+01
49          ,  1.040000000000000e+00,  7.086047678945226e-01, -6.826239194453750e+00,  2.057037177409732e+01
51          ,  2.080000000000000e+00,  1.269194512679275e+00,  1.151842881668876e+00,  8.258973772924566e+01
52          ,  1.040000000000000e+00,  1.314224343630137e+00,  2.103597922416073e+00,  8.394432326275403e+01
53          ,  7.600000000000002e-01,  1.213040667456551e+00, -9.586899218869005e-01,  9.167624597885212e+01
54          ,  1.280000000000000e+00,  1.825944465278617e+00,  2.519225611896498e+00,  2.206694448411469e+02
55          ,  7.200000000000000e-01,  1.087745683634313e+00,  1.369563002626094e+00,  2.984958041370683e+01
56          ,  4.799999999999998e-01,  4.080935100495620e-01, -2.289618936702196e+01,  1.249075638344172e+02
58          ,  6.799999999999999e-01,  1.160144540346376e+00, -9.437333178243232e-01,  7.686736092277293e+01
59          ,  9.200000000000002e-01,  1.321275820147026e+00,  2.822117125941284e+00,  7.751271559235008e+01
60          ,  1.160000000000000e+00,  1.861839028236191e+00,  3.082284539518808e+00,  2.240313017777748e+02
61          ,  1.700000000000000e+00,  1.730926086717747e+00,  6.407800048299704e+00,  1.490159508810618e+02
62          ,  1.820000000000000e+00,  2.402456445368456e+00,  1.793114891598971e+01,  2.003681800200587e+02
63          ,  1.860000000000000e+00,  1.533422910603097e+00,  1.156641750620614e+01,  3.419196076815807e+01
64          ,  1.520000000000000e+00,  1.022144133157795e+00,  1.430372262726466e+00,  1.099064331614411e+01
66          ,  1.680000000000000e+00,  1.428013699021222e+00,  4.141979915609923e+00,  9.164515863961564e+01
67          ,  4.000000000000000e-01,  1.069324215565157e+00,  1.669155255812723e-01,  3.878353844779206e+01
68          ,  1.800000000000000e+00,  2.044267481659907e+00,  9.271293247552924e+00,  2.022994050938107e+02
69          ,  1.600000000000000e-01,  1.092301205463310e+00,  2.677486453629249e+00,  1.585124404998913e+01
70          ,  9.800000000000000e-01,  8.000026292480718e-01, -8.254991537002162e+00,  6.252508091642393e+01
71          , -3.200000000000000e-01,  1.874026025555182e+00,  1.288489740899020e+00,  2.483300126949323e+02
72          ,  1.200000000000000e+00,  1.163588514533276e+00,  3.633342844858830e+00,  2.442245202247008e+01
73          ,  1.660000000000000e+00,  1.814897321290871e+00,  2.016785434905687e+00,  2.234747480503801e+02
74          ,  1.080000000000000e+00,  1.078165083513352e+00,  9.014293109413942e-01,  3.266039077288679e+01
75          ,  1.240000000000000e+00,  1.455441406904306e+00,  2.667210398584729e+00,  1.164385512757014e+02
76          ,  9.800000000000000e-01,  9.887532205356184e-01, -2.264450442895465e+00,  4.485767601695211e+01
77          ,  7.400000000000001e-01,  1.154891121404475e+00,  1.386235121257620e+00,  4.823172971257482e+01
78          ,  1.040000000000000e+00,  1.371622838791853e+00,  3.977548810486454e+00,  7.796220865343810e+01
79          ,  1.280000000000000e+00,  1.299832061722660e+00,  3.552762204811279e+00,  6.305606883739001e+01
80          ,  8.800000000000001e-01,  1.493790640483115e+00,  3.858932257169494e+00,  1.131453287341773e+02
81          ,  1.460000000000000e+00,  1.171362530989565e+00,  1.105157754509517e+00,  5.606790200251321e+01
82          ,  1.380000000000000e+00,  9.856477342961896e-01, -3.656973824025194e+00,  6.024415502748303e+01
83          ,  1.440000000000000e+00,  9.534119814651250e-01,  6.604620104780168e-01,  9.570416441369793e-01
84          ,  1.440000000000000e+00,  1.965348480237615e+00,  1.898714554611273e+00,  2.664764579221438e+02
85          ,  1.420000000000000e+00,  1.232110165174823e+00,  7.135023279879777e+00,  2.528054863021088e+00
86          ,  1.600000000000000e-01,  1.282315973180375e+00,  2.701617567666397e+00,  6.813976000061895e+01
87          ,  2.140000000000000e+00,  2.045154893198771e+00,  7.433576221661818e+00,  2.239843514339394e+02
88          ,  2.200000000000000e+00,  1.975875072042774e+00,  1.450601494372310e+01,  1.223077168299999e+02
89          ,  3.720000000000000e+00,  2.662091089823881e+00,  1.730549993143123e+00,  4.612011577688014e+02
90          ,  1.620000000000000e+00,  1.638615963337928e+00, -3.977134075811032e+00,  2.446313410331191e+02
91          ,  2.220000000000000e+00,  2.193854141894455e+00,  4.313212604607759e+00,  3.015271419400914e+02
92          ,  2.460000000000000e+00,  2.078744005219942e+00,  1.605423665339473e+00,  3.012704247120326e+02
93          ,  5.199999999999999e-01,  7.753302302062951e-01, -3.841411986496298e+00,  4.208821644899762e+00
94          ,  1.160000000000000e+00,  1.164371534862771e+00,  4.712123052219598e+00,  1.205366752599981e+01
95          ,  3.420000000000000e+00,  3.733110796760891e+00,  1.446503874495173e+01,  6.089477005313063e+02
96          ,  8.400000000000000e-01,  2.156549135957879e-01, -2.372421189615394e+01,  8.132693532075545e+01
97          ,  2.620000000000001e+00,  3.012046713443748e+00,  5.136466861895623e+00,  5.182863116740225e+02
99          ,  8.800000000000001e-01,  9.309113590866055e-01, -1.179029510790475e+00,  1.619208843173741e+01
101         ,  6.000000000000000e-01,  8.724484299819067e-01, -1.189032595349549e+01,  1.249791956188287e+02
102         ,  1.799999999999999e-01,  8.446135856770567e-01, -4.250194555412606e+00,  2.814595270015570e+01
103         ,  4.999999999999999e-01,  1.400785702622827e+00,  1.752746449484229e+00,  1.119857930865392e+02
105         ,  1.180000000000000e+00,  1.644078888759269e+00,  2.089207513907946e+00,  1.753707235468511e+02
106         ,  1.300000000000000e+00,  1.556122535435397e+00,  2.401284182922052e+00,  1.473956706017206e+02
107         ,  1.380000000000000e+00,  1.208122991720230e+00,  8.010497386599592e-01,  6.978598552748583e+01
108         ,  2.620000000000001e+00,  2.125810429345078e+00,  5.887158844034036e-01,  3.261532174828444e+02
109         ,  1.260000000000000e+00,  1.274910285757967e+00,  4.660893499083633e+00,  4.323330093778607e+01
110         ,  1.040000000000000e+00,  7.729609860373408e-01, -5.244032074352166e+00,  1.991678314401819e+01
112         ,  8.800000000000001e-01,  1.295093973592275e+00,  3.729220191530628e+00,  5.968659665907299e+01
113         ,  2.460000000000000e+00,  1.823284125151602e+00,  1.717640997000527e+00,  2.292849864331833e+02
114         ,  2.560000000000000e+00,  2.520100395177046e+00,  8.958583039755380e+00,  3.375929052733458e+02
115         ,  2.140000000000000e+00,  1.584100104628364e+00,  4.609029363766017e+00,  1.293797192669206e+02
116         ,  2.160000000000000e+00,  1.870536644253367e+00,  4.934751732938001e+00,  2.048260965353467e+02
117         ,  9.000000000000001e-01,  9.697992019697969e-01,  3.416074014110704e-01,  9.210644108837627e+00
118         ,  3.260000000000000e+00,  2.515433865346061e+00, -1.327322159386886e+00,  4.563007215197645e+02
119         ,  1.280000000000000e+00,  1.342739329183773e+00,  3.774681543954613e+00,  7.233793156016812e+01
120         ,  1.300000000000000e+00,  1.421871347530902e+00,  7.489765654229610e+00,  5.088938962955992e+01
121         ,  9.000000000000001e-01,  1.025273088105035e+00, -9.383031134843374e-01,  3.949008245129109e+01
122         ,  1.860000000000000e+00,  1.479188638813971e+00,  4.484938246842211e+00,  1.018022975220437e+02
123         ,  9.200000000000002e-01,  1.206044086689231e+00,  3.342068670763995e+00,  3.956643765478557e+01
124         ,  2.120000000000000e+00,  1.642654377148853e+00,  2.007343657523387e+00,  1.759316656452602e+02
125         ,  3.740000000000000e+00,  3.096829720365383e+00,  2.485200215122188e+00,  5.726732040542104e+02
126         ,  1.420000000000000e+00,  1.410985549301035e+00,  3.207631048921419e+00,  9.783453324433067e+01
127         ,  1.480000000000000e+00,  1.263425970482065e+00,  2.175522177204933e+00,  6.905120490471805e+01
128         ,  2.200000000000000e+00,  1.315446963566959e+00,  1.436242317381518e+00,  9.206817454028304e+01
129         ,  5.600000000000001e-01,  1.114835195369247e+00,  1.741963204855636e+00,  3.299969589645304e+01
130         ,  2.060000000000000e+00,  2.109252541030001e+00,  9.674647935274526e+00,  2.155726873280320e+02
131         ,  1.340000000000000e+00,  2.067517555427356e+00,  7.841084819616728e-01,  3.077462250436410e+02
132         ,  6.600000000000000e-01,  1.299487372157317e+00, -6.693760490040072e+00,  1.825001282661622e+02
133         ,  1.320000000000001e+00,  1.161843072385309e+00,  3.118127907962519e+00,  2.995022578797294e+01
134         ,  7.400000000000001e-01,  1.408434579564906e+00,  2.136759896129946e+00,  1.096219219977283e+02
135         ,  1.600000000000000e+00,  1.276294078949570e+00,  2.693588323304237e+00,  6.656739714386973e+01
136         ,  1.280000000000000e+00,  1.730392394628289e+00, -1.871797790048744e+00,  2.454609052955566e+02
137         ,  1.260000000000000e+00,  1.158291203267356e+00,  1.487025396975714e+00,  4.799655256886670e+01
138         ,  2.760000000000000e+00,  1.867785250485902e+00,  3.080527241823598e+00,  2.256969021358878e+02
139         ,  3.200000000000000e-01,  7.691411831470192e-01, -6.424805611942063e+00,  3.263529146821610e+01
140         ,  1.540000000000000e+00,  1.392787678465715e+00,  3.341094347554644e+00,  9.124282914318910e+01
141         ,  2.480000000000000e+00,  1.690637293816101e+00,  2.354137677997080e+00,  1.851609416784883e+02
142         ,  1.720000000000000e+00,  1.015012653907640e+00,  2.157444916420832e+00,  5.353504315600945e-01
143         ,  1.820000000000000e+00,  1.517913635206008e+00,  5.323928349464434e+00,  1.027281233668462e+02
144         ,  2.340000000000000e+00,  1.440025951214526e+00, -1.428858434829356e+00,  1.599598000541888e+02
145         ,  1.520000000000000e+00,  1.034950575258163e+00, -1.048829784553224e+00,  4.345692594006147e+01
147         ,  9.399999999999998e-01,  1.115893173014148e+00,  1.902196106043638e+00,  3.142306748827794e+01
148         ,  8.200000000000000e-01,  1.644846401799268e+00,  3.210030491502301e+00,  1.625071634873642e+02
149         ,  7.600000000000002e-01,  1.063591731140776e+00,  2.033717807473412e+00,  1.541882166658677e+01
150         ,  1.340000000000000e+00,  1.670710096347331e+00,  2.610749517665174e+00,  1.766541042398752e+02
151         ,  8.000000000000003e-01,  1.329454360249037e+00,  2.852805375519579e+00,  7.941739469292693e+01
152         ,  2.060000000000000e+00,  1.138091395064147e+00,  2.882573930082862e+00,  2.612707062918956e+01
154         ,  9.800000000000000e-01,  1.504060632596323e+00,  3.857815920746085e+00,  1.159996781534337e+02
155         ,  1.420000000000000e+00,  1.205765808551414e+00,  1.025251382386567e+00,  6.651822767653407e+01
156         ,  1.480000000000000e+00,  1.747482574280718e+00,  4.927162249160190e+00,  1.708701414930577e+02
157         ,  1.760000000000000e+00,  2.833481634412488e+00,  1.361931674056819e+01,  3.699201633520332e+02
158         ,  3.800000000000000e-01,  1.211064056705133e+00, -2.776195855389987e-01,  8.318379268700470e+01
159         ,  1.840000000000000e+00,  1.454847820850652e+00,  6.650548339602562e+00,  6.980335146325663e+01
160         ,  2.580000000000001e+00,  1.443981643102199e+00,  3.478570340319062e+00,  1.038024584123681e+02
161         ,  4.000000000000000e-01,  1.221444014334557e+00,  3.205007302343042e+00,  4.542603097042061e+01
162         ,  2.940000000000000e+00,  2.530320554313413e+00,  1.540059089870654e+01,  2.652657872946763e+02
163         ,  1.900000000000000e+00,  1.539875098682172e+00,  3.584584784033057e+00,  1.290958198670774e+02
165         ,  1.740000000000000e+00,  2.577752600107289e+00,  6.208051460689270e+00,  3.856317696389132e+02
166         ,  2.340000000000000e+00,  2.002660410708419e+00,  1.875576538871307e+00,  2.770692209886478e+02
167         ,  1.840000000000000e+00,  1.294091902597517e+00,  3.009130985844638e+00,  6.781016661807595e+01
168         ,  2.280000000000000e+00,  2.171903313838804e+00,  1.945936263373529e+01,  1.187540192367089e+02
169         ,  9.600000000000000e-01,  1.074592843134912e+00,  1.803029721902821e+00,  2.115370702100639e+01
170         ,  1.120000000000000e+00,  1.291155084794064e+00,  2.926723812950573e+00,  6.795904820634567e+01
171         ,  1.540000000000000e+00,  1.689773125452200e+00,  2.490068117824078e+00,  1.833360475586901e+02
172         ,  5.199999999999999e-01,  9.281603699809996e-01, -1.585771225198422e+00,  2.017617911034862e+01
173         ,  1.180000000000000e+00,  1.316118153326978e+00,  2.839904131349567e+00,  7.587827124304364e+01
174         ,  1.400000000000000e+00,  1.130453811122899e+00, -5.306814726577889e-01,  6.383423405499308e+01
176         ,  2.300000000000000e+00,  2.270534362197324e+00,  1.772594332571364e+01,  1.662642314573661e+02
177         ,  1.380000000000000e+00,  1.211588392948233e+00,  1.187639458104312e+00,  6.623464621655675e+01
179         ,  1.340000000000000e+00,  1.135583673921090e+00, -6.445338843768127e-01,  6.658171779886382e+01
180         ,  1.480000000000000e+00,  7.641182219824397e-01, -3.757870484556502e+00,  1.322512683205684e-01
181         ,  1.800000000000000e+00,  1.591579908834692e+00,  2.841481102011515e+00,  1.520699234254777e+02
182         ,  1.640000000000000e+00,  1.632092342588745e+00,  5.089970775591239e+00,  1.370465650174364e+02
184         ,  1.260000000000000e+00,  1.602360911085562e+00,  1.040414445337804e+00,  1.760644836336395e+02
185         ,  2.000000000000000e+00,  1.677673155792990e+00,  3.063705744693181e+00,  1.732961829418925e+02
186         ,  1.380000000000000e+00,  1.327796446091850e+00,  3.965663738977728e+00,  6.597572679786897e+01
187         ,  1.340000000000000e+00,  1.192646137337874e+00,  1.369150859692651e+00,  5.887645293334619e+01
188         ,  1.760000000000000e+00,  2.229124255099819e+00,  4.535820548498729e+00,  3.086880538785712e+02
190         ,  1.120000000000000e+00,  1.380265347932994e+00,  4.248368014154307e+00,  7.719380131211993e+01
191         ,  4.399999999999999e-01,  1.359890362121099e+00,  1.150942808549600e+00,  1.076924155206723e+02
192         ,  1.520000000000000e+00,  1.109502672477686e+00,  1.219581060977044e+00,  3.761867255760099e+01
193         ,  8.600000000000001e-01,  7.268886751339223e-01, -7.758103234326029e+00,  3.650029382417640e+01
194         ,  1.460000000000000e+00,  1.308220451312202e+00,  1.926923388915545e+00,  8.434441422686807e+01
195         ,  1.560000000000000e+00,  1.333708971029880e+00,  1.363362987782555e+00,  9.797082965825892e+01
196         ,  1.160000000000000e+00,  1.336395500521697e+00,  1.571677401091646e+00,  9.628382584593305e+01
197         ,  1.820000000000000e+00,  1.314454695917626e+00,  2.620087418501433e+00,  7.798251089278361e+01
198         ,  1.700000000000000e+00,  1.464154171211829e+00,  6.007636186221139e+00,  7.987850545913570e+01
199         ,  1.500000000000000e+00,  2.526443176798800e+00,  2.579862486811773e+00,  4.137640433089447e+02
200         ,  1.320000000000001e+00,  1.510357582397150e+00,  4.856843473718532e+00,  1.060868150240902e+02
201         ,  4.380000000000000e+00,  4.053812139513014e+00,  2.822773737271130e+00,  8.334964931007031e+02
202         ,  1.980000000000000e+00,  2.273780703154970e+00,  2.107354533070669e+00,  3.493741478722031e+02
204         ,  1.440000000000000e+00,  1.424714357086077e+00,  3.319433461066019e+00,  1.003284600926454e+02
205         ,  7.400000000000001e-01,  1.168189308562980e+00,  4.858482409164413e+00,  1.140242580380474e+01
206         ,  1.220000000000000e+00,  1.365926671591567e+00,  2.544244077912490e+00,  9.310771147206138e+01
207         ,  8.400000000000000e-01,  1.114162575833005e+00,  7.523821379396619e-01,  4.435839665637751e+01
208         ,  9.000000000000001e-01,  1.167886557478113e+00,  1.103381117547427e+00,  5.512695592272939e+01
209         ,  0.000000000000000e+00,  1.540744466177891e+00,  8.580392087463017e-01,  1.611451505538185e+02
210         ,  2.020000000000000e+00,  1.684117099208742e+00,  5.032718563438427e+00,  1.521078091456156e+02
212         ,  1.780000000000000e+00,  1.333467162471065e+00,  3.450646533243999e+00,  7.355296973079354e+01
213         ,  1.240000000000000e+00,  1.052413228122807e+00,  9.360297934963843e-01,  2.513214662665740e+01
214         ,  9.600000000000000e-01,  1.207422930626829e+00,  1.600953719289847e+00,  6.026035242137369e+01
215         ,  2.020000000000000e+00,  1.444780372587978e+00, -4.712910155823785e+00,  1.995880375371213e+02
216         ,  1.820000000000000e+00,  1.889511229352306e+00,  1.408905770341798e+00,  2.512093797753695e+02
217         ,  1.520000000000000e+00,  1.444097890404430e+00,  4.877177371294080e+00,  8.751799394164591e+01
219         ,  1.340000000000000e+00,  1.104353233993504e+00,  1.907602635599944e+00,  2.816732001394983e+01
220         ,  3.800000000000000e-01,  8.611009918136626e-01, -4.508702529213547e+00,  3.572324842051543e+01
221         ,  1.680000000000000e+00,  1.975810389364557e+00,  1.023213396009930e+00,  2.795847746848994e+02
222         ,  1.820000000000000e+00,  1.158529374015650e+00,  1.837682899960672e+00,  4.397155576694038e+01
223         ,  8.400000000000000e-01,  1.192167483422684e+00,  2.534245120636072e+00,  4.515164083921808e+01
224         ,  1.200000000000000e+00,  1.189003978752685e+00,  1.684212214082268e+00,  5.419318973177896e+01
226         ,  1.560000000000000e+00,  1.562366182955874e+00,  1.690458303458063e+00,  1.574157929808137e+02
227         ,  3.399999999999999e-01,  1.051379659357368e+00,  8.160145497787474e-01,  2.624633518196555e+01
228         ,  1.780000000000000e+00,  1.165649745417423e+00,  5.317100765000000e+00,  5.349425006590345e+00
229         ,  2.920000000000000e+00,  1.450686094274266e+00,  2.077908087701877e+00,  1.219979340565667e+02
230         ,  9.000000000000001e-01,  9.159464370514306e-01,  1.668329921623266e-01, -3.649440546558254e+00
231         ,  7.600000000000002e-01,  1.276022034522218e+00,  3.794722140380513e+00,  5.364593054482379e+01
232         ,  1.360000000000000e+00,  2.043437301769114e+00,  2.465228331248089e+00,  2.814715955904346e+02
233         ,  1.540000000000000e+00,  1.459163976649099e+00,  1.608438894535638e+00,  1.298204370686325e+02
234         ,  2.020000000000000e+00,  1.144627295235919e+00,  4.831585679529127e-03,  6.150803369505616e+01
235         ,  8.800000000000001e-01,  1.144535483288769e+00,  1.126957116005541e+00,  4.839153426414514e+01
236         ,  7.800000000000002e-01,  1.412315741257440e+00,  1.713794387556163e+00,  1.156301550927193e+02
237         ,  9.399999999999998e-01,  9.020944927854275e-01, -7.193771678667703e+00,  7.838956035457149e+01
238         ,  1.340000000000000e+00,  1.754349206738590e+00,  2.227080774319445e+00,  2.042699537241936e+02
239         ,  1.080000000000000e+00,  1.613673947312309e+00,  1.494624993320148e+00,  1.738954062158893e+02
240         ,  7.800000000000002e-01,  1.048069577405376e+00,  2.675420166305644e+00,  3.638099323680142e+00
241         ,  2.020000000000000e+00,  1.220801931605783e+00, -6.049621887603100e+00,  1.532160454184471e+02
242         ,  9.399999999999998e-01,  6.687877125951027e-01, -7.958555505276643e+00,  2.276445714835314e+01
243         ,  2.080000000000000e+00,  1.790229103233204e+00,  1.261434407584115e+00,  2.254621494150099e+02
244         ,  1.980000000000000e+00,  1.879748418630840e+00,  2.276164653297423e+00,  2.383906348025826e+02
245         ,  7.200000000000000e-01,  1.129225203845607e+00,  2.841676133440009e+00,  2.415125202463168e+01
246         ,  2.180000000000000e+00,  1.486950762935052e+00,  2.723298962007310e+00,  1.245016729920349e+02
247         ,  1.620000000000000e+00,  1.882236724753801e+00,  5.313558386832769e+00,  2.036437874110619e+02
248         ,  9.399999999999998e-01,  1.048209300561038e+00,  2.159208715332134e+00,  9.699054072105046e+00
249         ,  2.000000000000000e-02, -9.179876741243025e-02, -2.679606185947552e+01,  3.210315409815780e+01
250         ,  1.700000000000000e+00,  9.487530606156283e-01,  5.988706770051651e-01,  3.866365303944776e-01
251         ,  1.280000000000000e+00,  1.203325242940471e+00, -2.035659402178124e+00,  1.015526410206470e+02
252         ,  9.000000000000001e-01,  1.662342765488137e+00,  3.144816733067036e+00,  1.681085642111766e+02
253         ,  1.760000000000000e+00,  1.138383587775067e+00, -1.185643722828578e+00,  7.366912170044139e+01
254         ,  1.220000000000000e+00,  1.402040364702839e+00,  4.221090055424933e+00,  8.353637467451922e+01
255         ,  2.180000000000000e+00,  1.334774070661757e+00,  1.743250102220835e+00,  9.383361080538204e+01
256         ,  4.060000000000000e+00,  4.168459087792300e+00,  1.075567798655918e+01,  7.726670891543893e+02
258         ,  1.620000000000000e+00,  1.672301695783540e+00,  7.156303088686818e+00,  1.240644652451654e+02
259         ,  2.000000000000000e+00,  1.485591948053122e+00,  3.165958339998586e+00,  1.189615243090687e+02
260         ,  6.000000000000000e-01,  1.045178081486997e+00,  1.972397470195947e+00,  1.103983178230245e+01
261         ,  9.399999999999998e-01,  1.049914423788677e+00,  2.987048078306423e+00,  5.129425675528627e-01
262         ,  1.300000000000000e+00,  1.350081493144755e+00,  3.719602259667699e+00,  7.501180965751708e+01
263         ,  1.040000000000000e+00,  1.068466615709998e+00, -4.840133207240203e-01,  4.614022991347549e+01
264         ,  1.680000000000000e+00,  1.262229810154345e+00,  1.082455600160672e+00,  8.147235854146560e+01
265         ,  2.220000000000000e+00,  1.202183042969302e+00, -4.321897000904944e-01,  8.253001320285878e+01
266         ,  5.600000000000001e-01,  1.059046699161632e+00, -2.100942322896902e+00,  6.239773266282655e+01
