# c0 + a0 * (|(feature_22 / feature_30) - (feature_5 / feature_8)|) + a1 * ((feature_28 + feature_5) * (feature_9 + feature_3)) + a2 * ((feature_17 * feature_8) / cbrt(feature_18))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.479592740211986; Max AE: 2.22222250867673
# Coefficients
# Task   a0                      a1                      a2                      c0
# all ,  1.600520701910075e-01, -1.075915257279224e-01,  3.120033459120356e-02,  8.737824239445624e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         21|29|div|4|7|div|abd; (|(feature_22 / feature_30) - (feature_5 / feature_8)|); $\left(\left|\left(\frac{ feature_{22} }{ feature_{30} } \right) - \left(\frac{ feature_{5} }{ feature_{8} } \right)\right|\right)$; abs((feature_22 ./ feature_30) - (feature_5 ./ feature_8)); abs((newdata$feature_22 / newdata$feature_30) - (newdata$feature_5 / newdata$feature_8)); feature_22,feature_30,feature_5,feature_8
# 1;  2; Unitless;                                         27|4|add|8|2|add|mult; ((feature_28 + feature_5) * (feature_9 + feature_3)); $\left(\left(feature_{28} + feature_{5}\right) \left(feature_{9} + feature_{3}\right)\right)$; ((feature_28 + feature_5) .* (feature_9 + feature_3)); ((newdata$feature_28 + newdata$feature_5) * (newdata$feature_9 + newdata$feature_3)); feature_28,feature_5,feature_9,feature_3
# 2;  2; Unitless;                                         16|7|mult|17|cbrt|div; ((feature_17 * feature_8) / cbrt(feature_18)); $\left(\frac{ \left(feature_{17} feature_{8}\right) }{ \left(\sqrt[3]{ feature_{18} }\right) } \right)$; ((feature_17 .* feature_8) ./ nthroot(feature_18, 3)); ((newdata$feature_17 * newdata$feature_8) / nthroot(newdata$feature_18, 3)); feature_17,feature_8,feature_18
# Number of Samples Per Task
# Task, n_samples               
# all , 1690                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
43          ,  3.500000000000000e+00,  2.906849296262637e+00,  2.122320223778736e+00,  2.352746295970496e+00,  6.238781461904643e+01
44          ,  1.640000000000000e+00,  1.436028213075413e+00,  1.889146760289417e-02,  3.194704292856414e+00,  2.894024348074130e+01
46          ,  1.520000000000000e+00,  1.373187836492683e+00,  1.184962977654048e+00,  2.904941359973971e+00,  1.994519341212711e+01
47          ,  1.260000000000000e+00,  1.444968205519074e+00,  8.508295169575344e-01,  4.968655918904093e+00,  3.107639837334207e+01
48          ,  1.640000000000000e+00,  1.653660649376932e+00,  8.666128603597656e-02,  2.758124037866497e+00,  3.406241293570739e+01
49          ,  1.900000000000000e+00,  1.657959667804339e+00,  2.920691316500768e-01,  2.564773080700831e+00,  3.247974218470414e+01
50          ,  1.660000000000000e+00,  1.388684544760834e+00,  6.100780956709484e-01,  3.920346896574383e+00,  2.689246681500875e+01
51          ,  1.880000000000000e+00,  1.690648036206515e+00,  1.512138779163897e+00,  3.647871471565151e+00,  3.100366519141260e+01
52          ,  9.000000000000001e-01,  1.146137712193768e+00,  1.909614396068770e+00,  7.203879007009804e+00,  2.377519004634393e+01
53          ,  1.240000000000000e+00,  1.372082309157185e+00,  5.946158988819705e-01,  4.450367103360101e+00,  2.826739449699992e+01
54          ,  3.200000000000000e-01,  7.835226920462768e-01,  8.273050145688770e-01,  6.329314144892654e+00,  1.468923200682912e+01
55          ,  1.300000000000000e+00,  2.198211979670110e+00,  1.768449040909501e+00,  4.231153088687522e-01,  3.483646126176951e+01
56          ,  1.880000000000000e+00,  1.744936460376793e+00,  1.790062702655284e+00,  3.494993540952840e+00,  3.079077500828280e+01
57          ,  8.200000000000000e-01,  1.136136590102180e+00,  1.877478145716702e+00,  8.007730760168226e+00,  2.639150775435438e+01
59          ,  4.000000000000000e-01,  9.526166151452010e-01,  1.211943734003516e+00,  6.298229191528780e+00,  1.802853024139246e+01
60          ,  1.000000000000000e+00,  1.242797392122627e+00,  7.168266480691954e-01,  3.523843704692254e+00,  2.030174060952751e+01
61          ,  3.540000000000000e+00,  3.533704983875337e+00,  2.415087770831837e+00,  1.253568690339943e+00,  7.718686873292540e+01
62          ,  1.860000000000000e+00,  1.805715350323897e+00,  2.149001731621882e+00,  5.991641842007833e-01,  2.091149815145980e+01
64          ,  1.600000000000000e+00,  9.601251400549307e-01,  3.369312407851621e-01,  6.744336270919829e+00,  2.429620107775476e+01
65          ,  1.040000000000000e+00,  1.041497156777606e+00,  6.625049969487953e-01,  4.595950403315553e+00,  1.782560219014073e+01
66          ,  2.660000000000000e+00,  1.880613608478595e+00,  3.546953277508888e+00,  1.861090014376576e+00,  2.049245599891718e+01
68          ,  1.880000000000000e+00,  1.625630619903198e+00,  1.397477232620755e+00,  2.664495442621184e+00,  2.611690587540456e+01
69          ,  1.920000000000000e+00,  1.611068152863640e+00,  7.889542743922129e-02,  3.504680021735121e+00,  3.531155154554309e+01
71          ,  1.040000000000000e+00,  1.112011565853396e+00,  2.626631050859585e-02,  4.230664059176163e+00,  2.208978764282268e+01
72          ,  2.020000000000000e+00,  1.597613307066182e+00,  2.977702230388473e-01,  1.491550515438959e+00,  2.681542839528526e+01
73          ,  2.080000000000000e+00,  2.704856110336099e+00,  1.570728929664289e+00,  2.668979505984257e+00,  5.983380855157844e+01
74          ,  1.360000000000000e+00,  9.612047404437359e-01,  1.403184932793380e-01,  6.158995806676520e+00,  2.332089756374203e+01
75          ,  6.400000000000000e-01,  9.331562112014509e-01,  7.911716512556621e-02,  5.450036939867253e+00,  2.029108723094405e+01
76          ,  8.800000000000001e-01,  1.101004741504246e+00,  8.182919560044954e-02,  4.914316041802151e+00,  2.380949294235785e+01
77          ,  8.000000000000003e-01,  1.173657274228972e+00,  4.897662874134134e-01,  4.137772457138229e+00,  2.136759116809483e+01
78          ,  1.240000000000000e+00,  1.061456880874815e+00,  6.229885635070609e-02,  3.562611977195023e+00,  1.798090506253545e+01
79          ,  1.720000000000000e+00,  1.776901296168558e+00,  1.060031350631060e+00,  5.117342276741321e+00,  4.115472927257449e+01
80          ,  1.280000000000000e+00,  1.254773341446040e+00,  2.880028911930599e-02,  3.891148646496688e+00,  2.548164953143480e+01
81          ,  1.680000000000000e+00,  9.128646248181923e-01,  1.674996448460076e+00,  5.720499155925542e+00,  1.238681536304071e+01
82          ,  1.700000000000000e+00,  1.525878224085678e+00,  1.556918382445754e+00,  4.519694897957045e+00,  2.849933090329215e+01
83          ,  1.500000000000000e+00,  1.644193301757475e+00,  8.037399813050481e-01,  2.646822947270905e+00,  2.969667990033465e+01
84          ,  3.000000000000000e-01,  9.555291748032781e-01,  1.315902533565856e-01,  5.566747156131323e+00,  2.114144886278708e+01
85          ,  5.199999999999999e-01,  7.629218391781023e-01,  4.464170697232117e-01,  5.406375509491283e+00,  1.280017134471927e+01
86          ,  1.660000000000000e+00,  1.659143157958624e+00,  3.317708961506807e-01,  6.749532698241610e+00,  4.674477550703965e+01
87          ,  1.240000000000000e+00,  1.323750751860791e+00,  3.662458001854836e-01,  3.178846923025679e+00,  2.350509792636599e+01
89          ,  1.060000000000000e+00,  9.906361631593913e-01,  2.394519437946181e-01,  3.438957035945987e+00,  1.437585847030942e+01
90          ,  1.380000000000000e+00,  1.630481445938933e+00,  1.075483521717666e+00,  3.325296581901316e+00,  3.020286169935589e+01
91          ,  2.460000000000000e+00,  1.479778453951724e+00,  3.282927046712847e-01,  4.159637062385688e+00,  3.208279058951570e+01
92          ,  1.060000000000000e+00,  1.345071469640891e+00,  1.136083011281912e+00,  5.366194331023348e+00,  2.778219062764597e+01
93          ,  1.640000000000000e+00,  1.521694623580947e+00,  6.829286060009949e-01,  5.137233837575834e+00,  3.497817902782501e+01
94          ,  1.440000000000000e+00,  1.670897601671959e+00,  2.668346098666756e-01,  1.854367207327170e+00,  3.057409337477826e+01
95          ,  1.720000000000000e+00,  1.504965190785732e+00,  8.068482330159270e-01,  5.887721533578723e+00,  3.639428854061172e+01
96          ,  1.800000000000000e+00,  1.969843366323929e+00,  1.975011004826130e+00,  4.621235356604325e+00,  4.093424387608576e+01
98          ,  1.440000000000000e+00,  1.475191314779378e+00,  6.521674129353705e-01,  7.485176269904911e+00,  4.174217035070152e+01
99          ,  7.200000000000000e-01,  1.026491624992749e+00,  4.326666168292457e-01,  4.823308101854103e+00,  1.930771252774634e+01
100         ,  1.540000000000000e+00,  1.385725512241588e+00,  2.057958785562774e+00,  4.653974283266277e+00,  2.190010867151749e+01
101         ,  1.400000000000000e+00,  1.205416743792798e+00,  8.916150336502859e-01,  2.334951288187040e+00,  1.410723523521435e+01
102         ,  1.700000000000000e+00,  1.197500911042361e+00,  1.031333929632990e+00,  5.045683111756640e+00,  2.248450569927872e+01
103         ,  1.940000000000000e+00,  2.331828572560176e+00,  1.074431529235960e+00,  2.333282183128205e+00,  4.926622000242319e+01
104         ,  1.720000000000000e+00,  1.544454909591944e+00,  2.414673679433024e+00,  4.169462273049314e+00,  2.348685619696450e+01
105         ,  1.580000000000000e+00,  1.585818042583368e+00,  3.162955225664037e-01,  2.731034266505684e+00,  3.061659503093301e+01
106         ,  3.120000000000000e+00,  2.407196167688510e+00,  2.766488480971910e+00,  2.862852643992255e+00,  4.482805192417673e+01
107         ,  2.660000000000000e+00,  2.280371369579659e+00,  2.044985740484242e+00,  1.948067529048938e+00,  4.130982308100895e+01
108         ,  2.620000000000001e+00,  2.723479601079262e+00,  2.112457369662366e+00,  2.507837647261648e+00,  5.709605694994799e+01
109         ,  6.400000000000000e-01,  1.813218777165657e+00,  7.751121904693989e-01,  4.023396791876769e+00,  4.000795050143332e+01
110         ,  9.600000000000000e-01,  1.304654352996325e+00,  6.620691545795117e-01,  1.542666379634406e+00,  1.573329985583344e+01
111         ,  1.240000000000000e+00,  1.135808397998915e+00,  3.360457284446219e-01,  3.958268026544019e+00,  2.032405306104147e+01
112         ,  6.000000000000000e-01,  1.036132075641371e+00,  2.283142139896775e+00,  1.008376067767955e+01,  2.826428734201455e+01
113         ,  1.680000000000000e+00,  1.194513720105605e+00,  1.032747686533528e-01,  2.945517162089934e+00,  1.990730706271737e+01
114         ,  1.360000000000000e+00,  1.574153353516933e+00,  9.276661335940821e-01,  1.204775921392370e+00,  2.184334664730045e+01
119         ,  6.000000000000000e-01,  1.630463190973666e+00,  8.915974891047072e-01,  7.905909926900604e-01,  2.240487621078751e+01
120         ,  1.260000000000000e+00,  1.426678595836738e+00,  2.052881142774691e+00,  4.921018897064990e+00,  2.415961996185398e+01
121         ,  1.380000000000000e+00,  1.096825215241457e+00,  9.965641796799536e-01,  4.558880962012389e+00,  1.775742461851704e+01
123         ,  3.720000000000000e+00,  3.282464206052333e+00,  3.015299660304009e+00,  1.088997389208394e+00,  6.548787846732218e+01
124         ,  1.280000000000000e+00,  1.021897934664014e+00,  7.769775944632242e-01,  6.190186114316185e+00,  2.210778236356255e+01
125         ,  9.800000000000000e-01,  1.641763740594468e+00,  2.159935604823744e+00,  4.938398275023242e+00,  3.056406186584118e+01
127         ,  4.600000000000000e-01,  1.113596955934457e+00,  1.793733517737028e+00,  4.860886182047257e+00,  1.524707782958982e+01
128         ,  7.600000000000002e-01,  1.090799929907829e+00,  3.679921388140346e-01,  5.185752316436975e+00,  2.295047843193670e+01
129         ,  1.520000000000000e+00,  1.513976845525748e+00,  2.466048063618247e-01,  3.745043084029829e+00,  3.216823551034809e+01
130         ,  1.860000000000000e+00,  1.397921883908981e+00,  2.563615168112394e+00,  4.576463634829143e+00,  1.942979964758120e+01
131         ,  1.000000000000000e+00,  1.932390597117592e+00,  7.121661823753666e-01,  2.103305894381318e+00,  3.752916136812734e+01
132         ,  9.800000000000000e-01,  9.158863958374324e-01,  1.881234532481105e+00,  9.397171378660719e+00,  2.410437280449421e+01
133         ,  1.820000000000000e+00,  2.564830659562488e+00,  1.932158298500454e+00,  1.435704766809507e+00,  4.923895805896924e+01
136         ,  1.280000000000000e+00,  1.067304441136049e+00,  6.496908503854004e-02,  4.444337513818052e+00,  2.119517765622359e+01
137         ,  5.600000000000001e-01,  5.660128540834211e-01,  2.077047554503104e+00,  9.198530544140510e+00,  1.120111721343433e+01
139         ,  4.000000000000000e-01,  7.679836477252860e-01,  1.338143894414831e+00,  9.246676003563815e+00,  2.163093797691665e+01
140         ,  7.000000000000000e-01,  1.214782585430598e+00,  7.651538701466953e-01,  5.087137682860560e+00,  2.454680744536938e+01
141         ,  9.800000000000000e-01,  1.453623396430601e+00,  1.656987316377007e+00,  5.776183077443632e+00,  3.000304595033230e+01
142         ,  2.280000000000000e+00,  1.755036681985095e+00,  5.973415887794120e-01,  3.272499287228551e+00,  3.646568879176151e+01
144         ,  1.120000000000000e+00,  1.394419140029291e+00,  5.911668481297605e-01,  3.345885381667034e+00,  2.519229878897445e+01
145         ,  1.320000000000001e+00,  1.238903921960129e+00,  9.851096952428560e-01,  5.697208059051158e+00,  2.629535773057860e+01
146         ,  1.180000000000000e+00,  1.447346061059381e+00,  3.050761648717535e-01,  3.330744169103629e+00,  2.830403660393360e+01
147         ,  1.200000000000000e-01,  6.375143417181632e-01,  1.354738723814304e-01,  7.437250671876956e+00,  1.737911462024167e+01
148         ,  9.399999999999998e-01,  8.763560531822804e-01,  7.473564874996992e-01,  7.583133707227798e+00,  2.239843292575499e+01
149         ,  1.920000000000000e+00,  1.351507918768151e+00,  1.563779067792437e-02,  3.971001429025880e+00,  2.892496982142827e+01
151         ,  2.040000000000000e+00,  1.963567677229738e+00,  1.450850809253468e-02,  3.286873153362644e+00,  4.618869806544679e+01
153         ,  1.380000000000000e+00,  1.269200222060963e+00,  1.145980616847884e+00,  4.439325547359368e+00,  2.210345003892680e+01
155         ,  1.320000000000001e+00,  1.475254698298688e+00,  2.157942990098936e+00,  3.610247992520363e+00,  2.065750671109038e+01
156         ,  2.400000000000000e+00,  3.127331350733165e+00,  2.189867028062134e+00,  1.305565105267265e+00,  6.549685905269776e+01
158         ,  1.080000000000000e+00,  1.144781252398628e+00,  7.494409686090575e-01,  5.713425765479791e+00,  2.454350106230338e+01
159         ,  6.200000000000000e-01,  6.228457056277131e-01,  1.252994729392684e+00,  8.212583869529949e+00,  1.384995756162540e+01
160         ,  1.420000000000000e+00,  1.507430562232118e+00,  3.530279838159324e+00,  4.179373807890886e+00,  1.661151244708125e+01
161         ,  2.620000000000001e+00,  2.864719575535923e+00,  4.457721793046654e-01,  3.239665602317515e+00,  7.269636643900515e+01
162         ,  2.340000000000000e+00,  1.530809242877881e+00,  4.434869455453925e-01,  5.382620395685802e+00,  3.734479681864249e+01
163         ,  1.400000000000000e+00,  1.373492388615613e+00,  1.240071843888213e-01,  3.700117288158940e+00,  2.813955792460869e+01
164         ,  1.120000000000000e+00,  1.361549576737322e+00,  8.559026453166485e-02,  4.184507043517659e+00,  2.962422560872667e+01
165         ,  5.800000000000001e-01,  1.177398469198841e+00,  1.293666099856861e-02,  1.721801255986389e+00,  1.560229197507297e+01
166         ,  6.400000000000000e-01,  1.359545085001769e+00,  1.362712576681957e+00,  8.701434982698514e+00,  3.858478999241876e+01
167         ,  1.600000000000000e+00,  1.177321314419772e+00,  5.333411792708150e+00,  7.879933421088554e+00,  9.542505078277010e+00
168         ,  1.100000000000000e+00,  1.198800015716554e+00,  3.626243231044779e-01,  4.139530950238250e+00,  2.283171889741318e+01
169         ,  1.640000000000000e+00,  1.013190085693119e+00,  1.727684085684821e+00,  7.692962021049097e+00,  2.213392187803577e+01
170         ,  1.080000000000000e+00,  1.192773750342472e+00,  1.760729839094054e+00,  5.697423464781182e+00,  2.083879427629622e+01
171         ,  1.480000000000000e+00,  1.547976884135383e+00,  3.910652114972153e-01,  3.613447673876960e+00,  3.206311807192869e+01
173         ,  1.020000000000000e+00,  1.252229014707934e+00,  9.818213954888129e-01,  5.680910010814097e+00,  2.668310549716977e+01
174         ,  1.100000000000000e+00,  9.045571613297153e-01,  1.808508625765904e+00,  7.123032800739267e+00,  1.627217019838424e+01
175         ,  9.399999999999998e-01,  1.855029636024926e+00,  1.466686458792005e+00,  1.706768053361304e+00,  2.981169269949563e+01
176         ,  1.140000000000000e+00,  1.643940952349339e+00,  7.871886636815892e-01,  1.675349207172242e+00,  2.642345799428717e+01
177         ,  2.620000000000001e+00,  2.600565152808884e+00,  1.844804565807934e+00,  8.079349340021763e-01,  4.866758357377432e+01
178         ,  6.600000000000000e-01,  8.211480895852421e-01,  9.372335450405807e-01,  5.184315439839444e+00,  1.138282358778796e+01
179         ,  9.600000000000000e-01,  9.188764511885887e-01,  2.362764853989024e+00,  8.231834834552160e+00,  1.771148603432137e+01
180         ,  2.120000000000000e+00,  2.045108347352604e+00,  5.200942126861325e-01,  2.633700914600432e+00,  4.395618462607150e+01
181         ,  1.720000000000000e+00,  1.780397535761065e+00,  6.628361282242776e-01,  1.697904015954712e+00,  3.151270375126517e+01
183         ,  9.000000000000001e-01,  1.333212648305441e+00,  3.939882546764367e+00,  2.794862918721025e+00,  4.152116756591974e+00
184         ,  2.220000000000000e+00,  2.314438350673770e+00,  5.852851461000541e-02,  4.148596313563064e+00,  6.018019192446503e+01
185         ,  1.460000000000000e+00,  1.305674809097708e+00,  1.799149337060973e+00,  3.663070787735411e+00,  1.724501327070026e+01
186         ,  2.620000000000001e+00,  2.042770952360105e+00,  8.243200364127428e-01,  3.760111401738293e+00,  4.620496996574438e+01
187         ,  2.440000000000000e+00,  2.401286109086696e+00,  2.133163449670588e+00,  2.632731659278764e+00,  4.709392044259778e+01
188         ,  1.820000000000000e+00,  2.108744903986587e+00,  9.080345516493162e-01,  1.610440027974633e+00,  4.047710982896803e+01
189         ,  8.200000000000000e-01,  1.269033654294537e+00,  1.800786999909529e+00,  6.183927108089898e+00,  2.475517348486413e+01
190         ,  1.840000000000000e+00,  1.709811632331231e+00,  7.799834158519519e-01,  2.721363187371780e+00,  3.217872111016079e+01
191         ,  2.920000000000000e+00,  2.666273673489117e+00,  2.507191690784299e+00,  9.854720314247244e-01,  4.798789782575407e+01
192         ,  9.800000000000000e-01,  1.343717627631679e+00,  1.555772938232384e+00,  4.599908436178957e+00,  2.294339789660246e+01
193         ,  9.800000000000000e-01,  1.315921078885918e+00,  1.838257600973350e+00,  8.023738278393710e+00,  3.241016409036276e+01
194         ,  2.620000000000001e+00,  2.345091294657775e+00,  2.459335748377691e+00,  2.468499012565595e+00,  4.305327764943680e+01
195         ,  2.080000000000000e+00,  1.992211861314708e+00,  6.887060246302112e-01,  5.592422013964872e+00,  5.159873605412703e+01
196         ,  1.060000000000000e+00,  8.044499930846671e-01,  1.640074188541358e+00,  7.558428906146384e+00,  1.542910370747323e+01
197         ,  1.320000000000001e+00,  1.202439889211592e+00,  4.496979669324124e+00,  6.359325732463827e+00,  9.394646614594047e+00
198         ,  1.640000000000000e+00,  8.400458678340671e-01,  3.007230282565765e-01,  5.923613972847902e+00,  1.780310285459182e+01
199         ,  3.240000000000001e+00,  2.212398873781415e+00,  6.700000296531972e-02,  5.044158249171139e+00,  5.995453789871357e+01
200         ,  1.340000000000000e+00,  1.120488269559249e+00,  1.220528496415767e+00,  4.609796920942578e+00,  1.754253036794766e+01
201         ,  1.720000000000000e+00,  1.525031090539908e+00,  1.120590474095343e+00,  4.907894959646693e+00,  3.204913541160386e+01
202         ,  8.800000000000001e-01,  9.828768660073808e-01,  7.939009857007890e-01,  2.285344376483732e+00,  7.304813779740496e+00
203         ,  1.400000000000000e+00,  1.096079540930424e+00,  6.245149682193487e-01,  2.779370598957872e+00,  1.350558999713714e+01
205         ,  1.220000000000000e+00,  2.004048723062681e+00,  1.071686916323512e+00,  6.113191965360653e+00,  5.180932388592043e+01
206         ,  1.260000000000000e+00,  1.947920655712865e+00,  8.557621905764079e-01,  5.520868289060410e+00,  4.907544692068653e+01
207         ,  2.020000000000000e+00,  1.682962597148012e+00,  7.307751571229959e-01,  2.181079451388596e+00,  2.970749431103197e+01
208         ,  1.100000000000000e+00,  1.377644614201891e+00,  7.976361310229212e-01,  2.646500669320207e+00,  2.118374465338057e+01
209         ,  1.060000000000000e+00,  1.235794824715450e+00,  1.201553214953051e+00,  1.780598879886338e+00,  1.157932042085370e+01
210         ,  2.000000000000000e+00,  1.909822429934689e+00,  2.098562102027638e+00,  4.843473586680059e+00,  3.914309016719105e+01
211         ,  1.120000000000000e+00,  1.235719437689181e+00,  8.261437895350241e-01,  3.890541555072309e+00,  2.077863267386195e+01
212         ,  9.600000000000000e-01,  1.142858396834009e+00,  1.016941383518198e+00,  8.179797836487397e+00,  3.161470354379424e+01
213         ,  8.000000000000003e-01,  9.093788300312864e-01,  8.541652001086764e-01,  5.438968782635488e+00,  1.551497615576800e+01
214         ,  2.220000000000000e+00,  2.432193144313203e+00,  1.031653911998171e+00,  3.575615997966151e+00,  5.698651568859478e+01
215         ,  1.520000000000000e+00,  1.653652186875974e+00,  1.214964267050544e-01,  1.558905149199955e+00,  2.974804610094379e+01
