# c0 + a0 * (|(feature_18 * feature_3) - (feature_17 * feature_8)|)
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.54321398837701; Max AE: 2.17536336684232
# Coefficients
# Task   a0                      c0
# all ,  2.797440125633454e-02,  8.073785459021209e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         17|2|mult|16|7|mult|abd; (|(feature_18 * feature_3) - (feature_17 * feature_8)|); $\left(\left|\left(feature_{18} feature_{3}\right) - \left(feature_{17} feature_{8}\right)\right|\right)$; abs((feature_18 .* feature_3) - (feature_17 .* feature_8)); abs((newdata$feature_18 * newdata$feature_3) - (newdata$feature_17 * newdata$feature_8)); feature_18,feature_3,feature_17,feature_8
# Number of Samples Per Task
# Task, n_samples               
# all , 1690                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      
59          ,  4.000000000000000e-01,  8.980152266360931e-01,  3.239986439868787e+00
60          ,  1.000000000000000e+00,  1.335834873528767e+00,  1.889071093190895e+01
61          ,  3.540000000000000e+00,  2.882711779787995e+00,  7.418686873292540e+01
62          ,  1.860000000000000e+00,  1.336416383549486e+00,  1.891149815145980e+01
64          ,  1.600000000000000e+00,  1.032325897459926e+00,  8.041185564494189e+00
65          ,  1.040000000000000e+00,  1.155907454897583e+00,  1.245885142641047e+01
66          ,  2.660000000000000e+00,  1.296719528974606e+00,  1.749245599891718e+01
68          ,  1.880000000000000e+00,  1.637079169334087e+00,  2.965928084856110e+01
69          ,  1.920000000000000e+00,  1.797166119532756e+00,  3.538190378271302e+01
71          ,  1.040000000000000e+00,  1.082405750998797e+00,  9.831388438899953e+00
72          ,  2.020000000000000e+00,  1.473600895923334e+00,  2.381542839528526e+01
73          ,  2.080000000000000e+00,  2.397270311249673e+00,  5.683380855157844e+01
74          ,  1.360000000000000e+00,  9.438425396686643e-01,  4.878173888910041e+00
75          ,  6.400000000000000e-01,  9.996005167443537e-01,  6.871352458301711e+00
76          ,  8.800000000000001e-01,  1.346297551327433e+00,  1.926471993044995e+01
77          ,  8.000000000000003e-01,  1.321200911350712e+00,  1.836759116809483e+01
78          ,  1.240000000000000e+00,  1.217860163704519e+00,  1.467347286689284e+01
79          ,  1.720000000000000e+00,  1.712501225617385e+00,  3.235539060948828e+01
80          ,  1.280000000000000e+00,  1.466819324369700e+00,  2.357300778039904e+01
81          ,  1.680000000000000e+00,  8.875218243705507e-01,  2.864879134822667e+00
82          ,  1.700000000000000e+00,  1.588057557708923e+00,  2.790690691297726e+01
83          ,  1.500000000000000e+00,  1.668447634120152e+00,  3.078060832572959e+01
84          ,  3.000000000000000e-01,  1.230951511991997e+00,  1.514144886278708e+01
85          ,  5.199999999999999e-01,  1.174179311635399e+00,  1.311201488718974e+01
86          ,  1.660000000000000e+00,  1.938037612187064e+00,  4.041763238914420e+01
87          ,  1.240000000000000e+00,  1.498670689451703e+00,  2.471159747853567e+01
89          ,  1.060000000000000e+00,  8.667589253052804e-01,  2.122668466039588e+00
90          ,  1.380000000000000e+00,  1.692661120532050e+00,  3.164616702670143e+01
91          ,  2.460000000000000e+00,  1.642716552821336e+00,  2.986080021033732e+01
92          ,  1.060000000000000e+00,  1.436994974247994e+00,  2.250687771926138e+01
93          ,  1.640000000000000e+00,  1.781219060702360e+00,  3.481184479613206e+01
94          ,  1.440000000000000e+00,  1.578747298247804e+00,  2.757409337477826e+01
95          ,  1.720000000000000e+00,  1.856128974299771e+00,  3.748964700934109e+01
96          ,  1.800000000000000e+00,  1.812617502934726e+00,  3.593424387608576e+01
98          ,  1.440000000000000e+00,  1.736202163414019e+00,  3.320262725199791e+01
99          ,  7.200000000000000e-01,  1.000837139336235e+00,  6.915557965349045e+00
100         ,  1.540000000000000e+00,  1.280148967154810e+00,  1.690010867151749e+01
101         ,  1.400000000000000e+00,  1.020950445381112e+00,  7.634547653835142e+00
102         ,  1.700000000000000e+00,  1.320113010913281e+00,  1.832870202700251e+01
103         ,  1.940000000000000e+00,  2.375946518361955e+00,  5.607154762980484e+01
104         ,  1.720000000000000e+00,  1.091653268990635e+00,  1.016195915986381e+01
105         ,  1.580000000000000e+00,  1.572580277073029e+00,  2.735364107203672e+01
106         ,  3.120000000000000e+00,  1.837621247918164e+00,  3.682805192417673e+01
107         ,  2.660000000000000e+00,  1.871723826222442e+00,  3.804711566719627e+01
108         ,  2.620000000000001e+00,  2.264734546892821e+00,  5.209605694994799e+01
109         ,  6.400000000000000e-01,  1.674807395365776e+00,  3.100795050143332e+01
110         ,  9.600000000000000e-01,  9.357615540215538e-01,  4.589303161237876e+00
111         ,  1.240000000000000e+00,  1.220102843659803e+00,  1.475364187336180e+01
112         ,  6.000000000000000e-01,  1.192422576467727e+00,  1.376415627406560e+01
113         ,  1.680000000000000e+00,  1.147938280491755e+00,  1.217397761149643e+01
114         ,  1.360000000000000e+00,  1.078506303263329e+00,  9.691995009180527e+00
119         ,  6.000000000000000e-01,  1.485152834368296e+00,  2.422837515826007e+01
120         ,  1.260000000000000e+00,  1.263707302186487e+00,  1.631236901562049e+01
121         ,  1.380000000000000e+00,  1.038653605910007e+00,  8.267381949971703e+00
123         ,  3.720000000000000e+00,  2.555439531804058e+00,  6.248787846732218e+01
124         ,  1.280000000000000e+00,  9.241019196264205e-01,  4.172506594680691e+00
125         ,  9.800000000000000e-01,  1.550492271535257e+00,  2.656406186584118e+01
127         ,  4.600000000000000e-01,  1.036858920398727e+00,  8.203227386131889e+00
128         ,  7.600000000000002e-01,  1.065995341838260e+00,  9.244766083334071e+00
129         ,  1.520000000000000e+00,  1.926547870446897e+00,  4.000690896972641e+01
130         ,  1.860000000000000e+00,  1.171678548586675e+00,  1.302262019288302e+01
131         ,  1.000000000000000e+00,  2.043118718616982e+00,  4.417396323844606e+01
132         ,  9.800000000000000e-01,  9.825908020310667e-01,  6.263306746887771e+00
133         ,  1.820000000000000e+00,  2.263088051499890e+00,  5.203719973338616e+01
136         ,  1.280000000000000e+00,  1.045558019297894e+00,  8.514193787859522e+00
137         ,  5.600000000000001e-01,  1.205155921857613e+00,  1.421933475217524e+01
139         ,  4.000000000000000e-01,  9.247930106450755e-01,  4.197211002554244e+00
140         ,  7.000000000000000e-01,  1.448748745925142e+00,  2.292703940813708e+01
141         ,  9.800000000000000e-01,  1.244530785453692e+00,  1.562686670380772e+01
142         ,  2.280000000000000e+00,  1.852374913256299e+00,  3.735545071291020e+01
144         ,  1.120000000000000e+00,  1.416589528158493e+00,  2.177744491022565e+01
145         ,  1.320000000000001e+00,  1.225999493713559e+00,  1.496442922854855e+01
146         ,  1.180000000000000e+00,  1.601829771527638e+00,  2.839922178658324e+01
147         ,  1.200000000000000e-01,  9.551430266541934e-01,  5.282132024849421e+00
148         ,  9.399999999999998e-01,  9.557584141875813e-01,  5.304130262729441e+00
149         ,  1.920000000000000e+00,  1.532614054245119e+00,  2.592496982142827e+01
151         ,  2.040000000000000e+00,  2.267477605060675e+00,  5.219411295989503e+01
153         ,  1.380000000000000e+00,  8.856052637407008e-01,  2.796367905134922e+00
155         ,  1.320000000000001e+00,  1.245387921311914e+00,  1.565750671109038e+01
156         ,  2.400000000000000e+00,  2.527716357046537e+00,  6.149685905269776e+01
158         ,  1.080000000000000e+00,  1.282070467016770e+00,  1.696879646377273e+01
159         ,  6.200000000000000e-01,  1.087529943991066e+00,  1.001456279696092e+01
160         ,  1.420000000000000e+00,  1.042511409349905e+00,  8.405286722429501e+00
161         ,  2.620000000000001e+00,  3.201754611532793e+00,  8.559168232737380e+01
162         ,  2.340000000000000e+00,  1.894478246101838e+00,  3.886051716490461e+01
163         ,  1.400000000000000e+00,  1.733833849182518e+00,  3.311796720119649e+01
164         ,  1.120000000000000e+00,  1.385237730430879e+00,  2.065671322984643e+01
165         ,  5.800000000000001e-01,  1.187894519618631e+00,  1.360229197507297e+01
166         ,  6.400000000000000e-01,  1.690944134747103e+00,  3.158478999241876e+01
167         ,  1.600000000000000e+00,  1.009838411678717e+00,  7.237326151198722e+00
168         ,  1.100000000000000e+00,  1.296594499607317e+00,  1.748798657824420e+01
169         ,  1.640000000000000e+00,  8.950897877774137e-01,  3.135410873375939e+00
170         ,  1.080000000000000e+00,  1.173270397287469e+00,  1.307952395594151e+01
171         ,  1.480000000000000e+00,  1.781647513340000e+00,  3.482716067845298e+01
173         ,  1.020000000000000e+00,  1.464320921008384e+00,  2.348369743776036e+01
174         ,  1.100000000000000e+00,  8.222460876055419e-01,  5.314695234113138e-01
175         ,  9.399999999999998e-01,  1.254854298540637e+00,  1.599590098598408e+01
176         ,  1.140000000000000e+00,  1.434661357388872e+00,  2.242345799428717e+01
177         ,  2.620000000000001e+00,  2.112876254458410e+00,  4.666758357377432e+01
178         ,  6.600000000000000e-01,  1.241978925765639e+00,  1.553564545961845e+01
179         ,  9.600000000000000e-01,  1.039987764679895e+00,  8.315074079560564e+00
180         ,  2.120000000000000e+00,  2.210686925764746e+00,  5.016401841826229e+01
181         ,  1.720000000000000e+00,  1.895190146064444e+00,  3.888596542941195e+01
183         ,  9.000000000000001e-01,  1.099853796253995e+00,  1.045510313775333e+01
184         ,  2.220000000000000e+00,  3.032185474378568e+00,  7.953009996854394e+01
185         ,  1.460000000000000e+00,  1.072815271745363e+00,  9.488557893017877e+00
186         ,  2.620000000000001e+00,  1.932358301848677e+00,  4.021461426960175e+01
187         ,  2.440000000000000e+00,  2.040879569328244e+00,  4.409392044259778e+01
188         ,  1.820000000000000e+00,  1.855778254185391e+00,  3.747710982896803e+01
189         ,  8.200000000000000e-01,  1.152323928180507e+00,  1.233075121492640e+01
190         ,  1.840000000000000e+00,  1.773688443899124e+00,  3.454264808538810e+01
191         ,  2.920000000000000e+00,  2.093862452615080e+00,  4.598789782575407e+01
192         ,  9.800000000000000e-01,  1.378626280773816e+00,  2.042037395679171e+01
193         ,  9.800000000000000e-01,  1.359692402470368e+00,  1.974354523291828e+01
194         ,  2.620000000000001e+00,  1.759998598960834e+00,  3.405327764943680e+01
195         ,  2.080000000000000e+00,  2.469568650494986e+00,  5.941825490247010e+01
196         ,  1.060000000000000e+00,  1.048422877550988e+00,  8.616603781440524e+00
197         ,  1.320000000000001e+00,  1.099727123106172e+00,  1.045057495691179e+01
198         ,  1.640000000000000e+00,  8.444021780305151e-01,  1.323482557826349e+00
199         ,  3.240000000000001e+00,  2.640764417229427e+00,  6.553798433530918e+01
200         ,  1.340000000000000e+00,  1.027729916428139e+00,  7.876893181980861e+00
201         ,  1.720000000000000e+00,  1.713172323853158e+00,  3.237938033601090e+01
202         ,  8.800000000000001e-01,  1.275286003053919e+00,  1.672627245402957e+01
203         ,  1.400000000000000e+00,  8.225206893282601e-01,  5.412857021456503e-01
205         ,  1.220000000000000e+00,  2.116841354824583e+00,  4.680932388592043e+01
206         ,  1.260000000000000e+00,  2.367763855050184e+00,  5.577904223400418e+01
207         ,  2.020000000000000e+00,  1.808836953720830e+00,  3.579910070789947e+01
208         ,  1.100000000000000e+00,  1.380669662134207e+00,  2.049341864295556e+01
209         ,  1.060000000000000e+00,  1.047379897861747e+00,  8.579320420853698e+00
210         ,  2.000000000000000e+00,  1.963202568675062e+00,  4.131720325957704e+01
211         ,  1.120000000000000e+00,  1.304725150109715e+00,  1.777863267386195e+01
212         ,  9.600000000000000e-01,  1.474065329331157e+00,  2.383203048101241e+01
213         ,  8.000000000000003e-01,  1.013592139307685e+00,  7.371510529072342e+00
214         ,  2.220000000000000e+00,  2.351251559952281e+00,  5.518877776519221e+01
215         ,  1.520000000000000e+00,  1.743966800436880e+00,  3.348018947582219e+01
216         ,  1.540000000000000e+00,  8.427639559801687e-01,  1.264921088169320e+00
217         ,  1.340000000000000e+00,  8.842726027246507e-01,  2.748729315703152e+00
218         ,  2.560000000000000e+00,  1.414567997381434e+00,  2.170518131614421e+01
219         ,  1.800000000000000e+00,  1.489373693107588e+00,  2.437925805654324e+01
220         ,  2.280000000000000e+00,  1.885056827885586e+00,  3.852373003834836e+01
221         ,  8.600000000000001e-01,  1.290677046824046e+00,  1.727645558857090e+01
222         ,  2.799999999999999e-01,  1.012548543934649e+00,  7.334205159657152e+00
223         ,  1.400000000000000e+00,  1.167523994622575e+00,  1.287410748921401e+01
224         ,  1.500000000000000e+00,  2.226638816726519e+00,  5.073425013888440e+01
225         ,  1.320000000000001e+00,  1.711511272693240e+00,  3.232000279492618e+01
226         ,  2.360000000000000e+00,  2.081007945711398e+00,  4.552838819100288e+01
227         ,  9.000000000000001e-01,  1.048058524366772e+00,  8.603579260169210e+00
228         ,  3.440000000000000e+00,  2.564618645923724e+00,  6.281600395732127e+01
229         ,  1.999999999999999e-01,  9.257963405365274e-01,  4.233077003125917e+00
230         ,  8.400000000000000e-01,  9.819885580231290e-01,  6.241778350178965e+00
231         ,  1.380000000000000e+00,  8.264038817835796e-01,  6.800980549011975e-01
232         ,  3.780000000000000e+00,  1.953436139873603e+00,  4.096808305099894e+01
233         ,  7.800000000000002e-01,  9.829914242033598e-01,  6.277627774480894e+00
235         ,  8.800000000000001e-01,  9.363597491647156e-01,  4.610686823310942e+00
236         ,  1.460000000000000e+00,  8.395273592891768e-01,  1.149222572896932e+00
237         ,  2.180000000000000e+00,  1.808034247820863e+00,  3.577040640654115e+01
238         ,  1.780000000000000e+00,  9.951403201486904e-01,  6.711913957552625e+00
239         ,  3.260000000000000e+00,  3.479024040241130e+00,  9.550322345984226e+01
240         ,  1.600000000000000e-01,  9.401916653015405e-01,  4.747666203198733e+00
241         ,  1.200000000000000e+00,  1.458274844561906e+00,  2.326756854223630e+01
242         ,  1.420000000000000e+00,  9.034116302150555e-01,  3.432891500803397e+00
243         ,  6.000000000000000e-01,  9.672879924019275e-01,  5.716277715277165e+00
245         ,  8.400000000000000e-01,  1.552268668853175e+00,  2.662756268223546e+01
246         ,  9.000000000000001e-01,  8.164479475204603e-01,  3.242036008290192e-01
248         ,  1.200000000000000e+00,  1.772320471863301e+00,  3.449374723409596e+01
249         ,  4.500000000000000e+00,  3.344316878613637e+00,  9.068785099152215e+01
250         ,  5.600000000000001e-01,  1.340170550743660e+00,  1.904569824245634e+01
251         ,  1.660000000000000e+00,  1.029333214402355e+00,  7.934206221839130e+00
252         ,  2.920000000000000e+00,  1.336023681616304e+00,  1.889746024839322e+01
254         ,  1.300000000000000e+00,  1.536796953807155e+00,  2.607449579425276e+01
255         ,  8.400000000000000e-01,  8.709857712803859e-01,  2.273765389844108e+00
256         ,  6.200000000000000e-01,  1.205035162301325e+00,  1.421501796429542e+01
257         ,  1.340000000000000e+00,  1.826064158853036e+00,  3.641492104215254e+01
259         ,  2.080000000000000e+00,  2.479813046718714e+00,  5.978446099674380e+01
261         ,  1.700000000000000e+00,  1.585802378218810e+00,  2.782629108604863e+01
263         ,  2.680000000000000e+00,  2.364076383519193e+00,  5.564722631068191e+01
264         ,  2.720000000000000e+00,  2.696558403633861e+00,  6.753245012898903e+01
265         ,  2.060000000000000e+00,  1.258241061496214e+00,  1.611696748976888e+01
266         ,  1.420000000000000e+00,  1.627185354952358e+00,  2.930560699184224e+01
267         ,  2.180000000000000e+00,  1.395670234791210e+00,  2.102964361948143e+01
268         ,  2.000000000000000e+00,  8.438467679414804e-01,  1.303628331673465e+00
269         ,  1.000000000000000e+00,  1.265493812593033e+00,  1.637623134426072e+01
271         ,  7.200000000000000e-01,  9.238657722049267e-01,  4.164065040585218e+00
272         ,  8.600000000000001e-01,  1.051869609963394e+00,  8.739814011422698e+00
273         ,  2.660000000000000e+00,  2.559754124926187e+00,  6.264211208550022e+01
274         ,  7.000000000000000e-01,  1.230386130768865e+00,  1.512123819883215e+01
275         ,  1.900000000000000e+00,  2.033064258081910e+00,  4.381454676897665e+01
276         ,  1.960000000000000e+00,  1.799208175389122e+00,  3.545490108612817e+01
277         ,  8.600000000000001e-01,  1.633089884285032e+00,  2.951667600735286e+01
278         ,  9.200000000000002e-01,  1.442565749549656e+00,  2.270601604042205e+01
279         ,  1.240000000000000e+00,  9.557931942665658e-01,  5.305373545066953e+00
280         ,  1.820000000000000e+00,  1.199713311956738e+00,  1.402477795537365e+01
281         ,  2.980000000000000e+00,  2.483446327973216e+00,  5.991433978203789e+01
282         ,  1.420000000000000e+00,  9.572627105914547e-01,  5.357904296714626e+00
283         ,  1.440000000000000e+00,  1.234812962123029e+00,  1.527948399339268e+01
284         ,  2.160000000000000e+00,  2.118197994414011e+00,  4.685781963662467e+01
285         ,  7.800000000000002e-01,  9.119938602764229e-01,  3.739680196036829e+00
286         ,  4.220000000000000e+00,  2.947214165910990e+00,  7.649263340441730e+01
287         ,  1.680000000000000e+00,  1.319518993834373e+00,  1.830746771805465e+01
288         ,  9.800000000000000e-01,  1.383256146211755e+00,  2.058587760405533e+01
289         ,  1.240000000000000e+00,  1.476910716910142e+00,  2.393374445704757e+01
290         ,  2.980000000000000e+00,  2.365890850087059e+00,  5.571208798729975e+01
291         ,  1.540000000000000e+00,  1.461878048975517e+00,  2.339637217169005e+01
292         ,  1.240000000000000e+00,  1.254608187412421e+00,  1.598710325959272e+01
293         ,  1.140000000000000e+00,  1.414586365911085e+00,  2.170583793536841e+01
294         ,  2.200000000000000e-01,  1.060375454185313e+00,  9.043872144570139e+00
295         ,  1.880000000000000e+00,  1.681507331603113e+00,  3.124745290135761e+01
296         ,  2.200000000000000e+00,  1.999062821484983e+00,  4.259909853523734e+01
297         ,  1.200000000000000e+00,  9.241137330128810e-01,  4.172928887417264e+00
298         ,  3.200000000000000e+00,  2.007278906219045e+00,  4.289279864551948e+01
299         ,  1.260000000000000e+00,  1.316400411954944e+00,  1.819598787436281e+01
300         ,  9.399999999999998e-01,  8.436204344443187e-01,  1.295537595607740e+00
301         ,  1.320000000000001e+00,  1.374505769655773e+00,  2.027307818161906e+01
302         ,  1.860000000000000e+00,  1.556325376415799e+00,  2.677257767381479e+01
303         ,  1.560000000000000e+00,  1.427300468712048e+00,  2.216032854928581e+01
304         ,  1.560000000000000e+00,  1.944758219451401e+00,  4.065787371558957e+01
306         ,  1.140000000000000e+00,  1.000540770436932e+00,  6.904963676070523e+00
307         ,  1.880000000000000e+00,  1.508199504748028e+00,  2.505222372497472e+01
308         ,  1.480000000000000e+00,  1.654494184569478e+00,  3.028181482438468e+01
309         ,  1.620000000000000e+00,  1.558426474995089e+00,  2.684768557550095e+01
310         ,  1.600000000000000e+00,  1.198469678728961e+00,  1.398032183935596e+01
311         ,  3.380000000000000e+00,  2.817353454262998e+00,  7.185050682383194e+01
312         ,  1.980000000000000e+00,  1.249201344688982e+00,  1.579382503090444e+01
313         ,  1.260000000000000e+00,  8.434924803889321e-01,  1.290963626205709e+00
314         ,  9.800000000000000e-01,  1.111257391883821e+00,  1.086274709500315e+01
315         ,  1.180000000000000e+00,  8.514972594567554e-01,  1.577110199798977e+00
317         ,  9.000000000000001e-01,  1.117479596328653e+00,  1.108517203228123e+01
318         ,  3.180000000000000e+00,  2.303714380317365e+00,  5.348946777105422e+01
319         ,  2.140000000000000e+00,  2.188121186585915e+00,  4.935736168334034e+01
320         ,  9.800000000000000e-01,  1.573081465192182e+00,  2.737155702721876e+01
321         ,  2.340000000000000e+00,  2.269998191644230e+00,  5.228421628544823e+01
322         ,  9.200000000000002e-01,  1.155026056460372e+00,  1.242734410551608e+01
323         ,  1.420000000000000e+00,  1.294712937284837e+00,  1.742072643189686e+01
324         ,  8.400000000000000e-01,  8.631414209199539e-01,  1.993353655968100e+00
325         ,  9.600000000000000e-01,  1.085341958240497e+00,  9.936348942425848e+00
326         ,  2.040000000000000e+00,  1.649311137007931e+00,  3.009653659397490e+01
327         ,  9.000000000000001e-01,  1.212429257301828e+00,  1.447933443465524e+01
328         ,  1.640000000000000e+00,  1.039258603316555e+00,  8.289008772329929e+00
329         ,  1.460000000000000e+00,  1.297880582753113e+00,  1.753396015008268e+01
331         ,  1.480000000000000e+00,  9.605693645652171e-01,  5.476107147365937e+00
332         ,  1.260000000000000e+00,  1.500785229635808e+00,  2.478718587682629e+01
333         ,  1.560000000000000e+00,  1.231822300361047e+00,  1.517257690592447e+01
335         ,  1.300000000000000e+00,  1.114249129732347e+00,  1.096969264930159e+01
336         ,  4.000000000000000e-01,  1.405882899464317e+00,  2.139471540706062e+01
337         ,  7.800000000000002e-01,  1.261352121720081e+00,  1.622817845708715e+01
338         ,  1.060000000000000e+00,  9.268843308328518e-01,  4.271969356401151e+00
340         ,  2.320000000000000e+00,  1.539266530539738e+00,  2.616277567234395e+01
341         ,  4.600000000000000e-01,  1.086167851968739e+00,  9.965872138317490e+00
342         ,  1.020000000000000e+00,  1.585539488883223e+00,  2.781689358963118e+01
343         ,  1.580000000000000e+00,  1.530735402846884e+00,  2.585781373179404e+01
344         ,  1.940000000000000e+00,  1.849596232247854e+00,  3.725612129445426e+01
347         ,  4.799999999999998e-01,  8.449314080899998e-01,  1.342400927325492e+00
348         ,  8.400000000000000e-01,  1.160194900263285e+00,  1.261211459463400e+01
349         ,  9.000000000000001e-01,  8.471469665517283e-01,  1.421600422657917e+00
350         ,  8.400000000000000e-01,  8.074340881133253e-01,  1.985465593900670e-03
352         ,  8.000000000000003e-01,  1.033751953783951e+00,  8.092162752922889e+00
353         ,  8.800000000000001e-01,  1.241640506436210e+00,  1.552354799499972e+01
354         ,  1.880000000000000e+00,  9.068498311625454e-01,  3.555796756790286e+00
355         ,  1.280000000000000e+00,  8.261089327049577e-01,  6.695545199057804e-01
356         ,  1.620000000000000e+00,  1.494933548631074e+00,  2.457800602875325e+01
357         ,  1.680000000000000e+00,  1.555257572515119e+00,  2.673440692295955e+01
358         ,  8.200000000000000e-01,  1.035156001137000e+00,  8.142353187391327e+00
359         ,  1.460000000000000e+00,  9.626412084556787e-01,  5.550169282654444e+00
360         ,  1.740000000000000e+00,  1.724142718750738e+00,  3.277153868095835e+01
361         ,  1.340000000000000e+00,  2.107234806213611e+00,  4.646591890924385e+01
363         ,  1.000000000000000e+00,  1.496302317813870e+00,  2.462693537563200e+01
364         ,  8.600000000000001e-01,  9.097188952876611e-01,  3.658357097539890e+00
365         ,  1.600000000000000e+00,  1.124668992324693e+00,  1.134217113407298e+01
367         ,  7.000000000000000e-01,  1.359749935088080e+00,  1.974560184950803e+01
368         ,  1.100000000000000e+00,  1.997401600740054e+00,  4.253971493200282e+01
369         ,  1.960000000000000e+00,  1.814487281624625e+00,  3.600108279330746e+01
370         ,  2.340000000000000e+00,  2.539214871610176e+00,  6.190789607394716e+01
371         ,  1.460000000000000e+00,  1.671745454052468e+00,  3.089849538619239e+01
372         ,  2.600000000000001e+00,  2.002912100230454e+00,  4.273669857572431e+01
373         ,  2.940000000000000e+00,  1.546215210806588e+00,  2.641116991689552e+01
