# c0 + a0 * ((feature_24 / feature_30) + (feature_6 + feature_2)) + a1 * (|(feature_30 / feature_22) - (feature_26 + feature_12)|) + a2 * ((feature_28 + feature_5) * (feature_9 + feature_3)) + a3 * ((feature_17 * feature_8) / cbrt(feature_18))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.46380728390625; Max AE: 2.05536593791279
# Coefficients
# Task   a0                      a1                      a2                      a3                      c0
# all ,  2.215962322803169e+00,  8.114646125413351e-01, -1.055117142185354e-01,  2.839194337905819e-02,  5.744424997091353e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         23|29|div|5|1|add|add; ((feature_24 / feature_30) + (feature_6 + feature_2)); $\left(\left(\frac{ feature_{24} }{ feature_{30} } \right) + \left(feature_{6} + feature_{2}\right)\right)$; ((feature_24 ./ feature_30) + (feature_6 + feature_2)); ((newdata$feature_24 / newdata$feature_30) + (newdata$feature_6 + newdata$feature_2)); feature_24,feature_30,feature_6,feature_2
# 1;  2; Unitless;                                         29|21|div|25|11|add|abd; (|(feature_30 / feature_22) - (feature_26 + feature_12)|); $\left(\left|\left(\frac{ feature_{30} }{ feature_{22} } \right) - \left(feature_{26} + feature_{12}\right)\right|\right)$; abs((feature_30 ./ feature_22) - (feature_26 + feature_12)); abs((newdata$feature_30 / newdata$feature_22) - (newdata$feature_26 + newdata$feature_12)); feature_30,feature_22,feature_26,feature_12
# 2;  2; Unitless;                                         27|4|add|8|2|add|mult; ((feature_28 + feature_5) * (feature_9 + feature_3)); $\left(\left(feature_{28} + feature_{5}\right) \left(feature_{9} + feature_{3}\right)\right)$; ((feature_28 + feature_5) .* (feature_9 + feature_3)); ((newdata$feature_28 + newdata$feature_5) * (newdata$feature_9 + newdata$feature_3)); feature_28,feature_5,feature_9,feature_3
# 3;  2; Unitless;                                         16|7|mult|17|cbrt|div; ((feature_17 * feature_8) / cbrt(feature_18)); $\left(\frac{ \left(feature_{17} feature_{8}\right) }{ \left(\sqrt[3]{ feature_{18} }\right) } \right)$; ((feature_17 .* feature_8) ./ nthroot(feature_18, 3)); ((newdata$feature_17 * newdata$feature_8) / nthroot(newdata$feature_18, 3)); feature_17,feature_8,feature_18
# Number of Samples Per Task
# Task, n_samples               
# all , 1690                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      
24          ,  1.360000000000000e+00,  1.376862137453979e+00,  2.532092709511418e-01,  3.699025382429889e-01,  3.045431284319307e+00,  9.244991985865406e+00
25          ,  2.040000000000000e+00,  1.813775451066186e+00,  1.347038836337764e-01,  2.921871477578449e-01,  3.237846090763600e+00,  3.681908516441224e+01
26          ,  1.400000000000000e+00,  1.208539312208786e+00,  1.292599025228905e-01,  3.873917662809214e-01,  1.186559929906514e+00,  5.582675311942075e+00
27          ,  1.400000000000000e-01,  6.388064931708447e-01,  1.056602856411742e-01,  1.265289266924209e-01,  9.189135998973255e+00,  2.455318105993480e+01
28          ,  1.040000000000000e+00,  1.236511593763756e+00,  1.488123377684723e-01,  3.518384096005220e-01,  4.787688073371757e+00,  1.944070224653922e+01
29          ,  3.140000000000000e+00,  2.927818435689287e+00,  1.419369810486187e-01,  5.482255667038272e-01,  3.191677734220161e+00,  6.800318843578070e+01
30          ,  1.540000000000000e+00,  1.279487543947988e+00,  1.518461325355120e-01,  1.199713379786920e-01,  4.338333809015921e+00,  2.567461718619123e+01
31          ,  3.840000000000000e+00,  3.475188642827190e+00,  8.167939313011662e-01,  5.807549670963277e-01,  4.854241711908235e+00,  3.985915337494620e+01
32          ,  4.000000000000000e-01,  7.911541216163411e-01,  1.472368585864535e-01,  9.055374039916841e-02,  6.802834247467541e+00,  1.883414004952646e+01
33          ,  1.280000000000000e+00,  1.636781038401920e+00,  3.753571160756063e-01,  3.900562035478098e-01,  2.781455059622805e+00,  7.309136764044319e+00
34          ,  1.840000000000000e+00,  2.277604232756858e+00,  1.619920017262340e-01,  5.078716216216214e-01,  6.600003934519376e+00,  5.735611047140761e+01
35          ,  8.200000000000000e-01,  8.957833355129884e-01,  1.525776134341713e-01,  1.268517554843717e-01,  8.013832159823664e+00,  2.556542331280494e+01
36          ,  9.000000000000001e-01,  7.392410790606364e-01,  1.870965824300977e-01,  2.866887584643874e-01,  8.651839970764485e+00,  1.516036716356642e+01
37          ,  1.380000000000000e+00,  1.653596005872288e+00,  1.736326747212273e-01,  1.634181153537939e-01,  2.993195431134549e+00,  3.091014914086446e+01
38          ,  1.440000000000000e+00,  1.455714482798001e+00,  1.691081738078462e-01,  3.625802624071356e-01,  3.495819893612047e+00,  2.046931170291840e+01
39          ,  1.060000000000000e+00,  1.039644103715092e+00,  1.499943879116226e-01,  2.475489171152323e-02,  5.056295169641554e+00,  2.276104652177922e+01
40          ,  8.000000000000003e-01,  1.132220977800113e+00,  1.306420698795709e-01,  2.609418585914735e-01,  7.332864361801867e+00,  2.924204825109600e+01
41          ,  2.020000000000000e+00,  2.025963365333237e+00,  1.118337936145630e-01,  3.926048515651904e-01,  1.215616105322976e+00,  3.569245593285596e+01
42          ,  1.840000000000000e+00,  1.637221044252127e+00,  2.072771477189154e-01,  2.967687884111637e-01,  2.466378940329001e+00,  2.193843114252547e+01
43          ,  3.500000000000000e+00,  2.926409532492757e+00,  2.004947800991626e-01,  4.739690959075440e-01,  2.352746295970496e+00,  6.238781461904643e+01
44          ,  1.640000000000000e+00,  1.577720111167865e+00,  1.466322421035546e-01,  2.387720385261533e-01,  3.194704292856414e+00,  2.894024348074130e+01
46          ,  1.520000000000000e+00,  1.430526997204817e+00,  1.652308355411439e-01,  2.836374234535038e-01,  2.904941359973971e+00,  1.994519341212711e+01
47          ,  1.260000000000000e+00,  1.313419886666983e+00,  1.249621635523823e-01,  1.281608581164868e-01,  4.968655918904093e+00,  3.107639837334207e+01
48          ,  1.640000000000000e+00,  1.683420432068549e+00,  1.374111934562968e-01,  1.582277264866451e-01,  2.758124037866497e+00,  3.406241293570739e+01
49          ,  1.900000000000000e+00,  1.563991930267068e+00,  1.295116629281754e-01,  6.285803177237792e-02,  2.564773080700831e+00,  3.247974218470414e+01
50          ,  1.660000000000000e+00,  1.365472902772688e+00,  1.707272420889913e-01,  7.741359561628647e-02,  3.920346896574383e+00,  2.689246681500875e+01
51          ,  1.880000000000000e+00,  1.670509070857587e+00,  2.118582253898716e-01,  1.617268201670794e-01,  3.647871471565151e+00,  3.100366519141260e+01
52          ,  9.000000000000001e-01,  1.133261648314406e+00,  1.838524701151939e-01,  2.914221663536070e-01,  7.203879007009804e+00,  2.377519004634393e+01
53          ,  1.240000000000000e+00,  1.548085108841740e+00,  2.327587733529447e-01,  1.538668884580802e-01,  4.450367103360101e+00,  2.826739449699992e+01
54          ,  3.200000000000000e-01,  8.930772483351204e-01,  1.571003418151848e-01,  2.726764034805907e-01,  6.329314144892654e+00,  1.468923200682912e+01
55          ,  1.300000000000000e+00,  1.783143652299530e+00,  1.147612568298100e-01,  1.227819064928537e-02,  4.231153088687522e-01,  3.483646126176951e+01
56          ,  1.880000000000000e+00,  1.540492457827910e+00,  1.023324114642681e-01,  2.881678453434868e-01,  3.494993540952840e+00,  3.079077500828280e+01
57          ,  8.200000000000000e-01,  1.114698640235135e+00,  1.843426559150910e-01,  2.801883935232590e-01,  8.007730760168226e+00,  2.639150775435438e+01
59          ,  4.000000000000000e-01,  1.117307238909498e+00,  1.976850907481098e-01,  3.172953830166936e-01,  6.298229191528780e+00,  1.802853024139246e+01
60          ,  1.000000000000000e+00,  1.388603251138149e+00,  2.057263299265662e-01,  1.893858008916971e-01,  3.523843704692254e+00,  2.030174060952751e+01
61          ,  3.540000000000000e+00,  3.510171635466317e+00,  1.418584076025257e-01,  6.927686252552767e-01,  1.253568690339943e+00,  7.718686873292540e+01
62          ,  1.860000000000000e+00,  1.412423060839248e+00,  1.169460624756263e-01,  5.956299365713341e-02,  5.991641842007833e-01,  2.091149815145980e+01
64          ,  1.600000000000000e+00,  8.869578553068673e-01,  1.405004288071004e-01,  2.829675447801405e-02,  6.744336270919829e+00,  2.429620107775476e+01
65          ,  1.040000000000000e+00,  1.315787950791969e+00,  1.852840678400623e-01,  3.815151645382217e-01,  4.595950403315553e+00,  1.782560219014073e+01
66          ,  2.660000000000000e+00,  1.824550249006432e+00,  2.618895367766831e-01,  3.503745523617424e-01,  1.861090014376576e+00,  2.049245599891718e+01
68          ,  1.880000000000000e+00,  1.712977861138999e+00,  2.126030316350056e-01,  2.551446104252307e-01,  2.664495442621184e+00,  2.611690587540456e+01
69          ,  1.920000000000000e+00,  1.884665955045935e+00,  1.269151927966685e-01,  4.882596093010434e-01,  3.504680021735121e+00,  3.531155154554309e+01
71          ,  1.040000000000000e+00,  1.163578442110955e+00,  1.141703234656027e-01,  1.914457167629889e-01,  4.230664059176163e+00,  2.208978764282268e+01
72          ,  2.020000000000000e+00,  1.626151709292912e+00,  9.977917516105213e-02,  2.792928248098305e-01,  1.491550515438959e+00,  2.681542839528526e+01
73          ,  2.080000000000000e+00,  2.516380439897477e+00,  1.541297250315221e-01,  2.257680399166646e-01,  2.668979505984257e+00,  5.983380855157844e+01
74          ,  1.360000000000000e+00,  1.113630821429177e+00,  1.917934116462484e-01,  1.255778113103079e-01,  6.158995806676520e+00,  2.332089756374203e+01
75          ,  6.400000000000000e-01,  9.971550373175730e-01,  1.714013827065871e-01,  5.155230570376124e-02,  5.450036939867253e+00,  2.029108723094405e+01
76          ,  8.800000000000001e-01,  1.121692380660671e+00,  1.656081303744183e-01,  2.808334167433879e-02,  4.914316041802151e+00,  2.380949294235785e+01
77          ,  8.000000000000003e-01,  9.889608146897141e-01,  1.051234431353442e-01,  1.415311521821083e-02,  4.137772457138229e+00,  2.136759116809483e+01
78          ,  1.240000000000000e+00,  1.070084435547324e+00,  1.596097839970699e-01,  9.041831776935350e-03,  3.562611977195023e+00,  1.798090506253545e+01
79          ,  1.720000000000000e+00,  1.799508607611309e+00,  1.557800147764419e-01,  3.097365839519109e-01,  5.117342276741321e+00,  4.115472927257449e+01
80          ,  1.280000000000000e+00,  1.403260731843833e+00,  1.500994098727558e-01,  2.258777593235363e-01,  3.891148646496688e+00,  2.548164953143480e+01
81          ,  1.680000000000000e+00,  9.581369028186484e-01,  1.543442399780156e-01,  3.617746106638445e-01,  5.720499155925542e+00,  1.238681536304071e+01
82          ,  1.700000000000000e+00,  1.517045188581074e+00,  2.127400681270466e-01,  1.711819323798927e-01,  4.519694897957045e+00,  2.849933090329215e+01
83          ,  1.500000000000000e+00,  1.665902470787974e+00,  1.451556476464101e-01,  2.537694113740591e-01,  2.646822947270905e+00,  2.969667990033465e+01
84          ,  3.000000000000000e-01,  8.465648802439153e-01,  1.101636424670985e-01,  1.862572347876584e-02,  5.566747156131323e+00,  2.114144886278708e+01
85          ,  5.199999999999999e-01,  1.061384553022230e+00,  1.536692023047356e-01,  4.355471489726858e-01,  5.406375509491283e+00,  1.280017134471927e+01
86          ,  1.660000000000000e+00,  1.689502005077056e+00,  1.479409883183043e-01,  2.122182437751049e-01,  6.749532698241610e+00,  4.674477550703965e+01
87          ,  1.240000000000000e+00,  1.334078778084448e+00,  1.583041338816093e-01,  9.475516196698736e-02,  3.178846923025679e+00,  2.350509792636599e+01
89          ,  1.060000000000000e+00,  1.031586190730242e+00,  1.511036478710530e-01,  9.488447380567661e-02,  3.438957035945987e+00,  1.437585847030942e+01
90          ,  1.380000000000000e+00,  1.765064113246148e+00,  2.209117068319273e-01,  2.396030522023849e-01,  3.325296581901316e+00,  3.020286169935589e+01
91          ,  2.460000000000000e+00,  1.658102278109740e+00,  1.990019207034128e-01,  2.103316403920700e-01,  4.159637062385688e+00,  3.208279058951570e+01
92          ,  1.060000000000000e+00,  1.375009275167245e+00,  2.045478689227142e-01,  1.536756899045635e-01,  5.366194331023348e+00,  2.778219062764597e+01
93          ,  1.640000000000000e+00,  1.683856236142453e+00,  2.234234777364722e-01,  2.011863429409246e-01,  5.137233837575834e+00,  3.497817902782501e+01
94          ,  1.440000000000000e+00,  1.732525300898460e+00,  1.324483220392451e-01,  2.368333033069304e-01,  1.854367207327170e+00,  3.057409337477826e+01
95          ,  1.720000000000000e+00,  1.424310292750651e+00,  1.927578073177560e-01,  1.311550339700684e-02,  5.887721533578723e+00,  3.639428854061172e+01
96          ,  1.800000000000000e+00,  1.800216424876372e+00,  2.010790239112792e-01,  1.301130234519832e-01,  4.621235356604325e+00,  4.093424387608576e+01
98          ,  1.440000000000000e+00,  1.325770845943589e+00,  1.491246793237499e-01,  3.143219976345024e-02,  7.485176269904911e+00,  4.174217035070152e+01
99          ,  7.200000000000000e-01,  1.159075809223203e+00,  1.852416985835600e-01,  1.662139148401097e-01,  4.823308101854103e+00,  1.930771252774634e+01
100         ,  1.540000000000000e+00,  1.452642403725452e+00,  3.049681779918942e-01,  8.831447482025190e-02,  4.653974283266277e+00,  2.190010867151749e+01
101         ,  1.400000000000000e+00,  1.187777709239867e+00,  1.602028507437606e-01,  1.283661858658368e-01,  2.334951288187040e+00,  1.410723523521435e+01
102         ,  1.700000000000000e+00,  1.077339650040568e+00,  1.548860415540369e-01,  6.614629756482571e-02,  5.045683111756640e+00,  2.248450569927872e+01
103         ,  1.940000000000000e+00,  2.285056485776513e+00,  1.404138858425903e-01,  3.042486088912918e-01,  2.333282183128205e+00,  4.926622000242319e+01
104         ,  1.720000000000000e+00,  1.232025317065643e+00,  1.793194269221824e-01,  4.104596003099925e-02,  4.169462273049314e+00,  2.348685619696450e+01
105         ,  1.580000000000000e+00,  1.593444902181756e+00,  1.555815480272697e-01,  1.147690570262865e-01,  2.731034266505684e+00,  3.061659503093301e+01
106         ,  3.120000000000000e+00,  2.029754045174232e+00,  1.068509783311081e-01,  3.054264813230675e-01,  2.862852643992255e+00,  4.482805192417673e+01
107         ,  2.660000000000000e+00,  1.970139761952491e+00,  1.222998699661002e-01,  1.939248395693126e-01,  1.948067529048938e+00,  4.130982308100895e+01
108         ,  2.620000000000001e+00,  2.648347485105837e+00,  1.498511741857329e-01,  4.749173980863173e-01,  2.507837647261648e+00,  5.709605694994799e+01
109         ,  6.400000000000000e-01,  1.621260855494134e+00,  1.468663809820768e-01,  1.229876944901065e-02,  4.023396791876769e+00,  4.000795050143332e+01
110         ,  9.600000000000000e-01,  1.464429109392412e+00,  1.332216968498419e-01,  3.830638571170570e-01,  1.542666379634406e+00,  1.573329985583344e+01
111         ,  1.240000000000000e+00,  1.064419848166385e+00,  1.385501060184021e-01,  2.903369341186268e-02,  3.958268026544019e+00,  2.032405306104147e+01
112         ,  6.000000000000000e-01,  8.550910602331111e-01,  1.175858246805643e-01,  3.469770930143741e-01,  1.008376067767955e+01,  2.826428734201455e+01
113         ,  1.680000000000000e+00,  1.658279837070089e+00,  2.092747250858132e-01,  4.506319263739937e-01,  2.945517162089934e+00,  1.990730706271737e+01
114         ,  1.360000000000000e+00,  1.523688829358663e+00,  1.279718374638757e-01,  2.127122591398588e-01,  1.204775921392370e+00,  2.184334664730045e+01
119         ,  6.000000000000000e-01,  1.433524007100673e+00,  1.091751127774173e-01,  7.942700641019773e-02,  7.905909926900604e-01,  2.240487621078751e+01
120         ,  1.260000000000000e+00,  1.239805484861122e+00,  1.667678525749969e-01,  1.590929323477255e-01,  4.921018897064990e+00,  2.415961996185398e+01
121         ,  1.380000000000000e+00,  1.482311379357047e+00,  2.780160951464270e-01,  3.310597090889501e-01,  4.558880962012389e+00,  1.775742461851704e+01
123         ,  3.720000000000000e+00,  3.008200379913220e+00,  1.201612875789637e-01,  5.213521718472560e-01,  1.088997389208394e+00,  6.548787846732218e+01
124         ,  1.280000000000000e+00,  1.385689434927679e+00,  2.865083393147400e-01,  2.486978361836575e-01,  6.190186114316185e+00,  2.210778236356255e+01
125         ,  9.800000000000000e-01,  1.279780664699443e+00,  1.345395424793754e-01,  7.454343733112601e-02,  4.938398275023242e+00,  3.056406186584118e+01
127         ,  4.600000000000000e-01,  1.099818400026995e+00,  1.509827274521330e-01,  3.337054062000391e-01,  4.860886182047257e+00,  1.524707782958982e+01
128         ,  7.600000000000002e-01,  1.013197639055045e+00,  1.390463978038972e-01,  3.226572366124170e-02,  5.185752316436975e+00,  2.295047843193670e+01
129         ,  1.520000000000000e+00,  1.589020028316889e+00,  1.630432791617456e-01,  1.664976602986619e-01,  3.745043084029829e+00,  3.216823551034809e+01
130         ,  1.860000000000000e+00,  2.264500618861568e+00,  7.031326006473828e-01,  7.783890870416732e-02,  4.576463634829143e+00,  1.942979964758120e+01
131         ,  1.000000000000000e+00,  1.880206729414159e+00,  1.463700322620600e-01,  1.698303742512338e-01,  2.103305894381318e+00,  3.752916136812734e+01
132         ,  9.800000000000000e-01,  7.904194030452740e-01,  1.494489528263818e-01,  2.365418341587283e-01,  9.397171378660719e+00,  2.410437280449421e+01
133         ,  1.820000000000000e+00,  2.428204467925778e+00,  1.344426505143578e-01,  3.812071125738623e-01,  1.435704766809507e+00,  4.923895805896924e+01
136         ,  1.280000000000000e+00,  1.171596157532295e+00,  1.641652354685924e-01,  1.238834885478570e-01,  4.444337513818052e+00,  2.119517765622359e+01
137         ,  5.600000000000001e-01,  5.981829413446300e-01,  1.399220255921446e-01,  4.512947815973289e-01,  9.198530544140510e+00,  1.120111721343433e+01
139         ,  4.000000000000000e-01,  5.718594011112494e-01,  1.395939590651765e-01,  6.108734323039583e-02,  9.246676003563815e+00,  2.163093797691665e+01
140         ,  7.000000000000000e-01,  1.225183251418716e+00,  1.848760524805256e-01,  9.967586267206252e-02,  5.087137682860560e+00,  2.454680744536938e+01
141         ,  9.800000000000000e-01,  1.504013814604422e+00,  2.628252289919489e-01,  1.291130933719336e-01,  5.776183077443632e+00,  3.000304595033230e+01
142         ,  2.280000000000000e+00,  1.871772511039622e+00,  1.895110032713042e-01,  2.308615847810326e-01,  3.272499287228551e+00,  3.646568879176151e+01
144         ,  1.120000000000000e+00,  1.399935023090179e+00,  1.803144816001972e-01,  7.849289581870189e-02,  3.345885381667034e+00,  2.519229878897445e+01
145         ,  1.320000000000001e+00,  1.370666564808918e+00,  2.057881631947840e-01,  2.399995350663867e-01,  5.697208059051158e+00,  2.629535773057860e+01
146         ,  1.180000000000000e+00,  1.300134645572370e+00,  1.069375852200865e-01,  4.504005203301464e-02,  3.330744169103629e+00,  2.830403660393360e+01
147         ,  1.200000000000000e-01,  6.167620351392062e-01,  1.483750696231732e-01,  5.935194972171320e-03,  7.437250671876956e+00,  1.737911462024167e+01
148         ,  9.399999999999998e-01,  7.478597866837638e-01,  1.463987535913209e-01,  1.623923199798105e-02,  7.583133707227798e+00,  2.239843292575499e+01
149         ,  1.920000000000000e+00,  1.423357980720861e+00,  1.121758961647528e-01,  2.441129052977391e-01,  3.971001429025880e+00,  2.892496982142827e+01
151         ,  2.040000000000000e+00,  2.110561139224706e+00,  2.070988897145439e-01,  1.387762592193537e-01,  3.286873153362644e+00,  4.618869806544679e+01
153         ,  1.380000000000000e+00,  1.245348144136980e+00,  1.483665365489802e-01,  2.254835677756180e-01,  4.439325547359368e+00,  2.210345003892680e+01
155         ,  1.320000000000001e+00,  1.456128358489384e+00,  1.498238861676973e-01,  4.240461755320353e-01,  3.610247992520363e+00,  2.065750671109038e+01
156         ,  2.400000000000000e+00,  2.924810157970499e+00,  1.244264035722925e-01,  4.347851145703432e-01,  1.305565105267265e+00,  6.549685905269776e+01
158         ,  1.080000000000000e+00,  1.121428493640064e+00,  1.690299673738923e-01,  9.663712709725736e-02,  5.713425765479791e+00,  2.454350106230338e+01
159         ,  6.200000000000000e-01,  8.104073261819087e-01,  1.554615514180222e-01,  4.495137207389912e-01,  8.212583869529949e+00,  1.384995756162540e+01
160         ,  1.420000000000000e+00,  1.024947358721676e+00,  1.651263552631436e-01,  6.646112523781889e-02,  4.179373807890886e+00,  1.661151244708125e+01
161         ,  2.620000000000001e+00,  2.929061763357816e+00,  1.336060261841670e-01,  4.145404367880835e-01,  3.239665602317515e+00,  7.269636643900515e+01
162         ,  2.340000000000000e+00,  1.687054563711591e+00,  1.534770294342105e-01,  3.452410532632462e-01,  5.382620395685802e+00,  3.734479681864249e+01
163         ,  1.400000000000000e+00,  1.503482550381653e+00,  1.398066783716872e-01,  2.596572891093703e-01,  3.700117288158940e+00,  2.813955792460869e+01
164         ,  1.120000000000000e+00,  1.325753780235066e+00,  1.446841938660171e-01,  3.835254541278366e-02,  4.184507043517659e+00,  2.962422560872667e+01
165         ,  5.800000000000001e-01,  1.077776151275049e+00,  7.729302935117115e-02,  8.718312707412260e-02,  1.721801255986389e+00,  1.560229197507297e+01
166         ,  6.400000000000000e-01,  1.476636563404719e+00,  1.871831772024015e-01,  3.820368001133622e-01,  8.701434982698514e+00,  3.858478999241876e+01
167         ,  1.600000000000000e+00,  1.162131235658953e+00,  3.845168131444497e-01,  3.649068366890154e-01,  7.879933421088554e+00,  9.542505078277010e+00
168         ,  1.100000000000000e+00,  1.470686350094771e+00,  2.665345373121638e-01,  1.160192237091573e-01,  4.139530950238250e+00,  2.283171889741318e+01
169         ,  1.640000000000000e+00,  1.021136350987675e+00,  2.022796879297257e-01,  2.239435150844825e-01,  7.692962021049097e+00,  2.213392187803577e+01
170         ,  1.080000000000000e+00,  9.052579816529882e-01,  1.245809903941151e-01,  7.916519009908640e-02,  5.697423464781182e+00,  2.083879427629622e+01
171         ,  1.480000000000000e+00,  1.656441110433476e+00,  1.460739443555804e-01,  2.824905431509888e-01,  3.613447673876960e+00,  3.206311807192869e+01
173         ,  1.020000000000000e+00,  1.385081997543240e+00,  1.558185310647586e-01,  3.785363306814208e-01,  5.680910010814097e+00,  2.668310549716977e+01
174         ,  1.100000000000000e+00,  8.669482794276832e-01,  1.630920929450713e-01,  2.719338705701710e-01,  7.123032800739267e+00,  1.627217019838424e+01
175         ,  9.399999999999998e-01,  1.567632257672999e+00,  1.386370579686535e-01,  2.421226087128836e-02,  1.706768053361304e+00,  2.981169269949563e+01
176         ,  1.140000000000000e+00,  1.490114989539375e+00,  1.278807287866268e-01,  7.252227099940206e-02,  1.675349207172242e+00,  2.642345799428717e+01
177         ,  2.620000000000001e+00,  2.334649278995435e+00,  1.628919608603842e-01,  1.265904296822958e-01,  8.079349340021763e-01,  4.866758357377432e+01
