# c0 + a0 * ((feature_9 + feature_3) * (feature_5 - feature_2)) + a1 * ((feature_17 * feature_8) / cbrt(feature_18))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.499341046306375; Max AE: 2.09627248999685
# Coefficients
# Task   a0                      a1                      c0
# all , -1.112813753944716e-01,  3.182251953211634e-02,  1.026114098575472e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         8|2|add|4|1|sub|mult; ((feature_9 + feature_3) * (feature_5 - feature_2)); $\left(\left(feature_{9} + feature_{3}\right) \left(feature_{5} - feature_{2}\right)\right)$; ((feature_9 + feature_3) .* (feature_5 - feature_2)); ((newdata$feature_9 + newdata$feature_3) * (newdata$feature_5 - newdata$feature_2)); feature_9,feature_3,feature_5,feature_2
# 1;  2; Unitless;                                         16|7|mult|17|cbrt|div; ((feature_17 * feature_8) / cbrt(feature_18)); $\left(\frac{ \left(feature_{17} feature_{8}\right) }{ \left(\sqrt[3]{ feature_{18} }\right) } \right)$; ((feature_17 .* feature_8) ./ nthroot(feature_18, 3)); ((newdata$feature_17 * newdata$feature_8) / nthroot(newdata$feature_18, 3)); feature_17,feature_8,feature_18
# Number of Samples Per Task
# Task, n_samples               
# all , 1690                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
15          ,  1.600000000000000e+00,  2.244786119331425e+00,  1.225574144568965e+00,  4.258165654809083e+01
16          ,  1.440000000000000e+00,  1.662676100041254e+00,  3.613152018451369e+00,  3.263847560970567e+01
17          ,  2.620000000000001e+00,  2.477101663069030e+00,  3.110556074962610e+00,  5.647367176389971e+01
18          ,  1.060000000000000e+00,  7.783249706165516e-01,  9.660280016875168e+00,  2.599480277417442e+01
19          ,  2.540000000000000e+00,  1.984289208582621e+00,  4.049358637765955e+00,  4.427032583832425e+01
20          ,  2.180000000000000e+00,  1.595158745383532e+00,  2.920239430993586e+00,  2.809371854632466e+01
21          ,  7.000000000000000e-01,  1.014708083140718e+00,  3.466474815521218e+00,  1.176362133830855e+01
23          ,  2.600000000000001e-01,  5.033734410304113e-01,  8.037322634318942e+00,  1.167926566329776e+01
24          ,  1.360000000000000e+00,  9.814132546315284e-01,  3.045431284319307e+00,  9.244991985865406e+00
25          ,  2.040000000000000e+00,  1.837478189078849e+00,  3.237846090763600e+00,  3.681908516441224e+01
26          ,  1.400000000000000e+00,  1.071726871743248e+00,  1.186559929906514e+00,  5.582675311942075e+00
27          ,  1.400000000000000e-01,  1.124604949465007e+00,  6.136275998973254e+00,  2.455318105993480e+01
28          ,  1.040000000000000e+00,  1.111985711769508e+00,  4.787688073371757e+00,  1.944070224653922e+01
29          ,  3.140000000000000e+00,  2.834972602739361e+00,  3.191677734220161e+00,  6.800318843578070e+01
30          ,  1.540000000000000e+00,  1.360369352275024e+00,  4.338333809015921e+00,  2.567461718619123e+01
31          ,  3.840000000000000e+00,  2.140121525885791e+00,  1.387575045241568e+00,  3.985915337494620e+01
32          ,  4.000000000000000e-01,  1.052801371281550e+00,  5.146076914134209e+00,  1.883414004952646e+01
33          ,  1.280000000000000e+00,  1.219292253637274e+00,  3.542101473421034e-01,  7.309136764044319e+00
34          ,  1.840000000000000e+00,  2.116872528895823e+00,  6.600003934519376e+00,  5.735611047140761e+01
35          ,  8.200000000000000e-01,  9.478800163684034e-01,  8.013832159823664e+00,  2.556542331280494e+01
36          ,  9.000000000000001e-01,  8.038301139047033e-01,  6.332821304097818e+00,  1.516036716356642e+01
37          ,  1.380000000000000e+00,  1.676666018950159e+00,  2.993195431134549e+00,  3.091014914086446e+01
38          ,  1.440000000000000e+00,  1.384804682699521e+00,  2.630219893612046e+00,  2.046931170291840e+01
39          ,  1.060000000000000e+00,  1.187756465208065e+00,  5.056295169641554e+00,  2.276104652177922e+01
40          ,  8.000000000000003e-01,  1.400545339289231e+00,  4.997461695135200e+00,  2.924204825109600e+01
41          ,  2.020000000000000e+00,  2.026662542495971e+00,  1.215616105322976e+00,  3.569245593285596e+01
42          ,  1.840000000000000e+00,  1.449788211388708e+00,  2.466378940329001e+00,  2.193843114252547e+01
43          ,  3.500000000000000e+00,  2.749634704086285e+00,  2.352746295970496e+00,  6.238781461904643e+01
44          ,  1.640000000000000e+00,  1.591554474317880e+00,  3.194704292856414e+00,  2.894024348074130e+01
46          ,  1.520000000000000e+00,  1.337554535526535e+00,  2.904941359973971e+00,  1.994519341212711e+01
47          ,  1.260000000000000e+00,  1.583241990259454e+00,  3.880266585570761e+00,  3.107639837334207e+01
48          ,  1.640000000000000e+00,  1.803138063090695e+00,  2.758124037866497e+00,  3.406241293570739e+01
49          ,  1.900000000000000e+00,  1.774289852651218e+00,  2.564773080700831e+00,  3.247974218470414e+01
50          ,  1.660000000000000e+00,  1.445638554388633e+00,  3.920346896574383e+00,  2.689246681500875e+01
51          ,  1.880000000000000e+00,  1.606788685078370e+00,  3.647871471565151e+00,  3.100366519141260e+01
52          ,  9.000000000000001e-01,  1.147935372187888e+00,  5.704145673676471e+00,  2.377519004634393e+01
53          ,  1.240000000000000e+00,  1.530995552647288e+00,  3.546489770026768e+00,  2.826739449699992e+01
54          ,  3.200000000000000e-01,  9.503671253779508e-01,  4.881278144892654e+00,  1.468923200682912e+01
55          ,  1.300000000000000e+00,  2.087613213986575e+00,  4.231153088687522e-01,  3.483646126176951e+01
56          ,  1.880000000000000e+00,  1.617026449453524e+00,  3.494993540952840e+00,  3.079077500828280e+01
57          ,  8.200000000000000e-01,  1.167739542146044e+00,  6.274354760168226e+00,  2.639150775435438e+01
59          ,  4.000000000000000e-01,  8.989517473346000e-01,  6.298229191528780e+00,  1.802853024139246e+01
60          ,  1.000000000000000e+00,  1.280028461524817e+00,  3.523843704692254e+00,  2.030174060952751e+01
61          ,  3.540000000000000e+00,  3.342895888439416e+00,  1.253568690339943e+00,  7.718686873292540e+01
62          ,  1.860000000000000e+00,  1.624894842441146e+00,  5.991641842007833e-01,  2.091149815145980e+01
64          ,  1.600000000000000e+00,  1.048761415577769e+00,  6.744336270919829e+00,  2.429620107775476e+01
65          ,  1.040000000000000e+00,  1.081925990317230e+00,  4.595950403315553e+00,  1.782560219014073e+01
66          ,  2.660000000000000e+00,  1.471131023329306e+00,  1.861090014376576e+00,  2.049245599891718e+01
68          ,  1.880000000000000e+00,  1.560711128326791e+00,  2.664495442621184e+00,  2.611690587540456e+01
69          ,  1.920000000000000e+00,  1.759811024206639e+00,  3.504680021735121e+00,  3.531155154554309e+01
71          ,  1.040000000000000e+00,  1.258272681962417e+00,  4.230664059176163e+00,  2.208978764282268e+01
72          ,  2.020000000000000e+00,  1.713466799618124e+00,  1.491550515438959e+00,  2.681542839528526e+01
73          ,  2.080000000000000e+00,  2.633168929563401e+00,  2.668979505984257e+00,  5.983380855157844e+01
74          ,  1.360000000000000e+00,  1.082862292388391e+00,  6.158995806676520e+00,  2.332089756374203e+01
75          ,  6.400000000000000e-01,  1.065340011690961e+00,  5.450036939867253e+00,  2.029108723094405e+01
76          ,  8.800000000000001e-01,  1.236920304528582e+00,  4.914316041802151e+00,  2.380949294235785e+01
77          ,  8.000000000000003e-01,  1.245627675776742e+00,  4.137772457138229e+00,  2.136759116809483e+01
78          ,  1.240000000000000e+00,  1.201859440314056e+00,  3.562611977195023e+00,  1.798090506253545e+01
79          ,  1.720000000000000e+00,  1.766296387770883e+00,  5.117342276741321e+00,  4.115472927257449e+01
80          ,  1.280000000000000e+00,  1.403992015253611e+00,  3.891148646496688e+00,  2.548164953143480e+01
81          ,  1.680000000000000e+00,  9.339190296527128e-01,  4.370675155925542e+00,  1.238681536304071e+01
82          ,  1.700000000000000e+00,  1.430076748289697e+00,  4.519694897957045e+00,  2.849933090329215e+01
83          ,  1.500000000000000e+00,  1.676595176744923e+00,  2.646822947270905e+00,  2.969667990033465e+01
84          ,  3.000000000000000e-01,  1.079412987941196e+00,  5.566747156131323e+00,  2.114144886278708e+01
85          ,  5.199999999999999e-01,  1.056977621326205e+00,  3.383047509491283e+00,  1.280017134471927e+01
86          ,  1.660000000000000e+00,  1.762553348242349e+00,  6.749532698241610e+00,  4.674477550703965e+01
87          ,  1.240000000000000e+00,  1.538612899929968e+00,  2.116190923025678e+00,  2.350509792636599e+01
89          ,  1.060000000000000e+00,  1.100898266655269e+00,  3.438957035945987e+00,  1.437585847030942e+01
90          ,  1.380000000000000e+00,  1.617201677700520e+00,  3.325296581901316e+00,  3.020286169935589e+01
91          ,  2.460000000000000e+00,  1.584179195311035e+00,  4.159637062385688e+00,  3.208279058951570e+01
92          ,  1.060000000000000e+00,  1.313055916678421e+00,  5.366194331023348e+00,  2.778219062764597e+01
93          ,  1.640000000000000e+00,  1.567529436717837e+00,  5.137233837575834e+00,  3.497817902782501e+01
94          ,  1.440000000000000e+00,  1.792702248853330e+00,  1.854367207327170e+00,  3.057409337477826e+01
95          ,  1.720000000000000e+00,  1.529078306320278e+00,  5.887721533578723e+00,  3.639428854061172e+01
96          ,  1.800000000000000e+00,  1.814487447350134e+00,  4.621235356604325e+00,  4.093424387608576e+01
98          ,  1.440000000000000e+00,  1.521494419488520e+00,  7.485176269904911e+00,  4.174217035070152e+01
99          ,  7.200000000000000e-01,  1.103789798084545e+00,  4.823308101854103e+00,  1.930771252774634e+01
100         ,  1.540000000000000e+00,  1.380861315594742e+00,  3.074812992943696e+00,  2.190010867151749e+01
101         ,  1.400000000000000e+00,  1.215205276563693e+00,  2.334951288187040e+00,  1.410723523521435e+01
102         ,  1.700000000000000e+00,  1.180137163879814e+00,  5.045683111756640e+00,  2.248450569927872e+01
103         ,  1.940000000000000e+00,  2.334238496354203e+00,  2.333282183128205e+00,  4.926622000242319e+01
104         ,  1.720000000000000e+00,  1.309541542251095e+00,  4.169462273049314e+00,  2.348685619696450e+01
105         ,  1.580000000000000e+00,  1.696498042528049e+00,  2.731034266505684e+00,  3.061659503093301e+01
106         ,  3.120000000000000e+00,  2.134073476744154e+00,  2.862852643992255e+00,  4.482805192417673e+01
107         ,  2.660000000000000e+00,  2.123913116445274e+00,  1.948067529048938e+00,  4.130982308100895e+01
108         ,  2.620000000000001e+00,  2.563978863418707e+00,  2.507837647261648e+00,  5.709605694994799e+01
109         ,  6.400000000000000e-01,  1.851538756089526e+00,  4.023396791876769e+00,  4.000795050143332e+01
110         ,  9.600000000000000e-01,  1.355117304041848e+00,  1.542666379634406e+00,  1.573329985583344e+01
111         ,  1.240000000000000e+00,  1.232395163908454e+00,  3.958268026544019e+00,  2.032405306104147e+01
112         ,  6.000000000000000e-01,  1.054203884806191e+00,  7.830160677679548e+00,  2.826428734201455e+01
113         ,  1.680000000000000e+00,  1.331833565365245e+00,  2.945517162089934e+00,  1.990730706271737e+01
114         ,  1.360000000000000e+00,  1.587155302331294e+00,  1.204775921392370e+00,  2.184334664730045e+01
119         ,  6.000000000000000e-01,  1.651115656366876e+00,  7.905909926900604e-01,  2.240487621078751e+01
120         ,  1.260000000000000e+00,  1.357459069853936e+00,  3.931250897064989e+00,  2.415961996185398e+01
121         ,  1.380000000000000e+00,  1.083881546625904e+00,  4.558880962012389e+00,  1.775742461851704e+01
123         ,  3.720000000000000e+00,  2.988918262946595e+00,  1.088997389208394e+00,  6.548787846732218e+01
124         ,  1.280000000000000e+00,  1.040787009902854e+00,  6.190186114316185e+00,  2.210778236356255e+01
125         ,  9.800000000000000e-01,  1.449187801991743e+00,  4.938398275023242e+00,  3.056406186584118e+01
127         ,  4.600000000000000e-01,  9.703884306410914e-01,  4.860886182047257e+00,  1.524707782958982e+01
128         ,  7.600000000000002e-01,  1.301753586414149e+00,  4.086061649770309e+00,  2.295047843193670e+01
129         ,  1.520000000000000e+00,  1.633034856114850e+00,  3.745043084029829e+00,  3.216823551034809e+01
130         ,  1.860000000000000e+00,  1.636008695077791e+00,  7.557942430282627e-02,  1.942979964758120e+01
131         ,  1.000000000000000e+00,  1.986327796434598e+00,  2.103305894381318e+00,  3.752916136812734e+01
132         ,  9.800000000000000e-01,  1.033166089952300e+00,  6.829623378660719e+00,  2.410437280449421e+01
133         ,  1.820000000000000e+00,  2.433254602037117e+00,  1.435704766809507e+00,  4.923895805896924e+01
136         ,  1.280000000000000e+00,  1.206026062272404e+00,  4.444337513818052e+00,  2.119517765622359e+01
137         ,  5.600000000000001e-01,  6.439274514557360e-01,  6.637538544140509e+00,  1.120111721343433e+01
139         ,  4.000000000000000e-01,  6.854822213402620e-01,  9.246676003563815e+00,  2.163093797691665e+01
140         ,  7.000000000000000e-01,  1.241151679787069e+00,  5.087137682860560e+00,  2.454680744536938e+01
141         ,  9.800000000000000e-01,  1.338105016964707e+00,  5.776183077443632e+00,  3.000304595033230e+01
142         ,  2.280000000000000e+00,  1.822375970743157e+00,  3.272499287228551e+00,  3.646568879176151e+01
144         ,  1.120000000000000e+00,  1.455461791662358e+00,  3.345885381667034e+00,  2.519229878897445e+01
145         ,  1.320000000000001e+00,  1.228905484841115e+00,  5.697208059051158e+00,  2.629535773057860e+01
146         ,  1.180000000000000e+00,  1.556170064016917e+00,  3.330744169103629e+00,  2.830403660393360e+01
147         ,  1.200000000000000e-01,  7.515338291090757e-01,  7.437250671876956e+00,  1.737911462024167e+01
148         ,  9.399999999999998e-01,  8.950271191036203e-01,  7.583133707227798e+00,  2.239843292575499e+01
149         ,  1.920000000000000e+00,  1.504681014968337e+00,  3.971001429025880e+00,  2.892496982142827e+01
151         ,  2.040000000000000e+00,  2.130187079672818e+00,  3.286873153362644e+00,  4.618869806544679e+01
153         ,  1.380000000000000e+00,  1.235487316432412e+00,  4.439325547359368e+00,  2.210345003892680e+01
155         ,  1.320000000000001e+00,  1.281734647251174e+00,  3.610247992520363e+00,  2.065750671109038e+01
156         ,  2.400000000000000e+00,  2.965104094491049e+00,  1.305565105267265e+00,  6.549685905269776e+01
158         ,  1.080000000000000e+00,  1.171352263120337e+00,  5.713425765479791e+00,  2.454350106230338e+01
159         ,  6.200000000000000e-01,  7.419161442403944e-01,  6.514463869529948e+00,  1.384995756162540e+01
160         ,  1.420000000000000e+00,  1.176901313070278e+00,  3.395293807890886e+00,  1.661151244708125e+01
161         ,  2.620000000000001e+00,  2.978981195450548e+00,  3.239665602317515e+00,  7.269636643900515e+01
162         ,  2.340000000000000e+00,  1.615534223901388e+00,  5.382620395685802e+00,  3.734479681864249e+01
163         ,  1.400000000000000e+00,  1.509831589309262e+00,  3.700117288158940e+00,  2.813955792460869e+01
164         ,  1.120000000000000e+00,  1.503173897482499e+00,  4.184507043517659e+00,  2.962422560872667e+01
165         ,  5.800000000000001e-01,  1.386565590372840e+00,  1.222601255986389e+00,  1.560229197507297e+01
166         ,  6.400000000000000e-01,  1.513155588930785e+00,  6.657212316031849e+00,  3.858478999241876e+01
167         ,  1.600000000000000e+00,  8.170509310706167e-01,  4.607507050718183e+00,  9.542505078277010e+00
168         ,  1.100000000000000e+00,  1.292024221509696e+00,  4.139530950238250e+00,  2.283171889741318e+01
169         ,  1.640000000000000e+00,  8.743878653018252e-01,  7.692962021049097e+00,  2.213392187803577e+01
170         ,  1.080000000000000e+00,  1.055239917093077e+00,  5.697423464781182e+00,  2.083879427629622e+01
171         ,  1.480000000000000e+00,  1.644333872614993e+00,  3.613447673876960e+00,  3.206311807192869e+01
173         ,  1.020000000000000e+00,  1.390087669367254e+00,  4.359670010814098e+00,  2.668310549716977e+01
174         ,  1.100000000000000e+00,  7.512746654972752e-01,  7.123032800739267e+00,  1.627217019838424e+01
175         ,  9.399999999999998e-01,  1.784865775333231e+00,  1.706768053361304e+00,  2.981169269949563e+01
176         ,  1.140000000000000e+00,  1.680539942664566e+00,  1.675349207172242e+00,  2.642345799428717e+01
177         ,  2.620000000000001e+00,  2.484931116747806e+00,  8.079349340021763e-01,  4.866758357377432e+01
178         ,  6.600000000000000e-01,  9.778959907361305e-01,  3.688382106506111e+00,  1.138282358778796e+01
179         ,  9.600000000000000e-01,  9.299676818430115e-01,  5.928849501218828e+00,  1.771148603432137e+01
180         ,  2.120000000000000e+00,  2.131828782241531e+00,  2.633700914600432e+00,  4.395618462607150e+01
181         ,  1.720000000000000e+00,  1.839982635026667e+00,  1.697904015954712e+00,  3.151270375126517e+01
183         ,  9.000000000000001e-01,  9.487482019219989e-01,  1.882585585387692e+00,  4.152116756591974e+00
184         ,  2.220000000000000e+00,  2.479537927808538e+00,  4.148596313563064e+00,  6.018019192446503e+01
185         ,  1.460000000000000e+00,  1.167262314787429e+00,  3.663070787735411e+00,  1.724501327070026e+01
186         ,  2.620000000000001e+00,  2.078042289369350e+00,  3.760111401738293e+00,  4.620496996574438e+01
187         ,  2.440000000000000e+00,  2.231787301614863e+00,  2.632731659278764e+00,  4.709392044259778e+01
188         ,  1.820000000000000e+00,  2.134985735408097e+00,  1.610440027974633e+00,  4.047710982896803e+01
189         ,  8.200000000000000e-01,  1.258947336503318e+00,  4.986807108089898e+00,  2.475517348486413e+01
190         ,  1.840000000000000e+00,  1.747285041183473e+00,  2.721363187371780e+00,  3.217872111016079e+01
191         ,  2.920000000000000e+00,  2.443545231371007e+00,  9.854720314247244e-01,  4.798789782575407e+01
192         ,  9.800000000000000e-01,  1.244346688806593e+00,  4.599908436178957e+00,  2.294339789660246e+01
193         ,  9.800000000000000e-01,  1.164594546955215e+00,  8.023738278393710e+00,  3.241016409036276e+01
194         ,  2.620000000000001e+00,  2.121479902218108e+00,  2.468499012565595e+00,  4.305327764943680e+01
195         ,  2.080000000000000e+00,  2.045783470990113e+00,  5.592422013964872e+00,  5.159873605412703e+01
196         ,  1.060000000000000e+00,  6.759946881722866e-01,  7.558428906146384e+00,  1.542910370747323e+01
197         ,  1.320000000000001e+00,  1.224633778462078e+00,  9.025916973761094e-01,  9.394646614594047e+00
198         ,  1.640000000000000e+00,  9.334657766935719e-01,  5.923613972847902e+00,  1.780310285459182e+01
199         ,  3.240000000000001e+00,  2.372697684221160e+00,  5.044158249171139e+00,  5.995453789871357e+01
200         ,  1.340000000000000e+00,  1.071377072200540e+00,  4.609796920942578e+00,  1.754253036794766e+01
201         ,  1.720000000000000e+00,  1.611403284383566e+00,  3.905370959646693e+00,  3.204913541160386e+01
202         ,  8.800000000000001e-01,  1.004255412294606e+00,  2.285344376483732e+00,  7.304813779740496e+00
203         ,  1.400000000000000e+00,  1.146603817069136e+00,  2.779370598957872e+00,  1.350558999713714e+01
205         ,  1.220000000000000e+00,  1.994532909925150e+00,  6.113191965360653e+00,  5.180932388592043e+01
206         ,  1.260000000000000e+00,  1.973448650177992e+00,  5.520868289060410e+00,  4.907544692068653e+01
207         ,  2.020000000000000e+00,  1.728767895343379e+00,  2.181079451388596e+00,  2.970749431103197e+01
208         ,  1.100000000000000e+00,  1.405727992106698e+00,  2.646500669320207e+00,  2.118374465338057e+01
209         ,  1.060000000000000e+00,  1.295993914250814e+00,  8.860722132196713e-01,  1.157932042085370e+01
210         ,  2.000000000000000e+00,  1.732757447555749e+00,  4.843473586680059e+00,  3.914309016719105e+01
211         ,  1.120000000000000e+00,  1.359467524807441e+00,  2.946360221738976e+00,  2.077863267386195e+01
212         ,  9.600000000000000e-01,  1.121914465906891e+00,  8.179797836487397e+00,  3.161470354379424e+01
213         ,  8.000000000000003e-01,  9.145838034734466e-01,  5.438968782635488e+00,  1.551497615576800e+01
214         ,  2.220000000000000e+00,  2.441669141006884e+00,  3.575615997966151e+00,  5.698651568859478e+01
215         ,  1.520000000000000e+00,  1.799294767552558e+00,  1.558905149199955e+00,  2.974804610094379e+01
216         ,  1.540000000000000e+00,  1.179166456919388e+00,  2.600635411987058e+00,  1.390382189703313e+01
217         ,  1.340000000000000e+00,  8.342145672131005e-01,  7.117931195797550e+00,  1.886065751215772e+01
218         ,  2.560000000000000e+00,  1.531766941444983e+00,  2.648817489939692e+00,  2.515253060057436e+01
219         ,  1.800000000000000e+00,  1.708506135432395e+00,  2.125711681968846e+00,  2.887716529142461e+01
220         ,  2.280000000000000e+00,  1.861883856099225e+00,  3.112847253797350e+00,  3.714890268591522e+01
221         ,  8.600000000000001e-01,  8.464432914272271e-01,  4.561130626523370e+00,  1.030396358133108e+01
222         ,  2.799999999999999e-01,  1.099213803245131e+00,  6.422786941506415e+00,  2.475719336399603e+01
223         ,  1.400000000000000e+00,  1.228538970801326e+00,  6.187095969277672e+00,  2.799694789991424e+01
224         ,  1.500000000000000e+00,  1.915581870801988e+00,  6.245840471451523e+00,  4.979220733245062e+01
225         ,  1.320000000000001e+00,  1.621718926371966e+00,  2.561225966712650e+00,  2.767290550892931e+01
226         ,  2.360000000000000e+00,  1.998153254602755e+00,  3.059709391307975e+00,  4.124525162361105e+01
227         ,  9.000000000000001e-01,  9.617064318398520e-01,  2.057518549365051e+00,  5.171049613820984e+00
228         ,  3.440000000000000e+00,  2.930125421027199e+00,  1.711155602911748e+00,  6.581600395732127e+01
229         ,  1.999999999999999e-01,  9.101348667251857e-01,  6.041450153423293e+00,  1.748201144281932e+01
230         ,  8.400000000000000e-01,  1.005416655472615e+00,  4.945210573946920e+00,  1.664269199824792e+01
231         ,  1.380000000000000e+00,  9.207019241042972e-01,  6.589423329148492e+00,  1.973030187063668e+01
232         ,  3.780000000000000e+00,  2.211067732595814e+00,  2.211008502723136e+00,  4.496808305099894e+01
233         ,  7.800000000000002e-01,  9.922226666067172e-01,  4.699043678075567e+00,  1.536724994614744e+01
235         ,  8.800000000000001e-01,  1.179931104303403e+00,  3.557573861205527e+00,  1.727420475036613e+01
236         ,  1.460000000000000e+00,  1.024594486001390e+00,  6.058999846979075e+00,  2.114019360515112e+01
237         ,  2.180000000000000e+00,  2.075927021913008e+00,  1.939063123275744e+00,  3.977040640654115e+01
238         ,  1.780000000000000e+00,  7.861821612378304e-01,  5.820983456485041e+00,  1.281592764635994e+01
239         ,  3.260000000000000e+00,  3.501304385155163e+00,  7.955734247565842e-01,  8.056316184915840e+01
240         ,  1.600000000000000e-01,  7.844687850240240e-01,  7.230669935331571e+00,  1.769167212883670e+01
241         ,  1.200000000000000e+00,  1.341652782874656e+00,  6.391875040801938e+00,  3.226756854223630e+01
242         ,  1.420000000000000e+00,  9.263321160752822e-01,  5.569472064096780e+00,  1.634052038176263e+01
243         ,  6.000000000000000e-01,  1.045805703220100e+00,  6.632153476449856e+00,  2.381102365469433e+01
245         ,  8.400000000000000e-01,  1.490853072919430e+00,  5.267184277481984e+00,  3.302310755556951e+01
246         ,  9.000000000000001e-01,  9.582632363641400e-01,  5.279872140409889e+00,  1.633122012717862e+01
248         ,  1.200000000000000e+00,  1.579270228889602e+00,  4.142366778423597e+00,  3.186813670683699e+01
249         ,  4.500000000000000e+00,  3.830378895928294e+00,  2.163557998431167e+00,  9.568785099152215e+01
250         ,  5.600000000000001e-01,  1.241687942716975e+00,  4.201370113538021e+00,  2.146618492064483e+01
251         ,  1.660000000000000e+00,  1.242223722465855e+00,  2.369648635875282e+00,  1.507760511570998e+01
252         ,  2.920000000000000e+00,  1.312853993503746e+00,  4.764395015266170e+00,  2.567139048575919e+01
254         ,  1.300000000000000e+00,  1.756654535456264e+00,  3.958631146407694e+00,  3.679980003942050e+01
255         ,  8.400000000000000e-01,  8.856411864626417e-01,  6.735229442383591e+00,  1.913841810100233e+01
256         ,  6.200000000000000e-01,  1.069472177582089e+00,  5.106460608052031e+00,  1.921947249497570e+01
257         ,  1.340000000000000e+00,  1.735323573820915e+00,  5.523503257109359e+00,  4.160175040057153e+01
259         ,  2.080000000000000e+00,  2.037916097297798e+00,  3.414147332578756e+00,  4.373421809943343e+01
261         ,  1.700000000000000e+00,  1.574164596410881e+00,  4.176280803843140e+00,  3.182629108604863e+01
263         ,  2.680000000000000e+00,  2.582798001428786e+00,  3.068268344496822e+00,  5.964722631068191e+01
264         ,  2.720000000000000e+00,  2.591768876772788e+00,  2.620337793388514e+00,  5.836274434427816e+01
265         ,  2.060000000000000e+00,  1.200369978497974e+00,  4.603865932872011e+00,  2.157530023263342e+01
266         ,  1.420000000000000e+00,  1.986686570653630e+00,  2.532164472133535e+00,  3.904012741694974e+01
267         ,  2.180000000000000e+00,  1.278843456496003e+00,  4.590427829760413e+00,  2.399428114718321e+01
268         ,  2.000000000000000e+00,  1.084004692613025e+00,  4.406106208196872e+00,  1.722705056293708e+01
269         ,  1.000000000000000e+00,  1.157708827862709e+00,  4.644337732386588e+00,  2.037623134426072e+01
271         ,  7.200000000000000e-01,  7.318331421239133e-01,  7.675057441260769e+00,  1.759163008065828e+01
272         ,  8.600000000000001e-01,  1.291803323655114e+00,  1.233024820239668e+00,  1.266090582691956e+01
273         ,  2.660000000000000e+00,  2.864180805859587e+00,  2.254022164957417e+00,  6.564211208550022e+01
274         ,  7.000000000000000e-01,  1.178082640498127e+00,  4.790975503134682e+00,  2.152924706987021e+01
275         ,  1.900000000000000e+00,  2.185911918754304e+00,  4.302652520480796e-01,  3.795043092022810e+01
276         ,  1.960000000000000e+00,  1.710287289274526e+00,  2.289588874490525e+00,  2.950620515112288e+01
277         ,  8.600000000000001e-01,  1.577893027365457e+00,  4.626166294950304e+00,  3.351667600735286e+01
278         ,  9.200000000000002e-01,  1.443506444557335e+00,  3.600223758352890e+00,  2.570601604042205e+01
