# c0 + a0 * ((feature_13 / feature_25) + (feature_1^3)) + a1 * ((feature_20 * feature_4) * (feature_10 - feature_9))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.541990588562585; Max AE: 2.218440483781
# Coefficients
# Task   a0                      a1                      c0
# all ,  3.277929369994832e+00,  6.613472930824704e-02,  1.064331985532869e+00, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         12|24|div|0|cb|add; ((feature_13 / feature_25) + (feature_1^3)); $\left(\left(\frac{ feature_{13} }{ feature_{25} } \right) + \left(feature_{1}^3\right)\right)$; ((feature_13 ./ feature_25) + (feature_1).^3); ((newdata$feature_13 / newdata$feature_25) + (newdata$feature_1)^3); feature_13,feature_25,feature_1
# 1;  2; Unitless;                                         19|3|mult|9|8|sub|mult; ((feature_20 * feature_4) * (feature_10 - feature_9)); $\left(\left(feature_{20} feature_{4}\right) \left(feature_{10} - feature_{9}\right)\right)$; ((feature_20 .* feature_4) .* (feature_10 - feature_9)); ((newdata$feature_20 * newdata$feature_4) * (newdata$feature_10 - newdata$feature_9)); feature_20,feature_4,feature_10,feature_9
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      
29          ,  1.340000000000000e+00,  1.669768425021114e+00,  1.273737036143696e-01,  2.841388139200463e+00
30          ,  1.640000000000000e+00,  2.552564679727630e+00,  2.281786420845171e-01,  1.119350195341421e+01
31          ,  1.720000000000000e+00,  1.851980820908938e+00,  2.751926963318064e-01, -1.730004606275162e+00
32          ,  8.200000000000000e-01,  1.114167082102928e+00,  2.118083372336779e-02, -2.962767153913818e-01
33          ,  9.000000000000001e-01,  1.193433807024900e+00,  5.955252731426162e-02, -9.995830865306473e-01
34          ,  1.620000000000000e+00,  1.488385411376878e+00,  1.394330165165826e-01, -4.989534921791371e-01
35          ,  1.440000000000000e+00,  9.964723526294094e-01,  2.202805904163166e-02, -2.117889587892180e+00
36          ,  1.780000000000000e+00,  1.529198701852193e+00,  1.407332559021781e-01,  5.372432154391011e-02
37          ,  4.200000000000001e-01,  9.510413164681123e-01,  1.398666487374365e-01, -8.645437439972268e+00
38          ,  3.500000000000000e+00,  2.866763274738735e+00,  1.136453655575297e-01,  2.162116368566930e+01
39          ,  3.840000000000000e+00,  3.598324575669969e+00,  2.996736767536035e-01,  2.346246004062240e+01
40          ,  2.860000000000000e+00,  2.007500850905808e+00,  8.214034902876227e-02,  1.019008635672898e+01
41          ,  1.500000000000000e+00,  1.131420372661689e+00,  1.531482907177457e-02,  2.553493345272251e-01
42          ,  3.060000000000000e+00,  1.776845793979421e+00,  1.571507236456190e-01,  2.984586736155613e+00
43          ,  1.900000000000000e+00,  1.436826394353226e+00,  1.113871716680928e-01,  1.115167090876656e-01
44          ,  1.660000000000000e+00,  1.510877652648080e+00,  1.355497236355341e-01,  3.361693529051236e-02
45          ,  8.400000000000000e-01,  1.210097246826781e+00,  2.316125679914670e-02,  1.056091075242172e+00
46          ,  8.400000000000000e-01,  1.186857468445729e+00,  9.495419914119886e-02, -2.853684852579866e+00
47          ,  1.300000000000000e+00,  1.115060009040565e+00,  8.875398013837994e-02, -3.631998757752292e+00
49          ,  1.160000000000000e+00,  1.712319840826463e+00,  1.127119438062136e-01,  4.211494735902205e+00
50          ,  2.280000000000000e+00,  1.823756986604655e+00,  1.601452862671934e-01,  3.545490640136073e+00
51          ,  1.100000000000000e+00,  1.165633420457854e+00,  2.352007478826240e-02,  3.659845779250215e-01
52          ,  1.460000000000000e+00,  1.977949763495183e+00,  1.526399123124082e-01,  6.248984923394855e+00
53          ,  8.800000000000001e-01,  1.516732633853695e+00,  1.844158747177253e-01, -2.299874291474971e+00
54          ,  1.520000000000000e+00,  1.724616596667723e+00,  1.425778372847399e-01,  2.917144030176037e+00
55          ,  2.600000000000001e+00,  1.469053813219707e+00,  1.116306520097511e-01,  5.867482225796842e-01
56          ,  1.280000000000000e+00,  1.230935071261159e+00,  1.399545226336812e-01, -4.417617755937916e+00
57          ,  1.280000000000000e+00,  1.523009384957461e+00,  8.859810580483837e-02,  2.544186209589898e+00
58          ,  1.620000000000000e+00,  1.613087744032511e+00,  1.407537204697332e-01,  1.321166732664998e+00
59          ,  5.800000000000001e-01,  1.210693066556115e+00,  6.730469583302046e-02, -1.122843609751054e+00
60          ,  1.780000000000000e+00,  7.954012454080460e-01,  8.627067849484540e-02, -8.342363183509066e+00
61          ,  1.020000000000000e+00,  1.813722060102186e+00,  1.111257960755798e-01,  5.823378546755344e+00
62          ,  1.920000000000000e+00,  1.912688328636297e+00,  1.494878769434801e-01,  5.418418500543184e+00
63          ,  2.500000000000000e+00,  2.017364269292355e+00,  2.001860891520389e-01,  4.488359229234772e+00
64          ,  7.600000000000002e-01,  1.012368099855051e+00,  4.983312464950362e-02, -3.255677475619307e+00
66          ,  2.400000000000000e+00,  1.248752733011717e+00,  2.215761914387098e-02,  1.690331813364712e+00
67          ,  2.020000000000000e+00,  2.055849321279746e+00,  1.917594476230466e-01,  5.487939758816673e+00
68          ,  2.900000000000000e+00,  2.015319379654387e+00,  2.852225953622991e-01,  2.426542297087048e-01
69          ,  3.420000000000000e+00,  4.562875134797417e+00,  3.163867447584567e-01,  3.721871658189126e+01
71          ,  3.040000000000000e+00,  1.817953632217167e+00,  1.057189652412076e-01,  6.155349085309067e+00
72          ,  2.340000000000000e+00,  2.038755955686923e+00,  1.579608247029562e-01,  6.904686060228354e+00
73          ,  1.200000000000000e+00,  1.291040878583315e+00,  1.580456597709651e-01, -4.405455650314121e+00
74          ,  2.920000000000000e+00,  2.033201749018715e+00,  1.197709641178623e-01,  8.713561067822303e+00
75          ,  1.120000000000000e+00,  1.661038773708136e+00,  1.482770687997748e-01,  1.673327019211691e+00
76          ,  3.440000000000000e+00,  2.248626379291927e+00,  1.141224565574968e-01,  1.225088618503269e+01
77          ,  8.800000000000001e-01,  1.823431181566568e+00,  1.113418272824470e-01,  5.959479299275309e+00
78          ,  1.080000000000000e+00,  1.460627799569570e+00,  1.577934912338827e-01, -1.828692829589970e+00
80          ,  1.880000000000000e+00,  1.735690393462850e+00,  1.111807392932248e-01,  4.640765909730704e+00
81          ,  1.080000000000000e+00,  2.020793375400159e+00,  2.969408314320707e-01, -2.553829555400166e-01
82          ,  8.600000000000001e-01,  1.128210271096337e+00,  8.157154955198045e-03,  5.615764689550762e-01
83          ,  1.380000000000000e+00,  1.423863075044878e+00,  1.061859706272826e-01,  1.732974162185198e-01
84          ,  8.200000000000000e-01,  8.856328737495478e-01,  4.550685540939316e-02, -4.957567273583653e+00
85          ,  1.700000000000000e+00,  1.258673490428198e+00,  6.136899972205030e-02, -1.031491588782134e-01
86          ,  8.000000000000003e-01,  1.182939465358303e+00,  6.262346801163386e-02, -1.310473727304196e+00
87          ,  1.440000000000000e+00,  1.519355145512529e+00,  1.547867308610313e-01, -7.916689422159772e-01
88          ,  1.920000000000000e+00,  1.458000645926654e+00,  1.156125038400907e-01,  2.222589957116259e-01
90          ,  1.680000000000000e+00,  1.457136781799899e+00,  6.261494237401150e-02,  2.835990101124310e+00
91          ,  2.040000000000000e+00,  1.779045752645321e+00,  1.664761365858073e-01,  2.555642872699968e+00
92          ,  1.020000000000000e+00,  1.164718375628974e+00,  5.725876735504538e-02, -1.320090155654607e+00
93          ,  1.560000000000000e+00,  1.691293664312384e+00,  1.361915044456722e-01,  2.729814551320035e+00
94          ,  1.000000000000000e+00,  1.034004088599805e+00,  7.762941563560601e-02, -4.306234279619843e+00
95          ,  6.799999999999999e-01,  1.290177388317736e+00,  2.005383651498916e-01, -6.524638395955474e+00
96          ,  1.400000000000000e+00,  1.640171305177287e+00,  1.392404542159726e-01,  1.805691903899109e+00
97          ,  1.980000000000000e+00,  1.516204125473307e+00,  1.397502547046978e-01, -9.404021888956868e-02
98          ,  2.200000000000000e-01,  4.238612709923732e-01,  1.248292015818820e-01, -1.587141932261390e+01
99          ,  1.240000000000000e+00,  1.245665942590631e+00,  8.699932688230916e-02, -1.570183968177075e+00
100         ,  1.580000000000000e+00,  1.355717597600820e+00,  8.797810559652376e-02,  4.535583418839863e-02
101         ,  1.620000000000000e+00,  1.756226679936334e+00,  1.138852278190692e-01,  4.817241480522051e+00
102         ,  2.860000000000000e+00,  1.400060612515803e+00,  6.369567942437793e-02,  1.919395300831160e+00
103         ,  2.460000000000000e+00,  2.440575453733674e+00,  8.536381738933391e-02,  1.657868589640854e+01
104         ,  1.280000000000000e+00,  1.341028999789458e+00,  7.333858640660232e-02,  5.488539576732933e-01
105         ,  1.500000000000000e+00,  1.498696084801980e+00,  1.054717441139583e-01,  1.340221279507604e+00
106         ,  8.600000000000001e-01,  1.389502801609245e+00,  8.148507504896660e-02,  8.780333111591651e-01
107         ,  7.000000000000000e-01,  1.748130604369128e+00,  9.154153171086135e-03,  9.885758332087045e+00
108         ,  1.140000000000000e+00,  1.555441731247723e+00,  1.110794696048104e-01,  1.920308606721111e+00
110         ,  1.100000000000000e+00,  1.093579832891024e+00,  1.068793315182758e-01, -4.855165445290097e+00
111         ,  1.160000000000000e+00,  1.252268809177385e+00,  1.115954120335565e-02,  2.288610498017037e+00
112         ,  1.720000000000000e+00,  1.522482550805656e+00,  1.237023446827288e-01,  7.962989650201761e-01
113         ,  1.400000000000000e+00,  1.467257574961533e+00,  1.243665230129405e-01, -7.165809929459571e-02
114         ,  1.020000000000000e+00,  1.129881143210350e+00,  2.368551066345875e-02, -1.828127747109158e-01
115         ,  5.600000000000001e-01,  1.351210262229683e+00,  9.108358325300969e-02, -1.767191926971265e-01
116         ,  1.280000000000000e+00,  1.303823333240406e+00,  7.996682499631905e-02, -3.422446392369434e-01
117         ,  1.400000000000000e-01,  1.619602349432194e+00,  1.560374700847716e-01,  6.621416364261306e-01
118         ,  7.200000000000000e-01,  1.302777609468489e+00,  7.217317263680856e-02,  2.823118266676116e-02
119         ,  2.460000000000000e+00,  1.718451319719950e+00,  1.075188564563878e-01,  4.561599025745295e+00
121         ,  1.140000000000000e+00,  1.224244478587721e+00,  1.168020587604679e-02,  1.839058002328673e+00
122         ,  1.040000000000000e+00,  9.054207215897906e-01,  7.031577208322549e-02, -5.888001697468010e+00
123         ,  1.620000000000000e+00,  2.442891036522481e+00,  1.087801084212950e-01,  1.545308417247554e+01
124         ,  7.000000000000000e-01,  1.634800400265718e+00,  1.087294088768733e-01,  3.236742544079272e+00
125         ,  1.860000000000000e+00,  1.384087286519668e+00,  9.157644751535594e-02,  2.959742072155527e-01
126         ,  7.200000000000000e-01,  1.522700871657656e+00,  1.674176641999007e-01, -1.367124253137689e+00
127         ,  2.400000000000000e+00,  1.702970011918973e+00,  9.547988166486997e-02,  4.924216390382743e+00
130         ,  2.260000000000000e+00,  1.351840881276598e+00,  1.229963881883715e-01, -1.748923428160090e+00
131         ,  1.700000000000000e+00,  1.048039760270097e+00,  2.220314516284641e-03, -3.563976094385864e-01
132         ,  3.740000000000000e+00,  2.784290340491610e+00,  2.543927241891020e-01,  1.339805851017212e+01
133         ,  2.140000000000000e+00,  1.420929394945932e+00,  1.653871472574138e-01, -2.805333596164560e+00
134         ,  2.540000000000000e+00,  2.014456078269889e+00,  2.945700381247650e-01, -2.337000077615334e-01
135         ,  1.100000000000000e+00,  9.979280600010242e-01,  1.897278184418821e-02, -1.944445312084738e+00
136         ,  1.760000000000000e+00,  1.349475429754336e+00,  1.038189007665196e-01, -8.341695859153915e-01
137         ,  2.200000000000000e+00,  1.086582864393024e+00,  7.998190865753464e-02, -3.627809036283501e+00
139         ,  1.500000000000000e+00,  1.241543965209013e+00,  9.234628297683005e-02, -1.897529706647063e+00
140         ,  5.600000000000001e-01,  1.159471120151856e-01,  6.752943789110829e-03, -1.467490010845042e+01
142         ,  1.140000000000000e+00,  2.122145322288238e+00,  1.334703499079340e-02,  1.533328569366722e+01
143         ,  1.940000000000000e+00,  1.210736974000695e+00,  9.978608686119962e-02, -2.732100943956299e+00
144         ,  2.120000000000000e+00,  1.301825664298497e+00,  9.949065466807738e-02, -1.340137944736767e+00
145         ,  8.600000000000001e-01,  1.567302066428302e+00,  1.489566216786999e-01,  2.222855675585385e-01
146         ,  8.400000000000000e-01,  1.163186036822822e+00,  1.251865053993810e-02,  8.742577404815678e-01
148         ,  2.500000000000000e+00,  2.586509268742633e+00,  2.082521811961781e-01,  1.269440959209665e+01
149         ,  2.020000000000000e+00,  1.662913020436483e+00,  2.564643551331675e-01, -3.660573040464411e+00
150         ,  1.820000000000000e+00,  1.540627268426386e+00,  1.374036665998829e-01,  3.915608164068464e-01
151         ,  1.400000000000000e+00,  2.016226875790159e+00,  8.973994972271136e-02,  9.945359726713733e+00
152         ,  1.420000000000000e+00,  1.388347371564600e+00,  9.370785534124479e-02,  2.547474675659812e-01
153         ,  8.200000000000000e-01,  1.319811269571431e+00,  1.556334968598020e-01, -3.850871228128283e+00
154         ,  1.500000000000000e+00,  1.379792128385017e+00,  6.298433745677351e-02,  1.648179925933887e+00
155         ,  1.380000000000000e+00,  1.566887391229697e+00,  7.867286045335835e-02,  3.699589131980445e+00
156         ,  5.800000000000001e-01,  1.238349075824601e+00,  2.140839848672831e-01, -7.979696853230412e+00
157         ,  1.440000000000000e+00,  1.747530367574630e+00,  1.022613087129904e-01,  5.261880383230760e+00
158         ,  1.000000000000000e+00,  8.943128543541337e-01,  5.027300799183436e-02, -5.062551916295558e+00
159         ,  1.880000000000000e+00,  1.593952389551419e+00,  1.069725542916938e-01,  2.706171604457177e+00
160         ,  2.800000000000000e+00,  3.041173446867853e+00,  1.142354171108314e-01,  2.422911304324278e+01
161         ,  1.120000000000000e+00,  7.303315414224417e-01,  1.209676228346642e-02, -5.649872319574956e+00
162         ,  1.840000000000000e+00,  1.828545296805445e+00,  1.136149257444878e-01,  5.924143236132982e+00
163         ,  8.200000000000000e-01,  1.102094944648746e+00,  1.254795204273880e-01, -5.648318971486928e+00
164         ,  9.000000000000001e-01,  1.390642556535354e+00,  9.819541066833939e-02,  6.702908472445800e-02
165         ,  1.880000000000000e+00,  1.228391162703011e+00,  6.701937462775362e-02, -8.410951381020022e-01
166         ,  2.580000000000001e+00,  1.545198341501627e+00,  1.108388129988680e-01,  1.777349914846419e+00
167         ,  1.500000000000000e+00,  1.047378628349887e+00,  6.894133030246480e-02, -3.673382670935817e+00
168         ,  1.100000000000000e+00,  8.821179999203748e-01,  5.675669561607393e-03, -3.036504899368063e+00
170         ,  1.940000000000000e+00,  2.279940839075358e+00,  1.252739204781843e-01,  1.217166530705482e+01
171         ,  5.400000000000000e-01,  1.220375658514566e+00,  5.348135572862386e-02, -2.912907319618938e-01
172         ,  1.680000000000000e+00,  1.221661728463210e+00,  5.374213603606660e-02, -2.847699444078818e-01
173         ,  2.240000000000000e+00,  2.196816993673280e+00,  1.961037039273183e-01,  7.404141856995872e+00
176         ,  1.360000000000000e+00,  1.153030192688117e+00,  1.422209124423118e-01, -5.707922338464851e+00
177         ,  6.600000000000000e-01,  1.207690397812194e+00,  5.227830489146777e-02, -4.234715864251613e-01
178         ,  1.600000000000000e+00,  1.407977610965582e+00,  7.161766818450048e-02,  1.646456689535672e+00
180         ,  1.820000000000000e+00,  1.174058113957326e+00,  2.966964857348885e-02,  1.885713618009326e-01
181         ,  8.800000000000001e-01,  1.592041309694500e+00,  7.849692208300665e-02,  4.088652976127455e+00
182         ,  9.399999999999998e-01,  1.625545242100389e+00,  1.108694400183632e-01,  2.990729151919006e+00
183         ,  9.399999999999998e-01,  1.422466132065517e+00,  8.723741530607973e-02,  1.091348849437443e+00
184         ,  2.600000000000001e+00,  1.446468615077077e+00,  8.638570832014536e-02,  1.496496320904346e+00
186         ,  2.220000000000000e+00,  2.149834630493623e+00,  2.030171816163140e-01,  6.351075556223472e+00
189         ,  2.000000000000000e+00,  2.299873557577870e+00,  1.915920863602333e-01,  9.186039641511751e+00
190         ,  1.720000000000000e+00,  1.048111762738931e+00,  1.501578646077802e-01, -7.687747461061845e+00
191         ,  1.040000000000000e+00,  7.205483259421702e-01,  8.401589654191040e-02, -9.362430917739642e+00
192         ,  1.060000000000000e+00,  1.231510766847580e+00,  3.530813732865963e-02,  7.778243217043342e-01
193         ,  1.780000000000000e+00,  1.715806002788661e+00,  2.129558526318096e-01, -7.043232366039118e-01
194         ,  1.800000000000000e+00,  1.250077350621775e+00,  3.039799513176356e-02,  1.301931450512516e+00
195         ,  1.380000000000000e+00,  1.529476704657582e+00,  1.824559322016531e-01, -2.010032265336492e+00
196         ,  1.780000000000000e+00,  2.218335945639904e+00,  2.042840041473060e-01,  7.324070547485149e+00
197         ,  9.800000000000000e-01,  1.382802006225872e+00,  6.523113207257984e-02,  1.582330163423411e+00
198         ,  1.780000000000000e+00,  1.505249045711886e+00,  1.026640557041664e-01,  1.578467740557105e+00
199         ,  1.140000000000000e+00,  1.304566299901877e+00,  6.220715315375841e-02,  5.492372978989065e-01
200         ,  2.220000000000000e+00,  1.297634827213828e+00,  9.333497717028452e-02, -1.098403546716501e+00
201         ,  1.340000000000000e+00,  1.464431632791124e+00,  1.404369600653967e-01, -9.109100377823492e-01
202         ,  8.000000000000003e-01,  1.555489578924767e+00,  1.057331925296229e-01,  2.186017206510303e+00
203         ,  8.400000000000000e-01,  1.591085440223794e+00,  1.852196758024643e-01, -1.215451569299312e+00
204         ,  1.960000000000000e+00,  1.467292360168370e+00,  1.137934220839524e-01,  4.529174699526529e-01
205         ,  6.200000000000000e-01,  1.464640487685417e+00,  1.484709017350528e-01, -1.305949659699109e+00
207         ,  2.020000000000000e+00,  1.585536906318700e+00,  1.502879728786742e-01,  4.320205258067856e-01
208         ,  1.040000000000000e+00,  1.264392431933468e+00,  8.783562829020383e-02, -1.328478096497669e+00
209         ,  1.060000000000000e+00,  8.847686097618320e-01,  1.936149442461074e-01, -1.231152673492126e+01
210         ,  2.040000000000000e+00,  1.137544659612194e+00,  1.827299970430899e-02,  2.013325193878561e-01
211         ,  1.800000000000000e+00,  1.673765247923309e+00,  1.931477440282268e-01, -3.582293411606103e-01
212         ,  2.640000000000001e+00,  3.211409436677358e+00,  3.818402770250647e-01,  1.353951247405206e+01
213         ,  3.540000000000000e+00,  3.015182632385376e+00,  2.822876626743120e-01,  1.550670332081183e+01
216         ,  7.600000000000002e-01,  1.087924798082694e+00,  6.611042234973541e-02, -2.919985982448918e+00
217         ,  7.200000000000000e-01,  1.302564789391613e+00,  7.411376778166558e-02, -7.117126391818090e-02
218         ,  9.800000000000000e-01,  1.088056507797903e+00,  1.211691825929535e-02, -2.418378382769356e-01
219         ,  1.560000000000000e+00,  1.597521767494670e+00,  1.133102545097387e-01,  2.446018490962010e+00
220         ,  1.700000000000000e+00,  1.528583109550323e+00,  1.287258824898353e-01,  6.395546419851333e-01
221         ,  1.300000000000000e+00,  9.814443757200964e-01,  1.139933970871365e-01, -6.903330804942883e+00
222         ,  1.060000000000000e+00,  1.394207395764171e+00,  1.038736068948090e-01, -1.605047255431490e-01
223         ,  3.180000000000000e+00,  2.826316986057514e+00,  2.408549548769036e-01,  1.470452030569654e+01
224         ,  9.800000000000000e-01,  9.065969726412939e-01,  5.653301887637848e-02, -5.187081877087993e+00
225         ,  1.160000000000000e+00,  1.651203794122977e+00,  1.711185667264401e-01,  3.924901974740982e-01
226         ,  8.200000000000000e-01,  1.192812809298109e+00,  8.492794085081556e-02, -2.266690579228518e+00
227         ,  1.960000000000000e+00,  1.541565213991310e+00,  6.106366359038056e-02,  4.189490983544363e+00
229         ,  1.920000000000000e+00,  3.177495723660823e+00,  2.139696145473270e-01,  2.134712682857760e+01
230         ,  1.460000000000000e+00,  1.378832271444182e+00,  8.717488823076711e-02,  4.346756954228578e-01
231         ,  1.300000000000000e+00,  1.647992365797978e+00,  1.824735685545357e-01, -2.188727390128339e-01
232         , -3.999999999999990e-02,  9.328744552461469e-01,  1.472355671624476e-02, -2.717487637093484e+00
233         ,  9.000000000000001e-01,  1.209415139680014e+00,  4.746230018813730e-02, -1.586899004023438e-01
234         ,  0.000000000000000e+00,  1.310977862005503e+00,  1.555270728305043e-01, -3.979163234512329e+00
235         ,  8.600000000000001e-01,  1.204145281771812e+00,  9.232760417755181e-02, -2.462096251985509e+00
236         ,  1.460000000000000e+00,  1.541121878675701e+00,  1.095838463905627e-01,  1.777912842648338e+00
237         ,  9.600000000000000e-01,  1.309470470006255e+00,  7.176499869384093e-02,  1.496624787117662e-01
238         ,  1.180000000000000e+00,  1.284540773558777e+00,  7.742193886406440e-02, -5.076736475636634e-01
239         ,  2.180000000000000e+00,  2.812229121784566e+00,  2.699909716893470e-01,  1.304739294381811e+01
240         ,  2.080000000000000e+00,  1.522529984829455e+00,  1.012667477938782e-01,  1.909023501263952e+00
241         ,  1.360000000000000e+00,  1.277542856702629e+00,  1.069879431488570e-01, -2.078908485016973e+00
242         ,  2.400000000000000e-01,  1.510542085142343e+00,  8.938985751895752e-02,  2.316429837557773e+00
243         ,  1.180000000000000e+00,  1.822378354101696e+00,  1.112745427836019e-01,  5.946894782204360e+00
244         ,  1.780000000000000e+00,  1.156737655135706e+00,  2.880464543203412e-02, -3.045183177099330e-02
245         ,  1.160000000000000e+00,  9.027219321316945e-01,  1.535534536138794e-02, -3.204727579058109e+00
246         ,  1.240000000000000e+00,  1.397984579297643e+00,  1.236324156541201e-01, -1.082725117956226e+00
247         ,  2.180000000000000e+00,  2.739620679892999e+00,  2.079530177850333e-01,  1.502438129219961e+01
248         ,  1.900000000000000e+00,  1.155304531764669e+00,  4.243850327264533e-02, -7.278758160460690e-01
249         ,  4.500000000000000e+00,  2.281559516218998e+00,  2.043335494432986e-01,  8.277596255654192e+00
250         ,  1.240000000000000e+00,  1.436423577384885e+00,  7.583159917725472e-02,  1.867717113643860e+00
251         ,  1.120000000000000e+00,  1.338671348467305e+00,  8.944017144920996e-02, -2.848609514752034e-01
252         ,  1.800000000000000e+00,  1.275733860512554e+00,  4.621099179665623e-02,  9.061125429806888e-01
253         ,  9.399999999999998e-01,  8.625389150403556e-01,  5.399150218295132e-02, -5.727299486820704e+00
254         ,  8.800000000000001e-01,  1.084997650331182e+00,  5.822148204133192e-02, -2.573235619615278e+00
255         ,  4.000000000000000e-01,  1.154656629431204e+00,  5.341572924123466e-02, -1.281752336296760e+00
256         ,  1.080000000000000e+00,  1.342731362532215e+00,  6.764340792822025e-02,  8.568729933219009e-01
257         ,  6.799999999999999e-01,  7.200771029365473e-01,  5.114638085317451e-02, -7.740397699035390e+00
258         ,  2.360000000000000e+00,  2.115861074445914e+00,  2.055531664828396e-01,  5.711678740573642e+00
259         ,  1.520000000000000e+00,  1.723144325897535e+00,  1.681707949059605e-01,  1.626382291000443e+00
261         ,  1.940000000000000e+00,  1.375571011467105e+00,  7.811516947604019e-02,  8.344030170502048e-01
262         ,  9.800000000000000e-01,  1.334389517195590e+00,  1.214915770330080e-01, -1.938214282292087e+00
263         ,  9.800000000000000e-01,  1.080249259628586e+00,  9.177767220375875e-02, -4.308227403528690e+00
264         ,  1.280000000000000e+00,  1.721834087835246e+00,  1.082766070379912e-01,  4.575191207011188e+00
265         ,  2.280000000000000e+00,  1.449941799264329e+00,  1.425977476954587e-01, -1.237103899726621e+00
266         ,  2.060000000000000e+00,  1.350946108989380e+00,  1.081087043731600e-01, -1.024553581289234e+00
267         ,  2.300000000000000e+00,  2.696023443326162e+00,  1.142053718633233e-01,  1.901171031170356e+01
268         ,  9.600000000000000e-01,  1.290154098426400e+00,  6.722315284001629e-02,  8.270035899138006e-02
269         ,  1.140000000000000e+00,  1.634339061822676e+00,  1.058334118665564e-01,  3.373305214055548e+00
270         ,  1.300000000000000e+00,  1.524063161008687e+00,  1.697435973204580e-01, -1.461809076119274e+00
271         ,  1.380000000000000e+00,  1.386014803458979e+00,  1.871682729305160e-01, -4.412833682040097e+00
272         ,  1.220000000000000e+00,  1.439320517383714e+00,  9.645258180860933e-02,  8.894537218774012e-01
274         ,  1.460000000000000e+00,  1.569902139953615e+00,  2.065219479049103e-01, -2.591591527750148e+00
