# c0 + a0 * ((feature_17 * feature_4) * (feature_1^3)) + a1 * (|(1.0 / feature_16) - (feature_7 - feature_2)|) + a2 * ((feature_29 - feature_5) * sqrt(feature_29)) + a3 * ((feature_13 + feature_1) / (feature_25 + feature_10)) + a4 * ((feature_20 * feature_4) * (feature_9 - feature_5))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.474891522181283; Max AE: 1.93629537490555
# Coefficients
# Task   a0                      a1                      a2                      a3                      a4                      c0
# all ,  5.869300024730299e-05,  2.039560414213433e-01,  1.155567320851987e+01,  1.970384629769658e+00, -4.713934741712289e-02,  7.975426476420342e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         16|3|mult|0|cb|mult; ((feature_17 * feature_4) * (feature_1^3)); $\left(\left(feature_{17} feature_{4}\right) \left(feature_{1}^3\right)\right)$; ((feature_17 .* feature_4) .* (feature_1).^3); ((newdata$feature_17 * newdata$feature_4) * (newdata$feature_1)^3); feature_17,feature_4,feature_1
# 1;  2; Unitless;                                         15|inv|6|1|sub|abd; (|(1.0 / feature_16) - (feature_7 - feature_2)|); $\left(\left|\left(\frac{1.0}{ feature_{16} }\right) - \left(feature_{7} - feature_{2}\right)\right|\right)$; abs((feature_16).^(-1) - (feature_7 - feature_2)); abs((newdata$feature_16)^(-1) - (newdata$feature_7 - newdata$feature_2)); feature_16,feature_7,feature_2
# 2;  2; Unitless;                                         28|4|sub|28|sqrt|mult; ((feature_29 - feature_5) * sqrt(feature_29)); $\left(\left(feature_{29} - feature_{5}\right) \left(\sqrt{ feature_{29} }\right)\right)$; ((feature_29 - feature_5) .* sqrt(feature_29)); ((newdata$feature_29 - newdata$feature_5) * sqrt(newdata$feature_29)); feature_29,feature_5,feature_29
# 3;  2; Unitless;                                         12|0|add|24|9|add|div; ((feature_13 + feature_1) / (feature_25 + feature_10)); $\left(\frac{ \left(feature_{13} + feature_{1}\right) }{ \left(feature_{25} + feature_{10}\right) } \right)$; ((feature_13 + feature_1) ./ (feature_25 + feature_10)); ((newdata$feature_13 + newdata$feature_1) / (newdata$feature_25 + newdata$feature_10)); feature_13,feature_1,feature_25,feature_10
# 4;  2; Unitless;                                         19|3|mult|8|4|sub|mult; ((feature_20 * feature_4) * (feature_9 - feature_5)); $\left(\left(feature_{20} feature_{4}\right) \left(feature_{9} - feature_{5}\right)\right)$; ((feature_20 .* feature_4) .* (feature_9 - feature_5)); ((newdata$feature_20 * newdata$feature_4) * (newdata$feature_9 - newdata$feature_5)); feature_20,feature_4,feature_9,feature_5
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      ,  Feature 3 Value      ,  Feature 4 Value      
21          ,  6.400000000000000e-01,  1.200184082566337e+00,  6.888313794454824e+02,  6.003854286943251e-01, -0.000000000000000e+00,  1.267018287835113e-01,  2.098399172691138e-01
22          ,  1.520000000000000e+00,  1.408855336854637e+00,  6.859220719105193e+02,  1.239252865776624e+00, -0.000000000000000e+00,  1.267937523835153e-01, -1.452465911318572e+00
23          ,  3.960000000000000e+00,  3.526724918792837e+00,  1.553565110235552e+04,  2.073811166385109e+00, -2.337602723330907e-03,  2.796013638936649e-01, -1.846593922032552e+01
24          ,  1.660000000000000e+00,  1.865261640794655e+00,  6.712802013541762e+03,  1.747669509068191e+00, -0.000000000000000e+00,  4.866424183163154e-02, -4.696490005386220e+00
25          ,  1.540000000000000e+00,  1.229124542191374e+00,  1.343519677032645e+03,  1.626669445907952e+00, -0.000000000000000e+00,  1.245297525902492e-01,  4.760648796057772e+00
26          ,  3.660000000000000e+00,  3.551583200325145e+00,  2.564559547295832e+04,  1.333690085303880e+00, -7.189570714462923e-03,  3.072519295014274e-01, -9.641315295959535e+00
27          ,  9.600000000000000e-01,  1.572049835622605e+00,  5.771337708752081e+02,  2.642166820121340e+00, -2.160243482058074e-03,  1.506821455443328e-01,  1.489013523958446e+00
28          ,  8.200000000000000e-01,  1.134683063208924e+00,  9.883942892533565e+00,  1.618278788912560e+00, -1.389887084502752e-03,  5.897141690250182e-02,  1.986296714825512e+00
29          ,  1.340000000000000e+00,  1.542430724984436e+00,  6.028371244776265e+02,  1.382977302358756e+00, -1.954925630227530e-03,  1.604208937013072e-01, -2.841337602394171e+00
30          ,  1.640000000000000e+00,  2.497030523825583e+00,  1.644155702099307e+03,  2.689806508332956e+00, -0.000000000000000e+00,  2.674386342239164e-01, -1.118870353838833e+01
31          ,  1.720000000000000e+00,  1.758847513773447e+00,  1.156916749540705e+03,  1.546768264460328e+00, -0.000000000000000e+00,  3.357967634854414e-01,  1.776001731807584e+00
32          ,  8.200000000000000e-01,  1.011735177914281e+00,  8.599488388438612e+02,  1.305069887387255e+00, -1.268158097127236e-02,  2.959735177418287e-02,  3.018984664506767e-01
33          ,  9.000000000000001e-01,  1.081544716693669e+00,  2.022426367656473e+02,  8.303154908425523e-01, -0.000000000000000e+00,  7.806584330541010e-02,  1.082657255063777e+00
34          ,  1.620000000000000e+00,  1.554468489937404e+00,  3.533213181316111e+02,  1.897157492092799e+00, -0.000000000000000e+00,  1.891874841263165e-01,  4.989566065977912e-01
35          ,  1.440000000000000e+00,  1.337899074459714e+00,  4.515845722785418e+02,  3.861473732920381e+00, -2.603191773740355e-02,  6.693822535069689e-02,  2.223133008120055e+00
36          ,  1.780000000000000e+00,  1.846471156970448e+00,  1.234437188924070e+03,  3.092053434471072e+00, -0.000000000000000e+00,  1.762878973201562e-01,  3.229265235584873e-02
37          ,  4.200000000000001e-01,  1.061926615963525e+00,  4.299878859480837e+03,  4.688181727095291e-01, -0.000000000000000e+00,  1.644364477729708e-01,  8.646920097399073e+00
38          ,  3.500000000000000e+00,  3.446912107898133e+00,  1.857286387661833e+04,  1.642489872742298e+00, -0.000000000000000e+00,  1.052354340145756e-01, -2.157268603965875e+01
39          ,  3.840000000000000e+00,  3.753223381643516e+00,  9.553256675480794e+03,  3.534707101929563e+00, -0.000000000000000e+00,  2.889006658642921e-01, -2.343692050223308e+01
40          ,  2.860000000000000e+00,  2.252328393441535e+00,  1.701466641516328e+04,  6.455515759380015e-02, -1.274214605390382e-02,  5.762669893437525e-02, -1.011203699961960e+01
41          ,  1.500000000000000e+00,  1.086724700312257e+00,  4.468414952815475e+02,  9.030848838735108e-01, -0.000000000000000e+00,  3.392154796678168e-02, -2.530257760587786e-01
42          ,  3.060000000000000e+00,  1.918756821756718e+00,  3.917606469037519e+03,  2.798954425789248e+00, -0.000000000000000e+00,  9.137863576131935e-02, -2.977626550924542e+00
43          ,  1.900000000000000e+00,  1.966843524576533e+00,  2.838329340638151e+03,  4.061944662246553e+00, -0.000000000000000e+00,  8.580804090927632e-02, -1.098405859129222e-01
44          ,  1.660000000000000e+00,  1.702933184849308e+00,  4.995284664153118e+03,  1.994387618122955e+00, -0.000000000000000e+00,  1.034570641970334e-01, -3.361693529051236e-02
45          ,  8.400000000000000e-01,  9.615523577117493e-01,  3.745998028069810e+02,  2.798182609240497e+00, -4.452466086356894e-02,  3.820401932235454e-02, -2.238659286942322e-01
46          ,  8.400000000000000e-01,  9.583948558079388e-01,  1.426361500431296e+03,  1.521735706420862e+00, -2.168071053910482e-02,  1.177051545624864e-01,  4.552919201019346e+00
47          ,  1.300000000000000e+00,  9.296202030235607e-01,  1.487162804209689e+03,  1.280165687520545e-01, -0.000000000000000e+00,  9.828630943836755e-02,  3.711974965171644e+00
49          ,  1.160000000000000e+00,  1.281644780663415e+00,  1.050578729482353e+03,  2.680761471474873e-01, -0.000000000000000e+00,  8.618634296101904e-02, -4.199135775096145e+00
50          ,  2.280000000000000e+00,  2.169768806740775e+00,  3.475587360571455e+02,  3.944972360460134e+00, -0.000000000000000e+00,  2.054759868237747e-01, -3.019965899767556e+00
51          ,  1.100000000000000e+00,  9.419018772172680e-01,  8.127532363626287e+02,  5.993659486736158e-02, -0.000000000000000e+00,  3.427579162046482e-02, -3.584135332916231e-01
52          ,  1.460000000000000e+00,  1.841405703666813e+00,  1.920717541439700e+03,  1.362877950855513e+00, -0.000000000000000e+00,  1.819906774605785e-01, -6.248952766716612e+00
53          ,  8.800000000000001e-01,  1.116286365448673e+00,  5.432892740004930e+02,  4.956064370005462e-01, -2.182045594081387e-03,  1.621025666544958e-01,  2.299880940052045e+00
54          ,  1.520000000000000e+00,  1.714036341532396e+00,  2.919502482195577e+03,  2.146229235097587e+00, -0.000000000000000e+00,  9.416097275677575e-02, -2.585304813091559e+00
55          ,  2.600000000000001e+00,  1.327942597705558e+00,  9.982921297142672e+02,  2.369164089692310e+00, -1.801607099409848e-02,  8.588032277723910e-02, -5.849130939693763e-01
56          ,  1.280000000000000e+00,  1.155980360419666e+00,  3.649749428746896e+02,  1.866176799194275e+00, -1.898424294433320e-02,  1.995800361350092e-01,  4.613460604361798e+00
57          ,  1.280000000000000e+00,  1.711599313244315e+00,  1.109297197475838e+03,  2.804576419388831e+00, -0.000000000000000e+00,  8.011202796420012e-02, -2.526273241337111e+00
58          ,  1.620000000000000e+00,  1.631756921636797e+00,  9.418285551668708e+02,  1.998930335894633e+00, -0.000000000000000e+00,  1.568032737614611e-01, -1.321164905383527e+00
59          ,  5.800000000000001e-01,  8.779225102651806e-01,  4.715859172203986e+02,  8.590719133184090e-01, -1.961799475013167e-02,  7.998388821394734e-02,  1.133060320584160e+00
60          ,  1.780000000000000e+00,  9.750923029851274e-01,  1.378808170346121e+03,  1.654462320660804e+00, -1.943487951664229e-03,  8.876317416227317e-02,  8.342364128797833e+00
61          ,  1.020000000000000e+00,  1.609437052414897e+00,  1.300784172783558e+03,  1.433880150801248e+00, -0.000000000000000e+00,  8.573964010008001e-02, -5.815924605972861e+00
62          ,  1.920000000000000e+00,  2.006458246371745e+00,  6.115095012003961e+02,  3.330657570188966e+00, -4.467464318800282e-03,  1.471445968006502e-01, -5.418183702626004e+00
63          ,  2.500000000000000e+00,  1.947586668171563e+00,  7.032743965607601e+02,  2.808638817029090e+00, -0.000000000000000e+00,  1.646123053105917e-01, -4.488359229234772e+00
64          ,  7.600000000000002e-01,  1.264581937194731e+00,  2.148388823634288e+02,  3.270630955659803e+00, -1.400000923903687e-02,  6.501449618507452e-02,  3.796387387772439e+00
66          ,  2.400000000000000e+00,  1.079327376427930e+00,  1.094348468269858e+03,  3.526506072260789e-01, -0.000000000000000e+00,  3.362290252594620e-02, -1.683919401018943e+00
67          ,  2.020000000000000e+00,  2.210313005963474e+00,  2.867628154906465e+02,  3.346547330438453e+00, -0.000000000000000e+00,  2.311321852413881e-01, -5.472530937862093e+00
68          ,  2.900000000000000e+00,  2.438207406264307e+00,  1.090727793524323e+04,  2.186948969260040e+00, -0.000000000000000e+00,  2.762077451897279e-01, -2.165270060992136e-01
69          ,  3.420000000000000e+00,  4.132713170537060e+00,  6.457448084611864e+03,  2.962504784367485e+00, -0.000000000000000e+00,  3.041795300484280e-01, -3.717896402235687e+01
71          ,  3.040000000000000e+00,  2.290359232892103e+00,  9.856487035924054e+03,  2.070543992996763e+00, -0.000000000000000e+00,  1.030144061388894e-01, -6.131434696246414e+00
72          ,  2.340000000000000e+00,  2.129713712523332e+00,  3.299017632216145e+02,  3.048746942032694e+00, -0.000000000000000e+00,  1.855406262315994e-01, -6.903179673118450e+00
73          ,  1.200000000000000e+00,  1.031807198914347e+00,  4.129671615959714e+02,  1.226061524337913e+00, -1.846188047309366e-02,  1.946429874420241e-01,  4.459511855659988e+00
74          ,  2.920000000000000e+00,  2.431374432930815e+00,  5.785546085702520e+03,  3.388054087099628e+00, -0.000000000000000e+00,  9.769782639047640e-02, -8.713407264792114e+00
75          ,  1.120000000000000e+00,  1.470235891129866e+00,  9.412954158278277e+02,  9.075629856027589e-01, -0.000000000000000e+00,  1.799703007648020e-01, -1.648985981922307e+00
76          ,  3.440000000000000e+00,  3.191931080748927e+00,  2.022392155310328e+04,  2.075858896313584e+00, -0.000000000000000e+00,  1.053631025825367e-01, -1.222749212826235e+01
77          ,  8.800000000000001e-01,  1.670491187792826e+00,  1.215764170366535e+03,  1.723922970224568e+00, -0.000000000000000e+00,  8.580174197783028e-02, -5.959453629895973e+00
78          ,  1.080000000000000e+00,  1.403418138476747e+00,  1.571327417132433e+01,  1.572640352845015e+00, -0.000000000000000e+00,  1.938420174308585e-01,  2.073418628397202e+00
80          ,  1.880000000000000e+00,  1.489033461872260e+00,  3.479099658426137e+03,  4.913695979941326e-01, -0.000000000000000e+00,  8.580455571038564e-02, -4.624719119913021e+00
81          ,  1.080000000000000e+00,  1.462343426510693e+00,  5.441613210681439e+02,  1.464168972037033e+00, -2.102093252853304e-02,  3.400762638581793e-01,  1.971469922721374e+00
82          ,  8.600000000000001e-01,  1.278562368147423e+00,  8.255561954897626e+02,  1.781943096326857e+00, -0.000000000000000e+00,  2.171614535949688e-02, -5.587292349886266e-01
83          ,  1.380000000000000e+00,  1.527026202392273e+00,  3.417034108372896e+02,  2.024767825219197e+00, -0.000000000000000e+00,  1.463156962018520e-01, -1.732337739429509e-01
84          ,  8.200000000000000e-01,  8.589707448763795e-01,  3.232077081035139e+01,  9.507163625898776e-01, -0.000000000000000e+00,  5.441121077700412e-02,  5.124896254239673e+00
85          ,  1.700000000000000e+00,  1.265347398761878e+00,  2.428304134215728e+01,  1.870461542963885e+00, -5.027042947310079e-03,  7.933623519501040e-02,  2.830853417438449e-01
86          ,  8.000000000000003e-01,  9.151459347069398e-01,  9.450636052387107e+01,  9.428321864350493e-01, -1.540374663188750e-02,  8.143077137811727e-02,  1.329869349711100e+00
87          ,  1.440000000000000e+00,  1.655533553909436e+00,  5.824447261586284e+02,  2.467424817518342e+00, -0.000000000000000e+00,  2.047487658156092e-01,  1.758075708366043e+00
88          ,  1.920000000000000e+00,  1.793828720726559e+00,  1.901625376260816e+01,  3.939908480782061e+00, -9.188813506513537e-03,  1.482786864771980e-01, -1.191933363762191e-01
90          ,  1.680000000000000e+00,  1.457583224783561e+00,  6.194081991750298e+02,  1.667847604875869e+00, -0.000000000000000e+00,  7.604166793501087e-02, -2.835990101124310e+00
91          ,  2.040000000000000e+00,  1.818704268681599e+00,  8.341781349502850e+02,  2.857085128185095e+00, -0.000000000000000e+00,  1.365266910305529e-01, -2.555642872699968e+00
92          ,  1.020000000000000e+00,  1.148822556282630e+00,  1.641269649195067e+02,  1.370813143915883e+00, -0.000000000000000e+00,  7.009472919106136e-02,  1.613352727741678e+00
93          ,  1.560000000000000e+00,  1.322932538893556e+00,  1.712209947154788e+03,  5.010617704333586e-01, -0.000000000000000e+00,  9.846752646373508e-02, -2.729814551320035e+00
94          ,  1.000000000000000e+00,  9.402134764296866e-01,  1.172465008593878e+03,  1.557324000786631e+00, -1.842150867362019e-02,  8.781557200046154e-02,  4.326063658496649e+00
95          ,  6.799999999999999e-01,  1.311360318997762e+00,  7.218851086108766e+02,  1.875802518890468e+00, -7.276979920909474e-03,  2.439803531030031e-01,  6.529108704647084e+00
96          ,  1.400000000000000e+00,  1.539573321579040e+00,  1.329604325053859e+03,  1.723800042110421e+00, -0.000000000000000e+00,  1.153549579847277e-01, -1.805691903899109e+00
97          ,  1.980000000000000e+00,  1.718250468694819e+00,  2.613787550675206e+02,  2.635153406036574e+00, -0.000000000000000e+00,  1.917211789523748e-01,  2.090229132387260e-01
98          ,  2.200000000000000e-01,  5.851490265600851e-01,  7.021013374522189e+02,  1.290583279592272e+00, -5.557350120371411e-03,  1.500165339569321e-01,  1.587199873787011e+01
99          ,  1.240000000000000e+00,  1.575664060608679e+00,  7.474638879859132e+02,  2.893738306479439e+00, -0.000000000000000e+00,  1.166779491640205e-01,  1.821097182377620e+00
100         ,  1.580000000000000e+00,  1.249043606801088e+00,  2.889988237072344e+01,  1.779720827068236e+00, -1.418184255529657e-02,  1.263724597118826e-01, -3.602742817262015e-02
101         ,  1.620000000000000e+00,  1.674313585182227e+00,  6.292012010473610e+03,  2.149383572534188e+00, -2.220439573635312e-02,  5.047329196275840e-02, -4.799155370695098e+00
102         ,  2.860000000000000e+00,  1.845214020372613e+00,  3.637451499072420e+02,  3.861868937380093e+00, -0.000000000000000e+00,  7.520944563076269e-02, -1.919395300831160e+00
103         ,  2.460000000000000e+00,  2.556146495573696e+00,  2.026892407819418e+03,  3.302743647411781e+00, -0.000000000000000e+00,  9.471022653086487e-02, -1.653415669180718e+01
104         ,  1.280000000000000e+00,  1.383916895453066e+00,  2.796104548337015e+02,  1.690094533603198e+00, -0.000000000000000e+00,  1.011913325134379e-01, -5.488458322395525e-01
105         ,  1.500000000000000e+00,  1.764748378711562e+00,  3.718056619371895e+02,  2.966871940844298e+00, -0.000000000000000e+00,  1.407079632029162e-01, -1.336952679126947e+00
106         ,  8.600000000000001e-01,  1.524120561879423e+00,  7.081689207034354e+02,  2.213625476384601e+00, -0.000000000000000e+00,  9.761826155057539e-02, -8.736977993785968e-01
107         ,  7.000000000000000e-01,  1.666713556375098e+00,  2.123742881633891e+03,  1.050157940375855e+00, -0.000000000000000e+00,  3.337383107734897e-02, -9.855391568483553e+00
108         ,  1.140000000000000e+00,  1.272345445505447e+00,  1.212899433258512e+03,  1.259746622555208e+00, -1.289197405613561e-02,  1.043301833372428e-01, -1.911057561668610e+00
110         ,  1.100000000000000e+00,  1.282950823922740e+00,  7.218378818617398e+02,  2.079931688013371e+00, -0.000000000000000e+00,  1.455081608545863e-01,  5.682733142134265e+00
111         ,  1.160000000000000e+00,  1.231279716017205e+00,  1.224546025551435e+03,  5.931196465578175e-01, -0.000000000000000e+00,  6.789602558596262e-02, -2.272266665226507e+00
112         ,  1.720000000000000e+00,  1.373819850002701e+00,  7.000082738796402e+02,  1.066424978397136e+00, -0.000000000000000e+00,  1.470977493126491e-01, -5.907730316297011e-01
113         ,  1.400000000000000e+00,  1.662878266202066e+00,  1.244402967516664e+03,  2.348456072080883e+00, -0.000000000000000e+00,  1.607525493097065e-01,  7.272653478845652e-02
114         ,  1.020000000000000e+00,  1.189299355260336e+00,  7.606717216434262e+02,  2.841990213947287e+00, -2.453537353533845e-02,  3.489904660679533e-02,  3.770153619260306e-01
115         ,  5.600000000000001e-01,  1.142924181897516e+00,  8.254407534620755e+02,  4.603019366306704e-01, -0.000000000000000e+00,  1.079749248636386e-01,  2.057634190687828e-01
116         ,  1.280000000000000e+00,  8.909890164417609e-01,  1.601104339571675e+02,  7.067879846678917e-01, -2.043663544516822e-02,  1.060924422628285e-01,  6.998083577319749e-01
117         ,  1.400000000000000e-01,  1.668906786371350e+00,  6.196637876925071e+03,  1.374329906878816e+00, -2.944498457811975e-03,  1.168272749735406e-01, -6.617184916084877e-01
118         ,  7.200000000000000e-01,  1.049552814301645e+00,  4.967203035219270e+02,  1.277969709097656e+00, -1.857857144658698e-02,  8.910281632547586e-02, -2.816329609863960e-02
119         ,  2.460000000000000e+00,  1.872843279930472e+00,  6.646145057266747e+03,  1.314323645989334e+00, -0.000000000000000e+00,  1.031995255494414e-01, -4.535731688903518e+00
121         ,  1.140000000000000e+00,  1.369260773336651e+00,  5.252245476410635e+02,  1.719377123263330e+00, -0.000000000000000e+00,  5.287407805282367e-02, -1.825046451089588e+00
122         ,  1.040000000000000e+00,  9.284382211731247e-01,  7.128417024734000e+02,  1.547271806304073e+00, -9.562897456347271e-03,  8.490153991841957e-02,  6.009876338871133e+00
123         ,  1.620000000000000e+00,  2.222560837945252e+00,  2.585296063319645e+03,  1.470359544233407e+00, -0.000000000000000e+00,  1.244018173137611e-01, -1.544932857293916e+01
124         ,  7.000000000000000e-01,  1.556592305839912e+00,  2.394873929936704e+03,  1.021621906258637e+00, -0.000000000000000e+00,  1.307092597683240e-01, -3.236655875607414e+00
125         ,  1.860000000000000e+00,  1.590659386383115e+00,  9.035510597629578e+02,  2.527038870981300e+00, -0.000000000000000e+00,  1.079227304362412e-01, -2.552110482768784e-01
126         ,  7.200000000000000e-01,  9.844508041800888e-01,  1.502579290324398e+03,  2.078325006830757e+00, -3.965181118608046e-02,  1.757811974108189e-01,  4.525367455803031e+00
127         ,  2.400000000000000e+00,  1.453692840274046e+00,  1.619897734406529e+03,  8.110884978647253e-01, -0.000000000000000e+00,  8.299028808136011e-02, -4.924216390382743e+00
130         ,  2.260000000000000e+00,  1.481009931847687e+00,  2.474164093168341e+03,  2.155664729698263e+00, -0.000000000000000e+00,  9.235701594368706e-02,  1.768979072967706e+00
131         ,  1.700000000000000e+00,  1.380355669903379e+00,  4.306749479253951e+01,  2.140454413723393e+00,  1.037803112757002e-02,  2.556252893450441e-02,  5.635737258003685e-01
132         ,  3.740000000000000e+00,  3.593673099522972e+00,  2.334530557912246e+04,  1.691364639160518e+00, -0.000000000000000e+00,  2.289361871701482e-01, -1.336183208853671e+01
133         ,  2.140000000000000e+00,  1.615616508194791e+00,  8.551733609491839e+03,  1.933726473620561e+00, -1.223573129445252e-02,  9.948726012150799e-02,  2.818967640235379e+00
134         ,  2.540000000000000e+00,  1.810793522038124e+00,  1.299675024068869e+03,  2.178253922869858e+00, -1.309828600396468e-02,  3.325523341617647e-01,  2.374978700022997e-01
135         ,  1.100000000000000e+00,  1.113573195049604e+00,  6.414263539135349e+02,  1.776529179789175e+00, -4.774164920585031e-03,  3.197998874116424e-02,  1.947306069349686e+00
136         ,  1.760000000000000e+00,  1.514099387778262e+00,  2.305342947005674e+03,  2.009738820349234e+00, -0.000000000000000e+00,  1.079374016989696e-01,  8.767055052958860e-01
137         ,  2.200000000000000e+00,  9.868142485015707e-01,  2.188013879904410e+03,  3.527194130980416e-01, -0.000000000000000e+00,  8.164186751428130e-02,  3.647794122752349e+00
139         ,  1.500000000000000e+00,  1.054664883772216e+00,  1.371405124003743e+02,  2.081565065089841e+00, -2.861590214764407e-02,  1.263194065128798e-01,  1.987650042226627e+00
140         ,  5.600000000000001e-01,  1.034726486650200e-01,  3.688131480568399e+02,  1.073742984451919e+00, -3.441495636672541e-02,  8.555696724978809e-02,  1.496849872603265e+01
142         ,  1.140000000000000e+00,  1.792695852732437e+00,  3.027274240378978e+03,  1.138542439721248e-01, -0.000000000000000e+00,  3.767092395966594e-02, -1.527441439782686e+01
143         ,  1.940000000000000e+00,  1.322968397381820e+00,  1.677386748998419e+03,  1.940557426599693e+00, -0.000000000000000e+00,  8.147687454488468e-02,  2.744083454409230e+00
