# c0 + a0 * (|(feature_22 / feature_16) - (feature_7 - feature_2)|) + a1 * ((feature_13 / feature_25) + (feature_1^3)) + a2 * ((feature_20 * feature_4) * (feature_9 - feature_5))
# Property Label: $target$; Unit of the Property: Unitless
# RMSE: 0.519116702788858; Max AE: 2.09454554302282
# Coefficients
# Task   a0                      a1                      a2                      c0
# all ,  1.836172156153270e-01,  2.782818809938256e+00, -6.022094447310451e-02,  8.702161927219599e-01, 
# Feature Rung, Units, and Expressions
# 0;  2; Unitless;                                         21|15|div|6|1|sub|abd; (|(feature_22 / feature_16) - (feature_7 - feature_2)|); $\left(\left|\left(\frac{ feature_{22} }{ feature_{16} } \right) - \left(feature_{7} - feature_{2}\right)\right|\right)$; abs((feature_22 ./ feature_16) - (feature_7 - feature_2)); abs((newdata$feature_22 / newdata$feature_16) - (newdata$feature_7 - newdata$feature_2)); feature_22,feature_16,feature_7,feature_2
# 1;  2; Unitless;                                         12|24|div|0|cb|add; ((feature_13 / feature_25) + (feature_1^3)); $\left(\left(\frac{ feature_{13} }{ feature_{25} } \right) + \left(feature_{1}^3\right)\right)$; ((feature_13 ./ feature_25) + (feature_1).^3); ((newdata$feature_13 / newdata$feature_25) + (newdata$feature_1)^3); feature_13,feature_25,feature_1
# 2;  2; Unitless;                                         19|3|mult|8|4|sub|mult; ((feature_20 * feature_4) * (feature_9 - feature_5)); $\left(\left(feature_{20} feature_{4}\right) \left(feature_{9} - feature_{5}\right)\right)$; ((feature_20 .* feature_4) .* (feature_9 - feature_5)); ((newdata$feature_20 * newdata$feature_4) * (newdata$feature_9 - newdata$feature_5)); feature_20,feature_4,feature_9,feature_5
# Number of Samples Per Task
# Task, n_samples               
# all , 1692                  

# Sample ID , Property Value        ,  Property Value (EST) ,  Feature 0 Value      ,  Feature 1 Value      ,  Feature 2 Value      
24          ,  1.660000000000000e+00,  1.674070521364277e+00,  1.298833261274587e+00,  1.015298289693240e-01, -4.696490005386220e+00
25          ,  1.540000000000000e+00,  1.102090181193810e+00,  1.156577195493753e+00,  1.100313358170970e-01,  4.760648796057772e+00
26          ,  3.660000000000000e+00,  2.547373706780398e+00,  1.082546790766154e+00,  3.226132331263408e-01, -9.641315295959535e+00
27          ,  9.600000000000000e-01,  1.635656213124954e+00,  2.086271262693110e+00,  1.696245904294033e-01,  1.489013523958446e+00
28          ,  8.200000000000000e-01,  1.080644410531139e+00,  1.074115913924827e+00,  4.772811946738079e-02,  1.986296714825512e+00
29          ,  1.340000000000000e+00,  1.585477143655361e+00,  1.033100180748385e+00,  1.273737036143696e-01, -2.841337602394171e+00
30          ,  1.640000000000000e+00,  2.640443129632891e+00,  2.513123966259169e+00,  2.281786420845171e-01, -1.118870353838833e+01
31          ,  1.720000000000000e+00,  1.753343877114516e+00,  1.221392959296026e+00,  2.751926963318064e-01,  1.776001731807584e+00
32          ,  8.200000000000000e-01,  1.100211862214078e+00,  1.030588864704476e+00,  2.118083372336779e-02,  3.018984664506767e-01
33          ,  9.000000000000001e-01,  1.050604168670324e+00,  4.349413802613438e-01,  5.955252731426162e-02,  1.082657255063777e+00
34          ,  1.620000000000000e+00,  1.485861510530937e+00,  1.403333200305348e+00,  1.394330165165826e-01,  4.989566065977912e-01
35          ,  1.440000000000000e+00,  1.369376236641548e+00,  3.113755507044646e+00,  2.202805904163166e-02,  2.223133008120055e+00
36          ,  1.780000000000000e+00,  1.760240862936060e+00,  2.724876373129748e+00,  1.407332559021781e-01,  3.229265235584873e-02
37          ,  4.200000000000001e-01,  7.952247158677448e-01,  3.077635014542927e-01,  1.398666487374365e-01,  8.646920097399073e+00
38          ,  3.500000000000000e+00,  2.727374853328510e+00,  1.316742935734609e+00,  1.136453655575297e-01, -2.157268603965875e+01
39          ,  3.840000000000000e+00,  3.706090160571782e+00,  3.216163218530479e+00,  2.996736767536035e-01, -2.343692050223308e+01
40          ,  2.860000000000000e+00,  1.753996603071424e+00,  2.518406740800190e-01,  8.214034902876227e-02, -1.011203699961960e+01
41          ,  1.500000000000000e+00,  1.013973858521095e+00,  4.678309704732333e-01,  1.531482907177457e-02, -2.530257760587786e-01
42          ,  3.060000000000000e+00,  1.875206164745283e+00,  2.115011371785561e+00,  1.571507236456190e-01, -2.977626550924542e+00
43          ,  1.900000000000000e+00,  1.775767431515354e+00,  3.207576242188078e+00,  1.113871716680928e-01, -1.098405859129222e-01
44          ,  1.660000000000000e+00,  1.501778643120026e+00,  1.374204947744679e+00,  1.355497236355341e-01, -3.361693529051236e-02
45          ,  8.400000000000000e-01,  1.364884585016125e+00,  2.269576913874019e+00,  2.316125679914670e-02, -2.238659286942322e-01
46          ,  8.400000000000000e-01,  1.052329003740047e+00,  1.045945356032410e+00,  9.495419914119886e-02,  4.552919201019346e+00
47          ,  1.300000000000000e+00,  9.104162275649266e-01,  9.123560480978110e-02,  8.875398013837994e-02,  3.711974965171644e+00
49          ,  1.160000000000000e+00,  1.547693176833495e+00,  6.042142838514299e-01,  1.127119438062136e-01, -4.199135775096145e+00
50          ,  2.280000000000000e+00,  2.169772714668378e+00,  3.659983656687460e+00,  1.601452862671934e-01, -3.019965899767556e+00
51          ,  1.100000000000000e+00,  1.030669748600302e+00,  3.998396752375049e-01,  2.352007478826240e-02, -3.584135332916231e-01
52          ,  1.460000000000000e+00,  1.884610981281986e+00,  1.161697889467568e+00,  1.526399123124082e-01, -6.248952766716612e+00
53          ,  8.800000000000001e-01,  1.252637957156284e+00,  4.208103133659269e-02,  1.844158747177253e-01,  2.299880940052045e+00
54          ,  1.520000000000000e+00,  1.733874526144058e+00,  1.694833174044685e+00,  1.425778372847399e-01, -2.585304813091559e+00
55          ,  2.600000000000001e+00,  1.504020703147418e+00,  1.568113383751227e+00,  1.116306520097511e-01, -5.849130939693763e-01
56          ,  1.280000000000000e+00,  1.223926334532890e+00,  1.318335090546453e+00,  1.399545226336812e-01,  4.613460604361798e+00
57          ,  1.280000000000000e+00,  1.667211642998141e+00,  2.169232405536363e+00,  8.859810580483837e-02, -2.526273241337111e+00
58          ,  1.620000000000000e+00,  1.610037993823382e+00,  1.462650987831031e+00,  1.407537204697332e-01, -1.321164905383527e+00
59          ,  5.800000000000001e-01,  1.081425906701169e+00,  5.018423940243628e-01,  6.730469583302046e-02,  1.133060320584160e+00
60          ,  1.780000000000000e+00,  8.477801631492962e-01,  1.306377235580274e+00,  8.627067849484540e-02,  8.342364128797833e+00
61          ,  1.020000000000000e+00,  1.690231759690478e+00,  8.742760752907193e-01,  1.111257960755798e-01, -5.815924605972861e+00
62          ,  1.920000000000000e+00,  2.144076052291948e+00,  2.895012006753488e+00,  1.494878769434801e-01, -5.418183702626004e+00
63          ,  2.500000000000000e+00,  2.159659649770862e+00,  2.516477603698988e+00,  2.001860891520389e-01, -4.488359229234772e+00
64          ,  7.600000000000002e-01,  1.271834544114853e+00,  2.677111877502313e+00,  4.983312464950362e-02,  3.796387387772439e+00
66          ,  2.400000000000000e+00,  1.154565940677906e+00,  6.605148186489807e-01,  2.215761914387098e-02, -1.683919401018943e+00
67          ,  2.020000000000000e+00,  2.296671467131225e+00,  3.067590873527681e+00,  1.917594476230466e-01, -5.472530937862093e+00
68          ,  2.900000000000000e+00,  1.983145769803992e+00,  1.667421607778881e+00,  2.852225953622991e-01, -2.165270060992136e-01
69          ,  3.420000000000000e+00,  4.498343859482601e+00,  2.770591812804431e+00,  3.163867447584567e-01, -3.717896402235687e+01
71          ,  3.040000000000000e+00,  1.830545313148597e+00,  1.616905070737234e+00,  1.057189652412076e-01, -6.131434696246414e+00
72          ,  2.340000000000000e+00,  2.246731153226589e+00,  2.838636915163231e+00,  1.579608247029562e-01, -6.903179673118450e+00
73          ,  1.200000000000000e+00,  1.200034292723374e+00,  8.635447415274198e-01,  1.580456597709651e-01,  4.459511855659988e+00
74          ,  2.920000000000000e+00,  2.294797118500029e+00,  3.085497277492535e+00,  1.197709641178623e-01, -8.713407264792114e+00
75          ,  1.120000000000000e+00,  1.503541000951017e+00,  6.611204642737788e-01,  1.482770687997748e-01, -1.648985981922307e+00
76          ,  3.440000000000000e+00,  2.226057032664987e+00,  1.644222714549500e+00,  1.141224565574968e-01, -1.222749212826235e+01
77          ,  8.800000000000001e-01,  1.735704730226559e+00,  1.071579695916482e+00,  1.113418272824470e-01, -5.959453629895973e+00
78          ,  1.080000000000000e+00,  1.455736839969271e+00,  1.477384236205573e+00,  1.577934912338827e-01,  2.073418628397202e+00
80          ,  1.880000000000000e+00,  1.473509993284390e+00,  8.383197936441755e-02,  1.111807392932248e-01, -4.624719119913021e+00
81          ,  1.080000000000000e+00,  1.804333038524849e+00,  1.233588553461923e+00,  2.969408314320707e-01,  1.971469922721374e+00
82          ,  8.600000000000001e-01,  1.190085990209069e+00,  1.435174311533649e+00,  8.157154955198045e-03, -5.587292349886266e-01
83          ,  1.380000000000000e+00,  1.494143787794072e+00,  1.731858181771331e+00,  1.061859706272826e-01, -1.732337739429509e-01
84          ,  8.200000000000000e-01,  8.455013455928242e-01,  8.565314090315890e-01,  4.550685540939316e-02,  5.124896254239673e+00
85          ,  1.700000000000000e+00,  1.265498584835154e+00,  1.315515275495335e+00,  6.136899972205030e-02,  2.830853417438449e-01
86          ,  8.000000000000003e-01,  1.059016255330234e+00,  5.152909319003443e-01,  6.262346801163386e-02,  1.329869349711100e+00
87          ,  1.440000000000000e+00,  1.577953236201842e+00,  2.085134531862598e+00,  1.547867308610313e-01,  1.758075708366043e+00
88          ,  1.920000000000000e+00,  1.858407151291902e+00,  3.590536817143472e+00,  1.156125038400907e-01, -1.191933363762191e-01
90          ,  1.680000000000000e+00,  1.440836138804934e+00,  1.228577089023581e+00,  6.261494237401150e-02, -2.835990101124310e+00
91          ,  2.040000000000000e+00,  1.882697927639793e+00,  2.152878649021686e+00,  1.664761365858073e-01, -2.555642872699968e+00
92          ,  1.020000000000000e+00,  1.126097373079450e+00,  1.054901251561546e+00,  5.725876735504538e-02,  1.613352727741678e+00
93          ,  1.560000000000000e+00,  1.419804098393870e+00,  3.376379937475482e-02,  1.361915044456722e-01, -2.729814551320035e+00
94          ,  1.000000000000000e+00,  1.044479373728064e+00,  1.191360088993786e+00,  7.762941563560601e-02,  4.326063658496649e+00
95          ,  6.799999999999999e-01,  1.307063968360369e+00,  1.481206066844077e+00,  2.005383651498916e-01,  6.529108704647084e+00
96          ,  1.400000000000000e+00,  1.592025092824092e+00,  1.228574741041354e+00,  1.392404542159726e-01, -1.805691903899109e+00
97          ,  1.980000000000000e+00,  1.713897396953260e+00,  2.545344794772873e+00,  1.397502547046978e-01,  2.090229132387260e-01
98          ,  2.200000000000000e-01,  4.488820638120042e-01,  1.019052461621417e+00,  1.248292015818820e-01,  1.587199873787011e+01
99          ,  1.240000000000000e+00,  1.425977291697058e+00,  2.305480597538236e+00,  8.699932688230916e-02,  1.821097182377620e+00
100         ,  1.580000000000000e+00,  1.358819472520172e+00,  1.315816417977597e+00,  8.797810559652376e-02, -3.602742817262015e-02
101         ,  1.620000000000000e+00,  1.781650214024681e+00,  1.663800406914461e+00,  1.138852278190692e-01, -4.799155370695098e+00
102         ,  2.860000000000000e+00,  1.780919538660751e+00,  3.364945989519569e+00,  6.369567942437793e-02, -1.919395300831160e+00
103         ,  2.460000000000000e+00,  2.672571206292468e+00,  3.099385005361672e+00,  8.536381738933391e-02, -1.653415669180718e+01
104         ,  1.280000000000000e+00,  1.325225626320076e+00,  1.186541363966537e+00,  7.333858640660232e-02, -5.488458322395525e-01
105         ,  1.500000000000000e+00,  1.709574163932607e+00,  2.534275793046143e+00,  1.054717441139583e-01, -1.336952679126947e+00
106         ,  8.600000000000001e-01,  1.459644675094337e+00,  1.688596437404803e+00,  8.148507504896660e-02, -8.736977993785968e-01
107         ,  7.000000000000000e-01,  1.641955462182840e+00,  8.319695454973632e-01,  9.154153171086135e-03, -9.855391568483553e+00
108         ,  1.140000000000000e+00,  1.416066039003786e+00,  6.625202171472635e-01,  1.110794696048104e-01, -1.911057561668610e+00
110         ,  1.100000000000000e+00,  1.112745369743544e+00,  1.564792924911635e+00,  1.068793315182758e-01,  5.682733142134265e+00
111         ,  1.160000000000000e+00,  1.102986761074993e+00,  3.533303905624973e-01,  1.115954120335565e-02, -2.272266665226507e+00
112         ,  1.720000000000000e+00,  1.398083826205908e+00,  8.062942869342093e-01,  1.237023446827288e-01, -5.907730316297011e-01
113         ,  1.400000000000000e+00,  1.546900684124108e+00,  1.824309617841596e+00,  1.243665230129405e-01,  7.272653478845652e-02
114         ,  1.020000000000000e+00,  1.336329117553520e+00,  2.303186332464177e+00,  2.368551066345875e-02,  3.770153619260306e-01
115         ,  5.600000000000001e-01,  1.123689472372959e+00,  6.750695075483604e-02,  9.108358325300969e-02,  2.057634190687828e-01
116         ,  1.280000000000000e+00,  1.110498933075825e+00,  3.261822462297461e-01,  7.996682499631905e-02,  6.998083577319749e-01
117         ,  1.400000000000000e-01,  1.500280433451247e+00,  8.495440956311129e-01,  1.560374700847716e-01, -6.617184916084877e-01
118         ,  7.200000000000000e-01,  1.226753037142508e+00,  8.386793211481742e-01,  7.217317263680856e-02, -2.816329609863960e-02
119         ,  2.460000000000000e+00,  1.593516746259586e+00,  8.220852858460352e-01,  1.075188564563878e-01, -4.535731688903518e+00
121         ,  1.140000000000000e+00,  1.270567192243993e+00,  1.404776131965186e+00,  1.168020587604679e-02, -1.825046451089588e+00
122         ,  1.040000000000000e+00,  9.197568970515927e-01,  1.175189808381304e+00,  7.031577208322549e-02,  6.009876338871133e+00
123         ,  1.620000000000000e+00,  2.336083596183527e+00,  1.267740133635475e+00,  1.087801084212950e-01, -1.544932857293916e+01
124         ,  7.000000000000000e-01,  1.475905861333973e+00,  5.892745419860783e-01,  1.087294088768733e-01, -3.236655875607414e+00
125         ,  1.860000000000000e+00,  1.535024204774677e+00,  2.149026711194278e+00,  9.157644751535594e-02, -2.552110482768784e-01
126         ,  7.200000000000000e-01,  1.336332066165456e+00,  1.485398576350200e+00,  1.674176641999007e-01,  4.525367455803031e+00
127         ,  2.400000000000000e+00,  1.504470540985195e+00,  3.921755132570210e-01,  9.547988166486997e-02, -4.924216390382743e+00
130         ,  2.260000000000000e+00,  1.391783668421954e+00,  1.556610052409162e+00,  1.229963881883715e-01,  1.768979072967706e+00
131         ,  1.700000000000000e+00,  1.109706994064089e+00,  1.455479049143415e+00,  2.220314516284641e-03,  5.635737258003685e-01
132         ,  3.740000000000000e+00,  2.638612979046443e+00,  1.393147038090403e+00,  2.543927241891020e-01, -1.336183208853671e+01
133         ,  2.140000000000000e+00,  1.431061117397122e+00,  1.472429222898685e+00,  1.653871472574138e-01,  2.818967640235379e+00
134         ,  2.540000000000000e+00,  1.991502997923499e+00,  1.720176984751307e+00,  2.945700381247650e-01,  2.374978700022997e-01
135         ,  1.100000000000000e+00,  1.063316453236450e+00,  1.402760934659193e+00,  1.897278184418821e-02,  1.947306069349686e+00
136         ,  1.760000000000000e+00,  1.379103479930710e+00,  1.485558584298050e+00,  1.038189007665196e-01,  8.767055052958860e-01
137         ,  2.200000000000000e+00,  8.809191368989937e-01,  4.248725589006264e-02,  7.998190865753464e-02,  3.647794122752349e+00
139         ,  1.500000000000000e+00,  1.290746246253679e+00,  1.542585438471087e+00,  9.234628297683005e-02,  1.987650042226627e+00
140         ,  5.600000000000001e-01,  1.334717748500852e-01,  7.944815700783516e-01,  6.752943789110829e-03,  1.496849872603265e+01
142         ,  1.140000000000000e+00,  1.880673702834913e+00,  2.912334150898969e-01,  1.334703499079340e-02, -1.527441439782686e+01
143         ,  1.940000000000000e+00,  1.244223140893156e+00,  1.424548592269506e+00,  9.978608686119962e-02,  2.744083454409230e+00
144         ,  2.120000000000000e+00,  1.207104210138724e+00,  7.731301690231136e-01,  9.949065466807738e-02,  1.360597338148000e+00
145         ,  8.600000000000001e-01,  1.657474327313276e+00,  1.973322489268937e+00,  1.489566216786999e-01, -1.727449647182415e-01
146         ,  8.400000000000000e-01,  1.013226963915234e+00,  3.058123466383988e-01,  1.251865053993810e-02, -8.638393811374392e-01
148         ,  2.500000000000000e+00,  2.759303337183110e+00,  2.970517251768964e+00,  2.082521811961781e-01, -1.268862448764669e+01
149         ,  2.020000000000000e+00,  1.600086750680874e+00,  1.293077695463572e+00,  2.564643551331675e-01,  3.674047319175952e+00
150         ,  1.820000000000000e+00,  1.515589842794306e+00,  1.303960275018168e+00,  1.374036665998829e-01, -3.914682397982628e-01
151         ,  1.400000000000000e+00,  2.308339469532136e+00,  3.211025026806952e+00,  8.973994972271136e-02, -9.943281150180365e+00
152         ,  1.420000000000000e+00,  1.418105408729020e+00,  1.510642251268476e+00,  9.370785534124479e-02, -1.616930727486821e-01
153         ,  8.200000000000000e-01,  1.548198095135564e+00,  2.614394564715340e+00,  1.556334968598020e-01,  3.905049524791541e+00
154         ,  1.500000000000000e+00,  1.425961829497539e+00,  1.535527076506909e+00,  6.298433745677351e-02, -1.636016046264941e+00
155         ,  1.380000000000000e+00,  1.859327071666882e+00,  2.983049524618409e+00,  7.867286045335835e-02, -3.693720137351162e+00
156         ,  5.800000000000001e-01,  1.103389300286241e+00,  6.582963027755719e-01,  2.140839848672831e-01,  8.028076790000615e+00
157         ,  1.440000000000000e+00,  1.594263137132425e+00,  6.727770840063296e-01,  1.022613087129904e-01, -5.246327483972189e+00
158         ,  1.000000000000000e+00,  1.130397445013621e+00,  2.369050921914472e+00,  5.027300799183436e-02,  5.226054766603800e+00
159         ,  1.880000000000000e+00,  1.755040713026582e+00,  2.312593474309816e+00,  1.069725542916938e-01, -2.698518113481091e+00
160         ,  2.800000000000000e+00,  3.169294279003899e+00,  2.854554804239195e+00,  1.142354171108314e-01, -2.419484162125275e+01
161         ,  1.120000000000000e+00,  5.813087390688146e-01,  1.170735585440615e-01,  1.209676228346642e-02,  5.713415409328742e+00
162         ,  1.840000000000000e+00,  1.859467136619174e+00,  1.726947824965069e+00,  1.136149257444878e-01, -5.911296201468092e+00
163         ,  8.200000000000000e-01,  9.450336404691102e-01,  3.591668605356775e-01,  1.254795204273880e-01,  5.651165783111673e+00
164         ,  9.000000000000001e-01,  1.371545326494494e+00,  1.228743117391854e+00,  9.819541066833939e-02, -4.069527661049210e-02
165         ,  1.880000000000000e+00,  1.274180763557297e+00,  1.460826578360846e+00,  6.701937462775362e-02,  8.430806718289348e-01
166         ,  2.580000000000001e+00,  1.509931723407778e+00,  1.221222670862558e+00,  1.108388129988680e-01, -1.777349914846420e+00
167         ,  1.500000000000000e+00,  9.947127213008699e-01,  1.157014259456438e+00,  6.894133030246480e-02,  4.646264540778493e+00
168         ,  1.100000000000000e+00,  8.271098325300894e-01,  9.155328651882997e-01,  5.675669561607393e-03,  3.769590757888041e+00
170         ,  1.940000000000000e+00,  2.522154879654919e+00,  3.106119527055390e+00,  1.252739204781843e-01, -1.217162985599825e+01
171         ,  5.400000000000000e-01,  1.045214712855821e+00,  2.593746189492783e-01,  5.348135572862386e-02,  3.562887976804774e-01
172         ,  1.680000000000000e+00,  1.205974688142010e+00,  1.108376349883910e+00,  5.374213603606660e-02,  2.874931802949693e-01
173         ,  2.240000000000000e+00,  2.422790961462259e+00,  3.055101751934158e+00,  1.961037039273183e-01, -7.404141856995872e+00
176         ,  1.360000000000000e+00,  1.262758578232472e+00,  1.862154913578466e+00,  1.422209124423118e-01,  5.731500030365081e+00
177         ,  6.600000000000000e-01,  1.390029103822340e+00,  2.316846188337245e+00,  5.227830489146777e-02,  8.482262385898915e-01
178         ,  1.600000000000000e+00,  1.505661946197562e+00,  1.839424948083220e+00,  7.161766818450048e-02, -1.633927745377592e+00
180         ,  1.820000000000000e+00,  1.350003711551339e+00,  2.154345778293473e+00,  2.966964857348885e-02, -2.735409459861450e-02
181         ,  8.800000000000001e-01,  1.470161056886785e+00,  7.770385401627145e-01,  7.849692208300665e-02, -3.965804618128540e+00
182         ,  9.399999999999998e-01,  1.552055372360011e+00,  1.057499300134487e+00,  1.108694400183632e-01, -2.974621887270159e+00
183         ,  9.399999999999998e-01,  1.404861566029426e+00,  1.233152042825555e+00,  8.723741530607973e-02, -1.086856227546598e+00
184         ,  2.600000000000001e+00,  1.307889758797502e+00,  5.835910856610942e-01,  8.638570832014536e-02, -1.496496320904347e+00
186         ,  2.220000000000000e+00,  2.105388445060518e+00,  1.567088637173433e+00,  2.030171816163140e-01, -6.351075556223472e+00
189         ,  2.000000000000000e+00,  2.525791190748981e+00,  3.100376194095914e+00,  1.915920863602333e-01, -9.184952128998022e+00
190         ,  1.720000000000000e+00,  1.016912701120424e+00,  1.061156478748062e+00,  1.501578646077802e-01,  7.738374476345847e+00
191         ,  1.040000000000000e+00,  6.167751720171484e-01,  7.021764042148368e-01,  8.401589654191040e-02,  1.023188393239778e+01
192         ,  1.060000000000000e+00,  1.153893931032829e+00,  7.607960027529317e-01,  3.530813732865963e-02, -7.593096775898238e-01
193         ,  1.780000000000000e+00,  1.569554205372188e+00,  8.211883473291663e-01,  2.129558526318096e-01,  7.317031965850940e-01
194         ,  1.800000000000000e+00,  1.255304035623052e+00,  1.210405674842339e+00,  3.039799513176356e-02, -1.299288996030490e+00
195         ,  1.380000000000000e+00,  1.565794835358159e+00,  1.682484853542787e+00,  1.824559322016531e-01,  2.010867525599034e+00
196         ,  1.780000000000000e+00,  2.435425042447497e+00,  3.030246448035965e+00,  2.042840041473060e-01, -7.311709719115465e+00
197         ,  9.800000000000000e-01,  1.182065307411648e+00,  1.918656226526951e-01,  6.523113207257984e-02, -1.579066266608069e+00
198         ,  1.780000000000000e+00,  1.301395910064154e+00,  2.765532509308630e-01,  1.026640557041664e-01, -1.572614228278921e+00
199         ,  1.140000000000000e+00,  1.322889694593346e+00,  1.343042388801938e+00,  6.220715315375841e-02, -5.472607971458592e-01
200         ,  2.220000000000000e+00,  1.292625277742146e+00,  1.250513667083813e+00,  9.333497717028452e-02,  1.111591379028899e+00
201         ,  1.340000000000000e+00,  1.345916452071640e+00,  7.610768389004672e-01,  1.404369600653967e-01,  9.109316573998851e-01
202         ,  8.000000000000003e-01,  1.414877067219001e+00,  6.468921570465218e-01,  1.057331925296229e-01, -2.186017206510304e+00
203         ,  8.400000000000000e-01,  1.445134483956237e+00,  7.374272829480482e-01,  1.852196758024643e-01,  1.260671874833993e+00
204         ,  1.960000000000000e+00,  1.306519686165567e+00,  5.078705306236975e-01,  1.137934220839524e-01, -4.381074645337397e-01
205         ,  6.200000000000000e-01,  1.211063891153204e+00,  1.211495246029634e+00,  1.484709017350528e-01,  4.894830295867770e+00
207         ,  2.020000000000000e+00,  1.823761454120354e+00,  2.807035374815451e+00,  1.502879728786742e-01, -3.304671502732426e-01
208         ,  1.040000000000000e+00,  1.262843209422767e+00,  1.307267998279166e+00,  8.783562829020383e-02,  1.525059638278780e+00
209         ,  1.060000000000000e+00,  6.526030599064706e-01,  1.101578682781606e+00,  1.936149442461074e-01,  1.591933272468717e+01
210         ,  2.040000000000000e+00,  1.242369038113003e+00,  1.685453708554163e+00,  1.827299970430899e-02, -1.963449957503459e-01
211         ,  1.800000000000000e+00,  1.863940283921396e+00,  2.901543970261370e+00,  1.931477440282268e-01,  1.271061247112670e+00
212         ,  2.640000000000001e+00,  3.114724231963422e+00,  2.025734232703701e+00,  3.818402770250647e-01, -1.344974014680407e+01
213         ,  3.540000000000000e+00,  3.247914156413464e+00,  3.590898385356796e+00,  2.822876626743120e-01, -1.548949109437718e+01
216         ,  7.600000000000002e-01,  9.967867108176562e-01,  6.567675934121551e-01,  6.611042234973541e-02,  2.955726568525084e+00
